split,cell_id,group,comparator,stratum,U_stratum,C_stratum,low_bins,high_bins,overlap_mass,weight,excess_NLL,Q1_U,Q5_U,Q1_M,Q5_M,Q1_C,Q5_C
consumed,67#4,PC_OFF,LN,1,1,,273,98,98,0.23444976076555024,-0.05838837738233974,0.13586708353190322,0.15683526914327392,-0.023289704705644915,-0.07890671874917402,0.3656783879647771,2.0170848690009286
consumed,67#4,PC_OFF,LN,2,2,,191,89,89,0.21291866028708134,-0.03792185183633352,0.37669745135591587,0.372407833135195,-0.2139296253176445,-0.22076194101337637,0.3548266628249097,1.5603382335596436
consumed,67#4,PC_OFF,LN,3,3,,120,57,57,0.13636363636363635,-0.20327023337147976,0.5513331635069335,0.5586407376747382,-0.272627913254352,-0.2325345045119001,0.37830290489834323,1.592578487180729
consumed,67#4,PC_OFF,LN,4,4,,286,128,128,0.3062200956937799,-0.05793133087960978,0.7562770507578458,0.77881176568917,-0.5198386827210238,-0.2753369669953827,0.3397439706206022,1.9524083175055011
consumed,67#4,PC_OFF,LN,5,5,,46,241,46,0.11004784688995216,-1.1866931277314946e-05,2.3718761940810666,4.829717518684466,2.3718761940810666,4.829717518684466,2.392177154294863,3.2501705421787674
consumed,67#4,PC_OFF,CNN,1,1,,273,98,98,0.23444976076555024,-0.06451507552995153,0.13586708353190322,0.15683526914327392,-0.023289704705644915,-0.07890671874917402,0.3656783879647771,2.0170848690009286
consumed,67#4,PC_OFF,CNN,2,2,,191,89,89,0.21291866028708134,-0.07111472927638263,0.37669745135591587,0.372407833135195,-0.2139296253176445,-0.22076194101337637,0.3548266628249097,1.5603382335596436
consumed,67#4,PC_OFF,CNN,3,3,,120,57,57,0.13636363636363635,-0.29214228681145415,0.5513331635069335,0.5586407376747382,-0.272627913254352,-0.2325345045119001,0.37830290489834323,1.592578487180729
consumed,67#4,PC_OFF,CNN,4,4,,286,128,128,0.3062200956937799,-0.13362815281349827,0.7562770507578458,0.77881176568917,-0.5198386827210238,-0.2753369669953827,0.3397439706206022,1.9524083175055011
consumed,67#4,PC_OFF,CNN,5,5,,46,241,46,0.11004784688995216,0.09523626700492131,2.3718761940810666,4.829717518684466,2.3718761940810666,4.829717518684466,2.392177154294863,3.2501705421787674
consumed,67#6,MC_OFF,LN,1,1,,1183,868,868,0.18452380952380953,-0.04045405988161853,0.09764798068757977,0.09095832243423972,-0.013932844369376722,-0.012091227971036608,0.37199777561977315,1.3984806522499467
consumed,67#6,MC_OFF,LN,2,2,,1820,1393,1393,0.2961309523809524,-0.0162462430210319,0.29754400583650686,0.2995100636480921,-0.1536767581934076,-0.12167765405209863,0.2895545028840319,1.5119686240137455
consumed,67#6,MC_OFF,LN,3,3,,1162,805,805,0.17113095238095238,-0.015170573361813098,0.5238044743431579,0.5313248441655837,-0.3468002935136348,-0.2828029895529313,0.3317367842279274,0.9540352734583734
consumed,67#6,MC_OFF,LN,4,4,,1505,1344,1344,0.2857142857142857,-0.057494729311469275,0.7482353446935845,0.7487852994815208,-0.5190813665949675,-0.4264644411395541,0.34331593596725046,1.569271672018537
consumed,67#6,MC_OFF,LN,5,5,,294,2485,294,0.0625,-0.012947302530403208,2.231498394900423,4.533971926075764,2.231498394900423,4.533971926075764,2.22344015596519,2.8880958708424034
consumed,67#6,MC_OFF,CNN,1,1,,1183,868,868,0.18452380952380953,-0.050303592210607706,0.09764798068757977,0.09095832243423972,-0.013932844369376722,-0.012091227971036608,0.37199777561977315,1.3984806522499467
consumed,67#6,MC_OFF,CNN,2,2,,1820,1393,1393,0.2961309523809524,-0.09459858004726715,0.29754400583650686,0.2995100636480921,-0.1536767581934076,-0.12167765405209863,0.2895545028840319,1.5119686240137455
consumed,67#6,MC_OFF,CNN,3,3,,1162,805,805,0.17113095238095238,-0.11866928754787372,0.5238044743431579,0.5313248441655837,-0.3468002935136348,-0.2828029895529313,0.3317367842279274,0.9540352734583734
consumed,67#6,MC_OFF,CNN,4,4,,1505,1344,1344,0.2857142857142857,-0.16068822358168075,0.7482353446935845,0.7487852994815208,-0.5190813665949675,-0.4264644411395541,0.34331593596725046,1.569271672018537
consumed,67#6,MC_OFF,CNN,5,5,,294,2485,294,0.0625,-0.09588034014152673,2.231498394900423,4.533971926075764,2.231498394900423,4.533971926075764,2.22344015596519,2.8880958708424034
consumed,67#7,MC_ON,LN,1,1,,1568,840,840,0.19834710743801653,-0.01664500593641627,0.11551004742215724,0.1184975630018218,-0.04428461388297797,-0.028917753766594008,0.3452858061072696,1.3683990119297353
consumed,67#7,MC_ON,LN,2,2,,2254,1064,1064,0.2512396694214876,-0.08163414106863875,0.3561744062935382,0.3420288841577227,-0.180632883565091,-0.15996248880484223,0.3564348211346716,1.5235928767593707
consumed,67#7,MC_ON,LN,3,3,,1001,798,798,0.1884297520661157,-0.06474775487517533,0.574649438494545,0.5794249347189243,-0.33347877310420704,-0.3582008793741673,0.34094793927011974,1.6157642145080686
consumed,67#7,MC_ON,LN,4,4,,1498,1239,1239,0.29256198347107437,-0.05110831049169527,0.7736696483468711,0.8050367285331084,-0.5016544810800909,-0.21664370472089994,0.35303615514537884,1.700683264695584
consumed,67#7,MC_ON,LN,5,5,,294,2310,294,0.06942148760330578,0.03782817668119906,2.170660547702388,4.572478988801418,2.170660547702388,4.572478988801418,2.1504125543167842,2.8181517336437167
consumed,67#7,MC_ON,CNN,1,1,,1568,840,840,0.19834710743801653,-0.05873938155497681,0.11551004742215724,0.1184975630018218,-0.04428461388297797,-0.028917753766594008,0.3452858061072696,1.3683990119297353
