split,cell_id,group,comparator,E,overlap_mass,low_bins,high_bins,low_overlap_fraction,high_overlap_fraction,retained_strata,residual_U_difference,residual_M_difference,residual_C_difference
consumed,68#3,MC_OFF,CNN,-0.07569000583975552,3507,5642,7861,0.6215880893300249,0.44612644701691895,25,0.12592418190361995,0.15628262114767116,0.08053566364810431
consumed,68#4,PC_ON,LN,-0.017124189658756752,3108,6354,5790,0.48914069877242683,0.5367875647668394,25,0.3070008985095799,0.2917937717379336,0.15200516637006783
consumed,68#4,PC_ON,CNN,-0.03446656791836738,3108,6354,5790,0.48914069877242683,0.5367875647668394,25,0.3070008985095799,0.2917937717379336,0.15200516637006783
consumed,68#7,PC_ON,LN,-0.01733044382795175,3507,5159,7539,0.6797829036635007,0.46518105849582175,25,0.2917509613987103,0.3685122104062672,0.10841750306960238
consumed,68#7,PC_ON,CNN,-0.04742973277534867,3507,5159,7539,0.6797829036635007,0.46518105849582175,25,0.2917509613987103,0.3685122104062672,0.10841750306960238
consumed,68#10,MC_ON,LN,-0.031977307848052444,643,768,1444,0.8372395833333334,0.4452908587257618,25,0.16335837495345545,0.18867576506667946,0.09565892611884813
consumed,68#10,MC_ON,CNN,-0.0368223538926848,643,768,1444,0.8372395833333334,0.4452908587257618,25,0.16335837495345545,0.18867576506667946,0.09565892611884813
consumed,68#11,PC_OFF,LN,-0.01985028315280884,4074,8022,7343,0.5078534031413613,0.5548141086749285,25,0.3693642280105417,0.3596036275753184,0.14026179856819126
consumed,68#11,PC_OFF,CNN,-0.06333353310678719,4074,8022,7343,0.5078534031413613,0.5548141086749285,25,0.3693642280105417,0.3596036275753184,0.14026179856819126
consumed,69#3,PC_OFF,LN,-0.020669000558877625,3514,6643,6370,0.5289778714436248,0.5516483516483517,22,0.19682573501740158,0.19024721702750347,0.14330027375328105
consumed,69#3,PC_OFF,CNN,-0.06265262760006714,3514,6643,6370,0.5289778714436248,0.5516483516483517,22,0.19682573501740158,0.19024721702750347,0.14330027375328105
consumed,69#4,MC_ON,LN,-0.03810553027515782,2778,5580,5268,0.4978494623655914,0.5273348519362187,22,0.20845109405028284,0.19585832476838388,0.15390466175917705
consumed,69#4,MC_ON,CNN,-0.08597854643450914,2778,5580,5268,0.4978494623655914,0.5273348519362187,22,0.20845109405028284,0.19585832476838388,0.15390466175917705
consumed,69#6,MC_OFF,LN,-0.06430005962937543,2674,5327,5670,0.5019710906701709,0.47160493827160493,20,0.1303445872105732,0.1142078243355326,0.08408579421581008
consumed,69#6,MC_OFF,CNN,-0.09325194834531902,2674,5327,5670,0.5019710906701709,0.47160493827160493,20,0.1303445872105732,0.1142078243355326,0.08408579421581008
consumed,69#7,MC_ON,LN,-0.012099855663096553,2877,6153,5621,0.46757679180887374,0.5118306351183064,21,0.19682770617568573,0.16573972228688466,0.13874470427387164
consumed,69#7,MC_ON,CNN,-0.02796191465758603,2877,6153,5621,0.46757679180887374,0.5118306351183064,21,0.19682770617568573,0.16573972228688466,0.13874470427387164
consumed,69#21,PC_OFF,LN,-0.03464280495273491,2364,7392,4188,0.3198051948051948,0.5644699140401146,23,0.2958010988708273,0.2742704196833039,0.09027222727162892
consumed,69#21,PC_OFF,CNN,-0.0571304031643403,2364,7392,4188,0.3198051948051948,0.5644699140401146,23,0.2958010988708273,0.2742704196833039,0.09027222727162892
consumed,70#1,PC_ON,LN,-0.015934684359494033,2640,8256,4470,0.31976744186046513,0.5906040268456376,24,0.35590153864598895,0.3189150747729459,0.16035109220249996
consumed,70#1,PC_ON,CNN,-0.027640350675152622,2640,8256,4470,0.31976744186046513,0.5906040268456376,24,0.35590153864598895,0.3189150747729459,0.16035109220249996
consumed,70#7,PC_ON,LN,-0.014718120806898006,3794,7630,6916,0.4972477064220184,0.548582995951417,24,0.3142810820388365,0.3022360338701831,0.18350325701871487
consumed,70#7,PC_ON,CNN,-0.044567121756435416,3794,7630,6916,0.4972477064220184,0.548582995951417,24,0.3142810820388365,0.3022360338701831,0.18350325701871487
consumed,70#15,PC_ON,LN,-0.015770115493507895,2796,4248,5718,0.6581920903954802,0.48898216159496327,20,0.14670776945613806,0.16842184875563937,0.08180155684521016
consumed,70#15,PC_ON,CNN,-0.024374538326309276,2796,4248,5718,0.6581920903954802,0.48898216159496327,20,0.14670776945613806,0.16842184875563937,0.08180155684521016
consumed,70#34,MC_ON,LN,-0.033504444133555425,3486,5180,7315,0.672972972972973,0.47655502392344495,23,0.15258662135576745,0.19303342042560925,0.12152747686103554
consumed,70#34,MC_ON,CNN,-0.10251334387934666,3486,5180,7315,0.672972972972973,0.47655502392344495,23,0.15258662135576745,0.19303342042560925,0.12152747686103554
