split,cell_id,group,comparator,raw_E,Q1_bins,Q5_bins,Q1_event_rate,Q5_event_rate,raw_M_difference,raw_U_difference,raw_C_difference,matched_E,two_dimensional_E
development,68#10,MC_ON,CNN,-0.05416065906135923,84,84,0.16666666666666666,0.19047619047619047,0.023138623140743234,0.17086173160703677,0.5170701012047847,-0.06532586682174991,-0.10933837956692494
development,68#11,PC_OFF,LN,-0.023868692911265747,588,588,0.20748299319727892,0.14795918367346939,0.778165836283098,0.5466019805333215,1.3518742921759048,-0.023240714680723095,-0.040089070640524416
development,68#11,PC_OFF,CNN,0.0865516169928983,588,588,0.20748299319727892,0.14795918367346939,0.778165836283098,0.5466019805333215,1.3518742921759048,0.0770897985745197,0.035915258790935524
development,69#3,PC_OFF,LN,-0.015020870935776707,588,588,0.3129251700680272,0.30952380952380953,0.5855087986963315,0.3658344220157125,0.8238188666827704,-0.013573892998756722,-0.013274894781734855
development,69#3,PC_OFF,CNN,-0.012911323566404048,588,588,0.3129251700680272,0.30952380952380953,0.5855087986963315,0.3658344220157125,0.8238188666827704,-0.010100486071036847,-0.015259532868313875
development,69#4,MC_ON,LN,-0.11609740965576898,504,504,0.27380952380952384,0.2003968253968254,0.6601073899169715,0.5058745924954177,0.9793275015246244,-0.10568285994949483,-0.0917755403393051
development,69#4,MC_ON,CNN,-0.0734666313579295,504,504,0.27380952380952384,0.2003968253968254,0.6601073899169715,0.5058745924954177,0.9793275015246244,-0.07725727168229342,-0.033490284188556915
development,69#6,MC_OFF,LN,-0.009576571107287893,588,588,0.21768707482993196,0.2193877551020408,0.8190191362367869,0.6106665865281584,0.7287416249475678,-0.007930967574247778,-0.017728214908929396
development,69#6,MC_OFF,CNN,-0.031325358584184435,588,588,0.21768707482993196,0.2193877551020408,0.8190191362367869,0.6106665865281584,0.7287416249475678,-0.041949272135996786,0.011782089954497595
development,69#7,MC_ON,LN,0.03838781195132047,588,588,0.27380952380952384,0.20748299319727892,0.6787049726039048,0.45286709018420435,0.7175286442209377,0.02700371018558321,0.02264682468072548
development,69#7,MC_ON,CNN,0.0500387208304633,588,588,0.27380952380952384,0.20748299319727892,0.6787049726039048,0.45286709018420435,0.7175286442209377,0.03141838765800857,0.03539027724661034
development,69#21,PC_OFF,LN,-0.012244916538393154,504,504,0.2718253968253968,0.1865079365079365,0.8973600209983055,0.49524465779194593,0.8272056524043104,-0.012294807062021124,-0.022128443931020418
development,69#21,PC_OFF,CNN,0.00564432435049848,504,504,0.2718253968253968,0.1865079365079365,0.8973600209983055,0.49524465779194593,0.8272056524043104,-0.00034008497000329366,-0.009438871363209846
development,70#1,PC_ON,LN,-0.03265607675871455,504,504,0.22023809523809523,0.15476190476190477,0.4146986848886409,0.22186360288833384,0.9326837137727819,-0.028427384499688575,-0.01791333654491749
development,70#1,PC_ON,CNN,0.019024547293070425,504,504,0.22023809523809523,0.15476190476190477,0.4146986848886409,0.22186360288833384,0.9326837137727819,0.015464363184777239,0.026886321287774777
development,70#7,PC_ON,LN,-0.022387356449998296,588,588,0.20238095238095238,0.25510204081632654,0.4667126250786834,0.2697112776522915,0.9272590991329503,-0.02515089390639495,-0.031461124929049455
development,70#7,PC_ON,CNN,-0.01757523980317475,588,588,0.20238095238095238,0.25510204081632654,0.4667126250786834,0.2697112776522915,0.9272590991329503,-0.02713039168164925,-0.03483136643436072
development,70#15,PC_ON,LN,-0.0005692239940607866,504,504,0.0992063492063492,0.17857142857142858,0.8503487752400577,0.6358862794208799,0.7611387980210739,-0.0007638479829855651,-0.0070528581277316295
development,70#15,PC_ON,CNN,0.0051093188902977225,504,504,0.0992063492063492,0.17857142857142858,0.8503487752400577,0.6358862794208799,0.7611387980210739,0.0022739333939986806,-0.016594283746483682
development,70#34,MC_ON,LN,-0.060856915396344205,588,588,0.20748299319727892,0.23299319727891157,0.8555061687421541,0.632224291740681,1.1148997383921575,-0.042035798371752135,-0.03535069103463425
development,70#34,MC_ON,CNN,-0.1086844827345646,588,588,0.20748299319727892,0.23299319727891157,0.8555061687421541,0.632224291740681,1.1148997383921575,-0.09584384407592555,-0.1424511532737444
