split,cell_id,group,comparator,raw_E,Q1_bins,Q5_bins,Q1_event_rate,Q5_event_rate,raw_M_difference,raw_U_difference,raw_C_difference
consumed,67#4,PC_OFF,LN,0.002994239718650942,761,809,0.4007884362680683,0.15327564894932014,2.8584359502553482,2.0465848460645244,4.110432738044776
consumed,67#4,PC_OFF,CNN,-0.03609764153001671,761,809,0.4007884362680683,0.15327564894932014,2.8584359502553482,2.0465848460645244,4.110432738044776
consumed,67#6,MC_OFF,LN,-0.007215707444934959,5243,5859,0.30059126454320045,0.18535586277521762,2.7764877974265887,2.0273909491911852,3.7970473551468404
consumed,67#6,MC_OFF,CNN,-0.07719725381923137,5243,5859,0.30059126454320045,0.18535586277521762,2.7764877974265887,2.0273909491911852,3.7970473551468404
consumed,67#7,MC_ON,LN,-0.030883535797880498,5866,5299,0.08574838049778384,0.31232307982638235,2.816479988457154,2.0660819748453156,4.003939777344413
consumed,67#7,MC_ON,CNN,-0.10656560512629383,5866,5299,0.08574838049778384,0.31232307982638235,2.816479988457154,2.0660819748453156,4.003939777344413
consumed,67#14,PC_ON,LN,-0.026166002842009064,5922,5488,0.06872678149273893,0.4145408163265306,2.998198645213106,2.2078894705404277,4.213121863747725
consumed,67#14,PC_ON,CNN,-0.11349884299120312,5922,5488,0.06872678149273893,0.4145408163265306,2.998198645213106,2.2078894705404277,4.213121863747725
consumed,67#21,PC_ON,LN,-0.0060126993314346105,6076,6048,0.04098090849242923,0.22470238095238096,2.812409402995731,2.0397853366736634,3.938725737752167
consumed,67#21,PC_ON,CNN,-0.06307091907518438,6076,6048,0.04098090849242923,0.22470238095238096,2.812409402995731,2.0397853366736634,3.938725737752167
consumed,67#26,PC_ON,LN,-0.008638622916562932,6356,5460,0.1370358716173694,0.42545787545787545,2.9190895603265123,2.155381413342067,4.138587868732028
consumed,67#26,PC_ON,CNN,-0.045454243261283916,6356,5460,0.1370358716173694,0.42545787545787545,2.9190895603265123,2.155381413342067,4.138587868732028
consumed,67#33,MC_OFF,LN,0.009474003477320268,6139,6111,0.3161752728457404,0.13402061855670103,2.800677213796427,2.057493914929627,3.6459610784056484
consumed,67#33,MC_OFF,CNN,-0.05096839307546396,6139,6111,0.3161752728457404,0.13402061855670103,2.800677213796427,2.057493914929627,3.6459610784056484
consumed,67#34,PC_ON,LN,-0.018877545290570646,5964,5628,0.07478202548625083,0.3745557924662402,2.8984538877035018,2.097800429238813,4.108270882802217
consumed,67#34,PC_ON,CNN,-0.055671544944305235,5964,5628,0.07478202548625083,0.3745557924662402,2.8984538877035018,2.097800429238813,4.108270882802217
consumed,68#3,MC_OFF,LN,-0.01669290862301384,6258,6608,0.4170661553211889,0.23955811138014527,2.5114857973718205,1.81780642554242,3.4295424729915536
consumed,68#3,MC_OFF,CNN,-0.10541599911407751,6258,6608,0.4170661553211889,0.23955811138014527,2.5114857973718205,1.81780642554242,3.4295424729915536
consumed,68#4,PC_ON,LN,-0.0006989376895148304,5046,5520,0.28894173602853745,0.11992753623188405,2.8906414996390994,2.0686288809122777,3.9359441882319106
consumed,68#4,PC_ON,CNN,-0.016620313182611767,5046,5520,0.28894173602853745,0.11992753623188405,2.8906414996390994,2.0686288809122777,3.9359441882319106
consumed,68#7,PC_ON,LN,-0.027025422763668507,6188,7189,0.06528765352294764,0.35401307553206285,2.5726004885460134,1.8130455950897173,3.436563369276923
consumed,68#7,PC_ON,CNN,-0.09627479783240647,6188,7189,0.06528765352294764,0.35401307553206285,2.5726004885460134,1.8130455950897173,3.436563369276923
consumed,68#10,MC_ON,LN,-0.008871031637219699,841,1017,0.07728894173602854,0.3421828908554572,2.397134406071875,1.7527837599092573,3.037839128330112
consumed,68#10,MC_ON,CNN,-0.13135172540375228,841,1017,0.07728894173602854,0.3421828908554572,2.397134406071875,1.7527837599092573,3.037839128330112
consumed,68#11,PC_OFF,LN,0.006290835657090387,6279,6671,0.35101130753304666,0.080797481636936,2.846837190775306,2.0529545107310563,3.7638788527364437
consumed,68#11,PC_OFF,CNN,0.027963412794415617,6279,6671,0.35101130753304666,0.080797481636936,2.846837190775306,2.0529545107310563,3.7638788527364437
consumed,69#3,PC_OFF,LN,-0.0059545931903918735,5292,5383,0.46107331821617537,0.2089912688092142,3.039428336387714,2.226549622069847,4.267741833381067
consumed,69#3,PC_OFF,CNN,-0.029910775883511084,5292,5383,0.46107331821617537,0.2089912688092142,3.039428336387714,2.226549622069847,4.267741833381067
consumed,69#4,MC_ON,LN,-0.08375220761974095,5040,4602,0.08988095238095238,0.28748370273794005,2.777628062944866,2.034745760853523,4.0178173894582105
