split,cell_id,group,comparator,stratum,U_stratum,C_stratum,low_bins,high_bins,overlap_mass,weight,excess_NLL,Q1_U,Q5_U,Q1_M,Q5_M,Q1_C,Q5_C
development,67#4,PC_OFF,LN,1,1,,9,34,9,0.16666666666666666,0.04000024273578624,0.12058723585667191,0.12107846334829982,-0.0719882183701783,-0.0002010939146309872,0.6914995041346023,1.4375513481243294
development,67#4,PC_OFF,LN,2,2,,26,21,21,0.3888888888888889,-0.0028762937794392703,0.3850487159305395,0.3744009052891107,-0.32108863002996746,-0.10803449961046378,0.43232081592074023,0.8273999134544283
development,67#4,PC_OFF,LN,3,3,,23,7,7,0.12962962962962962,-0.3378591046408239,0.5638496446949632,0.5411135107278824,-0.1217725035208075,-0.5411135107278824,0.38585975521203614,0.2524448630533048
development,67#4,PC_OFF,LN,4,4,,17,8,8,0.14814814814814814,0.037212394045225645,0.7631947782493251,0.8232774825301021,0.3426488303469823,0.48693005903624,0.4783143320613924,0.9117774365004152
development,67#4,PC_OFF,LN,5,5,,9,14,9,0.16666666666666666,-0.14235614841610889,3.1728884091393814,4.909673975248422,3.1728884091393814,4.909673975248422,3.127123899615577,2.8205407853903517
development,67#4,PC_OFF,CNN,1,1,,9,34,9,0.16666666666666666,-0.00025199712145704267,0.12058723585667191,0.12107846334829982,-0.0719882183701783,-0.0002010939146309872,0.6914995041346023,1.4375513481243294
development,67#4,PC_OFF,CNN,2,2,,26,21,21,0.3888888888888889,-0.11860415569574552,0.3850487159305395,0.3744009052891107,-0.32108863002996746,-0.10803449961046378,0.43232081592074023,0.8273999134544283
development,67#4,PC_OFF,CNN,3,3,,23,7,7,0.12962962962962962,0.1834588963297266,0.5638496446949632,0.5411135107278824,-0.1217725035208075,-0.5411135107278824,0.38585975521203614,0.2524448630533048
development,67#4,PC_OFF,CNN,4,4,,17,8,8,0.14814814814814814,0.11341831883663367,0.7631947782493251,0.8232774825301021,0.3426488303469823,0.48693005903624,0.4783143320613924,0.9117774365004152
development,67#4,PC_OFF,CNN,5,5,,9,14,9,0.16666666666666666,-0.13767090019560635,3.1728884091393814,4.909673975248422,3.1728884091393814,4.909673975248422,3.127123899615577,2.8205407853903517
development,67#6,MC_OFF,LN,1,1,,126,273,126,0.32727272727272727,-0.0488287316857121,0.1004292167335128,0.08018535767638614,0.027529781813629802,-0.003329992050660226,0.44939577467998276,1.0248057329239182
development,67#6,MC_OFF,LN,2,2,,210,133,133,0.34545454545454546,-0.01749843989556989,0.30470247761424013,0.29918079690909705,-0.19729828366466487,0.10008727977738571,0.4162594446815395,0.7001654020853734
development,67#6,MC_OFF,LN,3,3,,126,63,63,0.16363636363636364,0.008412366410286752,0.5161953687512626,0.5181940729419391,-0.28981181914504206,-0.2899906530976296,0.5657762715010902,1.5618494038263127
development,67#6,MC_OFF,LN,4,4,,70,7,7,0.01818181818181818,-0.05498482011187563,0.8005993366707117,0.6670102871954439,0.5506046230066569,0.6670102871954439,0.842107478925027,0.6681650863960383
development,67#6,MC_OFF,LN,5,5,,56,112,56,0.14545454545454545,0.08175370148807985,2.32296810913831,5.7704635875998065,2.32296810913831,5.7704635875998065,2.182912879680953,4.305082572530955
development,67#6,MC_OFF,CNN,1,1,,126,273,126,0.32727272727272727,0.1649757615366606,0.1004292167335128,0.08018535767638614,0.027529781813629802,-0.003329992050660226,0.44939577467998276,1.0248057329239182
development,67#6,MC_OFF,CNN,2,2,,210,133,133,0.34545454545454546,0.012957204728812496,0.30470247761424013,0.29918079690909705,-0.19729828366466487,0.10008727977738571,0.4162594446815395,0.7001654020853734
development,67#6,MC_OFF,CNN,3,3,,126,63,63,0.16363636363636364,0.044584598673634644,0.5161953687512626,0.5181940729419391,-0.28981181914504206,-0.2899906530976296,0.5657762715010902,1.5618494038263127
development,67#6,MC_OFF,CNN,4,4,,70,7,7,0.01818181818181818,-0.0525152890793784,0.8005993366707117,0.6670102871954439,0.5506046230066569,0.6670102871954439,0.842107478925027,0.6681650863960383
development,67#6,MC_OFF,CNN,5,5,,56,112,56,0.14545454545454545,-0.006537828428161762,2.32296810913831,5.7704635875998065,2.32296810913831,5.7704635875998065,2.182912879680953,4.305082572530955
development,67#7,MC_ON,LN,1,1,,126,175,126,0.26865671641791045,0.05319826964663407,0.12190782300688252,0.10476493424968794,-0.07092267227828952,-0.025149187319135905,0.35163779585238647,2.368917120373808
development,67#7,MC_ON,LN,2,2,,154,147,147,0.31343283582089554,-0.0749393012769177,0.35428486118546443,0.35371478899965975,-0.20068306153839466,-0.21290272336623203,0.4492947018412505,0.924444588054607
development,67#7,MC_ON,LN,3,3,,126,84,84,0.1791044776119403,-0.10664144770126782,0.5677331110841973,0.5441509867992458,-0.23681204640134065,-0.17933154686923242,0.732091228430464,0.33461658861617455
development,67#7,MC_ON,LN,4,4,,126,56,56,0.11940298507462686,0.00010555197824910385,0.8215969929954519,0.8416646565019618,0.42722391164689144,0.46901728908414947,0.2972912760451436,1.3347732128822827
development,67#7,MC_ON,LN,5,5,,56,126,56,0.11940298507462686,-0.004233187041551043,3.1377064758174424,4.419201338836165,3.1377064758174424,4.419201338836165,3.0770993667926327,3.0296725706128336
development,67#7,MC_ON,CNN,1,1,,126,175,126,0.26865671641791045,0.016171881819987508,0.12190782300688252,0.10476493424968794,-0.07092267227828952,-0.025149187319135905,0.35163779585238647,2.368917120373808
development,67#7,MC_ON,CNN,2,2,,154,147,147,0.31343283582089554,0.00946096607425742,0.35428486118546443,0.35371478899965975,-0.20068306153839466,-0.21290272336623203,0.4492947018412505,0.924444588054607
development,67#7,MC_ON,CNN,3,3,,126,84,84,0.1791044776119403,-0.10320359599183497,0.5677331110841973,0.5441509867992458,-0.23681204640134065,-0.17933154686923242,0.732091228430464,0.33461658861617455
development,67#7,MC_ON,CNN,4,4,,126,56,56,0.11940298507462686,-0.1088779775147277,0.8215969929954519,0.8416646565019618,0.42722391164689144,0.46901728908414947,0.2972912760451436,1.3347732128822827
development,67#7,MC_ON,CNN,5,5,,56,126,56,0.11940298507462686,0.455409457014373,3.1377064758174424,4.419201338836165,3.1377064758174424,4.419201338836165,3.0770993667926327,3.0296725706128336
development,67#14,PC_ON,LN,1,1,,119,182,119,0.2361111111111111,-0.0447256337427768,0.09324063347679946,0.10313481563039553,-0.011322616976137985,-0.02995036587638494,0.43643646964611593,2.3220196960610338
development,67#14,PC_ON,LN,2,2,,168,154,154,0.3055555555555556,-0.13847925345528375,0.37738106209629524,0.36882496235722845,-0.18193364969920367,-0.11040856418284503,0.48955200641648844,0.9622018321586604
development,67#14,PC_ON,LN,3,3,,126,77,77,0.1527777777777778,-0.12089082602603149,0.5710832056485944,0.5543090228668668,-0.1895754343519608,-0.4484710054980083,0.5076436463536488,0.15138721990991721
development,67#14,PC_ON,LN,4,4,,84,63,63,0.125,-0.12190778135510183,0.8729514327181581,0.8943994264635775,0.38411578749946784,0.5644300004674329,0.3879987365944544,1.8858868858207845
