split,cell_id,group,comparator,stratum,U_stratum,C_stratum,low_bins,high_bins,overlap_mass,weight,excess_NLL,Q1_U,Q5_U,Q1_M,Q5_M,Q1_C,Q5_C
consumed,67#4,PC_OFF,LN,24,5,4,17,64,17,0.0513595166163142,0.010852871144374474,1.6490164359154946,4.230415465586702,1.6490164359154946,4.230415465586702,1.4042669013416504,1.134091025021462
consumed,67#4,PC_OFF,LN,25,5,5,27,150,27,0.08157099697885196,-0.002929400214815396,2.88980193629309,5.080622775995483,2.88980193629309,5.080622775995483,3.1547702032365597,4.703000264208919
consumed,67#4,PC_OFF,CNN,1,1,1,46,9,9,0.027190332326283987,-0.1132253871446728,0.14893355446870177,0.20926830621384498,-0.05464127900283885,-0.1833619247837406,0.04098091329037941,0.05136765801257247
consumed,67#4,PC_OFF,CNN,2,1,2,82,9,9,0.027190332326283987,-0.1106424117769384,0.1207588540280817,0.17404022396335173,-0.051188028691529594,-0.15450221856331658,0.1554604715304932,0.16879820039806268
consumed,67#4,PC_OFF,CNN,3,1,3,92,26,26,0.07854984894259819,0.08709055205255944,0.1404133336703956,0.13111653925163688,-0.01801072889983239,-0.08181200267203027,0.4021130492407753,0.42784200646957077
consumed,67#4,PC_OFF,CNN,4,1,4,52,25,25,0.0755287009063444,-0.16510021924070156,0.13854948367413902,0.15102003055624663,0.03449750848778002,-0.06439203200861812,0.8898829131813517,0.9764928973745555
consumed,67#4,PC_OFF,CNN,5,1,5,1,29,1,0.0030211480362537764,-0.07049417405750029,0.21594441961497068,0.16329478689646026,0.21594441961497068,-0.03293683715887239,1.9290072219446301,5.522641718407676
consumed,67#4,PC_OFF,CNN,6,2,1,40,11,11,0.03323262839879154,-0.053258429491630815,0.37046016884269195,0.3867390877143903,-0.29716505055548625,-0.2471455792811784,0.04067209168570116,0.02933604507283731
consumed,67#4,PC_OFF,CNN,7,2,2,54,14,14,0.04229607250755287,-0.11435779810230778,0.3833553744609364,0.3469562605023384,-0.35803489350386103,-0.3469562605023384,0.15472633034881222,0.1629534108131858
consumed,67#4,PC_OFF,CNN,8,2,3,63,24,24,0.07250755287009064,-0.07909284268123551,0.3682395724361644,0.3803740933459873,-0.14804892713714035,-0.23655564854076752,0.3671277685863306,0.3864572128368309
consumed,67#4,PC_OFF,CNN,9,2,4,32,19,19,0.05740181268882175,0.10368471847732985,0.3872678820625879,0.3632006947147219,0.01640503719681874,-0.03344056745500941,0.9327264510066016,1.063092186360767
consumed,67#4,PC_OFF,CNN,10,2,5,2,21,2,0.006042296072507553,-0.13941092159948915,0.41897547245025635,0.3810946712979958,-0.41897547245025635,-0.27424368497339036,2.406745620071888,5.085349232889712
consumed,67#4,PC_OFF,CNN,11,3,1,29,9,9,0.027190332326283987,0.07579857225637546,0.5544622944475248,0.533939835925897,-0.40062463842332363,-0.533939835925897,0.04736593307863022,0.04744997123877207
consumed,67#4,PC_OFF,CNN,12,3,2,31,10,10,0.030211480362537766,-0.2041640802413201,0.5540695190992987,0.5706458866596222,-0.417016665004344,-0.33060767948627473,0.1534641958330007,0.15103574339300394
consumed,67#4,PC_OFF,CNN,13,3,3,32,7,7,0.021148036253776436,-0.19767666942682166,0.5507331897970289,0.580330598035029,-0.22311779879964888,-0.40130350685545374,0.43985869332027505,0.36747367839728085
consumed,67#4,PC_OFF,CNN,14,3,4,28,21,21,0.0634441087613293,-0.3201354703060534,0.5457484255810934,0.5686873440586385,-0.03678388926865799,0.14247854071713628,0.8996381525517531,1.0372071341234481
consumed,67#4,PC_OFF,CNN,15,3,5,0,10,0,0.0,,,0.5325856246054173,,-0.5325856246054173,,6.448590102884919
