group,mode,channel,profile,region,n_cells,current_overshoot_above_plateaus,previous_overshoot_above_plateaus,delta_overshoot_above_plateaus,current_undershoot_below_plateaus,previous_undershoot_below_plateaus,delta_undershoot_below_plateaus,current_max_minus_upper_plateau,previous_max_minus_upper_plateau,delta_max_minus_upper_plateau,current_min_minus_lower_plateau,previous_min_minus_lower_plateau,delta_min_minus_lower_plateau,current_max_x_pixels,previous_max_x_pixels,delta_max_x_pixels,current_min_x_pixels,previous_min_x_pixels,delta_min_x_pixels
all,AC_off,logit,ramp,bright_boundary,22,0.00026934797113591975,0.001340218565680764,-0.0010708705945448442,-0.00048827041279185903,-0.0009012682871385055,0.00041299787434664637,-0.14461840282786975,-0.16545121507211166,0.020832812244241886,0.21050991253419357,0.24214734814383768,-0.03163743560964411,3.909090909090909,3.909090909090909,0.0,3.090909090909091,3.090909090909091,0.0
PC_OFF,AC_off,logit,matched_uniform,dark_boundary,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4169513136148453,0.5093747675418854,-0.0924234539270401,-6.0,-6.0,0.0,-2.0,-2.0,0.0
all,AC_off,logit,matched_uniform,dark_boundary,22,0.0,0.0,0.0,0.0,0.0,0.0,-0.210881154645573,-0.24246676130728287,0.03158560666170987,0.14467604593797165,0.16639809987761758,-0.02172205393964594,-3.4545454545454546,-3.4545454545454546,0.0,-4.545454545454546,-4.545454545454546,0.0
PC_OFF,AC_off,logit,matched_uniform,bright_boundary,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.41695141792297363,-0.5093747675418854,0.09242334961891174,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0
all,AC_off,logit,matched_uniform,bright_boundary,22,0.0,0.0,0.0,0.0,0.0,0.0,-0.14467606219378384,-0.16639810800552368,0.021722045811739834,0.21088111400604248,0.24246679923751138,-0.031585685231468895,3.272727272727273,3.272727272727273,0.0,2.727272727272727,2.727272727272727,0.0
PC_OFF,AC_off,probability,ramp,dark_boundary,4,0.0002824254333972931,0.0003764033317565918,-9.39778983592987e-05,0.0,0.0,0.0,0.0002824254333972931,0.0003764033317565918,-9.39778983592987e-05,0.06939513795077801,0.08557372353971004,-0.016178585588932037,-5.0,-5.0,0.0,-2.0,-2.0,0.0
all,AC_off,probability,ramp,dark_boundary,22,0.00010528415441513062,0.00019416687163439664,-8.888271721926603e-05,-3.36525792425329e-05,-0.0001535273411057212,0.00011987476186318831,-0.032496418465267525,-0.037253189154646614,0.0047567706893790855,0.023567591201175343,0.027186039157889107,-0.0036184479567137632,-3.090909090909091,-3.090909090909091,0.0,-3.909090909090909,-3.909090909090909,0.0
PC_OFF,AC_off,probability,ramp,bright_boundary,4,0.0,0.0,0.0,-0.0002157166600227356,-0.0002772267907857895,6.15101307630539e-05,-0.07685202732682228,-0.09627126716077328,0.019419239833950996,-0.0002157166600227356,-0.0002772267907857895,6.15101307630539e-05,2.0,2.0,0.0,5.0,5.0,0.0
all,AC_off,probability,ramp,bright_boundary,22,5.1001594825224444e-05,0.000247955322265625,-0.00019695372744040057,-7.523189891468395e-05,-0.0001306930048899217,5.546110597523776e-05,-0.026018088852817364,-0.03029900755394589,0.004280918701128526,0.029484932395544918,0.03330745615742423,-0.003822523761879314,3.909090909090909,3.909090909090909,0.0,3.090909090909091,3.090909090909091,0.0
PC_OFF,AC_off,probability,matched_uniform,dark_boundary,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06928074918687344,0.08542054705321789,-0.016139797866344452,-6.0,-6.0,0.0,-2.0,-2.0,0.0
