group,mode,channel,family,name,kind,n_cells,mean_on,peak_signed,peak_absolute,peak_latency_from_onset_ms,integral_response_seconds,onset_50ms_mean,offset_50ms_mean,positive_cells,negative_cells,zero_within_1e9_cells
all,normal,logit,Mach,Mach_uniform_x-08,response_minus_blank,22,0.01802115540274165,0.09799456867304715,0.21700247038494458,66.66665649414062,0.00519973250952634,0.0029782744293863125,0.04289474372159351,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-08,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-08,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x-07,response_minus_blank,4,0.18833882175385952,0.28116942942142487,0.28116942942142487,58.33332061767578,0.020970680316289268,0.12165901251137257,0.1035288404673338,4,0,0
all,normal,logit,Mach,Mach_uniform_x-07,response_minus_blank,22,0.01802115540274165,0.09799456867304715,0.21700247038494458,66.66665649414062,0.00519973250952634,0.0029782744293863125,0.04289474372159351,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-07,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-07,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x-06,response_minus_blank,4,0.18833882175385952,0.28116942942142487,0.28116942942142487,58.33332061767578,0.020970680316289268,0.12165901251137257,0.1035288404673338,4,0,0
all,normal,logit,Mach,Mach_uniform_x-06,response_minus_blank,22,0.01802115540274165,0.09799456867304715,0.21700247038494458,66.66665649414062,0.00519973250952634,0.0029782744293863125,0.04289474372159351,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-06,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-06,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x-05,response_minus_blank,4,0.18833882175385952,0.28116942942142487,0.28116942942142487,58.33332061767578,0.020970680316289268,0.12165901251137257,0.1035288404673338,4,0,0
all,normal,logit,Mach,Mach_uniform_x-05,response_minus_blank,22,0.01802115540274165,0.09799456867304715,0.21700247038494458,66.66665649414062,0.00519973250952634,0.0029782744293863125,0.04289474372159351,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-05,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-05,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x-04,response_minus_blank,4,0.18833882175385952,0.28116942942142487,0.28116942942142487,58.33332061767578,0.020970680316289268,0.12165901251137257,0.1035288404673338,4,0,0
all,normal,logit,Mach,Mach_uniform_x-04,response_minus_blank,22,0.01802115540274165,0.09799456867304715,0.21700247038494458,66.66665649414062,0.00519973250952634,0.0029782744293863125,0.04289474372159351,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-04,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-04,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x-03,response_minus_blank,4,0.14131684228777885,0.2109781950712204,0.2109781950712204,58.33332061767578,0.01573652426401774,0.09126550331711769,0.0777011476457119,4,0,0
all,normal,logit,Mach,Mach_uniform_x-03,response_minus_blank,22,0.013527435419911688,0.07352857698093761,0.1628001115538857,66.66665649414062,0.003901862321477948,0.002237032082947818,0.0321854291991754,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-03,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-03,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x-02,response_minus_blank,4,0.09425308741629124,0.14071965217590332,0.14071965217590332,58.33332061767578,0.0104967005054156,0.06085784174501896,0.05183715932071209,4,0,0
