cell_id,group,mode,channel,family,name,kind,current_mean_on,previous_mean_on,delta_mean_on,current_peak_signed,previous_peak_signed,delta_peak_signed,current_peak_absolute,previous_peak_absolute,delta_peak_absolute,current_peak_latency_from_onset_ms,previous_peak_latency_from_onset_ms,delta_peak_latency_from_onset_ms,current_integral_response_seconds,previous_integral_response_seconds,delta_integral_response_seconds,current_onset_50ms_mean,previous_onset_50ms_mean,delta_onset_50ms_mean,current_offset_50ms_mean,previous_offset_50ms_mean,delta_offset_50ms_mean
67#4,PC_OFF,normal,logit,Mach,Mach_x-06,response_minus_blank,0.18019162118434906,0.1823967546224594,-0.0022051334381103516,0.2607150077819824,0.27246057987213135,-0.011745572090148926,0.2607150077819824,0.27246057987213135,-0.011745572090148926,66.66665649414062,100.0,-33.333343505859375,0.023070240020751955,0.0230521027247111,1.8137296040852957e-05,0.11090678721666336,0.11533749848604202,-0.004430711269378662,0.13408491015434265,0.1353955864906311,-0.0013106763362884521
67#4,PC_OFF,normal,logit,Mach,Mach_x-06,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x-05,response_minus_blank,0.18182411789894104,0.18470890820026398,-0.002884790301322937,0.26355522871017456,0.27791404724121094,-0.014358818531036377,0.26355522871017456,0.27791404724121094,-0.014358818531036377,100.0,100.0,0.0,0.023513023058573407,0.023662211100260417,-0.0001491880416870095,0.11136328428983688,0.11606911569833755,-0.004705831408500671,0.13781285285949707,0.14050906896591187,-0.002696216106414795
67#4,PC_OFF,normal,logit,Mach,Mach_x-05,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x-04,response_minus_blank,0.17688558995723724,0.1810707002878189,-0.004185110330581665,0.2593159079551697,0.2766237258911133,-0.017307817935943604,0.2593159079551697,0.2766237258911133,-0.017307817935943604,100.0,100.0,0.0,0.023322798411051435,0.02385968367258708,-0.0005368852615356447,0.10726458579301834,0.11224120855331421,-0.004976622760295868,0.1389138549566269,0.14484064280986786,-0.005926787853240967
67#4,PC_OFF,normal,logit,Mach,Mach_x-04,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x-03,response_minus_blank,0.13683518767356873,0.13917027413845062,-0.002335086464881897,0.1987628936767578,0.20993798971176147,-0.011175096035003662,0.1987628936767578,0.20993798971176147,-0.011175096035003662,100.0,100.0,0.0,0.017754909197489423,0.017908668518066405,-0.00015375932057698147,0.08365501463413239,0.08725474029779434,-0.003599725663661957,0.10436549037694931,0.10673482716083527,-0.002369336783885956
67#4,PC_OFF,normal,logit,Mach,Mach_x-03,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x-02,response_minus_blank,0.09017910808324814,0.09128373116254807,-0.0011046230792999268,0.13049888610839844,0.13642150163650513,-0.0059226155281066895,0.13049888610839844,0.13642150163650513,-0.0059226155281066895,66.66665649414062,100.0,-33.333343505859375,0.011548431714375815,0.011539206504821778,9.225209554037175e-06,0.05547994375228882,0.057697780430316925,-0.0022178366780281067,0.06714743375778198,0.06780194491147995,-0.0006545111536979675
67#4,PC_OFF,normal,logit,Mach,Mach_x-02,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x-01,response_minus_blank,0.04509855434298515,0.045649945735931396,-0.0005513913929462433,0.06526482105255127,0.06823194026947021,-0.0029671192169189453,0.06526482105255127,0.06823194026947021,-0.0029671192169189453,66.66665649414062,100.0,-33.333343505859375,0.005775235493977865,0.00577050526936849,4.730224609375035e-06,0.02774260938167572,0.028851017355918884,-0.001108407974243164,0.033579058945178986,0.03390540927648544,-0.0003263503313064575
67#4,PC_OFF,normal,logit,Mach,Mach_x-01,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x+00,response_minus_blank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x+00,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x+01,response_minus_blank,-0.04509854316711426,-0.04564996436238289,0.000551421195268631,-0.0652647614479065,-0.06823194026947021,0.0029671788215637207,0.0652647614479065,0.06823194026947021,-0.0029671788215637207,66.66665649414062,100.0,-33.333343505859375,-0.005775234699249268,-0.0057705084482828775,-4.7262509663900665e-06,-0.027742601931095123,-0.028851032257080078,0.0011084303259849548,-0.03357906639575958,-0.033905431628227234,0.00032636523246765137
67#4,PC_OFF,normal,logit,Mach,Mach_x+01,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x+02,response_minus_blank,-0.09017909318208694,-0.09128372371196747,0.0011046305298805237,-0.1304989457130432,-0.13642144203186035,0.005922496318817139,0.1304989457130432,0.13642144203186035,-0.005922496318817139,66.66665649414062,100.0,-33.333343505859375,-0.011548431714375815,-0.011539204915364584,-9.22679901123151e-06,-0.055479928851127625,-0.05769777297973633,0.0022178441286087036,-0.06714742630720139,-0.06780193746089935,0.0006545111536979675
67#4,PC_OFF,normal,logit,Mach,Mach_x+02,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x+03,response_minus_blank,-0.13683515787124634,-0.139170303940773,0.0023351460695266724,-0.1987629532814026,-0.2099379301071167,0.011174976825714111,0.1987629532814026,0.2099379301071167,-0.011174976825714111,100.0,100.0,0.0,-0.017754907608032226,-0.017908670107523603,0.00015376249949137707,-0.08365499973297119,-0.08725474774837494,0.0035997480154037476,-0.10436549782752991,-0.10673482716083527,0.002369329333305359
67#4,PC_OFF,normal,logit,Mach,Mach_x+03,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x+04,response_minus_blank,-0.17688556015491486,-0.18107067048549652,0.004185110330581665,-0.2593159079551697,-0.2766237258911133,0.017307817935943604,0.2593159079551697,0.2766237258911133,-0.017307817935943604,100.0,100.0,0.0,-0.023322796821594237,-0.02385968367258708,0.0005368868509928425,-0.10726457834243774,-0.11224120855331421,0.004976630210876465,-0.13891388475894928,-0.14484061300754547,0.005926728248596191
67#4,PC_OFF,normal,logit,Mach,Mach_x+04,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach,Mach_x+05,response_minus_blank,-0.18182410299777985,-0.18470890820026398,0.002884805202484131,-0.26355522871017456,-0.27791404724121094,0.014358818531036377,0.26355522871017456,0.27791404724121094,-0.014358818531036377,100.0,100.0,0.0,-0.023513023058573407,-0.023662207921346032,0.0001491848627726243,-0.11136328428983688,-0.11606913805007935,0.004705853760242462,-0.13781288266181946,-0.14050905406475067,0.0026961714029312134
