group,mode,channel,family,name,kind,current_mean_on,previous_mean_on,delta_mean_on,current_peak_signed,previous_peak_signed,delta_peak_signed,current_peak_absolute,previous_peak_absolute,delta_peak_absolute,current_peak_latency_from_onset_ms,previous_peak_latency_from_onset_ms,delta_peak_latency_from_onset_ms,current_integral_response_seconds,previous_integral_response_seconds,delta_integral_response_seconds,current_onset_50ms_mean,previous_onset_50ms_mean,delta_onset_50ms_mean,current_offset_50ms_mean,previous_offset_50ms_mean,delta_offset_50ms_mean
PC_OFF,normal,logit,Mach,Mach_x-10,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,normal,logit,Mach,Mach_x-10,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,normal,logit,Mach,Mach_x-09,response_minus_blank,0.18834195286035538,0.18607606180012226,0.002265891060233116,0.28117646276950836,0.28499144315719604,-0.003814980387687683,0.28117646276950836,0.28499144315719604,-0.003814980387687683,58.33332061767578,63.33332824707031,-5.000007629394531,0.020970133741696678,0.020927827358245853,4.2306383450825547e-05,0.12166131101548672,0.1177240889519453,0.003937222063541412,0.10352373123168945,0.10753617249429226,-0.004012441262602806
all,normal,logit,Mach,Mach_x-09,response_minus_blank,0.018022738354788584,0.016185731584714216,0.0018370067700743675,0.09800220890478654,0.08247024633667686,0.01553196256810968,0.2170103598724712,0.2157846066084775,0.0012257532639936841,66.66665649414062,72.42423456365412,-5.7575780695134995,0.005200034307711052,0.005084814790523414,0.00011521951718763794,0.0029787522825327787,0.0014291656288233671,0.0015495866537094116,0.042896454307166015,0.04496203329075466,-0.0020655789835886465
PC_OFF,normal,logit,Mach,Mach_x-09,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,normal,logit,Mach,Mach_x-09,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,normal,logit,Mach,Mach_x-08,response_minus_blank,0.18836423568427563,0.1860879734158516,0.002276262268424034,0.28121626377105713,0.28501594066619873,-0.0037996768951416016,0.28121626377105713,0.28501594066619873,-0.0037996768951416016,58.33332061767578,63.33332824707031,-5.000007629394531,0.02097081998984019,0.020926215251286826,4.460473855336447e-05,0.12167313881218433,0.1177319884300232,0.0039411503821611404,0.1035268809646368,0.10752039030194283,-0.003993509337306023
all,normal,logit,Mach,Mach_x-08,response_minus_blank,0.018029893071136692,0.01619627805088054,0.0018336150202561512,0.09802257472818549,0.08251638304103505,0.015506191687150436,0.2170324379747564,0.2158527211709456,0.0011797168038108208,66.66665649414062,72.42423456365412,-5.7575780695134995,0.005201302568117778,0.005090506745107247,0.00011079582301053159,0.0029809454625303097,0.0014326440339738672,0.0015483014285564425,0.042904981496659195,0.04499885406006466,-0.0020938725634054647
PC_OFF,normal,logit,Mach,Mach_x-08,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,normal,logit,Mach,Mach_x-08,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,normal,logit,Mach,Mach_x-07,response_minus_blank,0.188450263813138,0.18614906072616577,0.0023012030869722366,0.281361922621727,0.2851193845272064,-0.003757461905479431,0.281361922621727,0.2851193845272064,-0.003757461905479431,58.33332061767578,63.33332824707031,-5.000007629394531,0.020977272987365726,0.020926801562309267,5.047142505645863e-05,0.1217151153832674,0.11776471696794033,0.003950398415327072,0.10357186198234558,0.10751709528267384,-0.003945233300328255
all,normal,logit,Mach,Mach_x-07,response_minus_blank,0.018053826748986136,0.016219975172796032,0.0018338515761901035,0.09807524626905267,0.0826202089136297,0.015455037355422974,0.2170917743986303,0.2160153172232888,0.001076457175341522,66.66665649414062,72.42423456365412,-5.7575780695134995,0.005205400766748371,0.005103703899817034,0.00010169686693133756,0.002988412298939445,0.0014430839907039297,0.0015453283082355153,0.042934093963016166,0.045075894756750626,-0.0021418007937344594
PC_OFF,normal,logit,Mach,Mach_x-07,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,normal,logit,Mach,Mach_x-07,clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,normal,logit,Mach,Mach_x-06,response_minus_blank,0.18868480436503887,0.18633434548974037,0.0023504588752985,0.28174857795238495,0.2854122295975685,-0.0036636516451835632,0.28174857795238495,0.2854122295975685,-0.0036636516451835632,58.33332061767578,63.33332824707031,-5.000007629394531,0.020999625126520795,0.020936949849128722,6.267527739207274e-05,0.12182488106191158,0.11785656958818436,0.003968311473727226,0.1037356685847044,0.10758051089942455,-0.003844842314720154
