group,mode,channel,family,name,kind,current_mean_on,previous_mean_on,delta_mean_on,current_peak_signed,previous_peak_signed,delta_peak_signed,current_peak_absolute,previous_peak_absolute,delta_peak_absolute,current_peak_latency_from_onset_ms,previous_peak_latency_from_onset_ms,delta_peak_latency_from_onset_ms,current_integral_response_seconds,previous_integral_response_seconds,delta_integral_response_seconds,current_onset_50ms_mean,previous_onset_50ms_mean,delta_onset_50ms_mean,current_offset_50ms_mean,previous_offset_50ms_mean,delta_offset_50ms_mean
all,H1_off,logit,SBC,bright_surround_minus_dark_surround,pair_difference,-0.04190072298727252,-0.03824528035792438,-0.003655442629348145,-0.09751724925908176,-0.08131022615866228,-0.01620702310041948,0.26196920600804413,0.2619164450602098,5.276094783435159e-05,121.5151436545632,112.72726024280895,8.787883411754251,-0.010265636733084015,-0.008649080594380697,-0.0016165561387033178,-0.013403194533153013,-0.015105866234410893,0.0017026717012578792,-0.08451247452334924,-0.06794219464063644,-0.0165702798827128
PC_OFF,H1_off,logit,SBC,bright_surround_minus_dark_surround,pair_clamp_minus_normal,-0.012329637829679996,-0.010400665050838143,-0.0019289727788418531,-0.021918460726737976,-0.018647223711013794,-0.003271237015724182,0.021918460726737976,0.018647223711013794,0.003271237015724182,101.66665649414062,94.99999237060547,6.666664123535156,-0.0013459256291389464,-0.0008384473125139872,-0.0005074783166249592,-0.005598276853561401,-0.004916129633784294,-0.0006821472197771072,-0.010084416717290878,-0.005912492051720619,-0.004171924665570259
all,H1_off,logit,SBC,bright_surround_minus_dark_surround,pair_clamp_minus_normal,-0.0029974035662069746,-0.0015352934239093554,-0.0014621101422976192,-0.011156374757940119,-0.018115398558703335,0.006959023800763216,0.014079397374933416,0.037575318054719406,-0.023495920679785988,105.75756419788708,107.27271756258878,-1.5151533647017033,-0.0004914476293506044,-0.0009262196042320945,0.0004347719748814901,-0.0009585903449492021,-0.001163780689239502,0.0002051903442902999,-0.0036719786849888887,-0.0039056759666312823,0.0002336972816423936
PC_OFF,H1_off,logit,SBC,control_bright_surround_minus_dark_surround,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,SBC,control_bright_surround_minus_dark_surround,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,SBC,control_bright_surround_minus_dark_surround,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,SBC,control_bright_surround_minus_dark_surround,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,Hermann,intersection_minus_corridor,pair_difference,0.02351416228339076,0.03252778574824333,-0.009013623464852571,0.06591720879077911,0.07779790461063385,-0.011880695819854736,0.06591720879077911,0.07779790461063385,-0.011880695819854736,123.33332061767578,113.33332061767578,10.0,0.007021208902200063,0.008284274538358054,-0.0012630656361579907,0.0055254977196455,0.010803338140249252,-0.005277840420603752,0.06028040312230587,0.068779231980443,-0.00849882885813713
all,H1_off,logit,Hermann,intersection_minus_corridor,pair_difference,-0.02094712963497097,-0.01911938732320612,-0.0018277423117648503,-0.04879026250405745,-0.04069304737177762,-0.00809721513227983,0.13093852725895969,0.13082314892248673,0.00011537833647295992,121.5151436545632,112.72726024280895,8.787883411754251,-0.005134736570444974,-0.004326509526281646,-0.0008082270441633283,-0.006696664812889966,-0.007546961646188389,0.0008502968332984228,-0.04229678179730068,-0.0340165871788155,-0.008280194618485184
PC_OFF,H1_off,logit,Hermann,intersection_minus_corridor,pair_clamp_minus_normal,-0.004363554784504231,-0.0037830411893082783,-0.0005805135951959528,-0.007766813039779663,-0.006750360131263733,-0.0010164529085159302,0.007766813039779663,0.006750360131263733,0.0010164529085159302,101.66665649414062,98.33332824707031,3.3333282470703125,-0.0005013952652613323,-0.0003421758611996969,-0.00015921940406163538,-0.001958843320608139,-0.0017562415450811386,-0.00020260177552700043,-0.003787906840443611,-0.002479102462530136,-0.001308804377913475
all,H1_off,logit,Hermann,intersection_minus_corridor,pair_clamp_minus_normal,-0.0010342578157592056,-0.00043048173062164676,-0.0006037760851375589,-0.0036804242567582564,-0.006500089710408991,0.0028196654536507344,0.004815220832824707,0.012696783651005138,-0.007881562818180431,103.33332269841975,100.30302013050427,3.0303025679154842,-0.0001682329900336988,-0.000271192319465406,0.00010295932943170722,-0.0003328973596746271,-0.00039264559745788574,5.9748237783258616e-05,-0.001270659945227883,-0.0009640983559868553,-0.00030656158924102783
PC_OFF,H1_off,logit,Hermann,control_intersection_minus_corridor,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,Hermann,control_intersection_minus_corridor,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,Hermann,control_intersection_minus_corridor,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,Hermann,control_intersection_minus_corridor,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,White,on_bright_bar_minus_on_dark_bar,pair_difference,-0.023590420838445425,-0.03262300509959459,0.009032584261149168,-0.06612333655357361,-0.07809498906135559,0.011971652507781982,0.06612333655357361,0.07809498906135559,-0.011971652507781982,123.33332061767578,113.33332061767578,10.0,-0.007040377656618755,-0.008305904269218446,0.001265526612599691,-0.005534010007977486,-0.010818904265761375,0.00528489425778389,-0.06047162972390652,-0.06898520886898041,0.00851357914507389
all,H1_off,logit,White,on_bright_bar_minus_on_dark_bar,pair_difference,0.020957969975742428,0.01913074336268685,0.0018272266130555763,0.04879521239887585,0.040688834407112816,0.00810637799176303,0.1310655095360496,0.1310420740734447,2.343546260488716e-05,121.5151436545632,112.72726024280895,8.787883411754251,0.005135708252588908,0.004327318704489506,0.0008083895480994023,0.006702277132055976,0.007553806697780436,-0.0008515295657244596,0.0422880652953278,0.034001113338903946,0.00828695195642385
PC_OFF,H1_off,logit,White,on_bright_bar_minus_on_dark_bar,pair_clamp_minus_normal,0.006401064965757541,0.005581341261859052,0.0008197237038984895,0.011403083801269531,0.00995209813117981,0.0014509856700897217,0.011403083801269531,0.00995209813117981,0.0014509856700897217,101.66665649414062,98.33332824707031,3.3333282470703125,0.0007448411981264751,0.0005177594224611918,0.00022708177566528327,0.002860967069864273,0.002577712759375572,0.00028325431048870087,0.005634991452097893,0.003768390044569969,0.0018666014075279236
all,H1_off,logit,White,on_bright_bar_minus_on_dark_bar,pair_clamp_minus_normal,0.001512122881567021,0.0005905292055103928,0.0009215936760566283,0.00532288442958485,0.006765184077349576,-0.0014422996477647257,0.007004363970323043,0.01846349510279569,-0.011459131132472645,103.63635392622514,90.90907981178977,12.727274114435374,0.00024570044242974487,0.0003745034607973966,-0.00012880301836765173,0.00048550557006489146,0.0005675212226130745,-8.201565254818308e-05,0.001863000067797574,0.001240691678090529,0.0006223083897070451
PC_OFF,H1_off,logit,White,control_on_bright_bar_minus_on_dark_bar,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,White,control_on_bright_bar_minus_on_dark_bar,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,White,control_on_bright_bar_minus_on_dark_bar,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,White,control_on_bright_bar_minus_on_dark_bar,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,White,remote_contour_rearrangement_A_minus_B,pair_difference,-0.023590420838445425,-0.03262300509959459,0.009032584261149168,-0.06612333655357361,-0.07809498906135559,0.011971652507781982,0.06612333655357361,0.07809498906135559,-0.011971652507781982,123.33332061767578,113.33332061767578,10.0,-0.007040377656618755,-0.008305904269218446,0.001265526612599691,-0.005534010007977486,-0.010818904265761375,0.00528489425778389,-0.06047162972390652,-0.06898520886898041,0.00851357914507389
all,H1_off,logit,White,remote_contour_rearrangement_A_minus_B,pair_difference,0.020957969975742428,0.01913074336268685,0.0018272266130555763,0.04879521239887585,0.040688834407112816,0.00810637799176303,0.1310655095360496,0.1310420740734447,2.343546260488716e-05,121.5151436545632,112.72726024280895,8.787883411754251,0.005135708252588908,0.004327318704489506,0.0008083895480994023,0.006702277132055976,0.007553806697780436,-0.0008515295657244596,0.0422880652953278,0.034001113338903946,0.00828695195642385
PC_OFF,H1_off,logit,White,remote_contour_rearrangement_A_minus_B,pair_clamp_minus_normal,0.006445554026868194,0.005627963997540064,0.0008175900293281302,0.011483222246170044,0.010033279657363892,0.0014499425888061523,0.011483222246170044,0.010033279657363892,0.0014499425888061523,101.66665649414062,98.33332824707031,3.3333282470703125,0.000751828948656718,0.0005248002211252848,0.0002270287275314332,0.002879064530134201,0.0025968272238969803,0.00028223730623722076,0.005689939484000206,0.003823714330792427,0.001866225153207779
all,H1_off,logit,White,remote_contour_rearrangement_A_minus_B,pair_clamp_minus_normal,0.0015199103284182704,0.0005871810955630446,0.0009327292328552259,0.005343480543656783,0.006774227727543224,-0.0014307471838864412,0.007039460268887607,0.018559323115782303,-0.011519862846894696,103.93938376686789,90.90907981178977,13.030303955078125,0.0002467499899141716,0.00037330181309671115,-0.00012655182318253952,0.0004883848808028481,0.000570146536285227,-8.176165548237884e-05,0.0018712051890113137,0.0012215460565957155,0.0006496591324155981
PC_OFF,H1_off,logit,White,remote_contour_rearrangement_control_A_minus_B,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,White,remote_contour_rearrangement_control_A_minus_B,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,White,remote_contour_rearrangement_control_A_minus_B,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,White,remote_contour_rearrangement_control_A_minus_B,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,Hermann,contour_rearrangement_A_minus_B,pair_difference,0.02351416228339076,0.03252778574824333,-0.009013623464852571,0.06591720879077911,0.07779790461063385,-0.011880695819854736,0.06591720879077911,0.07779790461063385,-0.011880695819854736,123.33332061767578,113.33332061767578,10.0,0.007021208902200063,0.008284274538358054,-0.0012630656361579907,0.0055254977196455,0.010803338140249252,-0.005277840420603752,0.06028040312230587,0.068779231980443,-0.00849882885813713
all,H1_off,logit,Hermann,contour_rearrangement_A_minus_B,pair_difference,-0.02094712963497097,-0.01911938732320612,-0.0018277423117648503,-0.04879026250405745,-0.04069304737177762,-0.00809721513227983,0.13093852725895969,0.13082314892248673,0.00011537833647295992,121.5151436545632,112.72726024280895,8.787883411754251,-0.005134736570444974,-0.004326509526281646,-0.0008082270441633283,-0.006696664812889966,-0.007546961646188389,0.0008502968332984228,-0.04229678179730068,-0.0340165871788155,-0.008280194618485184
PC_OFF,H1_off,logit,Hermann,contour_rearrangement_A_minus_B,pair_clamp_minus_normal,-0.004351191622845363,-0.0037708063100581057,-0.0005803853127872571,-0.00774461030960083,-0.006728857755661011,-0.0010157525539398193,0.00774461030960083,0.006728857755661011,0.0010157525539398193,101.66665649414062,98.33332824707031,3.3333282470703125,-0.000499659279982249,-0.0003405686219533285,-0.00015909065802892055,-0.0019536111503839493,-0.0017510000616312027,-0.00020261108875274658,-0.0037743989378213882,-0.002466674894094467,-0.001307724043726921
all,H1_off,logit,Hermann,contour_rearrangement_A_minus_B,pair_clamp_minus_normal,-0.0010319671703407287,-0.0004304445213744078,-0.0006015226489663208,-0.003673114559867165,-0.00649018721147017,0.002817072651603005,0.004804324020038952,0.012668382037769665,-0.007864058017730713,103.33332269841975,100.30302013050427,3.0303025679154842,-0.00016791896386580033,-0.00027102551677010277,0.00010310655290430245,-0.00033203851092945445,-0.0003917386586015875,5.970014767213303e-05,-0.001268395646051927,-0.0009656934575601058,-0.0003027021884918213
PC_OFF,H1_off,logit,Hermann,contour_rearrangement_control_A_minus_B,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,Hermann,contour_rearrangement_control_A_minus_B,pair_difference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,logit,Hermann,contour_rearrangement_control_A_minus_B,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,H1_off,logit,Hermann,contour_rearrangement_control_A_minus_B,pair_clamp_minus_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC_OFF,H1_off,probability,Mach,Mach_x-12,response_minus_blank,0.03666272200644016,0.035661873407661915,0.0010008485987782478,0.05572580173611641,0.05558226630091667,0.00014353543519973755,0.05572580173611641,0.05558226630091667,0.00014353543519973755,58.33332061767578,66.66665649414062,-8.333335876464844,0.004093003273010255,0.003912709107001622,0.0001802941660086323,0.023056669626384974,0.022257953882217407,0.0007987157441675663,0.02033056365326047,0.019478842616081238,0.0008517210371792316
all,H1_off,probability,Mach,Mach_x-12,response_minus_blank,0.005551851915449582,0.005210003582760692,0.00034184833268888996,0.02279676767912778,0.022743308408693833,5.34592704339483e-05,0.03642636402086778,0.03641359846700321,1.2765553864570178e-05,72.12120333584872,73.63635531338778,-1.5151519775390625,0.0011156798854018704,0.0011152571846138348,4.2270078803559666e-07,0.0023987155661664224,0.0023235248994420876,7.519066672433475e-05,0.008153274486010725,0.00803718085146763,0.00011609363454309456
PC_OFF,H1_off,probability,Mach,Mach_x-12,clamp_minus_normal,0.0019459714894765057,0.0016852902808750514,0.00026068120860145427,0.0034403689205646515,0.0030196979641914368,0.0004206709563732147,0.0034403689205646515,0.0030196979641914368,0.0004206709563732147,98.33332061767578,93.33332824707031,4.999992370605469,0.00021994508802890777,0.00015210328002770743,6.784180800120033e-05,0.0008788569830358028,0.0007887356914579868,9.012129157781601e-05,0.0015674186870455742,0.0010254955850541592,0.000541923101991415
all,H1_off,probability,Mach,Mach_x-12,clamp_minus_normal,0.0004738606793663084,0.00042074298901504585,5.3117690351262524e-05,0.0014590959657322276,0.002618427642367103,-0.0011593316766348755,0.0017477571964263916,0.0041185065426609735,-0.002370749346234582,102.72726301713423,98.48483969948508,4.2424233176491555,7.012370183612361e-05,0.00011596877014998235,-4.584506831385874e-05,0.00016597370532425967,0.0002145010723986409,-4.852736707438123e-05,0.0004984140396118164,0.0004839569076218388,1.4457131989977596e-05
PC_OFF,H1_off,probability,Mach,Mach_x-11,response_minus_blank,0.03666272200644016,0.035661873407661915,0.0010008485987782478,0.05572580173611641,0.05558226630091667,0.00014353543519973755,0.05572580173611641,0.05558226630091667,0.00014353543519973755,58.33332061767578,66.66665649414062,-8.333335876464844,0.004093003273010255,0.003912709107001622,0.0001802941660086323,0.023056669626384974,0.022257953882217407,0.0007987157441675663,0.02033056365326047,0.019478842616081238,0.0008517210371792316
all,H1_off,probability,Mach,Mach_x-11,response_minus_blank,0.005551851915449582,0.005210003582760692,0.00034184833268888996,0.02279676767912778,0.022743308408693833,5.34592704339483e-05,0.03642636402086778,0.03641359846700321,1.2765553864570178e-05,72.12120333584872,73.63635531338778,-1.5151519775390625,0.0011156798854018704,0.0011152571846138348,4.2270078803559666e-07,0.0023987155661664224,0.0023235248994420876,7.519066672433475e-05,0.008153274486010725,0.00803718085146763,0.00011609363454309456
PC_OFF,H1_off,probability,Mach,Mach_x-11,clamp_minus_normal,0.0019459846625977661,0.0016853200686455239,0.0002606645939522423,0.0034403838217258453,0.0030197426676750183,0.000420641154050827,0.0034403838217258453,0.0030197426676750183,0.000420641154050827,98.33332061767578,93.33332824707031,4.999992370605469,0.00021995040277640027,0.0001521122952302297,6.783810754617056e-05,0.0008788579143583775,0.0007887440733611584,9.011384099721909e-05,0.0015674643218517303,0.0010255691595375538,0.0005418951623141766
all,H1_off,probability,Mach,Mach_x-11,clamp_minus_normal,0.00047386241534365,0.00042073200628775254,5.313040905589747e-05,0.001459078693931753,0.002618359571153467,-0.0011592808772217143,0.0017477473752065139,0.004118475724350323,-0.002370728349143809,102.72726301713423,98.48483969948508,4.2424233176491555,7.012383955897707e-05,0.00011596204882318323,-4.583820926420616e-05,0.00016597370532425967,0.00021449997174468908,-4.852626642042941e-05,0.0004984155635942112,0.0004839015362614935,1.4514027332717717e-05
PC_OFF,H1_off,probability,Mach,Mach_x-10,response_minus_blank,0.03666272200644016,0.035661873407661915,0.0010008485987782478,0.05572580173611641,0.05558226630091667,0.00014353543519973755,0.05572580173611641,0.05558226630091667,0.00014353543519973755,58.33332061767578,66.66665649414062,-8.333335876464844,0.004093003273010255,0.003912709107001622,0.0001802941660086323,0.023056669626384974,0.022257953882217407,0.0007987157441675663,0.02033056365326047,0.019478842616081238,0.0008517210371792316
all,H1_off,probability,Mach,Mach_x-10,response_minus_blank,0.005551851915449582,0.005210003582760692,0.00034184833268888996,0.02279676767912778,0.022743308408693833,5.34592704339483e-05,0.03642636402086778,0.03641359846700321,1.2765553864570178e-05,72.12120333584872,73.63635531338778,-1.5151519775390625,0.0011156798854018704,0.0011152571846138348,4.2270078803559666e-07,0.0023987155661664224,0.0023235248994420876,7.519066672433475e-05,0.008153274486010725,0.00803718085146763,0.00011609363454309456
PC_OFF,H1_off,probability,Mach,Mach_x-10,clamp_minus_normal,0.0019459826398815494,0.001685487510258099,0.00026049512962345034,0.003440406173467636,0.0030199922621250153,0.00042041391134262085,0.003440406173467636,0.0030199922621250153,0.00042041391134262085,98.33332061767578,93.33332824707031,4.999992370605469,0.00021998624006907148,0.00015218151112397513,6.780472894509635e-05,0.0008788160048425198,0.0007887715473771095,9.004445746541023e-05,0.0015677893534302711,0.0010261526331305504,0.0005416367202997208
all,H1_off,probability,Mach,Mach_x-10,clamp_minus_normal,0.00047383814622166523,0.00042061916346111417,5.321898276055106e-05,0.0014588355340740898,0.0026176226409998808,-0.001158787106925791,0.0017475516281344674,0.004117936573245309,-0.0023703849451108417,102.42423317649148,98.48483969948508,3.939393477006405,7.011998783458363e-05,0.00011590063797705103,-4.5780650142467395e-05,0.00016596193679354408,0.000214477154341611,-4.8515217548066915e-05,0.0004984009587629275,0.00048342325978658414,1.4977698976343387e-05
PC_OFF,H1_off,probability,Mach,Mach_x-09,response_minus_blank,0.03666272200644016,0.035661873407661915,0.0010008485987782478,0.05572580173611641,0.05558226630091667,0.00014353543519973755,0.05572580173611641,0.05558226630091667,0.00014353543519973755,58.33332061767578,66.66665649414062,-8.333335876464844,0.004093003273010255,0.003912709107001622,0.0001802941660086323,0.023056669626384974,0.022257953882217407,0.0007987157441675663,0.02033056365326047,0.019478842616081238,0.0008517210371792316
all,H1_off,probability,Mach,Mach_x-09,response_minus_blank,0.005551851915449582,0.005210003582760692,0.00034184833268888996,0.02279676767912778,0.022743308408693833,5.34592704339483e-05,0.03642636402086778,0.03641359846700321,1.2765553864570178e-05,72.12120333584872,73.63635531338778,-1.5151519775390625,0.0011156798854018704,0.0011152571846138348,4.2270078803559666e-07,0.0023987155661664224,0.0023235248994420876,7.519066672433475e-05,0.008153274486010725,0.00803718085146763,0.00011609363454309456
PC_OFF,H1_off,probability,Mach,Mach_x-09,clamp_minus_normal,0.0019452529231784865,0.0016855110625328962,0.00025974186064559035,0.003439180552959442,0.0030198171734809875,0.0004193633794784546,0.003439180552959442,0.0030198171734809875,0.0004193633794784546,98.33332061767578,93.33332824707031,4.999992370605469,0.00022005143264929456,0.0001524043083190918,6.764712433020276e-05,0.0008783303201198578,0.0007885750383138657,8.975528180599213e-05,0.0015685181133449078,0.001028137281537056,0.0005403808318078518
all,H1_off,probability,Mach,Mach_x-09,clamp_minus_normal,0.0004735538790224713,0.0004200063962013122,5.3547482821159065e-05,0.0014572749761017885,0.0026136348870667543,-0.0011563599109649658,0.0017460682852701707,0.004114112054759806,-0.002368043769489635,102.72726301713423,98.48483969948508,4.2424233176491555,7.007561398274972e-05,0.00011561270690325535,-4.5537092920505635e-05,0.00016585826365785166,0.0002143029123544693,-4.8444648696617634e-05,0.0004981285469098525,0.00048136524856090546,1.6763298348947044e-05
PC_OFF,H1_off,probability,Mach,Mach_x-08,response_minus_blank,0.03666272200644016,0.035661873407661915,0.0010008485987782478,0.05572580173611641,0.05558226630091667,0.00014353543519973755,0.05572580173611641,0.05558226630091667,0.00014353543519973755,58.33332061767578,66.66665649414062,-8.333335876464844,0.004093003273010255,0.003912709107001622,0.0001802941660086323,0.023056669626384974,0.022257953882217407,0.0007987157441675663,0.02033056365326047,0.019478842616081238,0.0008517210371792316
all,H1_off,probability,Mach,Mach_x-08,response_minus_blank,0.005551851915449582,0.005210003582760692,0.00034184833268888996,0.02279676767912778,0.022743308408693833,5.34592704339483e-05,0.03642636402086778,0.03641359846700321,1.2765553864570178e-05,72.12120333584872,73.63635531338778,-1.5151519775390625,0.0011156798854018704,0.0011152571846138348,4.2270078803559666e-07,0.0023987155661664224,0.0023235248994420876,7.519066672433475e-05,0.008153274486010725,0.00803718085146763,0.00011609363454309456
PC_OFF,H1_off,probability,Mach,Mach_x-08,clamp_minus_normal,0.0019401733552513178,0.0016827821418701205,0.0002573912133811973,0.003430347889661789,0.0030143707990646362,0.0004159770905971527,0.003430347889661789,0.0030143707990646362,0.0004159770905971527,98.33332061767578,93.33332824707031,4.999992370605469,0.00021986131866772972,0.0001527285824219386,6.713273624579113e-05,0.0008756178431212902,0.0007867533713579178,8.886447176337242e-05,0.0015678517520427704,0.0010315696708858013,0.0005362820811569691
all,H1_off,probability,Mach,Mach_x-08,clamp_minus_normal,0.00047201865758820946,0.00041774879685941744,5.4269860728792024e-05,0.0014508082108064132,0.0025990547781640835,-0.0011482465673576703,0.001739315011284568,0.004097353667020798,-0.00235803865573623,102.72726301713423,98.48483969948508,4.2424233176491555,6.984136095552735e-05,0.0001146891780874946,-4.484781713196726e-05,0.00016531132330948657,0.000213497614657337,-4.818629134785044e-05,0.0004965654912997376,0.000475343062796376,2.1222428503361586e-05
PC_OFF,H1_off,probability,Mach,Mach_x-07,response_minus_blank,0.03666272200644016,0.035661873407661915,0.0010008485987782478,0.05572580173611641,0.05558226630091667,0.00014353543519973755,0.05572580173611641,0.05558226630091667,0.00014353543519973755,58.33332061767578,66.66665649414062,-8.333335876464844,0.004093003273010255,0.003912709107001622,0.0001802941660086323,0.023056669626384974,0.022257953882217407,0.0007987157441675663,0.02033056365326047,0.019478842616081238,0.0008517210371792316
all,H1_off,probability,Mach,Mach_x-07,response_minus_blank,0.005551851915449582,0.005210003582760692,0.00034184833268888996,0.02279676767912778,0.022743308408693833,5.34592704339483e-05,0.03642636402086778,0.03641359846700321,1.2765553864570178e-05,72.12120333584872,73.63635531338778,-1.5151519775390625,0.0011156798854018704,0.0011152571846138348,4.2270078803559666e-07,0.0023987155661664224,0.0023235248994420876,7.519066672433475e-05,0.008153274486010725,0.00803718085146763,0.00011609363454309456
PC_OFF,H1_off,probability,Mach,Mach_x-07,clamp_minus_normal,0.00192054434955935,0.0016687785464455374,0.0002517658031138126,0.0033959485590457916,0.0029883086681365967,0.00040763989090919495,0.0033959485590457916,0.0029883086681365967,0.00040763989090919495,98.33332061767578,93.33332824707031,4.999992370605469,0.00021834033230940504,0.00015250275532404582,6.583757698535922e-05,0.0008659921586513519,0.0007792031392455101,8.678901940584183e-05,0.0015582423657178879,0.0010322919115424156,0.0005259504541754723
all,H1_off,probability,Mach,Mach_x-07,clamp_minus_normal,0.00046668327327510764,0.00041147291565059936,5.5210357624508276e-05,0.0014312677085399628,0.002558755265040831,-0.0011274875565008683,0.001717678186568347,0.00404482978311452,-0.002327151596546173,102.72726301713423,98.48483969948508,4.2424233176491555,6.903817030516538e-05,0.00011241520896102444,-4.337703865585906e-05,0.00016342924738472158,0.00021089549938386136,-4.7466251999139786e-05,0.0004910216243429618,0.00046197900717908686,2.904261716387492e-05
PC_OFF,H1_off,probability,Mach,Mach_x-06,response_minus_blank,0.03666272200644016,0.035661873407661915,0.0010008485987782478,0.05572580173611641,0.05558226630091667,0.00014353543519973755,0.05572580173611641,0.05558226630091667,0.00014353543519973755,58.33332061767578,66.66665649414062,-8.333335876464844,0.004093003273010255,0.003912709107001622,0.0001802941660086323,0.023056669626384974,0.022257953882217407,0.0007987157441675663,0.02033056365326047,0.019478842616081238,0.0008517210371792316
all,H1_off,probability,Mach,Mach_x-06,response_minus_blank,0.005551851915449582,0.005210003582760692,0.00034184833268888996,0.02279676767912778,0.022743308408693833,5.34592704339483e-05,0.03642636402086778,0.03641359846700321,1.2765553864570178e-05,72.12120333584872,73.63635531338778,-1.5151519775390625,0.0011156798854018704,0.0011152571846138348,4.2270078803559666e-07,0.0023987155661664224,0.0023235248994420876,7.519066672433475e-05,0.008153274486010725,0.00803718085146763,0.00011609363454309456
PC_OFF,H1_off,probability,Mach,Mach_x-06,clamp_minus_normal,0.0018670300814846996,0.0016263015422737226,0.00024072853921097703,0.0033017434179782867,0.0029109641909599304,0.0003907792270183563,0.0033017434179782867,0.0029109641909599304,0.0003907792270183563,98.33332061767578,94.99999237060547,3.3333282470703125,0.00021320601304372153,0.00015002543727556865,6.318057576815288e-05,0.0008408119902014732,0.0007580220699310303,8.278992027044296e-05,0.001523209735751152,0.001018452923744917,0.0005047568120062351
all,H1_off,probability,Mach,Mach_x-06,clamp_minus_normal,0.0004529247759240785,0.00039743322916117245,5.549154676290607e-05,0.0013848441568287935,0.0024690739810466766,-0.001084229824217883,0.001664349301294847,0.0039173022589900275,-0.0022529529576951804,103.03029285777698,99.9999902898615,3.0303025679154842,6.698394589351886e-05,0.00010782566260207784,-4.084171670855898e-05,0.00015859233892776749,0.00020444604822180489,-4.58537092940374e-05,0.00047660373489965093,0.0004378064027564092,3.8797332143241704e-05
