cell_id,group,fit,seed,signature,pair_name,control,pair_a,pair_b,normal_paired_logit,AC_off_paired_logit,normal_A,normal_B,AC_off_A,AC_off_B,normal_sign,AC_off_sign,AC_off_reverses_normal,normal_mean_on,normal_peak_signed,normal_peak_absolute,normal_peak_latency_from_onset_ms,normal_integral_response_seconds,normal_onset_50ms_mean,normal_offset_50ms_mean,AC_off_mean_on,AC_off_peak_signed,AC_off_peak_absolute,AC_off_peak_latency_from_onset_ms,AC_off_integral_response_seconds,AC_off_onset_50ms_mean,AC_off_offset_50ms_mean
69#4,MC ON,primary,20260842,Mach dark,ramp_minus_matched_uniform_x-04,False,8,33,-0.0033273855224251747,0.02197457104921341,-1.4186171293258667,-1.4152897596359253,-1.6043305397033691,-1.626305341720581,-1,1,True,-0.0033273855224251747,-0.04086339473724365,0.04086339473724365,126.66665649414062,-0.0027507678667704266,0.006846606731414795,-0.03278578817844391,0.02197457104921341,0.03396642208099365,0.03396642208099365,106.66665649414062,0.003340586026509603,0.013298779726028442,0.020563706755638123
69#4,MC ON,primary,20260842,Mach bright,ramp_minus_matched_uniform_x+04,False,16,41,0.003327393438667059,-0.021974563598632812,-1.2752876281738281,-1.27861487865448,-1.0895739793777466,-1.0675995349884033,1,-1,True,0.003327393438667059,0.04086339473724365,0.04086339473724365,126.66665649414062,0.0027507686614990233,-0.006846606731414795,0.03278578817844391,-0.021974563598632812,-0.03396648168563843,0.03396648168563843,106.66665649414062,-0.0033405868212382003,-0.013298779726028442,-0.02056373655796051
69#4,MC ON,primary,20260842,SBC,bright_surround_minus_dark_surround,False,50,51,-0.2060900181531906,-0.004334958270192146,-1.4499971866607666,-1.2439074516296387,-1.349119782447815,-1.3447848558425903,-1,-1,False,-0.2060900181531906,-0.49367332458496094,0.49367332458496094,120.0,-0.05050760269165039,-0.05211305618286133,-0.4403599202632904,-0.004334958270192146,-0.014568567276000977,0.014568567276000977,126.66665649414062,-0.0016926924387613933,-0.0007689297199249268,-0.013591200113296509
69#4,MC ON,primary,20260842,control_bright_surround_minus_dark_surround,control_bright_surround_minus_dark_surround,True,52,53,0.0,0.0,-1.3469523191452026,-1.3469523191452026,-1.3469523191452026,-1.3469523191452026,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,primary,20260842,Hermann,intersection_minus_corridor,False,54,55,-0.10270747542381287,-0.0014754494186490774,-1.2780930995941162,-1.175385594367981,-1.0662376880645752,-1.0647622346878052,-1,-1,False,-0.10270747542381287,-0.24735069274902344,0.24735069274902344,120.0,-0.02534992218017578,-0.02591124176979065,-0.22070781886577606,-0.0014754494186490774,-0.004955768585205078,0.004955768585205078,126.66665649414062,-0.0005765016873677572,-0.00026232004165649414,-0.004622839391231537
69#4,MC ON,primary,20260842,control_intersection_minus_corridor,control_intersection_minus_corridor,True,56,57,0.0,0.0,-1.1753876209259033,-1.1753876209259033,-1.0647609233856201,-1.0647609233856201,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,primary,20260842,White,on_bright_bar_minus_on_dark_bar,False,58,59,0.10317861288785934,0.002161534735932946,-1.2953630685806274,-1.3985416889190674,-1.3458715677261353,-1.3480331897735596,1,1,False,0.10317861288785934,0.2476062774658203,0.2476062774658203,120.0,0.025348666508992514,0.02606073021888733,0.2209222912788391,0.002161534735932946,0.007264375686645508,0.007264375686645508,126.66665649414062,0.0008440256118774414,0.0003834068775177002,0.006777018308639526
69#4,MC ON,primary,20260842,control_on_bright_bar_minus_on_dark_bar,control_on_bright_bar_minus_on_dark_bar,True,60,61,0.0,0.0,-1.3469523191452026,-1.3469523191452026,-1.3469523191452026,-1.3469523191452026,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,primary,20260842,remote_contour_rearrangement_control_A_minus_B,remote_contour_rearrangement_control_A_minus_B,True,65,66,0.0,0.0,-1.3469523191452026,-1.3469523191452026,-1.3469523191452026,-1.3469523191452026,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,primary,20260842,contour_rearrangement_control_A_minus_B,contour_rearrangement_control_A_minus_B,True,69,70,0.0,0.0,-1.1753863096237183,-1.1753863096237183,-1.0647584199905396,-1.0647584199905396,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_1,20360842,Mach dark,ramp_minus_matched_uniform_x-04,False,8,33,-0.0016347169876098633,0.021542787551879883,-1.385435700416565,-1.3838011026382446,-1.5554865598678589,-1.5770294666290283,-1,1,True,-0.0016347169876098633,-0.03970956802368164,0.03970956802368164,133.33331298828125,-0.002621785004933675,0.0073051899671554565,-0.031493961811065674,0.021542787551879883,0.0339890718460083,0.0339890718460083,106.66665649414062,0.003338267008463542,0.012639641761779785,0.0212346613407135
69#4,MC ON,fresh_1,20360842,Mach bright,ramp_minus_matched_uniform_x+04,False,16,41,0.0016347329365089536,-0.02154279127717018,-1.2216142416000366,-1.223248839378357,-1.0515633821487427,-1.0300204753875732,1,-1,True,0.0016347329365089536,0.03970956802368164,0.03970956802368164,133.33331298828125,0.0026217881838480634,-0.0073051899671554565,0.03149399161338806,-0.02154279127717018,-0.03398895263671875,0.03398895263671875,106.66665649414062,-0.003338266611099243,-0.012639649212360382,-0.021234646439552307
69#4,MC ON,fresh_1,20360842,SBC,bright_surround_minus_dark_surround,False,50,51,-0.18861790001392365,-0.00389124546200037,-1.3978339433670044,-1.2092158794403076,-1.3054707050323486,-1.301579236984253,-1,-1,False,-0.18861790001392365,-0.47875046730041504,0.47875046730041504,120.0,-0.04938093821207683,-0.04305309057235718,-0.43438848853111267,-0.00389124546200037,-0.013890266418457031,0.013890266418457031,126.66665649414062,-0.0016436799367268882,-0.0006242990493774414,-0.012981325387954712
69#4,MC ON,fresh_1,20360842,control_bright_surround_minus_dark_surround,control_bright_surround_minus_dark_surround,True,52,53,0.0,0.0,-1.3035247325897217,-1.3035247325897217,-1.3035247325897217,-1.3035247325897217,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_1,20360842,Hermann,intersection_minus_corridor,False,54,55,-0.09394805133342743,-0.0013245264999568462,-1.222706913948059,-1.1287587881088257,-1.0287981033325195,-1.0274735689163208,-1,-1,False,-0.09394805133342743,-0.23969614505767822,0.23969614505767822,120.0,-0.024774001439412437,-0.02140502631664276,-0.21752949059009552,-0.0013245264999568462,-0.004724621772766113,0.004724621772766113,126.66665649414062,-0.000559859275817871,-0.00021301209926605225,-0.004415363073348999
69#4,MC ON,fresh_1,20360842,control_intersection_minus_corridor,control_intersection_minus_corridor,True,56,57,0.0,0.0,-1.1287602186203003,-1.1287602186203003,-1.0274723768234253,-1.0274723768234253,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_1,20360842,White,on_bright_bar_minus_on_dark_bar,False,58,59,0.0944184809923172,0.0019402821781113744,-1.2563155889511108,-1.3507341146469116,-1.302554726600647,-1.3044952154159546,1,1,False,0.0944184809923172,0.2400667667388916,0.2400667667388916,120.0,0.024780519803365073,0.02152922749519348,0.21786770224571228,0.0019402821781113744,0.006926298141479492,0.006926298141479492,126.66665649414062,0.0008195829391479492,0.00031128525733947754,0.006472915410995483
69#4,MC ON,fresh_1,20360842,control_on_bright_bar_minus_on_dark_bar,control_on_bright_bar_minus_on_dark_bar,True,60,61,0.0,0.0,-1.3035247325897217,-1.3035247325897217,-1.3035247325897217,-1.3035247325897217,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_1,20360842,remote_contour_rearrangement_control_A_minus_B,remote_contour_rearrangement_control_A_minus_B,True,65,66,0.0,0.0,-1.3035247325897217,-1.3035247325897217,-1.3035247325897217,-1.3035247325897217,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_1,20360842,contour_rearrangement_control_A_minus_B,contour_rearrangement_control_A_minus_B,True,69,70,0.0,0.0,-1.1287590265274048,-1.1287590265274048,-1.0274699926376343,-1.0274699926376343,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_2,20460842,Mach dark,ramp_minus_matched_uniform_x-04,False,8,33,-0.003351966617628932,0.021657060831785202,-1.3921253681182861,-1.3887733221054077,-1.5763291120529175,-1.5979863405227661,-1,1,True,-0.003351966617628932,-0.04263043403625488,0.04263043403625488,133.33331298828125,-0.0028377135594685873,0.007180526852607727,-0.034246280789375305,0.021657060831785202,0.03329062461853027,0.03329062461853027,100.0,0.003267061710357666,0.01299196481704712,0.020171716809272766
69#4,MC ON,fresh_2,20460842,Mach bright,ramp_minus_matched_uniform_x+04,False,16,41,0.0033519903663545847,-0.021657057106494904,-1.2521170377731323,-1.2554692029953003,-1.0679134130477905,-1.046256422996521,1,-1,True,0.0033519903663545847,0.04263043403625488,0.04263043403625488,133.33331298828125,0.0028377175331115723,-0.007180526852607727,0.03424631059169769,-0.021657057106494904,-0.03329062461853027,0.03329062461853027,100.0,-0.003267061710357666,-0.01299196481704712,-0.020171724259853363
69#4,MC ON,fresh_2,20460842,SBC,bright_surround_minus_dark_surround,False,50,51,-0.20308829843997955,-0.00444811163470149,-1.4236654043197632,-1.2205771207809448,-1.324345350265503,-1.3198972940444946,-1,-1,False,-0.20308829843997955,-0.4962339401245117,0.4962339401245117,120.0,-0.050556278228759764,-0.04678341746330261,-0.448153018951416,-0.00444811163470149,-0.015411138534545898,0.015411138534545898,126.66665649414062,-0.0017933893203735353,-0.0007150769233703613,-0.014403045177459717
69#4,MC ON,fresh_2,20460842,control_bright_surround_minus_dark_surround,control_bright_surround_minus_dark_surround,True,52,53,0.0,0.0,-1.322121262550354,-1.322121262550354,-1.322121262550354,-1.322121262550354,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_2,20460842,Hermann,intersection_minus_corridor,False,54,55,-0.10119044780731201,-0.0015141050098463893,-1.2549054622650146,-1.153714895248413,-1.0448591709136963,-1.0433450937271118,-1,-1,False,-0.10119044780731201,-0.24867022037506104,0.24867022037506104,120.0,-0.025389045079549154,-0.023254573345184326,-0.2246405929327011,-0.0015141050098463893,-0.00524294376373291,0.00524294376373291,126.66665649414062,-0.000610886812210083,-0.00024394690990447998,-0.004899650812149048
69#4,MC ON,fresh_2,20460842,control_intersection_minus_corridor,control_intersection_minus_corridor,True,56,57,0.0,0.0,-1.153716802597046,-1.153716802597046,-1.0433437824249268,-1.0433437824249268,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_2,20460842,White,on_bright_bar_minus_on_dark_bar,False,58,59,0.1016756072640419,0.0022180716041475534,-1.2712836265563965,-1.3729591369628906,-1.321012258529663,-1.3232303857803345,1,1,False,0.1016756072640419,0.24891948699951172,0.24891948699951172,120.0,0.02537936369578044,0.023394852876663208,0.2248564064502716,0.0022180716041475534,0.007684946060180664,0.007684946060180664,126.66665649414062,0.0008942763010660808,0.0003565847873687744,0.007182210683822632
69#4,MC ON,fresh_2,20460842,control_on_bright_bar_minus_on_dark_bar,control_on_bright_bar_minus_on_dark_bar,True,60,61,0.0,0.0,-1.322121262550354,-1.322121262550354,-1.322121262550354,-1.322121262550354,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_2,20460842,remote_contour_rearrangement_control_A_minus_B,remote_contour_rearrangement_control_A_minus_B,True,65,66,0.0,0.0,-1.322121262550354,-1.322121262550354,-1.322121262550354,-1.322121262550354,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
69#4,MC ON,fresh_2,20460842,contour_rearrangement_control_A_minus_B,contour_rearrangement_control_A_minus_B,True,69,70,0.0,0.0,-1.1537154912948608,-1.1537154912948608,-1.0433411598205566,-1.0433411598205566,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,primary,20260829,Mach dark,ramp_minus_matched_uniform_x-04,False,8,33,-0.0010932644363492727,-0.015360148623585701,-1.1206289529800415,-1.1195358037948608,-1.0088368654251099,-0.9934766888618469,-1,-1,False,-0.0010932644363492727,0.02569401264190674,0.02569401264190674,133.33331298828125,0.0008383913834889731,-0.007454909384250641,0.01591166853904724,-0.015360148623585701,-0.023109138011932373,0.023109138011932373,46.666656494140625,-0.0019126367568969727,-0.010589107871055603,-0.00909431278705597
67#6,MC OFF,primary,20260829,Mach bright,ramp_minus_matched_uniform_x+04,False,16,41,0.0010932683944702148,0.015360148623585701,-1.3172364234924316,-1.3183295726776123,-1.4290286302566528,-1.444388747215271,1,1,False,0.0010932683944702148,-0.02569401264190674,0.02569401264190674,133.33331298828125,-0.0008383909861246746,0.007454901933670044,-0.01591166853904724,0.015360148623585701,0.023109078407287598,0.023109078407287598,46.666656494140625,0.0019126367568969727,0.010589107871055603,0.00909431278705597
67#6,MC OFF,primary,20260829,SBC,bright_surround_minus_dark_surround,False,50,51,0.1446346491575241,0.02997819520533085,-1.1466153860092163,-1.2912501096725464,-1.2039437294006348,-1.2339218854904175,1,1,False,0.1446346491575241,0.320235013961792,0.320235013961792,126.66665649414062,0.03191558519999187,0.02802714705467224,0.29140394926071167,0.02997819520533085,0.08838367462158203,0.08838367462158203,133.33331298828125,0.008961919148763021,0.003283560276031494,0.08297204971313477
67#6,MC OFF,primary,20260829,control_bright_surround_minus_dark_surround,control_bright_surround_minus_dark_surround,True,52,53,0.0,0.0,-1.218932867050171,-1.218932867050171,-1.218932867050171,-1.218932867050171,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,primary,20260829,Hermann,intersection_minus_corridor,False,54,55,0.06962106376886368,0.010212088003754616,-1.3235300779342651,-1.393150806427002,-1.4538118839263916,-1.4640240669250488,1,1,False,0.06962106376886368,0.1586536169052124,0.1586536169052124,126.66665649414062,0.01585230032602946,0.013476952910423279,0.14446759223937988,0.010212088003754616,0.030115365982055664,0.030115365982055664,133.33331298828125,0.0030530834197998046,0.0011206716299057007,0.02824684977531433
67#6,MC OFF,primary,20260829,control_intersection_minus_corridor,control_intersection_minus_corridor,True,56,57,0.0,0.0,-1.3931432962417603,-1.3931432962417603,-1.4640326499938965,-1.4640326499938965,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,primary,20260829,White,on_bright_bar_minus_on_dark_bar,False,58,59,-0.07275699079036713,-0.014950752258300781,-1.255311369895935,-1.1825542449951172,-1.2264081239700317,-1.2114574909210205,-1,-1,False,-0.07275699079036713,-0.16274404525756836,0.16274404525756836,126.66665649414062,-0.016235310236612958,-0.014010608196258545,-0.14822474122047424,-0.014950752258300781,-0.0440824031829834,0.0440824031829834,133.33331298828125,-0.004469631512959799,-0.001637488603591919,-0.04138273000717163
67#6,MC OFF,primary,20260829,control_on_bright_bar_minus_on_dark_bar,control_on_bright_bar_minus_on_dark_bar,True,60,61,0.0,0.0,-1.218932867050171,-1.218932867050171,-1.218932867050171,-1.218932867050171,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,primary,20260829,remote_contour_rearrangement_control_A_minus_B,remote_contour_rearrangement_control_A_minus_B,True,65,66,0.0,0.0,-1.218932867050171,-1.218932867050171,-1.218932867050171,-1.218932867050171,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,primary,20260829,contour_rearrangement_control_A_minus_B,contour_rearrangement_control_A_minus_B,True,69,70,0.0,0.0,-1.393154501914978,-1.393154501914978,-1.4640504121780396,-1.4640504121780396,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,fresh_1,20360829,Mach dark,ramp_minus_matched_uniform_x-04,False,8,33,-0.00022583802638109773,-0.01762973889708519,-1.1128259897232056,-1.1126002073287964,-0.9809338450431824,-0.9633041024208069,-1,-1,False,-0.00022583802638109773,0.028662443161010742,0.028662443161010742,133.33331298828125,0.0012236181894938153,-0.007227972149848938,0.01918835937976837,-0.01762973889708519,-0.026584267616271973,0.026584267616271973,100.0,-0.0025473586718241376,-0.010827697813510895,-0.01523309201002121
67#6,MC OFF,fresh_1,20360829,Mach bright,ramp_minus_matched_uniform_x+04,False,16,41,0.00022583802638109773,0.01762973517179489,-1.2959353923797607,-1.296161413192749,-1.4278277158737183,-1.4454575777053833,1,1,False,0.00022583802638109773,-0.028662443161010742,0.028662443161010742,133.33331298828125,-0.0012236181894938153,0.007227972149848938,-0.01918835937976837,0.01762973517179489,0.026584267616271973,0.026584267616271973,100.0,0.0025473578770955404,0.010827690362930298,0.015233084559440613
67#6,MC OFF,fresh_1,20360829,SBC,bright_surround_minus_dark_surround,False,50,51,0.15866835415363312,0.018864456564188004,-1.1250464916229248,-1.283715009689331,-1.1949485540390015,-1.2138131856918335,1,1,False,0.15866835415363312,0.37103867530822754,0.37103867530822754,126.66665649414062,0.037164287567138674,0.030756115913391113,0.33836716413497925,0.018864456564188004,0.06032133102416992,0.06032133102416992,133.33331298828125,0.006209014256795248,0.002153158187866211,0.05633404850959778
67#6,MC OFF,fresh_1,20360829,control_bright_surround_minus_dark_surround,control_bright_surround_minus_dark_surround,True,52,53,0.0,0.0,-1.204380750656128,-1.204380750656128,-1.204380750656128,-1.204380750656128,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,fresh_1,20360829,Hermann,intersection_minus_corridor,False,54,55,0.07775743305683136,0.006423910614103079,-1.2991260290145874,-1.376883625984192,-1.45138680934906,-1.457810640335083,1,1,False,0.07775743305683136,0.18537366390228271,0.18537366390228271,126.66665649414062,0.018607691129048667,0.015019699931144714,0.16910932958126068,0.006423910614103079,0.020537972450256348,0.020537972450256348,133.33331298828125,0.0021143500010172528,0.0007347762584686279,0.019165918231010437
67#6,MC OFF,fresh_1,20360829,control_intersection_minus_corridor,control_intersection_minus_corridor,True,56,57,0.0,0.0,-1.3768774271011353,-1.3768774271011353,-1.457816243171692,-1.457816243171692,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,fresh_1,20360829,White,on_bright_bar_minus_on_dark_bar,False,58,59,-0.07966020703315735,-0.009406820870935917,-1.244210958480835,-1.16455078125,-1.2090842723846436,-1.199677586555481,-1,-1,False,-0.07966020703315735,-0.18756580352783203,0.18756580352783203,126.66665649414062,-0.018802658716837565,-0.015376865863800049,-0.17113283276557922,-0.009406820870935917,-0.03008127212524414,0.03008127212524414,133.33331298828125,-0.0030962308247884118,-0.0010736584663391113,-0.028092563152313232
67#6,MC OFF,fresh_1,20360829,control_on_bright_bar_minus_on_dark_bar,control_on_bright_bar_minus_on_dark_bar,True,60,61,0.0,0.0,-1.204380750656128,-1.204380750656128,-1.204380750656128,-1.204380750656128,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,fresh_1,20360829,remote_contour_rearrangement_control_A_minus_B,remote_contour_rearrangement_control_A_minus_B,True,65,66,0.0,0.0,-1.204380750656128,-1.204380750656128,-1.204380750656128,-1.204380750656128,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,fresh_1,20360829,contour_rearrangement_control_A_minus_B,contour_rearrangement_control_A_minus_B,True,69,70,0.0,0.0,-1.37688410282135,-1.37688410282135,-1.4578272104263306,-1.4578272104263306,0,0,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
67#6,MC OFF,fresh_2,20460829,Mach dark,ramp_minus_matched_uniform_x-04,False,8,33,-2.0424524791451404e-06,-0.013424372300505638,-1.2099308967590332,-1.2099289894104004,-1.103847861289978,-1.090423583984375,-1,-1,False,-2.0424524791451404e-06,0.025683045387268066,0.025683045387268066,133.33331298828125,0.0009345110257466634,-0.006841301918029785,0.016545668244361877,-0.013424372300505638,-0.020953774452209473,0.020953774452209473,46.666656494140625,-0.0015472102165222169,-0.009566247463226318,-0.006506100296974182
67#6,MC OFF,fresh_2,20460829,Mach bright,ramp_minus_matched_uniform_x+04,False,16,41,2.0424524791451404e-06,0.013424372300505638,-1.374675989151001,-1.3746780157089233,-1.4807590246200562,-1.4941834211349487,1,1,False,2.0424524791451404e-06,-0.025683045387268066,0.025683045387268066,133.33331298828125,-0.0009345110257466634,0.006841301918029785,-0.016545668244361877,0.013424372300505638,0.020953774452209473,0.020953774452209473,46.666656494140625,0.0015472102165222169,0.009566247463226318,0.006506100296974182
