cell_id,group,dtype,mode,history,pair,family,control,channel,equal,max_abs,mean_on_change,raw_mean_sign_flip,reported_mean_sign_flip,resolved_mean_sign_flip,peak_index_changed
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,logit,True,0.0,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,probability,True,0.0,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947286384535346e-09,False,True,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,probability,False,5.960464477539063e-08,0.0,False,False,False,True
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,logit,False,1.1920928955078125e-07,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,probability,False,5.960464477539063e-08,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947278390929569e-09,False,False,False,True
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,probability,False,5.960464477539063e-08,5.960462345910855e-09,False,False,False,True
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,logit,False,1.1920928955078125e-07,3.9735823520459235e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,probability,False,2.9802322387695312e-08,3.973639195464784e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,logit,False,1.1920928955078125e-07,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,probability,False,5.960464477539063e-08,3.9735823520459235e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-06,Mach_bands,False,logit,False,1.1920928955078125e-07,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-06,Mach_bands,False,probability,False,5.960464477539063e-08,3.9735823520459235e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-05,Mach_bands,False,logit,False,1.1920928955078125e-07,3.958120942115784e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-05,Mach_bands,False,probability,False,2.086162567138672e-07,2.7794158086180687e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-04,Mach_bands,False,logit,False,1.1920928955078125e-07,3.958120942115784e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-04,Mach_bands,False,probability,False,3.8743019104003906e-07,8.149072527885437e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-03,Mach_bands,False,logit,False,1.1920928955078125e-07,4.0745362639427185e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-03,Mach_bands,False,probability,False,1.7881393432617188e-07,2.9802322387695312e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-02,Mach_bands,False,logit,False,1.1920928955078125e-07,3.9726728573441505e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-02,Mach_bands,False,probability,False,2.9802322387695312e-08,1.987245923373848e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-01,Mach_bands,False,logit,False,5.960464477539063e-08,3.9735823520459235e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-01,Mach_bands,False,probability,False,5.960464477539063e-08,5.9606009017443284e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+00,Mach_bands,False,logit,True,0.0,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+00,Mach_bands,False,probability,True,0.0,0.0,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+01,Mach_bands,False,logit,False,1.1920928955078125e-07,2.7815985959023237e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+01,Mach_bands,False,probability,False,5.960464477539063e-08,3.9735823520459235e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+02,Mach_bands,False,logit,False,1.1920928955078125e-07,1.1921656550839543e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+02,Mach_bands,False,probability,False,5.960464477539063e-08,2.9799593903589994e-09,False,False,False,True
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+03,Mach_bands,False,logit,False,1.1920928955078125e-07,3.1781382858753204e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+03,Mach_bands,False,probability,False,2.384185791015625e-07,3.378954716026783e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+04,Mach_bands,False,logit,False,1.1920928955078125e-07,1.6065314412117004e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+04,Mach_bands,False,probability,False,3.5762786865234375e-07,9.540235623717308e-08,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+05,Mach_bands,False,logit,False,1.1920928955078125e-07,7.916241884231567e-09,False,False,False,False
67#4,midget_OFF,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+05,Mach_bands,False,probability,False,2.682209014892578e-07,3.2800016924738884e-08,False,False,False,False
