cell_id,group,dtype,mode,history,pair,family,control,channel,equal,max_abs,mean_on_change,raw_mean_sign_flip,reported_mean_sign_flip,resolved_mean_sign_flip,peak_index_changed
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,logit,True,0.0,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,probability,True,0.0,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947285496356926e-09,False,False,False,True
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,probability,False,4.470348358154297e-08,2.9802322831784522e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947278390929569e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,probability,False,2.9802322387695312e-08,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,logit,False,1.1920928955078125e-07,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,probability,False,5.960464477539063e-08,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947164704091847e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,probability,False,5.960464477539063e-08,9.934240097209113e-10,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947164704091847e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,probability,False,5.960464477539063e-08,9.933955880114809e-10,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-06,Mach_bands,False,logit,False,1.1920928955078125e-07,2.3839675122871995e-08,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-06,Mach_bands,False,probability,False,5.960464477539063e-08,1.9863364286720753e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-05,Mach_bands,False,logit,False,1.1920928955078125e-07,2.3981556296348572e-08,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-05,Mach_bands,False,probability,False,5.960464477539063e-08,2.9685907065868378e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-04,Mach_bands,False,logit,False,1.1920928955078125e-07,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-04,Mach_bands,False,probability,False,5.960464477539063e-08,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-03,Mach_bands,False,logit,False,1.1920928955078125e-07,8.149072527885437e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-03,Mach_bands,False,probability,False,5.960464477539063e-08,9.89530235528946e-10,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-02,Mach_bands,False,logit,False,1.1920928955078125e-07,1.5894329408183694e-08,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-02,Mach_bands,False,probability,False,5.960464477539063e-08,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-01,Mach_bands,False,logit,False,1.1920928955078125e-07,1.5894329408183694e-08,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-01,Mach_bands,False,probability,False,5.960464477539063e-08,3.9735823520459235e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+00,Mach_bands,False,logit,True,0.0,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+00,Mach_bands,False,probability,True,0.0,0.0,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+01,Mach_bands,False,logit,False,1.1920928955078125e-07,2.384149411227554e-08,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+01,Mach_bands,False,probability,False,5.960464477539063e-08,6.953769116080366e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+02,Mach_bands,False,logit,False,1.1920928955078125e-07,1.5894329408183694e-08,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+02,Mach_bands,False,probability,False,4.470348358154297e-08,1.9863364286720753e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+03,Mach_bands,False,logit,False,1.1920928955078125e-07,2.3748725652694702e-08,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+03,Mach_bands,False,probability,False,5.960464477539063e-08,5.966285243630409e-09,False,False,False,False
67#26,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+04,Mach_bands,False,logit,False,1.1920928955078125e-07,0.0,False,False,False,False
