cell_id,group,dtype,mode,history,pair,family,control,channel,equal,max_abs,mean_on_change,raw_mean_sign_flip,reported_mean_sign_flip,resolved_mean_sign_flip,peak_index_changed
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,logit,True,0.0,0.0,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,probability,True,0.0,0.0,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947289049070605e-09,False,False,False,True
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,probability,False,4.470348358154297e-08,0.0,False,False,False,True
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947278390929569e-09,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,probability,False,4.470348358154297e-08,0.0,False,False,False,True
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,logit,False,1.1920928955078125e-07,2.3841835172788706e-08,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,probability,False,4.470348358154297e-08,9.93409798866196e-10,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,logit,False,1.1920928955078125e-07,1.589478415553458e-08,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,probability,False,5.960464477539063e-08,4.967091626895126e-09,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,logit,False,1.1920928955078125e-07,2.384149411227554e-08,False,False,False,False
70#7,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,probability,False,5.960464477539063e-08,6.953996489755809e-09,False,False,False,False
