cell_id,group,dtype,mode,history,pair,family,control,channel,equal,max_abs,mean_on_change,raw_mean_sign_flip,reported_mean_sign_flip,resolved_mean_sign_flip,peak_index_changed
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,logit,True,0.0,0.0,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-12,Mach_bands,False,probability,True,0.0,0.0,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,logit,False,2.384185791015625e-07,1.5894570992713852e-08,False,False,False,True
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-11,Mach_bands,False,probability,False,2.9802322387695312e-08,9.934109090892207e-10,False,False,False,True
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,logit,False,2.384185791015625e-07,3.973642037635727e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-10,Mach_bands,False,probability,False,2.9802322387695312e-08,7.450580596923828e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,logit,False,2.384185791015625e-07,3.973639195464784e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-09,Mach_bands,False,probability,False,2.9802322387695312e-08,5.463760999191436e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,logit,False,2.384185791015625e-07,1.5894556781859137e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-08,Mach_bands,False,probability,False,4.470348358154297e-08,5.960473004051892e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,logit,False,2.384185791015625e-07,6.357822712743655e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-07,Mach_bands,False,probability,False,2.9802322387695312e-08,6.457185008912347e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-06,Mach_bands,False,logit,False,2.384185791015625e-07,4.768480721395463e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-06,Mach_bands,False,probability,False,3.725290298461914e-08,2.4833752831909806e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-05,Mach_bands,False,logit,False,2.384185791015625e-07,7.171183824539185e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-05,Mach_bands,False,probability,False,1.5497207641601562e-06,2.4735345505177975e-07,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-04,Mach_bands,False,logit,False,2.384185791015625e-07,7.916241884231567e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-04,Mach_bands,False,probability,False,3.427267074584961e-06,3.834720700979233e-07,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-03,Mach_bands,False,logit,False,1.1920928955078125e-07,0.0,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-03,Mach_bands,False,probability,False,1.5795230865478516e-06,2.6126508601009846e-07,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-02,Mach_bands,False,logit,False,1.1920928955078125e-07,3.9735823520459235e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-02,Mach_bands,False,probability,False,4.470348358154297e-08,3.9735823520459235e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-01,Mach_bands,False,logit,False,1.1920928955078125e-07,1.589478415553458e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x-01,Mach_bands,False,probability,False,2.9802322387695312e-08,0.0,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+00,Mach_bands,False,logit,True,0.0,0.0,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+00,Mach_bands,False,probability,True,0.0,0.0,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+01,Mach_bands,False,logit,False,1.1920928955078125e-07,7.947619451442733e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+01,Mach_bands,False,probability,False,2.9802322387695312e-08,9.933955880114809e-10,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+02,Mach_bands,False,logit,False,1.1920928955078125e-07,3.178865881636739e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+02,Mach_bands,False,probability,False,3.725290298461914e-08,5.960373528068885e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+03,Mach_bands,False,logit,False,1.1920928955078125e-07,1.5832483768463135e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+03,Mach_bands,False,probability,False,1.6838312149047852e-06,2.7817441150546074e-07,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+04,Mach_bands,False,logit,False,1.1920928955078125e-07,1.5832483768463135e-08,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+04,Mach_bands,False,probability,False,3.725290298461914e-06,4.2619649320840836e-07,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+05,Mach_bands,False,logit,False,1.1920928955078125e-07,7.916241884231567e-09,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+05,Mach_bands,False,probability,False,1.6987323760986328e-06,2.7715577743947506e-07,False,False,False,False
70#15,midget_ON,torch.float32,normal,periodic_11,ramp_minus_matched_uniform_x+06,Mach_bands,False,logit,False,1.1920928955078125e-07,7.948983693495393e-09,False,False,False,False
