group,probe,mode,channel,n_cells,peak_response,peak_absolute_response,peak_latency_ms_from_trial_start,peak_latency_ms_from_onset,response_integral_seconds,peak_change_vs_center_only,integral_change_vs_center_only,center_onset_50ms,center_offset_50ms,surround_first_onset_50ms,surround_first_offset_50ms,off_minus_normal_mean_abs_active,off_minus_normal_peak_signed,off_minus_normal_peak_absolute,off_minus_normal_integral_seconds
MC_ON,large_field_50ms,H1_off,logit,5,0.012769150733947753,0.20032737255096436,358.6666666666667,58.666666666666686,9.536743172944284e-10,-0.266495954990387,9.536743172944284e-10,0.0974300593137741,-0.04167584050446749,0.0974300593137741,-0.04167584050446749,0.0024794781813398,0.003685259819030762,0.027241730690002443,2.384185515680315e-10
MC_ON,slow_step,H1_off,probability,5,0.08050239086151123,0.08050239086151123,1500.0,1200.0,0.07386821359395981,0.03296377956867218,0.005115954577922821,0.01588914841413498,0.050346656888723376,0.01588914841413498,0.004526811838150025,0.0003856800147332251,0.00016115009784698487,0.002598598599433899,0.0003492806601570919
MC_ON,slow_1Hz,H1_off,probability,5,0.08050227463245392,0.08050227463245392,1000.0,700.0,0.07356304824352264,0.03296366333961487,0.004810789227485656,0.01588914841413498,0.050349457561969756,0.01588914841413498,0.004526030272245407,0.0004972035996615887,0.0002223789691925049,0.0026598691940307615,0.0003275729832239449
MC_ON,slow_2Hz,H1_off,probability,5,0.08051126301288605,0.08051126301288605,1061.3333333333335,761.3333333333334,0.07294045984745026,0.032972651720047,0.004188200831413269,0.01588914841413498,0.05040664896368981,0.01588914841413498,0.003576467225502711,0.0007186195696704089,0.00023051798343658446,0.002652671933174133,0.00028439693778636865
MC_ON,rapid_10Hz,H1_off,probability,5,0.055168402194976804,0.055168402194976804,421.3333333333333,121.33333333333334,0.06920360028743744,0.007629790902137756,0.00045134127140045166,0.01588914841413498,0.02917235270142555,0.01588914841413498,0.018964607454836368,0.0012548135709948838,0.0024004042148590087,0.0024004042148590087,0.00026664924080250786
MC_ON,rapid_20Hz,H1_off,probability,5,0.04116184115409851,0.04116184115409851,762.6666666666667,462.6666666666667,0.06872082501649857,-0.006376770138740539,-3.143399953842163e-05,0.016569265350699424,0.017429370433092117,0.016569265350699424,0.03285323530435562,0.0005855870025698095,0.0021669000387191774,0.0021669000387191774,0.0003858749070786871
MC_ON,transient_50ms,H1_off,probability,5,0.06634010076522827,0.06634010076522827,1373.3333333333335,1073.3333333333335,0.0688575640320778,0.018801489472389223,0.000105305016040802,0.01588914841413498,0.013013732805848121,0.01588914841413498,0.013859247043728828,0.0003405054041650146,0.0023848950862884522,0.0023848950862884522,0.00037995515303919093
MC_ON,large_field_50ms,H1_off,probability,5,0.03294849991798401,0.03294849991798401,758.6666666666667,458.6666666666667,0.00022306244645733386,-0.01394064724445343,-6.734419439453631e-05,0.01588914841413498,-0.005855998490005732,0.01588914841413498,-0.005855998490005732,0.00038253961829468606,0.003429305553436279,0.004365783929824829,1.556815750518581e-05
MC_ON,slow_step,AC_off,logit,5,0.5088367700576782,0.5088367700576782,1477.3333333333335,1177.3333333333335,0.9756993770599365,0.017656350135803224,-1.8477439880371094e-06,0.16959093511104584,0.3381417512893677,0.16959093511104584,0.46861937642097473,0.28005481958389283,0.5088826775550842,0.5088826775550842,0.5633209824562073
MC_ON,slow_1Hz,AC_off,logit,5,0.5088383197784424,0.5088383197784424,977.3333333333334,677.3333333333334,0.9757002115249633,0.017657899856567384,-1.0132789611816406e-06,0.16959093511104584,0.33814319372177126,0.16959093511104584,0.46862969398498533,0.28000253438949585,0.5088826775550842,0.5088826775550842,0.5632149815559387
MC_ON,slow_2Hz,AC_off,logit,5,0.5088708162307739,0.5088708162307739,725.3333333333334,425.33333333333337,0.975701904296875,0.017690396308898924,6.794929504394531e-07,0.16959093511104584,0.33817377090454104,0.16959093511104584,0.4684329628944397,0.2799116909503937,0.5088826775550842,0.5088826775550842,0.5630030512809754
MC_ON,rapid_10Hz,AC_off,logit,5,0.5021502137184143,0.5021502137184143,434.6666666666667,134.66666666666669,0.975703501701355,0.010969793796539307,2.276897430419922e-06,0.16959093511104584,0.3251983165740967,0.16959093511104584,0.44339917302131654,0.276851087808609,0.3931202292442322,0.3931202292442322,0.5622788906097412
MC_ON,rapid_20Hz,AC_off,logit,5,0.4942636609077454,0.4942636609077454,436.0,136.00000000000003,0.975702440738678,0.003083240985870361,1.2159347534179687e-06,0.1695921689271927,0.3190826177597046,0.1695921689271927,0.3724530220031738,0.2745417594909668,0.30978918075561523,0.30978918075561523,0.5622521042823792
