cell_id,group,condition,fitted_bias,convergence_residual_mean_rate,convergence_residual_total_events,iterations,train_valid_bins,train_observed_rate,train_predicted_rate_before,train_predicted_rate_after,train_nll_before,train_nll_after,bracket_lower,bracket_upper,solver_rate_tolerance,solver_width_tolerance,converged,training_logits_sha256,training_target_sha256,training_mask_sha256,protocol_sha256
68#3,MC_OFF,AC,0.48318770023741886,-1.917910275039958e-13,-2.5776714096537034e-09,40,13440,0.3021577380952381,0.2333084693012941,0.3021577380950463,0.7225640010305664,0.7056874808521418,-1.4816863710897916,19.687902313945912,1e-12,1e-12,True,65ced873c5a7a9749a4333457c47c74c63fb1fcb650bcbcb27aee458e6b236e7,aa91c400672a762d98fd490c35525f14ebbc40db51c44caa50d5fbc89570f41d,d3af11c33534f2158979746816b438ca50d64680ba2887ade811469339dc7ebf,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,normal,0.04678204868909705,-7.886469255424799e-13,-9.085212582249369e-09,39,11520,0.16267361111111112,0.15703503364765933,0.16267361111032247,0.3897788816499046,0.3896464023500046,-3.3262333784998,7.422951349168962,1e-12,1e-12,True,200a2c8389edb7748d4e14316d00e3a821a021a86f66f313e5586a412db69434,3603eacf23326c7fe66068c645e24e4c697d6e18b32412878c871e060876d37d,38ad459f24e37e319d370bc39a59c67fca417d72417aad614d2fbe42b531e668,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,H1,0.0533243894729972,-5.933864510865305e-13,-6.835811916516832e-09,37,11520,0.16267361111111112,0.15625334212879927,0.16267361111051773,0.38995754508045605,0.38978549772640136,-3.2840096865594925,7.499323495775407,1e-12,1e-12,True,65d2fdab8ce1c8282e6ab47cecc17d295cd8e9c7ef20232358399e7f6ff03591,3603eacf23326c7fe66068c645e24e4c697d6e18b32412878c871e060876d37d,38ad459f24e37e319d370bc39a59c67fca417d72417aad614d2fbe42b531e668,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,direct-BC,0.29743679084762115,-1.2917444891513696e-13,-1.4880896515023778e-09,39,11520,0.16267361111111112,0.1316077130552019,0.16267361111098194,0.4855390636213113,0.4808106510978629,-1.4868377362192216,17.097001680284684,1e-12,1e-12,True,639d71a7e50dacdc4f6007c228a0f1ac944ec0fd7b74145f62560adff2de1092,3603eacf23326c7fe66068c645e24e4c697d6e18b32412878c871e060876d37d,38ad459f24e37e319d370bc39a59c67fca417d72417aad614d2fbe42b531e668,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,AC,-1.8544274026716958,-3.051725538938399e-13,-3.5155878208570357e-09,39,11520,0.16267361111111112,0.37381457399497214,0.16267361111080594,0.9889783351929414,0.8173497387735267,-12.92379414185887,1.0310880030691085,1e-12,1e-12,True,e5f1ff971db2d79e89cbf1e35f34e7e23a545c294a64011947c9117c87803e79,3603eacf23326c7fe66068c645e24e4c697d6e18b32412878c871e060876d37d,38ad459f24e37e319d370bc39a59c67fca417d72417aad614d2fbe42b531e668,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,normal,0.11805110940975583,2.298161660974074e-13,3.0887292723491555e-09,39,13440,0.22738095238095238,0.21219945002205284,0.2273809523811822,0.4109998506236487,0.4100952177064355,-6.1871952765114635,5.1117902047507435,1e-12,1e-12,True,2b5e722f3ffd01ea39ea261bbc12924c3efdfcd8a9f9fc947bcf7531647e697c,6c99d0b09c9b4575d6ed0c5c7fb8b51b44b956b5997109e885f55dcc2200593c,d3af11c33534f2158979746816b438ca50d64680ba2887ade811469339dc7ebf,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,H1,0.11062024459122999,-9.711953463664713e-13,-1.3052865455165374e-08,39,13440,0.22738095238095238,0.2131938626655291,0.22738095237998118,0.41056333534545575,0.40977165519529013,-6.211154436362538,5.126944089638439,1e-12,1e-12,True,c082bb459b1a92a453d61f295a253cac0d7f59a313a316fc6183fc033f343571,6c99d0b09c9b4575d6ed0c5c7fb8b51b44b956b5997109e885f55dcc2200593c,d3af11c33534f2158979746816b438ca50d64680ba2887ade811469339dc7ebf,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,direct-BC,1.029253236591495,-9.325318295339002e-13,-1.253322778893562e-08,37,13440,0.22738095238095238,0.10920887050138246,0.22738095238001985,1.1004133303376846,1.0347599798874791,-0.6508193962700699,14.545917058693615,1e-12,1e-12,True,bfcf3942190512fcb66036a05399a282d707bacfd4ed20f6ef7aeb2aad7c38af,6c99d0b09c9b4575d6ed0c5c7fb8b51b44b956b5997109e885f55dcc2200593c,d3af11c33534f2158979746816b438ca50d64680ba2887ade811469339dc7ebf,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,AC,-1.6243967774847787,1.4699352846037073e-13,1.9755930225073826e-09,40,13440,0.22738095238095238,0.3902848723292742,0.22738095238109937,0.7937417798347112,0.6725269661974209,-16.02389571596459,1.9239816911093857,1e-12,1e-12,True,84e957d744f40d60f6bf52d04fb67cdfd509cfd979f7e4e11af2f80b418acfa5,6c99d0b09c9b4575d6ed0c5c7fb8b51b44b956b5997109e885f55dcc2200593c,d3af11c33534f2158979746816b438ca50d64680ba2887ade811469339dc7ebf,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,normal,-0.03492816235793303,-1.163513729807164e-13,-2.233946361229755e-10,41,1920,0.2140625,0.21828975854894836,0.21406249999988364,0.38656666769838105,0.3864930520393102,-10.224017752572395,11.216423379019401,1e-12,1e-12,True,80b2f4b320f31c493a100ec43588d38b5b472f1bc1c2ad047dd43134e899aa1d,02285c3dc43a16488d211ed4ab706b1e9062fcd9a428aa18134cee80d9ac250c,190571e9c4f51c3205a6dbbf1290cb4a994a9880a18266739ca95ce3b5d5dcfe,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,H1,-0.05317324886423214,-8.430756093247282e-13,-1.6187051699034782e-09,36,1920,0.2140625,0.22038614764974512,0.2140624999991569,0.39237956565051385,0.39221216233181083,-10.23276294605384,11.355043755606316,1e-12,1e-12,True,fe3bd78842e38c2e8c8e6baba006c9536e378ab404e07c3ccd73934a707ba847,02285c3dc43a16488d211ed4ab706b1e9062fcd9a428aa18134cee80d9ac250c,190571e9c4f51c3205a6dbbf1290cb4a994a9880a18266739ca95ce3b5d5dcfe,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,direct-BC,0.6499070988586809,-7.099876242477876e-13,-1.3631762385557522e-09,40,1920,0.2140625,0.13708488274123823,0.21406249999929,0.7367156773957061,0.7105483401407914,-1.0721390380109332,14.608398781851433,1e-12,1e-12,True,c272bacf68e885401f108fa09930417a37dbe1d24f1f12504528b10c1af4306c,02285c3dc43a16488d211ed4ab706b1e9062fcd9a428aa18134cee80d9ac250c,190571e9c4f51c3205a6dbbf1290cb4a994a9880a18266739ca95ce3b5d5dcfe,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,AC,-1.5451267764175118,-6.648293027211594e-13,-1.276472261224626e-09,39,1920,0.2140625,0.373251918333461,0.21406249999933516,0.853398165159832,0.7409628710799131,-14.17716564075599,1.7835177050386883,1e-12,1e-12,True,97c1b5d12df0a89d72c0f22ee9d22ddef2a1e76e2fb80d98a4fb13ea7f07f61a,02285c3dc43a16488d211ed4ab706b1e9062fcd9a428aa18134cee80d9ac250c,190571e9c4f51c3205a6dbbf1290cb4a994a9880a18266739ca95ce3b5d5dcfe,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#11,PC_OFF,normal,-0.02742243991031705,4.982680934517703e-13,6.696723175991792e-09,38,13440,0.1478422619047619,0.15067848645804024,0.14784226190526017,0.32339083482197994,0.32335202836599236,-3.585619771798353,19.724591529051562,1e-12,1e-12,True,e29bbfcc4f206f126da08507ac9ff1199e29b38ffefb52e7c59062e377e9d7a9,00560146ee26060e6f337912318670d1a0383a7f0501359cdd96307e900ecdb5,d3af11c33534f2158979746816b438ca50d64680ba2887ade811469339dc7ebf,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
