cell_id,group,pathway,fitted_bias,train_observed_rate,train_predicted_rate_before,train_predicted_rate_after,heldout_normal_nll,heldout_off_nll_raw,heldout_off_nll_recal,raw_delta_nll,recal_delta_nll,fraction_raw_penalty_removed,signed_mean_delta_logit,mean_abs_delta_logit,protocol_sha256
68#3,MC_OFF,H1,0.001203469498250495,0.3021577380952381,0.30197460365930895,0.3021577380951777,0.49072156381472604,0.49668960706792564,0.4967083374830132,0.005968043253199606,0.005986773668287149,-0.003138451631948369,-0.046056686732918024,0.17842255032931764,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#3,MC_OFF,direct-BC,-1.240948992503854,0.3021577380952381,0.469316030853517,0.3021577380951106,0.49072156381472604,0.961275965107842,0.9521534710832259,0.47055440129311593,0.46143190726849986,0.019386693652310605,1.0909722470554213,1.9321007294021546,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#3,MC_OFF,AC,0.48318770023741886,0.3021577380952381,0.2333084693012941,0.3021577380950463,0.49072156381472604,0.6762682270134512,0.6825938457741885,0.1855466631987252,0.19187228195946243,-0.03409179476303659,-0.803919633893917,1.3569857546749213,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,H1,0.0533243894729972,0.16267361111111112,0.15625334212879927,0.16267361111051773,0.4461562384514943,0.4464169946571824,0.44550909994197346,0.0002607562056880508,-0.0006471385095208615,3.481776062867894,-0.007551511935889721,0.011832065818210443,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,direct-BC,0.29743679084762115,0.16267361111111112,0.1316077130552019,0.16267361111098194,0.4461562384514943,0.5229538601511495,0.520260323324401,0.0767976216996552,0.07410408487290665,0.035073180225327794,-0.6987603145837784,1.085597851301233,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,AC,-1.8544274026716958,0.16267361111111112,0.37381457399497214,0.16267361111080594,0.4461562384514943,0.823893672517957,0.8082869963417323,0.37773743406646265,0.36213075789023796,0.04131620212541265,1.0324610266461969,1.6389852277562023,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,H1,0.11062024459122999,0.22738095238095238,0.2131938626655291,0.22738095237998118,0.396651958421581,0.39636379586604203,0.39533106684458746,-0.0002881625555389844,-0.0013208915769935548,,0.0028478680675228436,0.013047393448650836,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,direct-BC,1.029253236591495,0.22738095238095238,0.10920887050138246,0.22738095238001985,0.396651958421581,0.8335749493642518,0.8262776830170965,0.4369229909426708,0.42962572459551546,0.01670149316567504,-0.9502708743264278,1.541429188599189,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,AC,-1.6243967774847787,0.22738095238095238,0.3902848723292742,0.22738095238109937,0.396651958421581,0.6249869171883982,0.5977914292932441,0.22833495876681714,0.20113947087166312,0.11910347868775939,0.8306293939923247,1.3134697351728877,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,H1,-0.05317324886423214,0.2140625,0.22038614764974512,0.2140624999991569,0.373766375814901,0.37504258661288237,0.37400891427201066,0.0012762107979813475,0.00024253845710964228,0.8099542352303564,0.0057259460166096685,0.1412167258436481,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,direct-BC,0.6499070988586809,0.2140625,0.13708488274123823,0.21406249999929,0.373766375814901,0.6503768991892936,0.6536264106834564,0.2766105233743926,0.2798600348685554,-0.01174760618114501,-0.8789594078188141,1.5610980511829258,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,AC,-1.5451267764175118,0.2140625,0.373251918333461,0.21406249999933516,0.373766375814901,0.7142303963662435,0.6654510032901173,0.3404640205513425,0.2916846274752163,0.14327326863241985,0.8606279468536377,1.4866310200343529,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#11,PC_OFF,H1,-0.020792543875459216,0.1478422619047619,0.14999015718382452,0.14784226190505267,0.40560593034751,0.4061197163634977,0.406297481153286,0.0005137860159876717,0.0006915508057759867,-0.34598993405180667,-0.011826049933830896,0.0185808643947045,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#11,PC_OFF,direct-BC,-1.2270957767706299,0.1478422619047619,0.292565918721409,0.14784226190536268,0.40560593034751,0.6548234908056783,0.6756780485355445,0.24921756045816823,0.27007211818803445,-0.0836801294881735,1.4177719959616661,2.3441839519143106,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#11,PC_OFF,AC,0.07382935184164756,0.1478422619047619,0.14080201762152156,0.14784226190494976,0.40560593034751,0.44925185246508303,0.44900821222688075,0.04364592211757301,0.04340228187937073,0.005582199352919259,-0.4228070077672601,0.675172090989848,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#3,PC_OFF,H1,0.019656091701810034,0.31651785714285713,0.31320608752129003,0.31651785714194386,0.5366386341832902,0.543003258929281,0.5434687616079268,0.006364624745990866,0.006830127424636623,-0.0731390611738707,-0.06866469314942757,0.18902994842578968,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#3,PC_OFF,direct-BC,-0.7465318164623926,0.31651785714285713,0.4589551350874155,0.3165178571430763,0.5366386341832902,0.7555234482061589,0.7391620778447313,0.21888481402286875,0.20252344366144115,0.07474876881919357,0.7160587689156334,1.247909682703515,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#3,PC_OFF,AC,0.39128146607582237,0.31651785714285713,0.2525285104575459,0.3165178571422864,0.5366386341832902,0.589492865656301,0.5948582570141725,0.052854231473010826,0.058219622830882334,-0.10151299542802472,-0.4028159758510689,0.6343019264750183,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#4,MC_ON,H1,-0.0011183779245440642,0.22152777777777777,0.22168194723248244,0.22152777777783822,0.43249978764642305,0.43329969086299713,0.4332848784496582,0.0007999032165740827,0.0007850908032351334,0.018517756938632668,-0.004247152817746003,0.014713115158180396,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#4,MC_ON,direct-BC,0.5281809738331692,0.22152777777777777,0.1600607481165495,0.2215277777779623,0.43249978764642305,0.6853878494117893,0.6950388547240174,0.25288806176536627,0.26253906707759433,-0.038163151098775216,-0.9608822735026479,1.5778435142462452,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#4,MC_ON,AC,-1.9807057079782493,0.22152777777777777,0.44332240370979403,0.22152777777862664,0.43249978764642305,0.9369711524351586,0.8629995566493065,0.5044713647887356,0.43049976900288345,0.1466319021235828,1.163619685433805,1.8496663767223558,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#6,MC_OFF,H1,-0.003563841019508525,0.22299107142857144,0.22349819090736672,0.2229910714285848,0.44483512031182315,0.4488071908653929,0.4487866340755613,0.00397207055356974,0.003951513763738146,0.005175333507890345,-0.0158531770731012,0.11119051996618509,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#6,MC_OFF,direct-BC,-1.357025306711563,0.22299107142857144,0.3918796245212257,0.22299107142783658,0.44483512031182315,0.7723128416177845,0.7496610985768036,0.3274777213059613,0.3048259782649805,0.06917033302493691,0.7948771208027998,1.3780105718473594,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#6,MC_OFF,AC,0.5270312886267642,0.22299107142857144,0.1554716603851542,0.22299107142850044,0.44483512031182315,0.6240348534532643,0.6241660219559604,0.1791997331414411,0.17933090164413723,-0.0007319681809603296,-0.7242430919905504,1.2131504956632853,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#7,MC_ON,H1,0.047289876325423766,0.24553571428571427,0.23883797104123172,0.24553571428547805,0.4463059497264599,0.4609751610203807,0.4622965493485662,0.014669211293920792,0.01599059962210625,-0.09007903027022768,-0.025455407798290253,0.1600201490521431,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#7,MC_ON,direct-BC,0.5893603547040094,0.24553571428571427,0.16902410911569693,0.24553571428570947,0.4463059497264599,0.6444790001561619,0.6599335564699647,0.19817305042970196,0.21362760674350473,-0.07798515630804692,-0.7985938583314419,1.4343288548787434,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#7,MC_ON,AC,-1.382345572268156,0.24553571428571427,0.41109308739679795,0.24553571428630974,0.4463059497264599,0.8428283252508598,0.7880029866489154,0.3965223755243999,0.3416970369224555,0.13826543465406715,0.9291292632495364,1.5691409088298678,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#21,PC_OFF,H1,0.009182100880650709,0.2263888888888889,0.2249848389414872,0.22638888888980724,0.5127022021583733,0.5175820226383858,0.5175073332600219,0.004879820480012564,0.0048051311016485965,0.015305763535747086,-0.0588364311804374,0.11508364342153073,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#21,PC_OFF,direct-BC,-0.9496489884754244,0.2263888888888889,0.37390389064530655,0.2263888888889817,0.5127022021583733,0.7416545245390456,0.7408248133144559,0.2289523223806723,0.22812261115608268,0.0036239476235148116,0.7642328090096513,1.4102869697536031,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#21,PC_OFF,AC,0.1702303742127309,0.2263888888888889,0.20263190970151826,0.22638888888899858,0.5127022021583733,0.578637542972077,0.577921840713839,0.06593534081370378,0.06521963855546575,0.010854607702115326,-0.41176093167314926,0.7068260724470019,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#1,PC_ON,H1,0.10925163864699217,0.23463541666666668,0.21703442326160421,0.2346354166671225,0.4630781238158515,0.46691742823431526,0.4708586242297923,0.0038393044184637515,0.007780500413940794,-1.0265390721619467,-0.013750987226764362,0.0859900858749946,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#1,PC_ON,direct-BC,0.5007390214859002,0.23463541666666668,0.16370877218330404,0.23463541666592921,0.4630781238158515,0.5617839698600112,0.5799874174411466,0.09870584604415972,0.11690929362529506,-0.1844211696740976,-0.4898341938108206,0.8674122608453035,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#1,PC_ON,AC,-0.8169088543197798,0.23463541666666668,0.3597512886195042,0.2346354166666123,0.4630781238158515,0.6693132023380371,0.6234884604319815,0.20623507852218564,0.16041033661612997,0.22219664197973044,0.5696394623319307,0.9706026549637318,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#7,PC_ON,H1,0.009162846093504365,0.26413690476190477,0.2626914178626485,0.26413690476101914,0.4592358789885469,0.4601435166554096,0.46028487414889663,0.0009076376668626929,0.0010489951603497305,-0.15574220710302678,0.00872864557164056,0.0385990616359881,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#7,PC_ON,direct-BC,0.776028285272653,0.26413690476190477,0.1560817503255347,0.26413690476239304,0.4592358789885469,0.7811957378140256,0.7907135696477852,0.32195985882547873,0.33147769065923827,-0.029562169235882285,-0.7994096964047778,1.3266207299399233,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#7,PC_ON,AC,-1.1426444956683688,0.26413690476190477,0.41423433197876447,0.264136904761606,0.4592358789885469,0.6864935038239117,0.6410154952153772,0.22725762483536482,0.18177961622683025,0.20011653576631716,0.6976640477865225,1.1245624153511156,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#15,PC_ON,H1,0.002265144340603608,0.1795138888888889,0.17923863871517037,0.17951388888898914,0.3818397827516815,0.38204886481925565,0.3820589829600793,0.00020908206757414005,0.000219200208397774,-0.048393154616409584,0.004301642121540175,0.014743698491818375,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#15,PC_ON,direct-BC,0.7476219759611049,0.1795138888888889,0.10006611452029633,0.17951388888837405,0.3818397827516815,0.6392898305558109,0.6410924275020176,0.2574500478041294,0.25925264475033605,-0.007001734750416766,-0.7643756067980495,1.282226246373935,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#15,PC_ON,AC,-1.5878777377050013,0.1795138888888889,0.32777703790221613,0.17951388888981182,0.3818397827516815,0.5898435919968569,0.5426030575495797,0.20800380924517536,0.1607632747978982,0.22711379478437554,0.6692787249510487,1.080812832319902,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#34,MC_ON,H1,0.03727307932423467,0.20282738095238095,0.19835842360883646,0.20282738095320998,0.3698519450732531,0.3739865562449427,0.3745585034986934,0.004134611171689617,0.0047065584254403214,-0.13833156976571925,-0.004151287724574407,0.06170923868815104,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#34,MC_ON,direct-BC,0.7178330980972312,0.20282738095238095,0.12311575523849475,0.20282738095320704,0.3698519450732531,0.6441492058773958,0.6557493035909632,0.2742972608041427,0.2858973585177101,-0.04229024263516168,-0.9304791251942516,1.5639740347489715,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#34,MC_ON,AC,-1.903013958572413,0.20282738095238095,0.38733239720913304,0.20282738095282785,0.3698519450732531,0.768272056301197,0.7040056394885902,0.3984201112279439,0.3341536944153371,0.16130314459914086,0.9828036274512609,1.5964698921392362,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
