cell_id,group,pathway,fitted_bias,train_observed_rate,train_predicted_rate_before,train_predicted_rate_after,heldout_normal_nll,heldout_off_nll_raw,heldout_off_nll_recal,raw_delta_nll,recal_delta_nll,fraction_raw_penalty_removed,signed_mean_delta_logit,mean_abs_delta_logit,protocol_sha256
67#4,PC_OFF,H1,-0.040048027901784564,0.2203125,0.22631829825784658,0.2203125000006036,0.5017766519111849,0.5016911584050346,0.5017729146202609,-8.54935061502804e-05,-3.737290924066272e-06,,-0.006144115428129832,0.010885041058063507,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#4,PC_OFF,direct-BC,-1.716434248677229,0.2203125,0.4629943358369063,0.22031250000022234,0.5017766519111849,1.0077267120761757,0.980547328222422,0.5059500601649908,0.47877067631123704,0.05371949920292629,1.1664438270156583,1.9127137635772427,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#4,PC_OFF,AC,0.16515970035388428,0.2203125,0.20034731476273684,0.22031249999979624,0.5017766519111849,0.5681898596588625,0.5689984299451015,0.06641320774767756,0.0672217780339166,-0.012174841626548583,-0.6868128476788601,1.0867438657333452,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#6,MC_OFF,H1,-0.047687759374109774,0.24300595238095238,0.24962907541824603,0.24300595238175718,0.4408612285864487,0.4474975857519058,0.44610961160818424,0.006636357165457074,0.005248383021735525,0.20914699271252268,-0.04797895946850379,0.19036082611729702,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#6,MC_OFF,direct-BC,-1.4464962998587199,0.24300595238095238,0.41351627074187314,0.24300595238103448,0.4408612285864487,0.9023081799675611,0.8580049791246843,0.46144695138111236,0.4171437505382356,0.09600930445044031,1.0444478776554267,1.8496594570328793,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#6,MC_OFF,AC,0.4084192928475483,0.24300595238095238,0.18877471525405326,0.2430059523819494,0.4408612285864487,0.5889397694981999,0.599377699766939,0.1480785409117512,0.15851647118049028,-0.07048914855907218,-0.7989597321425875,1.3583576464032134,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#7,MC_ON,H1,-0.11971594600087283,0.24017857142857144,0.2570948097602673,0.2401785714285698,0.4273612911875317,0.43125410248077156,0.42770927498663913,0.003892811293239873,0.00034798379910744304,0.9106086134430045,-0.002760056716700395,0.06478655230253935,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#7,MC_ON,direct-BC,0.5645559720278878,0.24017857142857144,0.16880229283986226,0.24017857142886403,0.4273612911875317,0.7122406425005645,0.729159613248144,0.2848793513130328,0.30179832206061236,-0.05938995111298362,-0.9649410327896476,1.6360872937118014,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#7,MC_ON,AC,-1.7864350436682317,0.24017857142857144,0.44134368542478547,0.2401785714285077,0.4273612911875317,0.8677909654511179,0.7828444931357709,0.4404296742635862,0.3554832019482392,0.19287181876966053,1.0073878325646122,1.6510800475254654,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#14,PC_ON,H1,0.10129674187294203,0.2386904761904762,0.2262832306215089,0.23869047619137862,0.3748958973116121,0.3748543301425018,0.37480828193890353,-4.156716911030145e-05,-8.761537270857156e-05,,0.0029973405972123146,0.01905704872061809,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#14,PC_ON,direct-BC,1.038658492673725,0.2386904761904762,0.11509508553493798,0.23869047619139983,0.3748958973116121,0.8299622934273863,0.819655396652496,0.45506639611577415,0.4447594993408839,0.02264921528564834,-0.9559194063022732,1.587582201200227,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#14,PC_ON,AC,-1.3101656008680758,0.2386904761904762,0.37990202740451307,0.23869047618985148,0.3748958973116121,0.5667313265144666,0.535925656585688,0.19183542920285446,0.16102975927407592,0.16058384030930695,0.8421587676058213,1.3516688564171393,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#21,PC_ON,H1,-0.08490971374653065,0.14241071428571428,0.1505648521734324,0.14241071428523178,0.27805796105858127,0.2785921433212,0.2768038974886426,0.0005341822626187542,-0.0012540635699386793,3.3476323676319897,0.011442101299762726,0.029830664694309235,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#21,PC_ON,direct-BC,0.8710319785742194,0.14241071428571428,0.06923349615138095,0.14241071428635826,0.27805796105858127,0.528722611723339,0.5415803027499089,0.25066465066475774,0.2635223416913276,-0.0512943926974605,-0.8606286866466204,1.4074264966944854,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#21,PC_ON,AC,-1.9147314164302713,0.14241071428571428,0.29627241663338966,0.1424107142856234,0.27805796105858127,0.5056084737043397,0.4045181252277046,0.22755051264575843,0.1264601641691233,0.44425454067866044,0.6968824654072523,1.1088380091637373,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#26,PC_ON,H1,0.009069800499751457,0.30580357142857145,0.30419400868508434,0.3058035714290532,0.49794457252849367,0.4981574404140823,0.4984208902235698,0.00021286788558860792,0.00047631769507611166,-1.2376212069708408,0.008443157000555878,0.01874241256820304,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#26,PC_ON,direct-BC,0.8102096191797632,0.30580357142857145,0.17951357499209336,0.3058035714288128,0.49794457252849367,0.8108397373970211,0.828589827279315,0.3128951648685274,0.3306452547508213,-0.05672855280378686,-0.7577834152891523,1.245457863648023,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#26,PC_ON,AC,-0.9061702385239823,0.30580357142857145,0.43817105374635223,0.30580357142916814,0.49794457252849367,0.6759092386965466,0.6299943118604435,0.17796466616805295,0.13204973933194986,0.2580002414228979,0.5929178258528313,0.9553774328991061,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#33,MC_OFF,H1,0.025112834371091936,0.2005952380952381,0.19771955348997294,0.200595238094379,0.3874940097823781,0.3908757793344147,0.39114515355103757,0.0033817695520366176,0.0036511437686594927,-0.07965481162388754,-0.05528282955288887,0.14136784315109252,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#33,MC_OFF,direct-BC,-1.569790327230856,0.2005952380952381,0.3686933943911026,0.20059523809609697,0.3874940097823781,0.8185474333457623,0.8113689837381238,0.4310534235633842,0.42387497395574575,0.016653271300565153,1.2907339823494355,2.26971329053243,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#33,MC_OFF,AC,0.4062316450332254,0.2005952380952381,0.15532945130039716,0.20059523809519006,0.3874940097823781,0.5331544764808667,0.5378740088095242,0.1456604666984886,0.1503799990271461,-0.03240091450775573,-0.7441732044393817,1.2496156269932788,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#34,PC_ON,H1,0.016156217692711642,0.20357142857142857,0.20161047051800762,0.2035714285705419,0.3889506151589035,0.38904860709982936,0.38889746204043324,9.799194092585672e-05,-5.315311847026161e-05,1.542423366330489,0.001785138708849748,0.009852335167427858,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#34,PC_ON,direct-BC,0.8737649279462091,0.20357142857142857,0.10503578560756174,0.20357142857136223,0.3889506151589035,0.7123388204864828,0.6973422701589517,0.3233882053275793,0.30839165500004817,0.046373213619031683,-0.7967576754962404,1.3207888655985396,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#34,PC_ON,AC,-1.369504146174831,0.20357142857142857,0.3480517145683444,0.2035714285719118,0.3889506151589035,0.5638946407468927,0.5470597545616197,0.17494402558798916,0.1581091394027162,0.09623012920098695,0.6969574076806505,1.1209428129966061,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
