cell_id,group,pathway,centered_delta_logit_std,centered_delta_logit_rms,raw_mean_delta_logit,mean_abs_delta_logit,scored_bins,standard_deviation_ddof,protocol_sha256
67#4,PC_OFF,H1,0.01709671268003231,0.01709671268003232,-0.006144115428129832,0.010885041058063507,4800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#4,PC_OFF,direct-BC,3.0368740288310936,3.0368740288310954,1.1664438270156583,1.9127137635772427,4800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#4,PC_OFF,AC,1.6068413060253852,1.6068413060253846,-0.6868128476788601,1.0867438657333452,4800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#6,MC_OFF,H1,0.31519071984448505,0.31519071984448443,-0.04797895946850379,0.19036082611729702,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#6,MC_OFF,direct-BC,3.1180096613108055,3.1180096613107904,1.0444478776554267,1.8496594570328793,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#6,MC_OFF,AC,2.188603783093895,2.1886037830938925,-0.7989597321425875,1.3583576464032134,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#7,MC_ON,H1,0.10608405657137296,0.10608405657137344,-0.002760056716700395,0.06478655230253935,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#7,MC_ON,direct-BC,2.672880298901598,2.6728802989016005,-0.9649410327896476,1.6360872937118014,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#7,MC_ON,AC,2.615799245911453,2.615799245911451,1.0073878325646122,1.6510800475254654,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#14,PC_ON,H1,0.031106510335511515,0.031106510335511584,0.0029973405972123146,0.01905704872061809,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#14,PC_ON,direct-BC,2.587470528740982,2.587470528740985,-0.9559194063022732,1.587582201200227,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#14,PC_ON,AC,2.113672661762926,2.113672661762927,0.8421587676058213,1.3516688564171393,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#21,PC_ON,H1,0.04861209689382797,0.048612096893827825,0.011442101299762726,0.029830664694309235,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#21,PC_ON,direct-BC,2.2887683936157686,2.2887683936157686,-0.8606286866466204,1.4074264966944854,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#21,PC_ON,AC,1.7267581336608162,1.7267581336608149,0.6968824654072523,1.1088380091637373,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#26,PC_ON,H1,0.030764743643408896,0.030764743643408952,0.008443157000555878,0.01874241256820304,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#26,PC_ON,direct-BC,2.0221848997135745,2.022184899713576,-0.7577834152891523,1.245457863648023,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#26,PC_ON,AC,1.5030937568861846,1.503093756886188,0.5929178258528313,0.9553774328991061,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#33,MC_OFF,H1,0.22927481822659634,0.22927481822659687,-0.05528282955288887,0.14136784315109252,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#33,MC_OFF,direct-BC,3.7901127307465377,3.79011273074655,1.2907339823494355,2.26971329053243,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#33,MC_OFF,AC,1.9741463929902285,1.9741463929902343,-0.7441732044393817,1.2496156269932788,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#34,PC_ON,H1,0.016269696474092477,0.016269696474092488,0.001785138708849748,0.009852335167427858,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#34,PC_ON,direct-BC,2.1518470390921074,2.1518470390921056,-0.7967576754962404,1.3207888655985396,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
67#34,PC_ON,AC,1.7553440748517641,1.7553440748517657,0.6969574076806505,1.1209428129966061,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#3,MC_OFF,H1,0.29437951657201566,0.29437951657201444,-0.046056686732918024,0.17842255032931764,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#3,MC_OFF,direct-BC,3.2657763112585254,3.265776311258529,1.0909722470554213,1.9321007294021546,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#3,MC_OFF,AC,2.178485237281587,2.1784852372815853,-0.803919633893917,1.3569857546749213,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,H1,0.01853011492036848,0.018530114920368095,-0.007551511935889721,0.011832065818210443,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,direct-BC,1.6233379300767399,1.6233379300767181,-0.6987603145837784,1.085597851301233,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#4,PC_ON,AC,2.6410070441060944,2.6410070441060753,1.0324610266461969,1.6389852277562023,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,H1,0.02131166231535459,0.021311662315354557,0.0028478680675228436,0.013047393448650836,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,direct-BC,2.4885692605639016,2.4885692605639016,-0.9502708743264278,1.541429188599189,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#7,PC_ON,AC,2.0525158384175155,2.052515838417512,0.8306293939923247,1.3134697351728877,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,H1,0.22717844382889602,0.22717844382889604,0.0057259460166096685,0.1412167258436481,4800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,direct-BC,2.519154868158607,2.5191548681586093,-0.8789594078188141,1.5610980511829258,4800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#10,MC_ON,AC,2.3301770451265695,2.330177045126568,0.8606279468536377,1.4866310200343529,4800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#11,PC_OFF,H1,0.028040123486780425,0.028040123486780397,-0.011826049933830896,0.0185808643947045,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#11,PC_OFF,direct-BC,3.822276082380579,3.8222760823805935,1.4177719959616661,2.3441839519143106,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
68#11,PC_OFF,AC,1.014336917901441,1.0143369179014416,-0.4228070077672601,0.675172090989848,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#3,PC_OFF,H1,0.3051889759780835,0.3051889759780835,-0.06866469314942757,0.18902994842578968,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#3,PC_OFF,direct-BC,2.059224941770958,2.0592249417709545,0.7160587689156334,1.247909682703515,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#3,PC_OFF,AC,0.9691890705934864,0.9691890705934871,-0.4028159758510689,0.6343019264750183,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#4,MC_ON,H1,0.02279452263467359,0.022794522634673617,-0.004247152817746003,0.014713115158180396,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#4,MC_ON,direct-BC,2.5247742255540446,2.5247742255540335,-0.9608822735026479,1.5778435142462452,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#4,MC_ON,AC,2.885634309048471,2.885634309048463,1.163619685433805,1.8496663767223558,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#6,MC_OFF,H1,0.1843228392049148,0.18432283920491518,-0.0158531770731012,0.11119051996618509,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#6,MC_OFF,direct-BC,2.2713481223361662,2.2713481223361587,0.7948771208027998,1.3780105718473594,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#6,MC_OFF,AC,1.9351089216382336,1.935108921638238,-0.7242430919905504,1.2131504956632853,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#7,MC_ON,H1,0.2614347209473911,0.26143472094739095,-0.025455407798290253,0.1600201490521431,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#7,MC_ON,direct-BC,2.3685925702280937,2.3685925702280946,-0.7985938583314419,1.4343288548787434,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#7,MC_ON,AC,2.519415486877577,2.5194154868775787,0.9291292632495364,1.5691409088298678,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#21,PC_OFF,H1,0.1841795072066691,0.18417950720666862,-0.0588364311804374,0.11508364342153073,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#21,PC_OFF,direct-BC,2.3164533232347417,2.316453323234773,0.7642328090096513,1.4102869697536031,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
69#21,PC_OFF,AC,1.1000014063988042,1.1000014063987922,-0.41176093167314926,0.7068260724470019,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#1,PC_ON,H1,0.13930091093007538,0.13930091093007496,-0.013750987226764362,0.0859900858749946,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#1,PC_ON,direct-BC,1.4466768355617203,1.4466768355617121,-0.4898341938108206,0.8674122608453035,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#1,PC_ON,AC,1.5897918015824524,1.589791801582457,0.5696394623319307,0.9706026549637318,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#7,PC_ON,H1,0.0637114881440476,0.06371148814404756,0.00872864557164056,0.0385990616359881,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#7,PC_ON,direct-BC,2.1652205654540624,2.1652205654540606,-0.7994096964047778,1.3266207299399233,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#7,PC_ON,AC,1.774694194667264,1.7746941946672727,0.6976640477865225,1.1245624153511156,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#15,PC_ON,H1,0.024159932447994147,0.024159932447994182,0.004301642121540175,0.014743698491818375,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#15,PC_ON,direct-BC,2.106770296899646,2.106770296899649,-0.7643756067980495,1.282226246373935,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#15,PC_ON,AC,1.6963611570256778,1.6963611570256938,0.6692787249510487,1.080812832319902,28800,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#34,MC_ON,H1,0.10095053039848054,0.10095053039848066,-0.004151287724574407,0.06170923868815104,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#34,MC_ON,direct-BC,2.5839301936477694,2.583930193647763,-0.9304791251942516,1.5639740347489715,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
70#34,MC_ON,AC,2.554400675001197,2.554400675001189,0.9828036274512609,1.5964698921392362,33600,0,740349691eb4247f2ab1990531b802aca2c57a2e954f35948dbb5913dafecfe2
