cell_id,group,condition,mode,offset_ms,peak_response_probability,peak_response_logit,peak_latency_ms_probability,peak_latency_ms_logit,response_integral_probability_s,response_integral_logit_s,integral_change_vs_center_only,integral_fraction_vs_center_only,peak_change_vs_center_only,peak_fraction_vs_center_only,center_onset_response,center_offset_response,surround_onset_response,surround_offset_response
67#26,PC_ON,center_only,AC_off,,0.12425488233566284,0.5894647836685181,406.6666666666667,406.6666666666667,0.012012685649096966,0.05892344191670418,0.0,0.0,0.0,0.0,0.03028160147368908,0.08995140343904495,,
67#26,PC_ON,surround_only,AC_off,,-0.0006075650453567505,-0.0032825469970703125,420.0,420.0,-7.203986751846969e-05,-0.0003890824445988983,-0.012084725516615435,-1.005996982658402,-0.12486244738101959,-1.0048896673831735,,,-6.11431896686554e-05,-0.0005667004734277725
67#26,PC_ON,surround_then_center_100ms,AC_off,-100.0,0.12408304214477539,0.5887273550033569,406.6666666666667,406.6666666666667,0.011934304609894753,0.05853543058037758,-7.838103920221329e-05,-0.006524855597807594,-0.00017184019088745117,-0.0013829653021057242,0.029674077406525612,0.08984287828207016,-6.11431896686554e-05,0.029674077406525612
67#26,PC_ON,surround_then_center_50ms,AC_off,-50.0,0.12371540069580078,0.5871492624282837,406.6666666666667,406.6666666666667,0.01192942913621664,0.05853649228811264,-8.325651288032532e-05,-0.00693071602074129,-0.0005394816398620605,-0.0043417339401175545,0.02987307496368885,0.0895562469959259,-5.661589602823369e-05,0.09859393537044525
67#26,PC_ON,center_surround_simultaneous,AC_off,0.0,0.1235339343547821,0.5863699316978455,406.6666666666667,406.6666666666667,0.011929704807698727,0.05853656306862831,-8.298084139823914e-05,-0.006907767656808458,-0.0007209479808807373,-0.005802170243364477,0.030212221667170525,0.08927571028470993,0.030212221667170525,0.08927571028470993
67#26,PC_ON,center_then_surround_50ms,AC_off,50.0,0.12392881512641907,0.588065505027771,406.6666666666667,406.6666666666667,0.011935093440115452,0.05853572487831116,-7.759220898151398e-05,-0.0064591891645268225,-0.0003260672092437744,-0.0026241802584701227,0.03028160147368908,0.08950963616371155,0.09921830147504807,0.020589342340826988
67#26,PC_ON,center_then_surround_100ms,AC_off,100.0,0.12425488233566284,0.5894647836685181,406.6666666666667,406.6666666666667,0.011939449235796928,0.058534909039735794,-7.323641330003738e-05,-0.006096589508736775,0.0,0.0,0.03028160147368908,0.08988162130117416,0.08988162130117416,-0.000652015209197998
67#33,MC_OFF,center_only,normal,,0.11634665727615356,0.6650083065032959,400.0,400.0,0.011143054813146591,0.06682372838258743,0.0,0.0,0.0,0.0,0.03964293375611305,0.07056403905153275,,
67#33,MC_OFF,surround_only,normal,,-0.06354863196611404,-0.5303918123245239,413.33333333333337,413.33333333333337,-0.00706839095801115,-0.05606643855571747,-0.01821144577115774,-1.6343315254692863,-0.1798952892422676,-1.5462007543137124,,,-0.008470656350255013,-0.05784190073609352
67#33,MC_OFF,surround_then_center_100ms,normal,-100.0,0.1049647331237793,0.6090408563613892,400.0,400.0,0.0030382792465388775,0.010761265642940998,-0.008104775566607714,-0.7273387506849278,-0.011381924152374268,-0.09782768511654619,-0.028211059048771858,0.0660066083073616,-0.008470667526125908,-0.028211059048771858
67#33,MC_OFF,surround_then_center_50ms,normal,-50.0,0.05835506319999695,0.3632301092147827,406.6666666666667,406.6666666666667,0.001855181879363954,0.010815279558300972,-0.009287872933782637,-0.833512271951206,-0.057991594076156616,-0.4984379906894204,-0.018093222752213478,0.038414016366004944,-0.007762200199067593,0.01720249652862549
67#33,MC_OFF,center_surround_simultaneous,normal,0.0,0.04617774486541748,0.2935389280319214,340.0,340.0,0.001842782599851489,0.01082285400480032,-0.009300272213295102,-0.8346250080653492,-0.07016891241073608,-0.603102092088364,0.028674807399511337,-0.006480572745203972,0.028674807399511337,-0.006480572745203972
67#33,MC_OFF,center_then_surround_50ms,normal,50.0,0.09747207164764404,0.5714298486709595,366.6666666666667,366.6666666666667,0.0030438932590186596,0.010806704871356487,-0.008099161554127932,-0.7268349379895834,-0.01887458562850952,-0.16222714146148537,0.03964293375611305,0.00946694053709507,0.09096359461545944,-0.050780098885297775
67#33,MC_OFF,center_then_surround_100ms,normal,100.0,0.11634665727615356,0.6650083065032959,400.0,400.0,0.0038978131487965584,0.010792587883770466,-0.007245241664350033,-0.6502024611601198,0.0,0.0,0.03964293375611305,0.06071507930755615,0.06071507930755615,-0.057895734906196594
67#33,MC_OFF,center_only,H1_off,,0.11675870418548584,0.6670094728469849,400.0,400.0,0.011178341694176197,0.06700447201728821,0.0,0.0,0.0,0.0,0.03971335291862488,0.07086709886789322,,
67#33,MC_OFF,surround_only,H1_off,,-0.06337853521108627,-0.5286542177200317,413.33333333333337,413.33333333333337,-0.007053457200527191,-0.055921174585819244,-0.018231798894703388,-1.6309931645945275,-0.1801372393965721,-1.5428163634841436,,,-0.00842222012579441,-0.057706259191036224
67#33,MC_OFF,surround_then_center_100ms,H1_off,-100.0,0.10531190037727356,0.6107683181762695,400.0,400.0,0.003086695447564125,0.011088053695857525,-0.008091646246612072,-0.7238682148021774,-0.01144680380821228,-0.09803811962513388,-0.027997585013508797,0.06626200675964355,-0.008422229439020157,-0.027997585013508797
67#33,MC_OFF,surround_then_center_50ms,H1_off,-50.0,0.05875168740749359,0.36545610427856445,406.6666666666667,406.6666666666667,0.0019047161331400275,0.011143063195049763,-0.00927362556103617,-0.8296065565671189,-0.05800701677799225,-0.4968110701694739,-0.017827609553933144,0.03868226706981659,-0.007716510910540819,0.01768762804567814
67#33,MC_OFF,center_surround_simultaneous,H1_off,0.0,0.04647247493267059,0.29525768756866455,340.0,340.0,0.0018937073182314634,0.011150534264743328,-0.009284634375944734,-0.8305913909199908,-0.07028622925281525,-0.6019784969620489,0.02880322001874447,-0.0060577392578125,0.02880322001874447,-0.0060577392578125
67#33,MC_OFF,center_then_surround_50ms,H1_off,50.0,0.09782570600509644,0.5732194781303406,366.6666666666667,366.6666666666667,0.0030952540691941977,0.011133447289466858,-0.008083087624982,-0.7231025715731347,-0.018932998180389404,-0.16215491866295434,0.03971335291862488,0.009949721395969391,0.09137247502803802,-0.050618015229701996
67#33,MC_OFF,center_then_surround_100ms,H1_off,100.0,0.11675870418548584,0.6670094728469849,400.0,400.0,0.003948945086449385,0.011118832044303417,-0.007229396607726812,-0.6467324765616401,0.0,0.0,0.03971335291862488,0.06106875091791153,0.06106875091791153,-0.05777736008167267
67#33,MC_OFF,center_only,AC_off,,0.11600741744041443,0.6633593440055847,400.0,400.0,0.01109506655484438,0.06654048711061478,0.0,0.0,0.0,0.0,0.03963519632816315,0.07018573582172394,,
67#33,MC_OFF,surround_only,AC_off,,-0.0005639493465423584,-0.003938794136047363,420.0,420.0,-6.522774492623284e-05,-0.0004553993640001863,-0.011160294299770612,-1.0058789863588293,-0.11657136678695679,-1.004861321448105,,,-5.962885916233063e-05,-0.000520709902048111
67#33,MC_OFF,surround_then_center_100ms,AC_off,-100.0,0.11581835150718689,0.6624399423599243,400.0,400.0,0.011019653640687466,0.06608662754297256,-7.541291415691376e-05,-0.00679697717757147,-0.00018906593322753906,-0.001629774521311537,0.0390329584479332,0.07009350508451462,-5.962885916233063e-05,0.0390329584479332
67#33,MC_OFF,surround_then_center_50ms,AC_off,-50.0,0.11542195081710815,0.6605110764503479,400.0,400.0,0.011012254282832146,0.06608802825212479,-8.281227201223373e-05,-0.007463882402406668,-0.0005854666233062744,-0.005046803352957935,0.03919478505849838,0.06983472406864166,-5.47000345250126e-05,0.10115011781454086
67#33,MC_OFF,center_surround_simultaneous,AC_off,0.0,0.11527574062347412,0.6597992181777954,400.0,400.0,0.01101396232843399,0.06608795374631882,-8.110422641038895e-05,-0.007309935998083476,-0.0007316768169403076,-0.006307155465434985,0.0395590141415596,0.069522425532341,0.0395590141415596,0.069522425532341
67#33,MC_OFF,center_then_surround_50ms,AC_off,50.0,0.11570197343826294,0.6618738770484924,400.0,400.0,0.011022906750440598,0.06608673185110092,-7.215980440378189e-05,-0.006503773911322338,-0.00030544400215148926,-0.0026329695884177084,0.03963519632816315,0.06972615420818329,0.10180032253265381,0.010324941948056221
67#33,MC_OFF,center_then_surround_100ms,AC_off,100.0,0.11600741744041443,0.6633593440055847,400.0,400.0,0.011028711684048176,0.06608569622039795,-6.635487079620361e-05,-0.005980574381253391,0.0,0.0,0.03963519632816315,0.07011672109365463,0.07011672109365463,-0.0007045920938253403
67#34,PC_ON,center_only,normal,,0.09877060353755951,0.6454986333847046,406.6666666666667,406.6666666666667,0.009328683838248253,0.06456179171800613,0.0,0.0,0.0,0.0,0.02122321166098118,0.07215626537799835,,
67#34,PC_ON,surround_only,normal,,-0.05459144711494446,-0.5393432378768921,413.33333333333337,413.33333333333337,-0.00649682804942131,-0.060546088963747025,-0.015825511887669563,-1.6964356560980085,-0.15336205065250397,-1.5527094617193966,,,-0.006787069141864777,-0.05118812993168831
67#34,PC_ON,surround_then_center_100ms,normal,-100.0,0.08472117781639099,0.5674511194229126,406.6666666666667,406.6666666666667,0.0018446261528879404,0.004016730934381485,-0.0074840576853603125,-0.8022629789076091,-0.014049425721168518,-0.14224298746768255,-0.03618640452623367,0.06389115750789642,-0.006787078455090523,-0.03618640452623367
67#34,PC_ON,surround_then_center_50ms,normal,-50.0,0.042108550667762756,0.30729424953460693,413.33333333333337,413.33333333333337,0.0007864157087169588,0.004047139547765255,-0.008542268129531294,-0.9156991787531056,-0.05666205286979675,-0.5736732473063189,-0.022440478205680847,0.03284087032079697,-0.006317117251455784,0.003022406715899706
67#34,PC_ON,center_surround_simultaneous,normal,0.0,0.025746002793312073,0.19525361061096191,353.33333333333337,353.33333333333337,0.0006628253031522036,0.0040583014488220215,-0.00866585853509605,-0.9289476077606389,-0.07302460074424744,-0.7393353703308937,0.01290171779692173,-0.0006098337471485138,0.01290171779692173,-0.0006098337471485138
67#34,PC_ON,center_then_surround_50ms,normal,50.0,0.07293154299259186,0.4993109703063965,373.33333333333337,373.33333333333337,0.0017045240383595228,0.004058761056512594,-0.00762415979988873,-0.8172814013300723,-0.02583906054496765,-0.26160679007232984,0.02122321166098118,0.02017015591263771,0.06855927407741547,-0.04107561334967613
67#34,PC_ON,center_then_surround_100ms,normal,100.0,0.09877060353755951,0.6454986333847046,406.6666666666667,406.6666666666667,0.0025925629306584597,0.004052175674587488,-0.006736120907589793,-0.7220869550719715,0.0,0.0,0.02122321166098118,0.0635727196931839,0.0635727196931839,-0.05120372399687767
67#34,PC_ON,center_only,H1_off,,0.09887471795082092,0.646065354347229,406.6666666666667,406.6666666666667,0.00933636724948883,0.06460440158843994,0.0,0.0,0.0,0.0,0.02123691327869892,0.0722350925207138,,
67#34,PC_ON,surround_only,H1_off,,-0.054495006799697876,-0.5381566286087036,413.33333333333337,413.33333333333337,-0.006490428000688553,-0.06046649441123009,-0.015826795250177383,-1.6951770241304407,-0.1533697247505188,-1.5511520834557833,,,-0.006763521581888199,-0.051110394299030304
67#34,PC_ON,surround_then_center_100ms,H1_off,-100.0,0.0847582072019577,0.5676611661911011,406.6666666666667,406.6666666666667,0.0018572942353785038,0.004139378201216459,-0.007479073014110327,-0.8010688541113042,-0.01411651074886322,-0.1427716917067172,-0.036090508103370667,0.06391642987728119,-0.006763532757759094,-0.036090508103370667
67#34,PC_ON,surround_then_center_50ms,H1_off,-50.0,0.042199552059173584,0.3078954219818115,413.33333333333337,413.33333333333337,0.0008010727469809353,0.004170124419033527,-0.008535294502507895,-0.914198667900002,-0.05667516589164734,-0.5732017958305264,-0.02232268452644348,0.03289929777383804,-0.00629498902708292,0.003198732156306505
67#34,PC_ON,center_surround_simultaneous,H1_off,0.0,0.025901392102241516,0.1963568925857544,353.33333333333337,353.33333333333337,0.0006795417284592986,0.004181288182735443,-0.008656825521029532,-0.927215617134544,-0.0729733258485794,-0.738038270661621,0.012943409383296967,-0.00043463893234729767,0.012943409383296967,-0.00043463893234729767
67#34,PC_ON,center_then_surround_50ms,H1_off,50.0,0.0730326771736145,0.49990665912628174,373.33333333333337,373.33333333333337,0.0017209029756486416,0.004181319382041693,-0.007615464273840189,-0.8156774546606592,-0.02584204077720642,-0.2613614613804505,0.02123691327869892,0.020368725061416626,0.06866876035928726,-0.0409848727285862
67#34,PC_ON,center_then_surround_100ms,H1_off,100.0,0.09887471795082092,0.646065354347229,406.6666666666667,406.6666666666667,0.002607607515528798,0.004174464847892523,-0.0067287597339600325,-0.7207042690323086,0.0,0.0,0.02123691327869892,0.0636797547340393,0.0636797547340393,-0.051135074347257614
67#34,PC_ON,center_only,AC_off,,0.0986405611038208,0.644790768623352,406.6666666666667,406.6666666666667,0.00931124109774828,0.06444624811410904,0.0,0.0,0.0,0.0,0.021218910813331604,0.07202082872390747,,
67#34,PC_ON,surround_only,AC_off,,-0.00039523839950561523,-0.003214120864868164,420.0,420.0,-4.604160858434625e-05,-0.000374260765966028,-0.009357282706332626,-1.0049447338008979,-0.09903579950332642,-1.0040068547368624,,,-3.4596771001815796e-05,-0.000369412824511528
67#34,PC_ON,surround_then_center_100ms,AC_off,-100.0,0.09851372241973877,0.6440999507904053,406.6666666666667,406.6666666666667,0.009258033707737923,0.0640731155872345,-5.32073900103569e-05,-0.005714317721106367,-0.00012683868408203125,-0.0012858674227180385,0.0208079032599926,0.07194362580776215,-3.4596771001815796e-05,0.0208079032599926
67#34,PC_ON,surround_then_center_50ms,AC_off,-50.0,0.09822060167789459,0.6425026655197144,406.6666666666667,406.6666666666667,0.009251938201487064,0.06407425552606583,-5.930289626121521e-05,-0.006368957224784601,-0.0004199594259262085,-0.0042574719894810245,0.020947346463799477,0.07172465324401855,-3.1622392270946875e-05,0.07715894281864166
67#34,PC_ON,center_surround_simultaneous,AC_off,0.0,0.0980905294418335,0.6417934894561768,406.6666666666667,406.6666666666667,0.009252211079001427,0.0640743300318718,-5.9030018746852875e-05,-0.006339650979623758,-0.0005500316619873047,-0.005576120571824276,0.02117658220231533,0.07151760160923004,0.02117658220231533,0.07151760160923004
67#34,PC_ON,center_then_surround_50ms,AC_off,50.0,0.09840221703052521,0.643492579460144,406.6666666666667,406.6666666666667,0.009258893318474293,0.06407342106103897,-5.2347779273986816e-05,-0.005621998047783983,-0.00023834407329559326,-0.0024162887014068405,0.021218910813331604,0.07170450687408447,0.07763274013996124,0.015236400999128819
67#34,PC_ON,center_then_surround_100ms,AC_off,100.0,0.0986405611038208,0.644790768623352,406.6666666666667,406.6666666666667,0.009263982065021992,0.06407255679368973,-4.725903272628784e-05,-0.0050754815851257904,0.0,0.0,0.021218910813331604,0.07197757065296173,0.07197757065296173,-0.0004377644509077072
68#3,MC_OFF,center_only,normal,,0.13144782185554504,0.5944005846977234,400.0,400.0,0.012883963994681835,0.059880729764699936,0.0,0.0,0.0,0.0,0.039104096591472626,0.08944286406040192,,
68#3,MC_OFF,surround_only,normal,,-0.09397049248218536,-0.5472922325134277,413.33333333333337,413.33333333333337,-0.010354449041187763,-0.05788859352469444,-0.0232384130358696,-1.8036695108323657,-0.2254183143377304,-1.7148881674544179,,,-0.013166436925530434,-0.08459784090518951
68#3,MC_OFF,surround_then_center_100ms,normal,-100.0,0.11948901414871216,0.5444136261940002,406.6666666666667,406.6666666666667,0.0017506786389276385,0.0019786865450441837,-0.011133285355754197,-0.8641195644717516,-0.011958807706832886,-0.09097760265647499,-0.0531376414000988,0.08384333550930023,-0.013166455551981926,-0.0531376414000988
68#3,MC_OFF,surround_then_center_50ms,normal,-50.0,0.06596657633781433,0.3127920627593994,406.6666666666667,406.6666666666667,0.0007056825561448932,0.0020008350256830454,-0.012178281438536942,-0.9452278385412921,-0.06548124551773071,-0.49815390314866925,-0.03987004607915878,0.049169477075338364,-0.01213429868221283,0.003715323517099023
68#3,MC_OFF,center_surround_simultaneous,normal,0.0,0.038742005825042725,0.18828094005584717,333.33333333333337,333.33333333333337,0.0005170090007595718,0.0020110902842134237,-0.012366954993922263,-0.9598718995975943,-0.09270581603050232,-0.7052670384480135,0.023965749889612198,-0.013651566579937935,0.023965749889612198,-0.013651566579937935
68#3,MC_OFF,center_then_surround_50ms,normal,50.0,0.1042320728302002,0.4798266887664795,366.6666666666667,366.6666666666667,0.0014849270228296518,0.0020194912794977427,-0.011399036971852183,-0.88474610582251,-0.02721574902534485,-0.20704602511598613,0.039104096591472626,0.005263548344373703,0.09635716676712036,-0.07176227867603302
68#3,MC_OFF,center_then_surround_100ms,normal,100.0,0.13144782185554504,0.5944005846977234,400.0,400.0,0.0023079474922269583,0.0020217124838382006,-0.010576016502454877,-0.8208666608211868,0.0,0.0,0.039104096591472626,0.07473215460777283,0.07473215460777283,-0.08464709669351578
68#3,MC_OFF,center_only,H1_off,,0.131738543510437,0.5956093668937683,400.0,400.0,0.012909538112580776,0.0599893257021904,0.0,0.0,0.0,0.0,0.03916451707482338,0.08966340124607086,,
68#3,MC_OFF,surround_only,H1_off,,-0.09382782876491547,-0.546312689781189,413.33333333333337,413.33333333333337,-0.010342847555875778,-0.057811278849840164,-0.023252385668456554,-1.8011787459534534,-0.22556637227535248,-1.712227615887388,,,-0.013119235634803772,-0.08449146151542664
68#3,MC_OFF,surround_then_center_100ms,H1_off,-100.0,0.11973258852958679,0.545437216758728,406.6666666666667,406.6666666666667,0.0017867169808596373,0.002165003214031458,-0.011122821131721139,-0.8615971411774661,-0.01200595498085022,-0.09113471775934008,-0.05297136306762695,0.08402223140001297,-0.01311926543712616,-0.05297136306762695
68#3,MC_OFF,surround_then_center_50ms,H1_off,-50.0,0.06625011563301086,0.3140612840652466,406.6666666666667,406.6666666666667,0.0007423289935104549,0.002187733305618167,-0.012167209119070321,-0.9424976333748897,-0.06548842787742615,-0.4971090929985712,-0.0396541953086853,0.04936132952570915,-0.012089163064956665,0.004073930438607931
68#3,MC_OFF,center_surround_simultaneous,H1_off,0.0,0.03892013430595398,0.18911409378051758,333.33333333333337,333.33333333333337,0.0005548862973228097,0.002198146190494299,-0.012354651815257967,-0.9570173392352392,-0.09281840920448303,-0.7045653210605708,0.024077806621789932,-0.01332763209939003,0.024077806621789932,-0.01332763209939003
68#3,MC_OFF,center_then_surround_50ms,H1_off,50.0,0.10449269413948059,0.4809383153915405,366.6666666666667,366.6666666666667,0.0015232180012390018,0.0022059413604438305,-0.011386320111341774,-0.8820083268699928,-0.02724584937095642,-0.20681759980743877,0.03916451707482338,0.005641510710120201,0.0966619923710823,-0.07163318246603012
68#3,MC_OFF,center_then_surround_100ms,H1_off,100.0,0.131738543510437,0.5956093668937683,400.0,400.0,0.0023459314834326506,0.002207809826359153,-0.010563606629148126,-0.8182792085220724,0.0,0.0,0.03916451707482338,0.07500281929969788,0.07500281929969788,-0.08455817401409149
68#3,MC_OFF,center_only,AC_off,,0.13106662034988403,0.5928148627281189,400.0,400.0,0.012827119790017605,0.05962126702070236,0.0,0.0,0.0,0.0,0.03909042105078697,0.08900253474712372,,
68#3,MC_OFF,surround_only,AC_off,,-0.0006004571914672852,-0.00304257869720459,420.0,420.0,-7.124980766093358e-05,-0.00036100985016673803,-0.012898369597678538,-1.0055546224582999,-0.13166707754135132,-1.0045813128458212,,,-6.371736526489258e-05,-0.0005576871335506439
68#3,MC_OFF,surround_then_center_100ms,AC_off,-100.0,0.13086947798728943,0.5919947624206543,400.0,400.0,0.012750173918902874,0.05926136672496796,-7.694587111473083e-05,-0.005998686562092613,-0.0001971423625946045,-0.0015041385981291835,0.038490887731313705,0.08889968693256378,-6.372109055519104e-05,0.038490887731313705
68#3,MC_OFF,surround_then_center_50ms,AC_off,-50.0,0.13051429390907288,0.5905167460441589,400.0,400.0,0.012746194377541542,0.05926230177283287,-8.092541247606277e-05,-0.006308930905832891,-0.0005523264408111572,-0.004214089287850062,0.03867326304316521,0.0886387974023819,-5.894899368286133e-05,0.1103060245513916
68#3,MC_OFF,center_surround_simultaneous,AC_off,0.0,0.13041159510612488,0.5900892615318298,400.0,400.0,0.012746782973408699,0.059262290596961975,-8.033681660890579e-05,-0.006263044075679871,-0.0006550252437591553,-0.004997651133527034,0.0390181727707386,0.08835849165916443,0.0390181727707386,0.08835849165916443
68#3,MC_OFF,center_then_surround_50ms,AC_off,50.0,0.13080045580863953,0.5917075276374817,400.0,400.0,0.012751439586281776,0.05926147475838661,-7.56802037358284e-05,-0.005900015356114838,-0.00026616454124450684,-0.0020307576447304216,0.03909042105078697,0.0885659009218216,0.11090461164712906,0.017523348331451416
68#3,MC_OFF,center_then_surround_100ms,AC_off,100.0,0.13106662034988403,0.5928148627281189,400.0,400.0,0.012754959985613823,0.05926073342561722,-7.215980440378189e-05,-0.005625565644123672,0.0,0.0,0.03909042105078697,0.08893191814422607,0.08893191814422607,-0.0007415525615215302
68#4,PC_ON,center_only,normal,,0.08293382823467255,0.4948437213897705,406.6666666666667,406.6666666666667,0.007994407787919044,0.04962288960814476,0.0,0.0,0.0,0.0,0.007304707542061806,0.07393385469913483,,
68#4,PC_ON,surround_only,normal,,-0.07370179146528244,-0.6346300840377808,406.6666666666667,406.6666666666667,-0.008274239487946033,-0.0671510100364685,-0.016268647275865078,-2.0350034308294687,-0.156635619699955,-1.8886818929512479,,,-0.02238006889820099,-0.058551739901304245
68#4,PC_ON,surround_then_center_100ms,normal,-100.0,0.07825998961925507,-0.6346288919448853,413.33333333333337,306.6666666666667,-0.0005456442013382912,-0.017558835446834564,-0.008540051989257336,-1.0682532359886439,-0.0046738386154174805,-0.05635623864115157,-0.05283088982105255,0.07090988755226135,-0.022380094975233078,-0.05283088982105255
68#4,PC_ON,surround_then_center_50ms,normal,-50.0,-0.06392964720726013,-0.5311065912246704,326.6666666666667,326.6666666666667,-0.0013228910975158215,-0.01757977530360222,-0.009317298885434866,-1.1654770600412632,-0.14686347544193268,-1.770851274661559,-0.06078602001070976,0.05188865587115288,-0.022000307217240334,-0.02300228364765644
68#4,PC_ON,center_surround_simultaneous,normal,0.0,-0.03686629235744476,-0.2811312675476074,360.0,360.0,-0.0023042839020490646,-0.017608582973480225,-0.010298691689968109,-1.2882369730414858,-0.11980012059211731,-1.4445265959883893,-0.016482219099998474,-0.0051163118332624435,-0.016482219099998474,-0.0051163118332624435
68#4,PC_ON,center_then_surround_50ms,normal,50.0,-0.04388059675693512,-0.3415689468383789,460.0,460.0,-0.0021793097257614136,-0.017592361196875572,-0.010173717513680458,-1.272604273334009,-0.12681442499160767,-1.5291037166735992,0.007304707542061806,-0.013715557754039764,0.021168261766433716,-0.038964174687862396
68#4,PC_ON,center_then_surround_100ms,normal,100.0,0.08119155466556549,-0.633025050163269,406.6666666666667,506.6666666666667,-0.0010509741259738803,-0.017526952549815178,-0.009045381913892925,-1.1314636623318224,-0.0017422735691070557,-0.021007996449615898,0.007304707542061806,0.04507611691951752,0.04507611691951752,-0.058508094400167465
68#4,PC_ON,center_only,H1_off,,0.0828949362039566,0.4946403503417969,406.6666666666667,406.6666666666667,0.007992914877831936,0.04961597919464111,0.0,0.0,0.0,0.0,0.007295235991477966,0.07391539961099625,,
68#4,PC_ON,surround_only,H1_off,,-0.0737604945898056,-0.6352783441543579,406.6666666666667,406.6666666666667,-0.008277293294668198,-0.06719134002923965,-0.016270208172500134,-2.0355788121333527,-0.1566554307937622,-1.8898070010974324,,,-0.02239878475666046,-0.0585901215672493
68#4,PC_ON,surround_then_center_100ms,H1_off,-100.0,0.07826371490955353,-0.6352788209915161,413.33333333333337,306.6666666666667,-0.0005491642514243722,-0.017606221139431,-0.008542079129256308,-1.0687063805655506,-0.004631221294403076,-0.05586856696539717,-0.052877411246299744,0.07092000544071198,-0.022398807108402252,-0.052877411246299744
68#4,PC_ON,surround_then_center_50ms,H1_off,-50.0,-0.06401336938142776,-0.5319586992263794,326.6666666666667,326.6666666666667,-0.0013264406006783247,-0.017627263441681862,-0.00931935547851026,-1.1659520489023547,-0.14690830558538437,-1.77222291629404,-0.060864247381687164,0.05192212760448456,-0.022018177434802055,-0.02308492362499237
68#4,PC_ON,center_surround_simultaneous,H1_off,0.0,-0.03697526454925537,-0.2820502519607544,360.0,360.0,-0.002309487434104085,-0.017656167969107628,-0.01030240231193602,-1.2889418277816727,-0.11987020075321198,-1.4460497376857928,-0.01650998741388321,-0.005183912813663483,-0.01650998741388321,-0.005183912813663483
68#4,PC_ON,center_then_surround_50ms,H1_off,50.0,-0.043932974338531494,-0.34203052520751953,460.0,460.0,-0.002185941208153963,-0.017640039324760437,-0.010178856085985899,-1.2734848602249715,-0.1268279105424881,-1.5299838126473466,0.007295235991477966,-0.013826122507452965,0.02110304869711399,-0.03899044543504715
68#4,PC_ON,center_then_surround_100ms,H1_off,100.0,0.08115209639072418,-0.6335450410842896,406.6666666666667,506.6666666666667,-0.0010570022277534008,-0.017574390396475792,-0.009049917105585337,-1.1322423976620792,-0.0017428398132324219,-0.021024683690500694,0.007295235991477966,0.04503326117992401,0.04503326117992401,-0.058538347482681274
68#4,PC_ON,center_only,AC_off,,0.08275271952152252,0.4938960075378418,406.6666666666667,406.6666666666667,0.007971462793648243,0.04948931559920311,0.0,0.0,0.0,0.0,0.007290652021765709,0.07375495135784149,,
68#4,PC_ON,surround_only,AC_off,,-0.0003279745578765869,-0.0022794008255004883,440.0,440.0,-4.305213951738551e-05,-0.000299164472380653,-0.008014514933165628,-1.0054007828464921,-0.08308069407939911,-1.0039633085144868,,,-1.0065734386444092e-05,-0.0002935081720352173
68#4,PC_ON,surround_then_center_100ms,AC_off,-100.0,0.08254040777683258,0.49278438091278076,406.6666666666667,406.6666666666667,0.00792337954044342,0.04919106140732765,-4.808325320482254e-05,-0.006031923431059084,-0.0002123117446899414,-0.002565616524961731,0.0069868192076683044,0.07360538095235825,-1.0065734386444092e-05,0.0069868192076683044
68#4,PC_ON,surround_then_center_50ms,AC_off,-50.0,0.08233438432216644,0.49170494079589844,406.6666666666667,406.6666666666667,0.007920322939753532,0.049191560596227646,-5.113985389471054e-05,-0.006415366315886137,-0.0004183351993560791,-0.005055244127019626,0.007166927680373192,0.07340133190155029,-8.989657544589136e-06,0.048527974635362625
68#4,PC_ON,center_surround_simultaneous,AC_off,0.0,0.0824185460805893,0.49214601516723633,406.6666666666667,406.6666666666667,0.00792105495929718,0.049191463738679886,-5.0407834351062775e-05,-0.006323536301421157,-0.00033417344093322754,-0.004038217026164499,0.007279880344867706,0.07337797433137894,0.007279880344867706,0.07337797433137894
68#4,PC_ON,center_then_surround_50ms,AC_off,50.0,0.08267419040203094,0.4934849739074707,406.6666666666667,406.6666666666667,0.007924980483949184,0.04919091984629631,-4.648230969905853e-05,-0.005831089086446742,-7.852911949157715e-05,-0.0009489611936095117,0.007290652021765709,0.07360426336526871,0.04887322708964348,0.029185181483626366
68#4,PC_ON,center_then_surround_100ms,AC_off,100.0,0.08275271952152252,0.4938960075378418,406.6666666666667,406.6666666666667,0.00792776606976986,0.04919044300913811,-4.3696723878383636e-05,-0.005481644336746037,0.0,0.0,0.007290652021765709,0.0737423375248909,0.0737423375248909,-0.00019453652203083038
68#7,PC_ON,center_only,normal,,0.10927547514438629,0.6722716093063354,406.6666666666667,406.6666666666667,0.010333908721804619,0.06722401082515717,0.0,0.0,0.0,0.0,0.02298152633011341,0.08048783987760544,,
68#7,PC_ON,surround_only,normal,,-0.05651386082172394,-0.5185738801956177,413.33333333333337,413.33333333333337,-0.006595207843929529,-0.05727846920490265,-0.016929116565734148,-1.638210383067696,-0.16578933596611023,-1.517168749411081,,,-0.008283572271466255,-0.05192602798342705
68#7,PC_ON,surround_then_center_100ms,normal,-100.0,0.09755711257457733,0.6111010313034058,406.6666666666667,406.6666666666667,0.0028350255452096462,0.009950690902769566,-0.007498883176594973,-0.7256579652936431,-0.01171836256980896,-0.10723689422832912,-0.03498300164937973,0.0737004354596138,-0.00828358344733715,-0.03498300164937973
