split,cell_id,group,pathway,matching_feature,E,overlap_mass,Q1_bins,Q5_bins,retained_strata,residual_U_difference,residual_LSC_difference,residual_C_difference,residual_R_difference,Q1_overlap_fraction,Q5_overlap_fraction,unconditional_denominator,normalized_E
development,67#4,PC_OFF,BC,U,-0.0932133282089907,32,96,96,5,-0.3548937137718074,0.7408561838217453,0.09603742245065772,0.5247752615820784,0.3333333333333333,0.3333333333333333,0.36751610057527123,-0.2536305975794919
development,67#4,PC_OFF,AC,U,-0.0908813746862105,32,96,96,5,-0.3548937137718074,0.7408561838217453,0.09603742245065772,0.5247752615820784,0.3333333333333333,0.3333333333333333,0.06709449280473538,-1.3545280825164283
development,67#6,MC_OFF,BC,U,-0.07595308957795908,322,672,672,5,0.14238362262348464,0.8892809909630472,0.29458226661446907,0.7227798401983665,0.4791666666666667,0.4791666666666667,0.31259832790035835,-0.24297343523273535
development,67#6,MC_OFF,AC,U,0.04449696638481978,322,672,672,5,0.14238362262348464,0.8892809909630472,0.29458226661446907,0.7227798401983665,0.4791666666666667,0.4791666666666667,0.11212905985365264,0.3968370593929516
development,67#7,MC_ON,BC,U,0.07495551699137103,280,672,672,5,0.18413606628546494,0.7012376438617816,0.6068064190594535,0.934148256981309,0.4166666666666667,0.4166666666666667,0.2975954588779322,0.25187049988594185
development,67#7,MC_ON,AC,U,-0.2309995223039129,280,672,672,5,0.18413606628546494,0.7012376438617816,0.6068064190594535,0.934148256981309,0.4166666666666667,0.4166666666666667,0.22482767340795498,-1.0274514645034776
development,67#14,PC_ON,BC,U,-0.19074972006879035,343,672,672,5,-0.009315980429049651,0.6808541482101584,0.3842912914407661,0.5832812415179578,0.5104166666666666,0.5104166666666666,0.34522890071475193,-0.5525311457814442
development,67#14,PC_ON,AC,U,-0.2070219117983641,343,672,672,5,-0.009315980429049651,0.6808541482101584,0.3842912914407661,0.5832812415179578,0.5104166666666666,0.5104166666666666,0.1069329743238947,-1.9359969467538136
development,67#21,PC_ON,BC,U,0.17225996830324483,315,672,672,5,0.1652963322632989,0.8974998256592254,0.6559616517527826,1.1173612933387718,0.46875,0.46875,0.20901075323094542,0.8241679705010536
development,67#21,PC_ON,AC,U,-0.1734907053533741,315,672,672,5,0.1652963322632989,0.8974998256592254,0.6559616517527826,1.1173612933387718,0.46875,0.46875,0.10802804293078386,-1.6059784167758526
development,67#26,PC_ON,BC,U,-0.08612323088108612,273,672,672,5,0.10614868989934355,0.773517686349455,0.5060353001184597,0.8995101360775416,0.40625,0.40625,0.29179192692486955,-0.29515289126988453
development,67#26,PC_ON,AC,U,-0.09713291758592521,273,672,672,5,0.10614868989934355,0.773517686349455,0.5060353001184597,0.8995101360775416,0.40625,0.40625,0.10029588237339807,-0.9684636625888863
development,67#33,MC_OFF,BC,U,-0.22060368591466872,329,672,672,5,0.19867436971147984,0.7093300427868453,0.5841622172760185,0.9257179844642116,0.4895833333333333,0.4895833333333333,0.28343092285250426,-0.7783331603145841
development,67#33,MC_OFF,AC,U,-0.018355647815731964,329,672,672,5,0.19867436971147984,0.7093300427868453,0.5841622172760185,0.9257179844642116,0.4895833333333333,0.4895833333333333,0.12342348975092847,-0.1487208622343615
development,67#34,PC_ON,BC,U,0.0332625575402454,287,672,672,5,0.1428184585789751,0.8179677332107189,0.5178936385457042,0.9844164819787684,0.4270833333333333,0.4270833333333333,0.24691782219802155,0.13471104371546624
development,67#34,PC_ON,AC,U,-0.10999266221612296,287,672,672,5,0.1428184585789751,0.8179677332107189,0.5178936385457042,0.9844164819787684,0.4270833333333333,0.4270833333333333,0.1459931653481486,-0.7534096678692077
development,68#3,MC_OFF,BC,U,0.05445783175440056,280,672,672,5,-0.050519755400076,0.6632635265294284,0.25236315282222066,0.7195140484210131,0.4166666666666667,0.4166666666666667,0.33994314724223357,0.16019688055542858
development,68#3,MC_OFF,AC,U,0.06136234404263499,280,672,672,5,-0.050519755400076,0.6632635265294284,0.25236315282222066,0.7195140484210131,0.4166666666666667,0.4166666666666667,0.11895231130898917,0.5158566770782693
development,68#4,PC_ON,BC,U,0.05283804413519413,276,576,576,5,0.12613681036157787,0.7860493666427361,0.6073236330750025,1.018971798982957,0.4791666666666667,0.4791666666666667,0.04625628295826914,1.1422890201286349
development,68#4,PC_ON,AC,U,-0.17087162765974684,276,576,576,5,0.12613681036157787,0.7860493666427361,0.6073236330750025,1.018971798982957,0.4791666666666667,0.4791666666666667,0.25280985908340536,-0.6758898892601098
development,68#7,PC_ON,BC,U,-0.14871320607164257,336,672,672,5,0.027806007106852354,0.6447577580593872,0.5341944583105299,0.8093352008471024,0.5,0.5,0.3384233620946956,-0.43942949195697234
development,68#7,PC_ON,AC,U,0.07112600061805958,336,672,672,5,0.027806007106852354,0.6447577580593872,0.5341944583105299,0.8093352008471024,0.5,0.5,0.12106727196707846,0.5874915611991381
development,68#10,MC_ON,BC,U,-0.17188351438953584,37,96,96,5,0.016712279169270955,0.6428239082407242,0.5487759146371896,0.8158670663831171,0.3854166666666667,0.3854166666666667,0.2371734610102273,-0.7247164739992724
development,68#10,MC_ON,AC,U,0.21403784069168547,37,96,96,5,0.016712279169270955,0.6428239082407242,0.5487759146371896,0.8158670663831171,0.3854166666666667,0.3854166666666667,0.059912245555827325,3.5725224235209327
development,68#11,PC_OFF,BC,U,-0.08183122551723267,280,672,672,5,-0.0874675119939326,0.8127287504470823,0.2242645227515453,0.818486361184245,0.4166666666666667,0.4166666666666667,0.20248981662267093,-0.4041251401285074
development,68#11,PC_OFF,AC,U,-0.062487086013971536,280,672,672,5,-0.0874675119939326,0.8127287504470823,0.2242645227515453,0.818486361184245,0.4166666666666667,0.4166666666666667,0.03748352935392607,-1.6670544927602065
development,69#3,PC_OFF,BC,U,0.05627108830613968,259,672,672,4,0.03813433820361188,0.6787362046394448,0.4758445609932485,0.927463764590909,0.3854166666666667,0.3854166666666667,0.16507199272943485,0.34088816264774935
development,69#3,PC_OFF,AC,U,0.040878901757574415,259,672,672,4,0.03813433820361188,0.6787362046394448,0.4758445609932485,0.927463764590909,0.3854166666666667,0.3854166666666667,0.03447113079258173,1.1858880407361527
development,69#4,MC_ON,BC,U,-0.08846899673160806,234,576,576,5,0.11786165396534407,0.7744103146744151,0.7446950476450673,1.0885558348713582,0.40625,0.40625,0.27235880483053826,-0.32482517606380856
development,69#4,MC_ON,AC,U,0.0565610105385099,234,576,576,5,0.11786165396534407,0.7744103146744151,0.7446950476450673,1.0885558348713582,0.40625,0.40625,0.2835436139119569,0.19947904930093982
development,69#6,MC_OFF,BC,U,0.0336223407341744,280,672,672,5,0.13466294185276337,0.7564608708870497,0.7324765565026325,0.9631442528618446,0.4166666666666667,0.4166666666666667,0.2549467789661521,0.1318798412379168
development,69#6,MC_OFF,AC,U,-0.14239131109383593,280,672,672,5,0.13466294185276337,0.7564608708870497,0.7324765565026325,0.9631442528618446,0.4166666666666667,0.4166666666666667,0.13438885354087107,-1.0595470334191899
development,69#7,MC_ON,BC,U,0.04853973016406021,315,672,672,5,0.3559709855659975,0.6279733843043712,0.7025171077545624,0.8444833818958324,0.46875,0.46875,0.20787889149457855,0.23350004329480523
