split,cell_id,group,pathway,matching_feature,E,overlap_mass,Q1_bins,Q5_bins,retained_strata,residual_U_difference,residual_LSC_difference,residual_C_difference,residual_R_difference,Q1_overlap_fraction,Q5_overlap_fraction,unconditional_denominator,normalized_E
consumed,67#4,PC_OFF,BC,LSC,-0.09544860726183498,83,1193,1004,3,0.41567031663546905,0.13260477160155618,0.37628296566019503,0.3782291589830294,0.06957250628667226,0.08266932270916334,0.478770676311237,-0.19936184896960188
consumed,67#4,PC_OFF,AC,LSC,0.09089287954047001,83,1193,1004,3,0.41567031663546905,0.13260477160155618,0.37628296566019503,0.3782291589830294,0.06957250628667226,0.08266932270916334,0.06722177803391659,1.3521344153469166
consumed,67#6,MC_OFF,BC,LSC,0.2633333522445074,560,9282,5089,3,0.47651983740271453,0.17517655217565636,0.3911432730130525,0.32360057587503155,0.06033182503770739,0.11004126547455295,0.41714375053823555,0.6312772321405548
consumed,67#6,MC_OFF,AC,LSC,0.0017396796609000856,560,9282,5089,3,0.47651983740271453,0.17517655217565636,0.3911432730130525,0.32360057587503155,0.06033182503770739,0.11004126547455295,0.15851647118049028,0.010974756427168055
consumed,67#7,MC_ON,BC,LSC,0.02794142957758699,693,9072,6377,3,0.36698232569035877,0.12980206824321522,0.26926398562353554,0.24505894925280902,0.0763888888888889,0.10867178924259056,0.30179832206061236,0.09258311771519825
consumed,67#7,MC_ON,AC,LSC,0.08271200651709071,693,9072,6377,3,0.36698232569035877,0.12980206824321522,0.26926398562353554,0.24505894925280902,0.0763888888888889,0.10867178924259056,0.35548320194823907,0.23267486638970405
consumed,67#14,PC_ON,BC,LSC,-0.14228239334387324,518,8302,6930,3,0.12646716832830565,0.19388974692617295,0.0022863732908271067,-0.04697937837934678,0.06239460370994941,0.07474747474747474,0.44475949934088377,-0.31990861028202927
consumed,67#14,PC_ON,AC,LSC,0.017157977898668984,518,8302,6930,3,0.12646716832830565,0.19388974692617295,0.0022863732908271067,-0.04697937837934678,0.06239460370994941,0.07474747474747474,0.16102975927407598,0.10655159627647304
consumed,67#21,PC_ON,BC,LSC,-0.018789088997677943,623,9352,5684,3,0.13765602322883264,0.2103826546615446,0.053835236137925666,-0.06840579626110278,0.06661676646706587,0.10960591133004927,0.2635223416913277,-0.0712997952169316
consumed,67#21,PC_ON,AC,LSC,0.002445124141333143,623,9352,5684,3,0.13765602322883264,0.2103826546615446,0.053835236137925666,-0.06840579626110278,0.06661676646706587,0.10960591133004927,0.1264601641691233,0.019335133378943912
