split,cell_id,group,pathway,matching_feature,stratum,low_bins,high_bins,overlap_mass,weight,E,Q1_U,Q5_U,Q1_LSC,Q5_LSC,Q1_C,Q5_C,Q1_R,Q5_R
development,67#6,MC_OFF,AC,U,1,140,49,49,0.15217391304347827,-0.14050689494851526,0.09714969613633002,0.11688037782109212,0.18594159345954958,0.9333334261571476,-0.03440523361598025,-0.046502359650496934,-0.031923835623768215,0.5318296168341624
development,67#6,MC_OFF,AC,U,2,126,105,105,0.32608695652173914,0.030146859532420606,0.3063921480116226,0.30706976846558975,0.17598963389702277,1.0383741581777541,-0.18310640985275514,-0.09638625256173936,-0.1803557850336859,0.5534841731057636
development,67#6,MC_OFF,AC,U,3,203,77,77,0.2391304347826087,0.22003398498162519,0.5302048163809654,0.49196571562947194,0.13446959594457536,1.254257928560222,-0.027292700510086677,-0.11465155315500765,-0.02833325836091794,0.6624780094505033
development,67#6,MC_OFF,AC,U,4,168,56,56,0.17391304347826086,-0.06430287405470107,0.7451059677948555,0.763877169089392,0.06415791616306518,0.9510085385894177,-0.5556666415184738,0.27230599676258865,-0.5534405232008014,0.30251575701238054
development,67#6,MC_OFF,AC,U,5,35,385,35,0.10869565217391304,0.13445099659894783,2.9741526854038236,4.308518297401341,0.8008114975478954,1.466199148152511,2.9741526854038236,4.308518297401341,2.989793782149042,3.759278766588344
development,67#6,MC_OFF,AC,LSC,1,350,0,0,0.0,,0.5500814797107015,,0.04593608652747623,,-0.34158252469933365,,-0.34154096578513937,
development,67#6,MC_OFF,AC,LSC,2,168,0,0,0.0,,0.35933519402751696,,0.13656799433202552,,-0.022548804645581812,,-0.019497930187104197,
development,67#6,MC_OFF,AC,LSC,3,91,7,7,0.1,-0.13114179509155832,0.28275514804005913,1.022813567519188,0.28472868568081183,0.3854489033895239,-0.10186926820136319,1.022813567519188,-0.10033744647376146,0.6360100925500903
development,67#6,MC_OFF,AC,LSC,4,42,175,42,0.6,-0.2382734333818495,0.8484554899235567,2.4137435801923277,0.637377641097836,0.6381367345687945,0.835203881561756,2.318264976270497,0.845936208120769,2.2755715729482464
development,67#6,MC_OFF,AC,LSC,5,21,490,21,0.3,-0.013487276278871974,3.564210136607289,2.7506993240159607,1.0766453622010448,1.5402276822774692,3.564210136607289,2.530500556660118,3.5778730625198003,2.442392668865469
development,67#7,MC_ON,BC,U,1,133,84,84,0.3,0.5414761726023684,0.11583673776093699,0.09745267918333414,0.15844040407460006,0.7354933418954994,-0.028446414252884047,-0.023494747454404007,-0.031927472363078545,0.39255194752089057
development,67#7,MC_ON,BC,U,2,105,70,70,0.25,0.07301457627585269,0.4399289453402161,0.38585362639278176,0.11421894366287189,1.072426329009214,-0.4399289453402161,-0.016201551134387617,-0.43593315666075794,0.5576373400341254
development,67#7,MC_ON,BC,U,3,196,56,56,0.2,-0.3394662226193799,0.5911344344772044,0.5899891287166004,0.06654938613408012,0.5830181922154514,-0.1367806082680112,0.17053660253683725,-0.13500494587545592,0.4185470819162825
development,67#7,MC_ON,BC,U,4,217,49,49,0.175,-0.14431141184152751,0.7446587603358973,0.9958082710176573,0.08329728698784274,0.9331451934386648,-0.5954924028627173,0.9958082710176573,-0.5933847926276665,1.1966203129018789
development,67#7,MC_ON,BC,U,5,21,413,21,0.075,-0.16790983016212457,1.6605995529227786,3.786573024635008,0.968755991043128,1.4561262754932374,1.6605995529227786,3.786573024635008,1.6582562850736497,3.450929722625375
development,67#7,MC_ON,BC,LSC,1,399,0,0,0.0,,0.6144940304128748,,0.038482175224079,,-0.3913026771873061,,-0.38946242019063,
development,67#7,MC_ON,BC,LSC,2,168,0,0,0.0,,0.38036996307730275,,0.10960184818544991,,-0.343323233739688,,-0.3419155868755297,
development,67#7,MC_ON,BC,LSC,3,49,28,28,0.3333333333333333,-0.23479321984777762,0.2432804789638058,0.399875214168181,0.2423620197675469,0.3329397985725047,-0.17745534759680076,-0.08192355480665961,-0.17738752615696285,-0.1026290417163788
development,67#7,MC_ON,BC,LSC,4,35,210,35,0.4166666666666667,0.046668468177550965,0.5156031466399629,1.7591973447616007,0.5297576116283438,0.609942536227698,0.471332014289995,1.621865174832702,0.4652716676394144,1.5827681102272537
development,67#7,MC_ON,BC,LSC,5,21,434,21,0.25,-0.2061118400855032,1.6605995529227786,2.9959826870149833,0.968755991043128,1.5649638751227815,1.6605995529227786,2.951137833295688,1.6582562850736497,2.879742614696458
development,67#7,MC_ON,AC,U,1,133,84,84,0.3,-0.9159228005125838,0.11583673776093699,0.09745267918333414,0.15844040407460006,0.7354933418954994,-0.028446414252884047,-0.023494747454404007,-0.031927472363078545,0.39255194752089057
development,67#7,MC_ON,AC,U,2,105,70,70,0.25,-0.4504489273694934,0.4399289453402161,0.38585362639278176,0.11421894366287189,1.072426329009214,-0.4399289453402161,-0.016201551134387617,-0.43593315666075794,0.5576373400341254
development,67#7,MC_ON,AC,U,3,196,56,56,0.2,0.4410278349652736,0.5911344344772044,0.5899891287166004,0.06654938613408012,0.5830181922154514,-0.1367806082680112,0.17053660253683725,-0.13500494587545592,0.4185470819162825
development,67#7,MC_ON,AC,U,4,217,49,49,0.175,0.2716702455496746,0.7446587603358973,0.9958082710176573,0.08329728698784274,0.9331451934386648,-0.5954924028627173,0.9958082710176573,-0.5933847926276665,1.1966203129018789
development,67#7,MC_ON,AC,U,5,21,413,21,0.075,0.2752225297065039,1.6605995529227786,3.786573024635008,0.968755991043128,1.4561262754932374,1.6605995529227786,3.786573024635008,1.6582562850736497,3.450929722625375
