split,cell_id,group,pathway,matching_feature,stratum,low_bins,high_bins,overlap_mass,weight,E,Q1_U,Q5_U,Q1_LSC,Q5_LSC,Q1_C,Q5_C,Q1_R,Q5_R
consumed,68#11,PC_OFF,AC,U,2,1540,882,882,0.2825112107623318,-0.016761876055855128,0.34207934903432474,0.3438125918851087,0.13473185414286493,0.9547557532220959,-0.19697064934298397,0.00754936805301994,-0.1970757414616442,0.49378619607035484
consumed,68#11,PC_OFF,AC,U,3,931,434,434,0.13901345291479822,-0.0550669952959295,0.563250145275043,0.5567701672484237,0.08920517097277293,1.0076158109629383,-0.39019131311273814,0.16660655991384576,-0.3906610723973525,0.5470010510732883
consumed,68#11,PC_OFF,AC,U,4,4879,910,910,0.2914798206278027,0.01810623304746744,0.766951784940498,0.7914210334432142,0.026757055659795467,1.1480755921801846,-0.6969045339903154,0.22423020307189565,-0.694589011008862,0.5887211056672431
consumed,68#11,PC_OFF,AC,U,5,266,3752,266,0.08520179372197309,0.013260394105833786,2.2502631228743937,4.303155638168644,0.6178814649021902,1.5699798968719287,2.2502631228743937,4.303155638168644,2.2482780336931203,3.7147424292196463
consumed,68#11,PC_OFF,AC,LSC,1,6174,0,0,0.0,,0.6866206044484479,,0.023738297380406618,,-0.624528336900361,,-0.6225906427822325,
consumed,68#11,PC_OFF,AC,LSC,2,1351,0,0,0.0,,0.3649081696920251,,0.11281158212816016,,-0.16669695673989768,,-0.1674662364458183,
consumed,68#11,PC_OFF,AC,LSC,3,595,70,70,0.12658227848101267,0.17191698032740912,0.46869860075199604,0.5236916154002149,0.22751545056586214,0.2799092325241551,0.21828430016255734,0.32043944690376513,0.21914780793689287,0.07363299960561562
consumed,68#11,PC_OFF,AC,LSC,4,371,1512,371,0.6708860759493671,0.01845819329211877,0.6724210267984629,1.3837621131704643,0.43499777742169354,0.50213719789536,0.5837134642858913,1.2075938650239908,0.5838115442711054,1.0932724683300843
consumed,68#11,PC_OFF,AC,LSC,5,112,5026,112,0.20253164556962025,0.007316598351061205,2.137584538043787,3.0534737849062843,1.2583819974950063,1.6048766538053063,2.137584538043787,2.9017968855254757,2.135524718546094,2.770210469089409
consumed,69#3,PC_OFF,BC,U,1,1316,819,819,0.24735729386892177,0.1300945723500368,0.12878167191566,0.11330297230727947,0.1461359015282765,1.053123343214009,-0.0503426160355841,0.0027889833214959432,-0.0515488682052561,0.6162968646207602
consumed,69#3,PC_OFF,BC,U,2,1554,833,833,0.25158562367864695,0.057813226685189484,0.3645482595797197,0.3616628764006955,0.1363451591987699,0.8611276376393363,-0.21589203476036642,-0.020272336275847003,-0.21638239921829608,0.43948275871428627
consumed,69#3,PC_OFF,BC,U,3,1211,476,476,0.14376321353065538,-0.024715040933335763,0.5735180054742821,0.56191581906066,0.08325972282419272,1.0381881209886792,-0.42074485736861394,-0.0323311028906199,-0.41858305182058525,0.4431189102109283
consumed,69#3,PC_OFF,BC,U,4,5005,896,896,0.27061310782241016,-0.03716136938765349,0.7698829679404731,0.8466451339190826,0.030729925711933583,1.139859311787066,-0.6920952546247444,0.42833088838960975,-0.689462818874259,0.7719986622094742
consumed,69#3,PC_OFF,BC,U,5,287,3598,287,0.08668076109936575,-0.05913827014955003,3.3261009491980076,4.0618504768763835,0.6985198242300205,1.6463516514248187,3.3261009491980076,4.0618504768763835,3.323649384823393,3.551420066173985
consumed,69#3,PC_OFF,BC,LSC,1,6657,0,0,0.0,,0.6772637592060783,,0.02582614566619964,,-0.6060786082044958,,-0.6042649733389138,
consumed,69#3,PC_OFF,BC,LSC,2,1428,0,0,0.0,,0.38754532796241725,,0.11508733969082588,,-0.18845605402648466,,-0.1877212238702068,
consumed,69#3,PC_OFF,BC,LSC,3,763,147,147,0.21875,-0.12045148206631723,0.5056423453826787,0.4051871964599871,0.22104346068568023,0.2936597655033517,0.16503613435527376,0.17029430345393762,0.16616590854019658,0.0024163096433593967
consumed,69#3,PC_OFF,BC,LSC,4,385,1435,385,0.5729166666666666,-0.12255129046449659,0.9289209010111252,1.1349383243554123,0.46474990149038564,0.5273346433178333,0.8422651637546633,0.9130274689169998,0.8396519393219867,0.8280642274224504
consumed,69#3,PC_OFF,BC,LSC,5,140,5040,140,0.20833333333333334,0.07656621671107233,3.0926498388405887,2.8465208894240885,1.2531926466648449,1.6307537445107296,3.0926498388405887,2.704980660226445,3.0909470044945673,2.6513598624918058
consumed,69#3,PC_OFF,AC,U,1,1316,819,819,0.24735729386892177,-0.045511018157446244,0.12878167191566,0.11330297230727947,0.1461359015282765,1.053123343214009,-0.0503426160355841,0.0027889833214959432,-0.0515488682052561,0.6162968646207602
consumed,69#3,PC_OFF,AC,U,2,1554,833,833,0.25158562367864695,-0.012247347391302968,0.3645482595797197,0.3616628764006955,0.1363451591987699,0.8611276376393363,-0.21589203476036642,-0.020272336275847003,-0.21638239921829608,0.43948275871428627
consumed,69#3,PC_OFF,AC,U,3,1211,476,476,0.14376321353065538,0.006128621208488477,0.5735180054742821,0.56191581906066,0.08325972282419272,1.0381881209886792,-0.42074485736861394,-0.0323311028906199,-0.41858305182058525,0.4431189102109283
consumed,69#3,PC_OFF,AC,U,4,5005,896,896,0.27061310782241016,0.0030664950577188044,0.7698829679404731,0.8466451339190826,0.030729925711933583,1.139859311787066,-0.6920952546247444,0.42833088838960975,-0.689462818874259,0.7719986622094742
consumed,69#3,PC_OFF,AC,U,5,287,3598,287,0.08668076109936575,0.07543880623251542,3.3261009491980076,4.0618504768763835,0.6985198242300205,1.6463516514248187,3.3261009491980076,4.0618504768763835,3.323649384823393,3.551420066173985
consumed,69#3,PC_OFF,AC,LSC,1,6657,0,0,0.0,,0.6772637592060783,,0.02582614566619964,,-0.6060786082044958,,-0.6042649733389138,
consumed,69#3,PC_OFF,AC,LSC,2,1428,0,0,0.0,,0.38754532796241725,,0.11508733969082588,,-0.18845605402648466,,-0.1877212238702068,
consumed,69#3,PC_OFF,AC,LSC,3,763,147,147,0.21875,0.004747773919681654,0.5056423453826787,0.4051871964599871,0.22104346068568023,0.2936597655033517,0.16503613435527376,0.17029430345393762,0.16616590854019658,0.0024163096433593967
consumed,69#3,PC_OFF,AC,LSC,4,385,1435,385,0.5729166666666666,0.023550364294821404,0.9289209010111252,1.1349383243554123,0.46474990149038564,0.5273346433178333,0.8422651637546633,0.9130274689169998,0.8396519393219867,0.8280642274224504
consumed,69#3,PC_OFF,AC,LSC,5,140,5040,140,0.20833333333333334,0.07255645557466024,3.0926498388405887,2.8465208894240885,1.2531926466648449,1.6307537445107296,3.0926498388405887,2.704980660226445,3.0909470044945673,2.6513598624918058
consumed,69#4,MC_ON,BC,U,1,1218,516,516,0.23369565217391305,0.0014057211762614763,0.11464691390556524,0.11867492226755172,0.17823725659532144,0.8135328574749577,-0.030467421812310144,0.04234380666904292,-0.03284583267088076,0.4876624269185511
consumed,69#4,MC_ON,BC,U,2,1434,558,558,0.25271739130434784,0.1258952610068755,0.3637885947116538,0.37222946064198714,0.1456228427852143,0.9924703837653561,-0.22756462413145453,0.04674875340136568,-0.22758054069654235,0.528619308649647
consumed,69#4,MC_ON,BC,U,3,1122,300,300,0.1358695652173913,-0.09646007883241439,0.5707369061017579,0.5633970240291674,0.10507756138237077,0.8903337896376936,-0.3969520156057601,0.049021661850390946,-0.39513628109841337,0.47037922592756026
consumed,69#4,MC_ON,BC,U,4,4428,474,474,0.21467391304347827,-0.21318167889553866,0.7680529365169647,0.8049143617336868,0.028124869167271315,1.2411773746773531,-0.6934080198407173,0.550048656143982,-0.6898368713929711,0.9516023747551251
consumed,69#4,MC_ON,BC,U,5,360,2922,360,0.16304347826086957,-0.174058052163782,2.6828841677432265,3.902874492412542,0.7818665656669279,1.7369213672257382,2.6828841677432265,3.902874492412542,2.6835788257200166,3.4947022909115937
consumed,69#4,MC_ON,BC,LSC,1,5550,0,0,0.0,,0.6799239514568188,,0.024661162782709193,,-0.6385903494450519,,-0.6353753438827934,
consumed,69#4,MC_ON,BC,LSC,2,1680,0,0,0.0,,0.4177326411454228,,0.11659180375132637,,-0.1863645687294463,,-0.1871511863440051,
consumed,69#4,MC_ON,BC,LSC,3,714,42,42,0.06363636363636363,-0.09146090458253006,0.4382088755317103,0.4522908110637218,0.2309899232528255,0.3206983812653611,0.15919963316669092,0.04968399097477753,0.15648642762372378,-0.02144782599394342
consumed,69#4,MC_ON,BC,LSC,4,420,1140,420,0.6363636363636364,-0.06825015349568297,0.8909797944817028,1.1061563571776558,0.4723999493316826,0.5575065942834959,0.7761964480309481,0.8687322986057323,0.7746030925263073,0.8204506784360107
consumed,69#4,MC_ON,BC,LSC,5,198,3588,198,0.3,-0.17178452626957746,2.5555296937511724,3.05007625952649,1.281533210115161,1.7433826718572458,2.5465065903171444,2.9919516413056084,2.5528971071200997,2.902977650291818
consumed,69#4,MC_ON,AC,U,1,1218,516,516,0.23369565217391305,-0.1163572977963041,0.11464691390556524,0.11867492226755172,0.17823725659532144,0.8135328574749577,-0.030467421812310144,0.04234380666904292,-0.03284583267088076,0.4876624269185511
consumed,69#4,MC_ON,AC,U,2,1434,558,558,0.25271739130434784,-0.0383344212512256,0.3637885947116538,0.37222946064198714,0.1456228427852143,0.9924703837653561,-0.22756462413145453,0.04674875340136568,-0.22758054069654235,0.528619308649647
