cell_id,group,probe,mode,channel,peak_response,peak_absolute_response,peak_latency_ms_from_trial_start,peak_latency_ms_from_onset,response_integral_seconds,peak_change_vs_center_only,integral_change_vs_center_only,center_onset_50ms,center_offset_50ms,surround_first_onset_50ms,surround_first_offset_50ms,off_minus_normal_mean_abs_active,off_minus_normal_peak_signed,off_minus_normal_peak_absolute,off_minus_normal_integral_seconds
67#4,PC_OFF,rapid_20Hz,AC_off,probability,0.10705575346946716,0.10705575346946716,420.0,120.0,0.21289236843585968,-7.3909759521484375e-06,-3.2782554626464844e-07,0.028847601264715195,0.0753738284111023,0.028847601264715195,0.0711890384554863,0.029230918735265732,0.03325152397155762,0.03325152397155762,0.059976790100336075
67#4,PC_OFF,transient_50ms,AC_off,probability,0.1069309413433075,0.1069309413433075,420.0,120.0,0.21289288997650146,-0.0001322031021118164,1.9371509552001953e-07,0.02884480729699135,0.07534867525100708,0.02884480729699135,0.09426441043615341,0.02905118651688099,0.041813790798187256,0.041813790798187256,0.059925708919763565
67#4,PC_OFF,large_field_50ms,AC_off,probability,0.0855276882648468,0.0855276882648468,360.0,60.0,0.0006049225921742618,-0.0003763735294342041,-6.043585017323494e-06,0.028806064277887344,0.06397230178117752,0.028806064277887344,0.06397230178117752,0.002530805766582489,0.03752851486206055,0.03752851486206055,0.00036884238943457603
67#6,MC_OFF,slow_step,normal,logit,0.38040298223495483,0.38040298223495483,1466.6666666666667,1166.6666666666667,0.4479544162750244,0.12150019407272339,-0.00043514370918273926,0.11112359166145325,0.24335868656635284,0.11112359166145325,0.09385836124420166,0.0,0.0,0.0,0.0
67#6,MC_OFF,slow_1Hz,normal,logit,0.38040292263031006,0.38040292263031006,966.6666666666667,666.6666666666667,0.44799765944480896,0.12150013446807861,-0.00039190053939819336,0.11112359166145325,0.2433677464723587,0.11112359166145325,0.09385785460472107,0.0,0.0,0.0,0.0
67#6,MC_OFF,slow_2Hz,normal,logit,0.3804008960723877,0.3804008960723877,720.0,420.0,0.44808366894721985,0.12149810791015625,-0.0003058910369873047,0.11112359166145325,0.24355755746364594,0.11112359166145325,0.0888601690530777,0.0,0.0,0.0,0.0
67#6,MC_OFF,rapid_10Hz,normal,logit,0.3477545380592346,0.3477545380592346,426.6666666666667,126.66666666666669,0.4483667016029358,0.08885174989700317,-2.2858381271362305e-05,0.11112359166145325,0.1843641996383667,0.11112359166145325,0.11899753659963608,0.0,0.0,0.0,0.0
67#6,MC_OFF,rapid_20Hz,normal,logit,0.27455025911331177,0.27455025911331177,433.33333333333337,133.33333333333337,0.4483909606933594,0.015647470951080322,1.4007091522216797e-06,0.11112359166145325,0.11322692036628723,0.11112359166145325,0.19139279425144196,0.0,0.0,0.0,0.0
67#6,MC_OFF,transient_50ms,normal,logit,0.3611971139907837,0.3611971139907837,1380.0,1080.0,0.44837597012519836,0.10229432582855225,-1.3589859008789062e-05,0.11112359166145325,0.1003369688987732,0.11112359166145325,0.10859077423810959,0.0,0.0,0.0,0.0
67#6,MC_OFF,large_field_50ms,normal,logit,-0.2257155179977417,0.2257155179977417,1333.3333333333335,1033.3333333333335,-7.947286162490741e-10,-0.48461830615997314,-7.947286162490741e-10,0.11002933979034424,-0.024962475523352623,0.11002933979034424,-0.024962475523352623,0.0,0.0,0.0,0.0
