group,probe,mode,channel,n_cells,peak_response,peak_absolute_response,peak_latency_ms_from_trial_start,peak_latency_ms_from_onset,response_integral_seconds,peak_change_vs_center_only,integral_change_vs_center_only,center_onset_50ms,center_offset_50ms,surround_first_onset_50ms,surround_first_offset_50ms,off_minus_normal_mean_abs_active,off_minus_normal_peak_signed,off_minus_normal_peak_absolute,off_minus_normal_integral_seconds
all,large_field_50ms,normal,probability,22,0.035219660198146645,0.035219660198146645,580.0,280.00000000000006,0.00019548492905001197,-0.008435342799533497,-6.420104050035165e-05,0.014609136745672335,0.003673875757323747,0.014609136745672335,0.003673875757323747,0.0,0.0,0.0,0.0
PC_OFF,slow_step,H1_off,logit,4,0.4821366146206856,0.4821366146206856,1538.3333333333335,1238.3333333333335,0.7012849897146225,0.10601890087127686,-0.00028489530086517334,0.12547647766768932,0.3361373133957386,0.12547647766768932,0.24023384973406792,0.004035710502648726,0.008149698376655579,0.008149698376655579,0.0034816715196939185
all,slow_step,H1_off,logit,22,0.415878644043749,0.415878644043749,1530.0,1230.0,0.4689571396871047,0.14306945692409168,-0.0005844614722511985,0.08816782656041058,0.2922786988995292,0.08816782656041058,0.08890408887104555,0.0016784809638259255,0.004401388493451205,0.004818989471955733,0.0019272181373459964
PC_OFF,slow_1Hz,H1_off,logit,4,0.4821367487311363,0.4821367487311363,1038.3333333333335,738.3333333333334,0.7013213187456131,0.1060190349817276,-0.00024856626987457275,0.12547647766768932,0.33614667505025864,0.12547647766768932,0.2402358017861843,0.004196660171146505,0.009186625480651855,0.009186625480651855,0.003479478065855801
all,slow_1Hz,H1_off,logit,22,0.4158785112879493,0.4158785112879493,1030.0,730.0,0.4690204438838092,0.14306932416829196,-0.0005211572755466808,0.08816782656041058,0.2922905602238395,0.08816782656041058,0.08890227126804265,0.001809913000298283,0.004879434000362049,0.005178703503175216,0.001926791135205845
PC_OFF,slow_2Hz,H1_off,logit,4,0.4821389466524124,0.4821389466524124,786.6666666666667,486.66666666666674,0.7013931646943092,0.10602123290300369,-0.00017672032117843628,0.12547647766768932,0.33631495013833046,0.12547647766768932,0.23795685544610023,0.004511345265200362,0.00918596237897873,0.00918596237897873,0.00347509395214729
all,slow_2Hz,H1_off,logit,22,0.4158630289814689,0.4158630289814689,775.1515151515152,475.1515151515152,0.46914630315520545,0.14305384186181155,-0.0003952980041503906,0.08816782656041058,0.29248337786306033,0.08816782656041058,0.08496189849789847,0.002068045209770472,0.004879492250355807,0.005177526311440902,0.001925910631887911
PC_OFF,rapid_10Hz,H1_off,logit,4,0.40794578939676285,0.40794578939676285,428.33333333333337,128.33333333333334,0.7015760689973831,0.031828075647354126,6.183981895446777e-06,0.12547647766768932,0.25251125544309616,0.12547647766768932,0.2969759777188301,0.004002487956313416,0.007743306457996368,0.007743306457996368,0.003461747372057289
all,rapid_10Hz,H1_off,logit,22,0.3365891535173763,0.3365891535173763,431.21212121212125,131.21212121212122,0.46952668035572226,0.06377996639771895,-1.4920803633603183e-05,0.08816782656041058,0.1980542235753753,0.08816782656041058,0.1446946800940416,0.0023093329040090216,0.004571314562450756,0.004681518132036383,0.0019200123497284949
PC_OFF,rapid_20Hz,H1_off,logit,4,0.3734776973724365,0.3734776973724365,405.0,105.00000000000001,0.7015757486224174,-0.0026400163769721985,5.863606929779053e-06,0.12638134509325027,0.22480451315641403,0.12638134509325027,0.2813456654548645,0.0019439047464402393,0.0053533464670181274,0.0053533464670181274,0.0034612968302099034
all,rapid_20Hz,H1_off,logit,22,0.2738670435818759,0.2738670435818759,508.7878787878788,208.7878787878788,0.46954483267935837,0.0010578564622185447,3.231520002538508e-06,0.09053395519202406,0.14444312283938582,0.09053395519202406,0.1834395578639074,0.0012388117634559007,0.0035942359404130416,0.003650806166908958,0.00191887897050368
PC_OFF,transient_50ms,H1_off,logit,4,0.43896667659282684,0.43896667659282684,1380.0,1080.0,0.70155880600214,0.06284896284341812,-1.1079013347625732e-05,0.12547647766768932,0.2152225449681282,0.12547647766768932,0.28767092525959015,0.001860561293142382,0.007786490023136139,0.007786490023136139,0.0034619077487150207
all,transient_50ms,H1_off,logit,22,0.36993222074075177,0.36993222074075177,1377.878787878788,1077.878787878788,0.4695259217511524,0.09712303362109444,-1.567940820347179e-05,0.08816782656041058,0.12900601361285557,0.08816782656041058,0.1288907720961354,0.0010785587602929975,0.0045828670263290405,0.0046991069208491935,0.0019190857247766953
PC_OFF,large_field_50ms,H1_off,logit,4,0.06141006946563721,0.29353272914886475,603.3333333333334,303.33333333333337,-3.476937765478638e-10,-0.008216619491577148,1.3411044774702674e-09,0.12547647766768932,0.1555562224239111,0.12547647766768932,0.1555562224239111,0.0009414996748091653,-0.01225021481513977,0.014583379030227661,-5.463759167323445e-10
all,large_field_50ms,H1_off,logit,22,0.08551348881288008,0.21319665150208908,398.7878787878788,98.78787878787881,1.5352711526326536e-10,-0.06557434526356784,1.0746898093660917e-09,0.08816782656041058,0.02484725376019593,0.08816782656041058,0.02484725376019593,0.0006375873847652904,0.0026520924134687943,0.008870384909889915,-9.934107576951719e-11
PC_OFF,slow_step,H1_off,probability,4,0.09579798206686974,0.09579798206686974,1538.3333333333335,1238.3333333333335,0.13556273095309734,0.02296687290072441,0.0010366979986429214,0.02305670641362667,0.06578806508332491,0.02305670641362667,0.04434530343860388,0.000907581936189672,0.0018613673746585846,0.0018613673746585846,0.0007310776891245041
all,slow_step,H1_off,probability,22,0.07315977832133119,0.07315977832133119,1530.0,1230.0,0.08214618765156377,0.02662461759014563,0.0027385179630734706,0.014874910766428167,0.05026620592583309,0.014874910766428167,0.01503477893261747,0.00032413384054631354,0.0005614970895377072,0.0009134205227548426,0.00034967205415755
PC_OFF,slow_1Hz,H1_off,probability,4,0.09579801931977272,0.09579801931977272,1038.3333333333335,738.3333333333334,0.13548771105706692,0.022966910153627396,0.0009616781026124954,0.02305670641362667,0.06579005066305399,0.02305670641362667,0.044345670379698277,0.0009476456325501204,0.002111028879880905,0.002111028879880905,0.0007346656602749135
all,slow_1Hz,H1_off,probability,22,0.07315975461493839,0.07315975461493839,1030.0,730.0,0.08198527390645309,0.026624593883752823,0.0025776042179627852,0.014874910766428167,0.05026838420466943,0.014874910766428167,0.01503451494500041,0.0003497574063492886,0.0008250044828111476,0.0009876669130542061,0.00034841770808601393
PC_OFF,slow_2Hz,H1_off,probability,4,0.09579849615693092,0.09579849615693092,786.6666666666667,486.66666666666674,0.13533463701605797,0.0229673869907856,0.0008086040616035461,0.02305670641362667,0.06582572683691978,0.02305670641362667,0.04387448634952307,0.0010261566312692594,0.0021109506487846375,0.0021109506487846375,0.0007419798603223171
all,slow_2Hz,H1_off,probability,22,0.07315727695822716,0.07315727695822716,775.1515151515152,475.1515151515152,0.08165643914518031,0.02662211622704159,0.002248769456690008,0.014874910766428167,0.05030494945293123,0.014874910766428167,0.014350861437957396,0.00040009807790656026,0.0008257746019146659,0.000986745073036714,0.0003460437257506948
PC_OFF,rapid_10Hz,H1_off,probability,4,0.07954991608858109,0.07954991608858109,428.33333333333337,128.33333333333334,0.1345509272068739,0.0067188069224357605,2.489425241947174e-05,0.02305670641362667,0.048157413490116596,0.02305670641362667,0.05608013551682234,0.0009307374602940399,0.0017919018864631653,0.0017919018864631653,0.0007876245326770004
all,rapid_10Hz,H1_off,probability,22,0.058280972255901856,0.058280972255901856,431.21212121212125,131.21212121212122,0.07980602615597573,0.011745811524716291,0.00039835646748542786,0.014874910766428167,0.03324401179667224,0.014874910766428167,0.02425170786128464,0.0004508590468090419,0.0008676878430626609,0.0008828897367824208,0.0003573780228717541
PC_OFF,rapid_20Hz,H1_off,probability,4,0.07218031957745552,0.07218031957745552,405.0,105.00000000000001,0.13449237495660782,-0.0006507895886898041,-3.3657997846603394e-05,0.023245922289788723,0.04263158608227968,0.023245922289788723,0.05310775991529226,0.00044655132933257846,0.001246333122253418,0.001246333122253418,0.0007929542498459341
all,rapid_20Hz,H1_off,probability,22,0.0466952036050233,0.0466952036050233,508.7878787878788,208.7878787878788,0.07942183874547482,0.0001600428738377311,1.4169056984511288e-05,0.015198715920136734,0.02396012017164718,0.015198715920136734,0.03093628983267329,0.0002403271138394881,0.0006925246932289817,0.000700400634245439,0.0003777738661070047
PC_OFF,transient_50ms,H1_off,probability,4,0.08630095794796944,0.08630095794796944,1380.0,1080.0,0.13455280289053917,0.013469848781824112,2.6769936084747314e-05,0.02305670641362667,0.04083686601370573,0.02305670641362667,0.054135764483362436,0.00042649017086660024,0.0017999336123466492,0.0017999336123466492,0.000791087542893365
all,transient_50ms,H1_off,probability,22,0.06447317248040979,0.06447317248040979,1377.878787878788,1077.878787878788,0.07948216033930128,0.017938011749224228,7.449065081097864e-05,0.014874910766428167,0.021587181455371054,0.014874910766428167,0.02166009952568195,0.00021138074854124253,0.0008696172047745098,0.0008850913833488117,0.00037967021746060874
PC_OFF,large_field_50ms,H1_off,probability,4,0.055452991276979446,0.055452991276979446,353.33333333333337,53.33333333333337,0.00034166371551691554,-0.011831708252429962,-0.0001207393070217222,0.02305670641362667,0.02903263154439628,0.02305670641362667,0.02903263154439628,0.00019614861321315402,0.003339797258377075,0.003339797258377075,2.5066870776413452e-05
all,large_field_50ms,H1_off,probability,22,0.035907342691313134,0.035907342691313134,580.6060606060606,280.6060606060606,0.00020302584504282674,-0.007953283461657438,-5.9305119645035696e-05,0.014874910766428167,0.0048281533289065755,0.014874910766428167,0.0048281533289065755,0.00011045537175133094,0.0015840310264717448,0.0016497119583866813,7.5409112315324736e-06
