group,probe,mode,channel,n_cells,current_peak_response,previous_peak_response,delta_peak_response,current_peak_absolute_response,previous_peak_absolute_response,delta_peak_absolute_response,current_peak_latency_ms_from_trial_start,previous_peak_latency_ms_from_trial_start,delta_peak_latency_ms_from_trial_start,current_peak_latency_ms_from_onset,previous_peak_latency_ms_from_onset,delta_peak_latency_ms_from_onset,current_response_integral_seconds,previous_response_integral_seconds,delta_response_integral_seconds,current_peak_change_vs_center_only,previous_peak_change_vs_center_only,delta_peak_change_vs_center_only,current_integral_change_vs_center_only,previous_integral_change_vs_center_only,delta_integral_change_vs_center_only,current_center_onset_50ms,previous_center_onset_50ms,delta_center_onset_50ms,current_center_offset_50ms,previous_center_offset_50ms,delta_center_offset_50ms,current_surround_first_onset_50ms,previous_surround_first_onset_50ms,delta_surround_first_onset_50ms,current_surround_first_offset_50ms,previous_surround_first_offset_50ms,delta_surround_first_offset_50ms,current_off_minus_normal_mean_abs_active,previous_off_minus_normal_mean_abs_active,delta_off_minus_normal_mean_abs_active,current_off_minus_normal_peak_signed,previous_off_minus_normal_peak_signed,delta_off_minus_normal_peak_signed,current_off_minus_normal_peak_absolute,previous_off_minus_normal_peak_absolute,delta_off_minus_normal_peak_absolute,current_off_minus_normal_integral_seconds,previous_off_minus_normal_integral_seconds,delta_off_minus_normal_integral_seconds
all,large_field_50ms,H1_off,probability,22,0.035907342691313134,0.03576229140162468,0.00014505128968845713,0.035907342691313134,0.03576229140162468,0.00014505128968845713,580.6060606060606,485.45454545454544,95.15151515151516,280.6060606060606,185.45454545454547,95.15151515151516,0.00020302584504282674,0.0002221503588605794,-1.9124513817752646e-05,-0.007953283461657438,-0.013003908097743988,0.005050624636086551,-5.9305119645035696e-05,-0.00010070601923540711,4.140089959037141e-05,0.014874910766428167,0.014672640668736263,0.00020227009769190442,0.0048281533289065755,0.006047068391291594,-0.0012189150623850185,0.014874910766428167,0.014672640668736263,0.00020227009769190442,0.0048281533289065755,0.006047068391291594,-0.0012189150623850185,0.00011045537175133094,0.0002813174298187898,-0.00017086205806745883,0.0015840310264717448,0.003739620474251834,-0.002155589447780089,0.0016497119583866813,0.003952456468885595,-0.0023027445104989138,7.5409112315324736e-06,1.933720140682867e-05,-1.1796290175296194e-05
PC_OFF,slow_step,AC_off,logit,4,0.49485351145267487,0.6324646323919296,-0.13761112093925476,0.49485351145267487,0.6324646323919296,-0.13761112093925476,1596.6666666666667,1253.3333333333335,343.33333333333326,1296.6666666666667,953.3333333333335,343.33333333333326,0.9717761725187302,1.2414810061454773,-0.26970483362674713,0.006711579859256744,0.008717477321624756,-0.0020058974623680115,-3.084540367126465e-06,-5.036592483520508e-06,1.952052116394043e-06,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.347363643348217,0.4584665074944496,-0.1111028641462326,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.47980793565511703,0.6131300330162048,-0.1333220973610878,0.13805122673511505,0.2270025610923767,-0.08895133435726166,0.26351214945316315,0.3984261751174927,-0.13491402566432953,0.26351214945316315,0.3984261751174927,-0.13491402566432953,0.27397284656763077,0.45785894244909286,-0.1838860958814621
all,slow_step,AC_off,logit,22,0.42631963708183984,0.5115643997084011,-0.08524476262656125,0.42631963708183984,0.5115643997084011,-0.08524476262656125,1583.3333333333335,1476.6666666666667,106.66666666666664,1283.3333333333335,1176.6666666666667,106.66666666666664,0.8405076129869982,0.9866259341890161,-0.14611832120201804,0.0039549320936203,0.01527749543840235,-0.01132256334478205,3.79302284934304e-08,-2.7174299413507636e-06,2.755360169844194e-06,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.3016361330043186,0.36119021339849994,-0.059554080394181336,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.41502956504171545,0.47713140601461584,-0.06210184097290039,0.19041436368768866,0.24579908021471716,-0.05538471652702852,0.3635115352543918,0.42837313359433954,-0.06486159833994778,0.3635115352543918,0.42837313359433954,-0.06486159833994778,0.3734776743433692,0.4958708624948155,-0.12239318815144626
PC_OFF,slow_1Hz,AC_off,logit,4,0.49485430121421814,0.6324656307697296,-0.13761132955551147,0.49485430121421814,0.6324656307697296,-0.13761132955551147,1095.0,875.0,219.99999999999997,795.0,575.0,219.99999999999997,0.9717765748500824,1.2414816617965698,-0.2697050869464874,0.006712369620800018,0.008718475699424744,-0.0020061060786247253,-2.682209014892578e-06,-4.380941390991211e-06,1.6987323760986328e-06,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.3473640978336334,0.45846714079380035,-0.11110304296016693,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.4798191040754318,0.6131448447704315,-0.1333257406949997,0.13782596588134766,0.2269684411585331,-0.08914247527718544,0.26351429522037506,0.3984261751174927,-0.13491187989711761,0.26351429522037506,0.3984261751174927,-0.13491187989711761,0.2739347591996193,0.45778947323560715,-0.18385471403598785
all,slow_1Hz,AC_off,logit,22,0.4263202358375896,0.5115593278949911,-0.08523909205740149,0.4263202358375896,0.5115593278949911,-0.08523909205740149,1069.090909090909,976.6666666666667,92.42424242424244,769.0909090909091,676.6666666666667,92.42424242424244,0.8405077376148917,0.9866267551075328,-0.1461190174926411,0.0039555308493700895,0.01527242362499237,-0.011316892775622282,1.625581221147017e-07,-1.8965114246715198e-06,2.0590695467862217e-06,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.30163641477173025,0.3611858141693202,-0.05954939939758994,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.4150395799766887,0.4771465334025296,-0.0621069534258409,0.18985919722101904,0.24576192078265277,-0.05590272356163372,0.36352168971841986,0.4286105361851779,-0.06508884646675804,0.36352168971841986,0.4286105361851779,-0.06508884646675804,0.3734140965071591,0.4957957755435597,-0.12238167903640053
PC_OFF,slow_2Hz,AC_off,logit,4,0.4948700740933418,0.632490873336792,-0.13762079924345016,0.4948700740933418,0.632490873336792,-0.13762079924345016,768.3333333333334,666.6666666666667,101.66666666666666,468.33333333333337,366.66666666666674,101.66666666666666,0.9717773795127869,1.241482824087143,-0.2697054445743561,0.006728142499923706,0.008743718266487122,-0.0020155757665634155,-1.8775463104248047e-06,-3.2186508178710938e-06,1.341104507446289e-06,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.3473659083247185,0.4584788605570793,-0.11111295223236084,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.47982218861579895,0.6131570041179657,-0.13333481550216675,0.1373627930879593,0.22691187635064125,-0.08954908326268196,0.26351214945316315,0.3984261751174927,-0.13491402566432953,0.26351214945316315,0.3984261751174927,-0.13491402566432953,0.27385930716991425,0.45765163749456406,-0.1837923303246498
all,slow_2Hz,AC_off,logit,22,0.4263237403197722,0.5114613188938661,-0.0851375785740939,0.4263237403197722,0.5114613188938661,-0.0851375785740939,763.3333333333335,764.5454545454545,-1.2121212121212053,463.33333333333337,464.54545454545456,-1.2121212121212053,0.8405079977078871,0.9866282696073706,-0.14612027189948343,0.003959035331552679,0.015174414623867382,-0.011215379292314703,4.2265111749822443e-07,-3.82011586969549e-07,8.046627044677734e-07,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.30162973227826034,0.3610929745164784,-0.05946324223821813,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.41515036062760785,0.47712203047492285,-0.06197166984731501,0.1887308027256619,0.24569191580468958,-0.056961113079027695,0.3635061329061335,0.42827387018637225,-0.06476773728023875,0.3635061329061335,0.42827387018637225,-0.06476773728023875,0.37328761274164374,0.4956470009955493,-0.12235938825390556
PC_OFF,rapid_10Hz,AC_off,logit,4,0.4934225156903267,0.6305422782897949,-0.13711976259946823,0.4934225156903267,0.6305422782897949,-0.13711976259946823,420.0,418.33333333333337,1.6666666666666572,120.0,118.33333333333334,1.6666666666666572,0.971779465675354,1.24148628115654,-0.2697068154811859,0.005280584096908569,0.006795123219490051,-0.001514539122581482,2.086162567138672e-07,2.384185791015625e-07,-2.9802322387695312e-08,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.34429963678121567,0.4546715244650841,-0.11037188768386841,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.4440241754055023,0.5511100888252258,-0.10708591341972351,0.13407132774591446,0.22399485856294632,-0.08992353081703186,0.18994509428739548,0.2864387333393097,-0.09649363905191422,0.18994509428739548,0.2864387333393097,-0.09649363905191422,0.273665152490139,0.45727206766605377,-0.18360691517591476
all,rapid_10Hz,AC_off,logit,22,0.42497623644091864,0.5056617815386165,-0.08068554509769786,0.42497623644091864,0.5056617815386165,-0.08068554509769786,428.1818181818182,431.51515151515156,-3.33333333333334,128.18181818181822,131.51515151515153,-3.33333333333334,0.840508062731136,0.9866302717815746,-0.14612220905043863,0.002611531452699141,0.009374877268617804,-0.006763345815918662,4.876743663441051e-07,1.620162617076527e-06,-1.1324882507324219e-06,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.29802060398188507,0.35011798956177453,-0.05209738557988947,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.3739729625257579,0.4373459964990616,-0.06337303397330371,0.18350814418359238,0.24315287375991995,-0.05964472957632758,0.28485655920072034,0.33239895647222345,-0.047542397271503105,0.28485655920072034,0.33239895647222345,-0.047542397271503105,0.37290139631791547,0.4951916960152713,-0.12229029969735579
PC_OFF,rapid_20Hz,AC_off,logit,4,0.4896736666560173,0.6258248537778854,-0.13615118712186813,0.4896736666560173,0.6258248537778854,-0.13615118712186813,416.6666666666667,418.33333333333337,-1.6666666666666714,116.66666666666667,118.33333333333334,-1.6666666666666714,0.9717794507741928,1.2414862513542175,-0.2697068005800247,0.0015317350625991821,0.0020776987075805664,-0.0005459636449813843,1.9371509552001953e-07,2.086162567138672e-07,-1.4901161193847656e-08,0.1453325729817152,0.17094525694847107,-0.025612683966755867,0.3411191925406456,0.4506431967020035,-0.10952400416135788,0.1453325729817152,0.17094525694847107,-0.025612683966755867,0.34817689284682274,0.42068586498498917,-0.07250897213816643,0.13291119411587715,0.22250767052173615,-0.089596476405859,0.15095069259405136,0.2414798066020012,-0.09052911400794983,0.15095069259405136,0.2414798066020012,-0.09052911400794983,0.27366501837968826,0.45726893097162247,-0.1836039125919342
all,rapid_20Hz,AC_off,logit,22,0.42295634882016614,0.4992601438002153,-0.07630379498004913,0.42295634882016614,0.4992601438002153,-0.07630379498004913,428.48484848484844,432.42424242424244,-3.9393939393939403,128.4848484848485,132.42424242424244,-3.9393939393939403,0.8405078405683691,0.9866295456886292,-0.14612170512026007,0.0005916438319466331,0.0029732395302165637,-0.002381595698269931,2.6551159945401276e-07,8.940696716308594e-07,-6.285580721768466e-07,0.12429319491440599,0.1489571783352982,-0.024663983420892197,0.2964292283762585,0.34509256007996475,-0.04866333170370622,0.12429319491440599,0.1489571783352982,-0.024663983420892197,0.2934023914012042,0.3495296700434251,-0.05612727864222093,0.18163520436395297,0.24138965660875494,-0.059754452244801956,0.2187455797737295,0.2700603238560937,-0.051314744082364167,0.2187455797737295,0.2700603238560937,-0.051314744082364167,0.37288190153512085,0.49517675963315094,-0.12229485809803009
PC_OFF,transient_50ms,AC_off,logit,4,0.4933329299092293,0.630685567855835,-0.13735263794660568,0.4933329299092293,0.630685567855835,-0.13735263794660568,895.0,895.0,0.0,595.0,595.0,0.0,0.9717781394720078,1.241484373807907,-0.26970623433589935,0.005190998315811157,0.00693841278553009,-0.001747414469718933,-1.1175870895385742e-06,-1.6689300537109375e-06,5.513429641723633e-07,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.339854434132576,0.4489910155534744,-0.10913658142089844,0.14520088210701942,0.17076090723276138,-0.02556002512574196,0.44267529249191284,0.5493302196264267,-0.10665492713451385,0.1321583427488804,0.22145524993538857,-0.08929690718650818,0.1927325204014778,0.2918417900800705,-0.09910926967859268,0.1927325204014778,0.2918417900800705,-0.09910926967859268,0.27368126809597015,0.45729461312294006,-0.1836133450269699
all,transient_50ms,AC_off,logit,22,0.42474388398907403,0.5072771676562049,-0.0825332836671309,0.42474388398907403,0.5072771676562049,-0.0825332836671309,1254.5454545454545,1297.2727272727273,-42.72727272727273,954.5454545454545,997.2727272727273,-42.72727272727273,0.8405070765451952,0.9866270395842466,-0.1461199630390514,0.002379179000854492,0.010990263386206194,-0.008611084385351702,-4.985115744850852e-07,-1.612034710970792e-06,1.1135231364857068e-06,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.29599366607991134,0.3440202488140626,-0.04802658273415132,0.1242647682401267,0.1489138322120363,-0.02464906397190961,0.3735819465734742,0.43650779263539746,-0.0629258460619233,0.18062920597466556,0.24028416993943127,-0.059654963964765724,0.28762308440425177,0.3316275965083729,-0.044004512104121124,0.28762308440425177,0.3316275965083729,-0.044004512104121124,0.37290024621920154,0.49519643458453094,-0.12229618836532939
PC_OFF,large_field_50ms,AC_off,logit,4,0.40052129328250885,0.2908080369234085,0.10971325635910034,0.40052129328250885,0.4880092889070511,-0.08748799562454224,360.0,610.0,-250.0,60.0,310.0,-250.0,-5.463759097934506e-10,-2.4338563942016833e-09,1.8874804844082327e-09,0.26977869868278503,-0.21671009063720703,0.48648878931999207,1.4901161901614834e-09,2.483526301277905e-10,1.241763560033693e-09,0.14326580241322517,0.16819849982857704,-0.024932697415351868,0.2933889739215374,0.37335411459207535,-0.07996514067053795,0.14326580241322517,0.16819849982857704,-0.024932697415351868,0.2933889739215374,0.37335411459207535,-0.07996514067053795,0.01285988325253129,0.01939888228662312,-0.00653899903409183,0.003400951623916626,-0.010734066367149353,0.014135017991065979,0.17544636130332947,0.2505814880132675,-0.07513512670993805,-7.450580222223557e-10,-2.1855037224405294e-09,1.4404457002181736e-09
all,large_field_50ms,AC_off,logit,22,0.2186189050024206,0.18487769094380466,0.033741214058615944,0.3414866409518502,0.3962001610885967,-0.05471352013674649,542.7272727272727,633.3333333333334,-90.60606060606061,242.72727272727272,333.33333333333337,-90.60606060606061,-1.5262401506762916e-09,-1.3817440701714321e-09,-1.4449608050485935e-10,0.06011730161580173,-0.11625833944840865,0.17637564106421036,3.612405450528009e-11,5.328293866730343e-10,-4.967053321677542e-10,0.12358132004737854,0.14731906828555194,-0.023737748238173397,0.2469873225147074,0.27285417237065057,-0.02586684985594316,0.12358132004737854,0.14731906828555194,-0.023737748238173397,0.2469873225147074,0.27285417237065057,-0.02586684985594316,0.017768253487619488,0.020039767619561066,-0.0022715141319415784,0.19553692232478748,0.13154114376414905,0.06399577856063843,0.27253794128244574,0.29294945435090497,-0.02041151306845925,-1.7791083593717131e-09,-1.5172091815219733e-09,-2.6189917784973977e-10
PC_OFF,slow_step,AC_off,probability,4,0.09892847016453743,0.13091357797384262,-0.03198510780930519,0.09892847016453743,0.13091357797384262,-0.03198510780930519,1596.6666666666667,1251.6666666666667,344.99999999999994,1296.6666666666667,951.6666666666667,344.99999999999994,0.19338572397828102,0.2557847201824188,-0.0623989962041378,0.0016457289457321167,0.002173103392124176,-0.0005273744463920593,3.56137752532959e-06,1.426786184310913e-06,2.1345913410186768e-06,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.0685146851465106,0.09321286156773567,-0.02469817642122507,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.09535861015319824,0.12619581818580627,-0.030837208032608032,0.02945837192237377,0.05040927045047283,-0.02095089852809906,0.055921755731105804,0.08797959610819817,-0.03205784037709236,0.055921755731105804,0.08797959610819817,-0.03205784037709236,0.05855407379567623,0.10163510404527187,-0.04308103024959564
all,slow_step,AC_off,probability,22,0.0753852857107466,0.0923093506558375,-0.0169240649450909,0.0753852857107466,0.0923093506558375,-0.0169240649450909,1582.4242424242425,1476.3636363636363,106.06060606060605,1282.4242424242425,1176.3636363636363,106.06060606060605,0.1480849954214963,0.1770734272219918,-0.028988431800495495,0.0008460113948041743,0.003067754886367104,-0.00222174349156293,-1.898204738443548e-06,7.508830590681597e-06,-9.407035329125144e-06,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.052178952673619446,0.06358716653829272,-0.011408213864673267,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.07306169024245306,0.08543703298677098,-0.012375342744317923,0.03377745651893995,0.04470623149113222,-0.010928774972192266,0.06408223746852441,0.07699861817739227,-0.012916380708867853,0.06408223746852441,0.07699861817739227,-0.012916380708867853,0.06628848087381232,0.09016685120084068,-0.023878370327028362
PC_OFF,slow_1Hz,AC_off,probability,4,0.09892866387963295,0.1309138387441635,-0.03198517486453056,0.09892866387963295,0.1309138387441635,-0.03198517486453056,1095.0,873.3333333333334,221.66666666666666,795.0,573.3333333333334,221.66666666666666,0.19338545948266983,0.2557845637202263,-0.06239910423755646,0.0016459226608276367,0.0021733641624450684,-0.0005274415016174316,3.296881914138794e-06,1.2703239917755127e-06,2.0265579223632812e-06,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.0685147950425744,0.09321301802992821,-0.0246982229873538,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.09536106325685978,0.12619918957352638,-0.030838126316666603,0.02945868717506528,0.05046937149018049,-0.021010684315115213,0.055922336876392365,0.08797959610819817,-0.0320572592318058,0.055922336876392365,0.08797959610819817,-0.0320572592318058,0.05863241013139486,0.10175505466759205,-0.043122644536197186
all,slow_1Hz,AC_off,probability,22,0.07538540627468716,0.09230820462107658,-0.016922798346389423,0.07538540627468716,0.09230820462107658,-0.016922798346389423,1068.787878787879,976.3636363636364,92.42424242424244,768.7878787878789,676.3636363636364,92.42424242424244,0.14808480136773802,0.17707194354046474,-0.02898714217272672,0.0008461319587447426,0.0030666088516061955,-0.002220476892861453,-2.092258496717973e-06,6.025149063630537e-06,-8.11740756034851e-06,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.052179010923613205,0.0635861928828738,-0.011407181959260593,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.07306363281201232,0.08544013225896792,-0.012376499446955595,0.03376596128906716,0.044797625223344024,-0.011031663934276863,0.0640823905440894,0.07705214382572607,-0.012969753281636671,0.0640823905440894,0.07705214382572607,-0.012969753281636671,0.06644794497300278,0.09034946120598099,-0.023901516232978214
PC_OFF,slow_2Hz,AC_off,probability,4,0.09893259033560753,0.13092005252838135,-0.03198746219277382,0.09893259033560753,0.13092005252838135,-0.03198746219277382,768.3333333333334,666.6666666666667,101.66666666666666,468.33333333333337,366.66666666666674,101.66666666666666,0.19338487088680267,0.25578420981764793,-0.06239933893084526,0.0016498491168022156,0.002179577946662903,-0.0005297288298606873,2.7082860469818115e-06,9.164214134216309e-07,1.7918646335601807e-06,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.06851564347743988,0.09321584366261959,-0.02470020018517971,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.09535610862076283,0.12619619444012642,-0.030840085819363594,0.029458489269018173,0.05059426371008158,-0.021135774441063404,0.05592343956232071,0.08797959610819817,-0.03205615654587746,0.05592343956232071,0.08797959610819817,-0.03205615654587746,0.058792226016521454,0.10199976526200771,-0.04320753924548626
all,slow_2Hz,AC_off,probability,22,0.07538627189668742,0.09228585694323886,-0.016899585046551445,0.07538627189668742,0.09228585694323886,-0.016899585046551445,763.0303030303031,741.8181818181819,21.21212121212122,463.03030303030306,441.8181818181818,21.21212121212122,0.14808439294045622,0.17706917226314545,-0.028984779322689228,0.0008469975807450035,0.003044261173768477,-0.0021972635930234737,-2.500685778531161e-06,3.2538717443292793e-06,-5.75455752286044e-06,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.05217791094698689,0.06356566941196268,-0.01138775846497579,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.0730826732787219,0.08543588204140012,-0.012353208762678232,0.033743075391447004,0.0449839871884747,-0.011240911797027697,0.06408146870407191,0.07700210708108815,-0.012920638377016241,0.06408146870407191,0.07700210708108815,-0.012920638377016241,0.06677400159903547,0.09071949005804279,-0.023945488459007305
PC_OFF,rapid_10Hz,AC_off,probability,4,0.0985705740749836,0.1304246038198471,-0.03185402974486351,0.0985705740749836,0.1304246038198471,-0.03185402974486351,420.0,418.33333333333337,1.6666666666666572,120.0,118.33333333333334,1.6666666666666572,0.1933816410601139,0.2557819113135338,-0.062400270253419876,0.0012878328561782837,0.0016841292381286621,-0.0003962963819503784,-5.21540641784668e-07,-1.3820827007293701e-06,8.605420589447021e-07,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.06782075483351946,0.0923074297606945,-0.024486674927175045,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.08746316842734814,0.1119669247418642,-0.024503756314516068,0.029226763639599085,0.05069843493402004,-0.021471671294420958,0.04104108735918999,0.06441159918904305,-0.023370511829853058,0.04104108735918999,0.06441159918904305,-0.023370511829853058,0.059618329629302025,0.1033858098089695,-0.04376748017966747
all,rapid_10Hz,AC_off,probability,22,0.07510384273799983,0.09113547849384221,-0.01603163575584238,0.07510384273799983,0.09113547849384221,-0.01603163575584238,428.1818181818182,431.51515151515156,-3.33333333333334,128.18181818181822,131.51515151515153,-3.33333333333334,0.1480839862064882,0.17705788361755284,-0.028973897411064667,0.0005645684220574119,0.0018938827243718233,-0.0013293143023144114,-2.9074197465723213e-06,-8.034773848273538e-06,5.127354101701216e-06,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.051476682112975555,0.06147317732260986,-0.009996495209634304,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.06540576935830442,0.07770350236784328,-0.012297733009538868,0.03378854590383443,0.04568356859751723,-0.0118950226936828,0.05151858925819397,0.061457922851497475,-0.009939333593303507,0.05151858925819397,0.061457922851497475,-0.009939333593303507,0.06863533265211365,0.0929483390328559,-0.024313006380742245
PC_OFF,rapid_20Hz,AC_off,probability,4,0.09766068682074547,0.12925785034894943,-0.031597163528203964,0.09766068682074547,0.12925785034894943,-0.031597163528203964,416.6666666666667,418.33333333333337,-1.6666666666666714,116.66666666666667,118.33333333333334,-1.6666666666666714,0.19338110089302063,0.2557818554341793,-0.062400754541158676,0.00037794560194015503,0.0005173757672309875,-0.00013943016529083252,-1.0617077350616455e-06,-1.4379620552062988e-06,3.762543201446533e-07,0.027134910225868225,0.032948125153779984,-0.005813214927911758,0.06706635095179081,0.09132844768464565,-0.024262096732854843,0.027134910225868225,0.032948125153779984,-0.005813214927911758,0.06727997865527868,0.08367880433797836,-0.01639882568269968,0.02903509559109807,0.05044048186391592,-0.02140538627281785,0.032912787050008774,0.054687537252902985,-0.02177475020289421,0.032912787050008774,0.054687537252902985,-0.02177475020289421,0.05968168657273054,0.10347747057676315,-0.04379578400403261
all,rapid_20Hz,AC_off,probability,22,0.07467267289757729,0.08983968164433133,-0.01516700874675404,0.07467267289757729,0.08983968164433133,-0.01516700874675404,428.48484848484844,432.42424242424244,-3.9393939393939403,128.4848484848485,132.42424242424244,-3.9393939393939403,0.1480851803313602,0.17705993726849556,-0.02897475693713535,0.00013339858163486827,0.000598085874860937,-0.0004646872932260687,-1.713294874538075e-06,-5.981122905557806e-06,4.267828031019731e-06,0.02101237695156173,0.025514098434624346,-0.004501721483062614,0.0511533741585233,0.06051934442736886,-0.009365970268845558,0.02101237695156173,0.025514098434624346,-0.004501721483062614,0.05064698215574026,0.06117708743973212,-0.010530105283991857,0.0336770157922398,0.04555609043348919,-0.011879074641249397,0.04027025537057356,0.05077973787080158,-0.010509482500228014,0.04027025537057356,0.05077973787080158,-0.010509482500228014,0.06904111480848356,0.09329003146426244,-0.024248916655778885
PC_OFF,transient_50ms,AC_off,probability,4,0.09856898710131645,0.13047072291374207,-0.03190173581242561,0.09856898710131645,0.13047072291374207,-0.03190173581242561,895.0,895.0,0.0,595.0,595.0,0.0,0.19338329881429672,0.25578441098332405,-0.06240111216902733,0.001286245882511139,0.0017302483320236206,-0.0004440024495124817,1.1362135410308838e-06,1.1175870895385742e-06,1.862645149230957e-08,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.06677722744643688,0.09094092808663845,-0.02416370064020157,0.027103864587843418,0.03290379419922829,-0.005799929611384869,0.08713806420564651,0.11152887903153896,-0.02439081482589245,0.028866585809737444,0.05019012838602066,-0.021323542576283216,0.041369207203388214,0.06521796062588692,-0.023848753422498703,0.041369207203388214,0.06521796062588692,-0.023848753422498703,0.05962159391492605,0.1033931951969862,-0.043771601282060146
all,transient_50ms,AC_off,probability,22,0.07506806437264789,0.09144798903302713,-0.016379924660379238,0.07506806437264789,0.09144798903302713,-0.016379924660379238,1254.5454545454545,1297.2727272727273,-42.72727272727273,954.5454545454545,997.2727272727273,-42.72727272727273,0.14808750288052994,0.17706811495802618,-0.02898061207749627,0.0005287900567054749,0.0022063932635567403,-0.0016776032068512657,6.092542951757257e-07,2.1965666250749067e-06,-1.587312329899181e-06,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.0510706136172468,0.060347313823347744,-0.00927670020610094,0.021006026008928366,0.025504455690018156,-0.004498429681089791,0.0653184058822014,0.07752533722668886,-0.01220693134448745,0.03349297988990491,0.0453352929008278,-0.011842313010922888,0.05124348266558214,0.060576009140773254,-0.009332526475191116,0.05124348266558214,0.060576009140773254,-0.009332526475191116,0.06898501244458285,0.09320244260809639,-0.02421743016351353
PC_OFF,large_field_50ms,AC_off,probability,4,0.07787665352225304,0.09736154600977898,-0.01948489248752594,0.07787665352225304,0.09736154600977898,-0.01948489248752594,360.0,360.0,0.0,60.0,60.0,0.0,0.0006181695716804825,0.0009222840599250048,-0.00030411448824452236,-0.003635849803686142,-0.004749961197376251,0.0011141113936901093,-3.96083269151859e-05,-5.9000871260650456e-05,1.9392544345464557e-05,0.0266566788777709,0.03229568060487509,-0.005639001727104187,0.056361764669418335,0.07347849011421204,-0.0171167254447937,0.0266566788777709,0.03229568060487509,-0.005639001727104187,0.056361764669418335,0.07347849011421204,-0.0171167254447937,0.0023400730860885233,0.003639529546489939,-0.0012994564604014158,0.034730419516563416,0.052757397294044495,-0.01802697777748108,0.034730419516563416,0.052757397294044495,-0.01802697777748108,0.0003015726942976471,0.0005891964174224995,-0.0002876237231248524
all,large_field_50ms,AC_off,probability,22,0.05922275578433817,0.06942912021821196,-0.010206364433873783,0.05922275578433817,0.06942912021821196,-0.010206364433873783,360.90909090909093,360.6060606060606,0.30303030303030387,60.90909090909092,60.606060606060616,0.30303030303030387,0.0004677838144495829,0.000616733021822504,-0.0001489492073729211,-0.0017780529504472559,-0.0048913088711825285,0.0031132559207352724,-2.3915596433322538e-05,-7.786964719839902e-05,5.395405076507648e-05,0.0208622861484235,0.025183479767292738,-0.00432119361886924,0.04192899472334168,0.04688613438470797,-0.004957139661366289,0.0208622861484235,0.025183479767292738,-0.00432119361886924,0.04192899472334168,0.04688613438470797,-0.004957139661366289,0.002768551121169532,0.003142942399294539,-0.00037439127812500703,0.03627333519133655,0.046900569715283134,-0.010627234523946589,0.044881611385128715,0.05092308534817262,-0.006041473963043906,0.0002722988715091064,0.0004139198777424595,-0.00014162100623335309
MC_OFF,slow_step,normal,logit,4,0.4020698070526123,0.4247393310070038,-0.02266952395439148,0.4020698070526123,0.4247393310070038,-0.02266952395439148,1483.3333333333335,1463.3333333333335,20.000000000000057,1183.3333333333335,1163.3333333333335,20.000000000000057,0.4758327007293701,0.4938618689775467,-0.018029168248176575,0.10820896923542023,0.11632347106933594,-0.00811450183391571,-0.000475957989692688,-0.0005583763122558594,8.241832256317139e-05,0.1262230295687914,0.12407813966274261,0.0021448899060487747,0.25458307564258575,0.2627064287662506,-0.008123353123664856,0.1262230295687914,0.12407813966274261,0.0021448899060487747,0.09546031430363655,0.10759144835174084,-0.012131134048104286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
