cohort,cell_id,fit_A,fit_B,pathway,cosine,relative_l2,norm_A,norm_B,rmse,center_displacement_deg,temporal_marginal_cosine,nonzero_element_sign_agreement,center_x_deg_A,center_y_deg_A,rms_extent_deg_A,temporal_signed_marginal_A,temporal_energy_marginal_A,center_x_deg_B,center_y_deg_B,rms_extent_deg_B,temporal_signed_marginal_B,temporal_energy_marginal_B
alignment_nuisance,68#4,zero,aligned,H1,0.998490737273768,0.06318242328379299,0.0005157428556975902,0.00049885403240333,4.792041678570195e-07,0.0007953930868814013,0.9999594652689603,0.9799701046337818,2.409169225581728e-09,6.800306970828618e-09,0.13204375832845308,"[0.00021268411172403745, 0.00046055368846831257, 0.0007179690210934453, 0.0009785652277014556, 0.0012320623445765122, 0.0014630799116575055, 0.001649200062930678, 0.0017596113008302439, 0.0017556211088907148, 0.0015967560119567459, 0.0012585716161450655, 0.0007705369078765401, 0.0002671296871850082, -1.7565297096677757e-05, -4.0632310479085665e-07, 0.0]","[3.5963063674258853e-10, 2.1872224366029263e-09, 6.1820439200469e-09, 1.2401918505399878e-08, 2.055223020275426e-08, 2.9791534235167074e-08, 3.85140296212457e-08, 4.428532308635842e-08, 4.424341949280204e-08, 3.64488858000943e-08, 2.22524601526193e-08, 7.93581825502704e-09, 8.000265324237284e-10, 3.456517101287158e-11, 1.5851548084220964e-12, 0.0]",-7.48281569858415e-06,0.0007953646657156199,0.1330588012672996,"[0.00018334169069378348, 0.00042971107402900444, 0.0006852208193177667, 0.0009435051284909513, 0.0011944143986624134, 0.0014227202962708851, 0.0016063206378360562, 0.001714872890342889, 0.001710360128344135, 0.0015530734204558527, 0.001219451996240295, 0.0007396433733706242, 0.00024704668951880393, -2.6422308391615967e-05, -1.5183716903927058e-07, 0.0]","[5.266057067605693e-10, 1.9472335914544203e-09, 5.52417879165586e-09, 1.1315411404775937e-08, 1.9035700796800733e-08, 2.7862678749690534e-08, 3.623212764061358e-08, 4.177817103911906e-08, 4.173465440012034e-08, 3.42502753427076e-08, 2.0700604102209392e-08, 7.207694877400886e-09, 6.748095859913751e-10, 6.1710573861296e-11, 3.489041900933837e-12, 0.0]"
alignment_nuisance,68#4,zero,aligned,direct_BC,0.82184132860079,0.731351785237958,0.15470735501625266,0.19809110086292855,0.0016639044158908668,0.020588996130290586,0.9999688026657325,1.0,0.0,0.0,0.04321094506124503,"[0.09510251693427563, 0.0926093403249979, 0.08952877670526505, 0.08581336587667465, 0.08140111900866032, 0.07630459032952785, 0.07063599303364754, 0.06476157531142235, 0.05960175208747387, 0.05713729094713926, 0.06095554679632187, 0.07629434764385223, 0.10656672902405262, 0.14099127799272537, 0.11687317118048668, 0.0]","[0.0018505518939175743, 0.0017547969685708688, 0.0016399998321400405, 0.0015067212095113552, 0.0013557941117413666, 0.0011914095283003558, 0.0010211340093869287, 0.0008587187674449805, 0.0007281238730675391, 0.0006708416647200665, 0.0007671008754252424, 0.0012089798149104158, 0.0023696382102516463, 0.0041548975205732, 0.002855657416163254, 0.0]",-0.014446748182338187,0.014669636280740878,0.03384742606958685,"[0.09569969028234482, 0.09320346266031265, 0.09011555090546608, 0.08638799004256725, 0.08195661008358002, 0.07683174684643745, 0.07112077623605728, 0.06518020294606686, 0.05991160869598389, 0.057263124734163284, 0.060770731419324875, 0.07562701404094696, 0.10530348122119904, 0.13940438628196716, 0.1164279580116272, 0.0]","[0.0030922255037180713, 0.0029330066644295827, 0.0027418757196387075, 0.0025197408928807376, 0.0022678819707340966, 0.0019931729896347575, 0.0017080016348093655, 0.0014348685804372423, 0.0012128916910589538, 0.0011093333974323341, 0.0012521670893572215, 0.0019447362966846793, 0.0037787432349910832, 0.0066278362766301335, 0.00462360229864997, 0.0]"
alignment_nuisance,68#4,zero,aligned,AC,0.9855553034056626,0.16951227384811582,0.16919589045688366,0.16799139906593052,0.00042177617819269216,0.01196730015009204,0.9999996277852846,1.0,-9.468270591811776e-19,9.468270591811776e-19,0.056488239251833494,"[-0.01614355738274753, -0.01866694912314415, -0.02245854283683002, -0.028176939114928246, -0.03674942720681429, -0.04954370157793164, -0.06839534314349294, -0.09555510897189379, -0.13324179872870445, -0.18227197974920273, -0.23886281438171864, -0.2892437241971493, -0.30398447066545486, -0.2441288474947214, -0.10847023781388998, 0.0]","[1.60610140239381e-05, 2.2110718584253892e-05, 3.307415035589146e-05, 5.386075753693589e-05, 9.452125885410183e-05, 0.00017642869423631818, 0.000343384074511699, 0.0006807835039676377, 0.0013384708346843477, 0.0025243838035565224, 0.004357940758694495, 0.006411611692608746, 0.007094932671907779, 0.004577506494793166, 0.0009021789191819504, 0.0]",-0.008186040834216788,0.008729548003357809,0.056908328126804186,"[-0.016027400270104408, -0.01847617086605169, -0.022159313200972974, -0.027720808517187834, -0.03606667707208544, -0.04853515361901373, -0.06692251574713737, -0.09343358059413731, -0.1302478879224509, -0.1781854636501521, -0.2335747261531651, -0.2829627743922174, -0.29752221796661615, -0.239017216488719, -0.10610480478499085, 0.0]","[1.6605721993967224e-05, 2.2621930795258112e-05, 3.349870313103217e-05, 5.4079510052113475e-05, 9.424524180665188e-05, 0.00017502030461151262, 0.00033947086790788155, 0.0006715753202284713, 0.001318844187422273, 0.0024865546806497173, 0.004293467002254989, 0.006319624912087228, 0.0069959335257806276, 0.0045129777423131645, 0.0008865905090938317, 0.0]"
alignment_nuisance,68#7,zero,aligned,global,-0.030491321536211344,1.5826684963364304,0.21254072432853235,0.25432763185019963,0.004946786890930798,0.14043683765093906,0.9323276389218451,0.7137137137137137,-2.7480931352071013e-16,8.933102750428674e-15,0.05016996063447847,"[-0.014939145668595444, -0.019783233219783813, -0.02478613903581106, -0.02909457909496238, -0.03121964475399963, -0.028752463628121117, -0.018193875808424576, 0.004872053544249688, 0.04465448945357675, 0.10193096545642966, 0.16703269729971126, 0.2085440644744026, 0.16797133968648298, 0.01851371981972494, 0.0, 0.0]","[0.00022653364747718976, 0.0002782360063725463, 0.0003549738289672275, 0.00047170513371348505, 0.0006544305906720231, 0.0009537185948123579, 0.0014728751408124507, 0.00241424686565359, 0.004107566743010983, 0.006849143890958138, 0.01014000262650807, 0.011197646315755469, 0.005981905396550646, 7.05747168329498e-05, 0.0, 0.0]",-0.0914859786480568,0.10654961792613556,0.047548819205353,"[-0.0031808264635539985, -0.013342602960412897, -0.027086462426979097, -0.04442062178702866, -0.0640363206457204, -0.08201086764494114, -0.09002363042367234, -0.07391543776759946, -0.015522200476577153, 0.09587222256431195, 0.23262770783004072, 0.2853015827422496, 0.14877364039421082, 0.0, 0.0, 0.0]","[0.0002902311281619762, 0.00030383108751327897, 0.0003425951959564642, 0.0004326207527834457, 0.0006052994943033609, 0.000884729272289973, 0.0012957225785577642, 0.0020230909821959023, 0.0039581547983320396, 0.00926774276694406, 0.018620118190969925, 0.021015878241705477, 0.005642529832817017, 0.0, 0.0, 0.0]"
alignment_nuisance,68#7,zero,aligned,H1,0.5551690131669044,2.0415943696411802,0.0004209501642765045,0.0010185555478846877,1.2638374783624133e-05,0.14228648883075273,0.847599071590662,0.7322322322322322,8.926676516482134e-10,3.2398782447531467e-09,0.1131435828662721,"[1.8682196550656727e-05, -4.576744700601765e-05, -0.00014478912412130285, -0.0002853717198010308, -0.0004711074780594515, -0.0006985023995418338, -0.0009512443991073205, -0.0011933276809488191, -0.0013636621128094717, -0.0013789969764018695, -0.001159934963815057, -0.0007044735382137207, -0.0002000913969820049, -1.623175269327426e-05, 0.0, 0.0]","[3.69232757579481e-10, 7.256371619564224e-10, 1.5461071931644758e-09, 3.269146541011774e-09, 6.518149927511874e-09, 1.1948830548797794e-08, 1.9766070540387326e-08, 2.8824468384571127e-08, 3.569379365128733e-08, 3.511498212458916e-08, 2.4093867381511237e-08, 8.65100608603283e-09, 6.733782044472635e-10, 4.370301567908951e-12, 0.0, 0.0]",-0.09322087689831687,0.10749564430342207,0.11393558299209573,"[0.0010480584727563524, 0.0011574368438482807, 0.0010818014181666058, 0.0007066963954658334, -7.479508163843462e-05, -0.0012877009463512223, -0.0027337762380166275, -0.003883606843036347, -0.0040886238936461705, -0.002943378405516707, -0.001028752356425855, 1.485859502281528e-05, 7.611699402332306e-06, 0.0, 0.0, 0.0]","[1.2938879172222918e-08, 1.5613925764628678e-08, 1.2820967165689027e-08, 4.923542481421334e-09, 5.999864297546121e-09, 5.110769527434402e-08, 1.6770150938313878e-07, 2.929402373466304e-07, 3.014319585047639e-07, 1.5344563064173648e-07, 1.845944980975578e-08, 5.697486560370797e-11, 1.4769419194593514e-11, 0.0, 0.0, 0.0]"
alignment_nuisance,68#7,zero,aligned,direct_BC,0.0,1.4684161033835885,0.26817797614665095,0.2883687553611628,0.005791130275684738,0.14119797365185627,0.9863697197072195,nan,0.0,0.0,0.04365382029575304,"[0.05586038623005152, 0.06260911002755165, 0.07123471237719059, 0.08239365555346012, 0.09692198783159256, 0.11580471880733967, 0.13993824273347855, 0.1697699837386608, 0.2042800597846508, 0.23895658552646637, 0.26222827285528183, 0.2508207634091377, 0.17069312930107117, 0.018309098668396473, 0.0, 0.0]","[0.0006392846434678497, 0.0008033448134649179, 0.0010403254633197315, 0.001392340784760894, 0.001927434208847792, 0.0027526998515858304, 0.004021000799855914, 0.005919883842719756, 0.008573215460273634, 0.011732770104668777, 0.014130817250477323, 0.01292902805897811, 0.005988366106562504, 6.891550113065207e-05, 0.0, 0.0]",-0.0922086687639365,0.10693189032357438,0.04075762377725158,"[0.04811504948884249, 0.05072108004242182, 0.05428073648363352, 0.059476498514413834, 0.06750047951936722, 0.08028014563024044, 0.1006917655467987, 0.1324200015515089, 0.17858579009771347, 0.23718589916825294, 0.2901875488460064, 0.2862032577395439, 0.14774985797703266, 0.0, 0.0, 0.0]","[0.0005905734405453932, 0.000656276157791214, 0.0007516126229384053, 0.0009023591209479792, 0.0011621951905421025, 0.0016437974823455513, 0.0025857051686666646, 0.004471522234136622, 0.008132108830325141, 0.014343522438733006, 0.021469023213958563, 0.02088270404956044, 0.005565139118055094, 0.0, 0.0, 0.0]"
alignment_nuisance,68#7,zero,aligned,AC,0.25906549371040816,1.2817676610833146,0.1065243462490334,0.1173585268435848,0.0020079332667654807,0.13710794107163135,0.9821190125777728,0.9534883720930233,-1.1943250215713067e-18,-1.1943250215713067e-18,0.06415007989289581,"[-0.07081820908933878, -0.08234658185392618, -0.0958760567009449, -0.11120287608355284, -0.12767052091658115, -0.1438586749136448, -0.1571808736771345, -0.16370461136102676, -0.15826190821826458, -0.135646628215909, -0.09403560031205416, -0.04157225089147687, -0.002521682472433895, 0.00022085313685238361, 0.0, 0.0]","[0.00031990376153229986, 0.0004344447094752318, 0.0005911736697655136, 0.0007976995274941124, 0.0010539009534686833, 0.0013403811392069163, 0.001601283144845948, 0.0017361314375993891, 0.0016191948931222767, 0.0011837690841266873, 0.0005627070263590093, 0.00010639611897289108, 4.408503668928003e-07, 1.0027448106242017e-08, 0.0, 0.0]",-0.08823578098627011,0.10494300576334238,0.06562878308468555,"[-0.052343943854793906, -0.06522111804224551, -0.0824489975348115, -0.10460381768643856, -0.13146200962364674, -0.16100331768393517, -0.1879816153086722, -0.2024518409743905, -0.19001937936991453, -0.13837028434500098, -0.05653108668047935, -0.0009165597293758765, 0.0010161679238080978, 0.0, 0.0, 0.0]","[0.00018507181454110007, 0.00028779053210006904, 0.00046073988036648343, 0.0007427980287863238, 0.001174739684836734, 0.001763722626796351, 0.00240566316933131, 0.0027901389893825327, 0.0024545054357868164, 0.001295246414149427, 0.0002118765917705341, 4.674144084255822e-07, 2.6324064031184313e-07, 0.0, 0.0, 0.0]"
alignment_nuisance,68#10,zero,aligned,global,-1.4947143491522181e-05,2.1678374340997046,0.1415264843635132,0.27221182229944985,0.0045118589811728,0.41731024799224087,0.9105442114236856,0.6537162162162162,6.153859158328327e-16,1.4602813453000763e-14,0.07791469022220097,"[-0.0122578913019602, -0.021356388320111108, -0.031837712509287464, -0.04278429518549132, -0.05227852429321089, -0.05694841837272335, -0.051671182087562606, -0.029892425560959612, 0.014294781500399978, 0.08011054435477116, 0.14807011838381967, 0.16499149105681588, 0.06378117192070931, 0.0, 0.0, 0.0]","[0.00011195491719995339, 0.0001460089512969583, 0.00020444038677021982, 0.0002980679626083296, 0.0004387714993524191, 0.0006421296085034171, 0.0009432355478420869, 0.0014379645968123256, 0.002324584833616207, 0.0037577064151594164, 0.005108041657173693, 0.004094818364183982, 0.0005220210357767545, 0.0, 0.0, 0.0]",-0.24624299558390922,0.336915761289403,0.07660448556119939,"[-0.001955838509807961, -0.018270783461133533, -0.04764911653968795, -0.09577909919862293, -0.16633241888091277, -0.2535462467178746, -0.32887431765784214, -0.3297285390660848, -0.17958328920207633, 0.14651129625602266, 0.4535166421747787, 0.5530663654208183, 0.2978946100920439, 0.0, 0.0, 0.0]","[2.4361838778569536e-05, 5.2717695323939814e-05, 0.00015934046842686414, 0.00047212942876120406, 0.001213936688685586, 0.002559786770932486, 0.004046401048046183, 0.0039495981302601815, 0.0016845225385420488, 0.004589297459734301, 0.019033460580451696, 0.028147682563152893, 0.008166040988491306, 0.0, 0.0, 0.0]"
alignment_nuisance,68#10,zero,aligned,H1,0.025610472835405913,52.662606804080575,0.0003171285428335921,0.016705928327169807,0.0002456002317293601,0.42487242885527965,0.8336230385635549,0.7018581081081081,-1.690928112419496e-08,2.6510180530395566e-08,0.11652438093734724,"[0.000303688980675787, 0.0002841775083091136, 0.00021498591945512402, 8.246108095733007e-05, -0.00012185229511985085, -0.00039367947489310495, -0.0007055294028814885, -0.0009952653624201169, -0.001161798125206559, -0.001086875314707969, -0.0007141730810157343, -0.00020455424503873498, 1.5349651221185923e-06, 0.0, 0.0, 0.0]","[7.18520239959685e-10, 6.488384137073238e-10, 5.235947098336225e-10, 7.378882519272682e-10, 2.138406009443267e-09, 5.8873590556487746e-09, 1.2649171035045612e-08, 2.0930693699764727e-08, 2.57508758387704e-08, 2.1151169717064767e-08, 8.744091153991152e-09, 6.89602338291694e-10, 3.0221630916979286e-13, 0.0, 0.0, 0.0]",-0.25734176617623195,0.3380707364003018,0.11689651637222706,"[0.024057922463192938, 0.029144195010218255, 0.03123861394793437, 0.026790793182229322, 0.011967683709670496, -0.014158078277674235, -0.044431985550268394, -0.06119737758922683, -0.053102963320218896, -0.02297977499799231, -0.0005950115882145113, -6.80806115269661e-05, -2.9622577130794525e-05, 0.0, 0.0, 0.0]","[1.113112105543622e-05, 1.627983233757189e-05, 1.8490065509416364e-05, 1.3127066809186782e-05, 2.2349326988908875e-06, 6.174740754978575e-06, 4.717597427041298e-05, 8.684086323582705e-05, 6.536392187778844e-05, 1.2259727483195446e-05, 9.287967694176309e-09, 4.2652313712171486e-10, 8.074899863347307e-11, 0.0, 0.0, 0.0]"
alignment_nuisance,68#10,zero,aligned,direct_BC,0.0,1.6955432879324264,0.19020735359697913,0.2604429107530907,0.004742717672158053,0.41919656771770936,0.8489009435973344,nan,0.0,0.0,0.059868015849619635,"[0.048808809369802475, 0.05458713974803686, 0.06265221070498228, 0.07398960087448359, 0.08988286554813385, 0.1117826234549284, 0.1409979946911335, 0.1778303161263466, 0.2195917461067438, 0.2568313702940941, 0.26760880276560783, 0.21448078006505966, 0.072156747803092, 0.0, 0.0, 0.0]","[0.0002661353842930642, 0.00033287938242808086, 0.00043850991918170136, 0.0006115737399305082, 0.0009025318141828477, 0.0013959145688658865, 0.0022209451220022436, 0.003532850716421676, 0.005387004734177612, 0.007369075177549561, 0.008000535529036928, 0.005139211721261527, 0.0005816695530346189, 0.0, 0.0, 0.0]",-0.2455949869706776,0.3397188024840262,0.06690037897835058,"[0.0249997116625309, 0.026141191832721233, 0.027642914792522788, 0.029940076638013124, 0.03410804341547191, 0.04255944211035967, 0.06034795893356204, 0.09712589113041759, 0.16856617107987404, 0.2916117422282696, 0.45721637457609177, 0.5537735335528851, 0.29820453375577927, 0.0, 0.0, 0.0]","[5.754011737276322e-05, 6.291377982523016e-05, 7.034836045838024e-05, 8.252360051020421e-05, 0.00010709349924701948, 0.0001667275137175187, 0.00033519669767887567, 0.0008681763374934249, 0.0026148919416564397, 0.00782544120501813, 0.019236905683725825, 0.028219709569169707, 0.008183041455668817, 0.0, 0.0, 0.0]"
alignment_nuisance,68#10,zero,aligned,AC,0.0,1.674602465090215,0.11068107983842448,0.14867124208399604,0.0027256883696510676,0.41278007107027526,0.9372744270004744,nan,0.0,0.0,0.08720076755076549,"[-0.0613703872077167, -0.07622770080342889, -0.09470490971580148, -0.11685635661706328, -0.14203953929245472, -0.16833735909312963, -0.1919636558741331, -0.20672747120261192, -0.20413515996187925, -0.17563394270837307, -0.11882450338453054, -0.049284740816801786, -0.008377113263122737, 0.0, 0.0, 0.0]","[0.00018456987872709552, 0.0002850086595738877, 0.0004402528914925418, 0.0006707019754859918, 0.0009914465181322498, 0.0013930359654184639, 0.001811717160636309, 0.0021007540402461743, 0.002047128100993883, 0.00151342084405022, 0.0006908336581242314, 0.00011805538044093477, 3.3763608777201557e-06, 0.0, 0.0, 0.0]",-0.2472620029000709,0.33052819697361197,0.09182625082015065,"[-0.05101347318850458, -0.07355617010034621, -0.10653064656071365, -0.15250996872782707, -0.21240814588963985, -0.28194761369377375, -0.3447902835905552, -0.3656570538878441, -0.295046498067677, -0.12212066701613367, -0.003104716139205266, -0.0006390949711203575, -0.0002803024835884571, 0.0, 0.0, 0.0]","[0.00010995914272485965, 0.00022855833874353373, 0.0004798891853958057, 0.0009842256786689791, 0.00191009460444168, 0.003366871259246681, 0.005034648865712362, 0.005662948523819386, 0.003691072908766393, 0.0006343292572496193, 4.956427031674889e-07, 3.7585306130426266e-08, 7.230019557222592e-09, 0.0, 0.0, 0.0]"
alignment_nuisance,68#11,zero,aligned,global,0.2467572651928595,1.455792777958188,0.38532340196772275,0.5136890316926591,0.008249279790630743,0.06792703758184108,0.9688998324234822,0.7852891156462585,-8.397641716243766e-16,6.7093506164215415e-15,0.04400658746738482,"[0.02911783028685988, 0.03428503599036503, 0.03878929126754316, 0.0410880735901078, 0.03850562840962224, 0.026727627513377983, -0.0005554796452592603, -0.051422133913132884, -0.13373004091484564, -0.24908172107329168, -0.3794126518405564, -0.4659292050184347, -0.40662716784271624, -0.1382620520889759, 0.0, 0.0]","[4.710702450001199e-05, 6.710947007337767e-05, 9.274937399877574e-05, 0.00012895694528042038, 0.00020135564829969085, 0.0004087865122781253, 0.001059732078314004, 0.002953641504786351, 0.007757526502690329, 0.017861189679266355, 0.033681224243560764, 0.0460700319796681, 0.034191222214875, 0.003953490926387929, 0.0, 0.0]",-0.015254923567460908,0.06619191598372637,0.03372194211758664,"[0.028719408449803696, 0.0321874190404515, 0.03370647703632168, 0.03117090530856076, 0.0211816175222303, -0.001247514598996996, -0.042689058473198205, -0.11027771483510568, -0.2082546808593535, -0.3297553029640625, -0.4418475422965411, -0.4704474674838042, -0.3397892788052559, -0.010395829565823078, 0.0, 0.0]","[6.000737245288693e-05, 8.848353427689169e-05, 0.00013985932302049007, 0.000258327570166627, 0.0005782185206724374, 0.001467495733414635, 0.0038212383488328305, 0.009509789428045624, 0.02159187155712144, 0.04270005391329049, 0.06830338751729484, 0.07579833671588569, 0.03952234886967082, 3.700287719606932e-05, 0.0, 0.0]"
alignment_nuisance,68#11,zero,aligned,H1,0.8763888145275393,0.654027081462057,0.0006308219351898701,0.0008319857958699244,6.067273958742321e-06,0.0719838565771907,0.967454350546953,0.8065476190476191,8.588411172720032e-10,4.203724793259102e-09,0.11955160899036468,"[0.0006257015193210647, 0.0008002066334711344, 0.0010074743021084576, 0.0012434060001755842, 0.0014949956341311355, 0.0017352669545515065, 0.0019176181149710425, 0.001973283140119575, 0.0018201384874982907, 0.0013991994687398458, 0.0007571130190454642, 0.00014681583143394406, -5.314395520112335e-05, -1.7564743757247925e-05, 0.0, 0.0]","[8.12178396903983e-09, 1.2793285792694287e-08, 1.9647707397977376e-08, 2.9131094427435352e-08, 4.1136560731596384e-08, 5.42779346540211e-08, 6.501937451666258e-08, 6.755641784485203e-08, 5.632382638521465e-08, 3.2560442707387936e-08, 9.613500240947282e-09, 1.0869434082206477e-09, 6.036369764729391e-10, 6.380486416990294e-11, 0.0, 0.0]",-0.017302478266278253,0.0698734599923887,0.1167858092372609,"[0.0011529785746529075, 0.0014195561917177135, 0.0017150976280394525, 0.002020123824938491, 0.002298582964427698, 0.0024924514514918783, 0.0025214150863657747, 0.0022969100812001014, 0.0017666752613521063, 0.001001072776685413, 0.0002577763718409898, -3.9605780667140156e-05, -3.839842975139618e-05, -1.1795200407505035e-06, 0.0, 0.0]","[2.6182420399766527e-08, 3.88416869768343e-08, 5.5680192011311716e-08, 7.607046677261163e-08, 9.722902019229365e-08, 1.1311409038882104e-07, 1.1476458368543354e-07, 9.456976548734788e-08, 5.556765404510928e-08, 1.762284580386446e-08, 1.2910031403657087e-09, 7.614359339619e-10, 5.047233776755977e-10, 4.763139142545218e-13, 0.0, 0.0]"
alignment_nuisance,68#11,zero,aligned,direct_BC,0.27453680988639023,1.3987534273354458,0.40802481338275914,0.5264958569260713,0.008393030972897647,0.06801894777348165,0.985026870194032,1.0,0.0,0.0,0.043066562628045445,"[-0.01515630492940545, -0.020156603306531906, -0.027540273033082485, -0.03864567633718252, -0.055358230136334896, -0.08034329488873482, -0.1171453632414341, -0.1697976104915142, -0.24138333648443222, -0.3302169442176819, -0.42155060917139053, -0.47323282063007355, -0.4031379967927933, -0.13713600859045982, 0.0, 0.0]","[4.719431815473777e-05, 8.355713489711166e-05, 0.00015615071277768656, 0.00030778714272487826, 0.0006321280349834433, 0.0013324924859396715, 0.0028344500992021626, 0.0059575539986048975, 0.012043393832605276, 0.022543317932570972, 0.036742648091371566, 0.04630740050778259, 0.0336068175551445, 0.003889356489275936, 0.0, 0.0]",-0.015300021852087958,0.06627583713192355,0.03323352989479952,"[-0.013517334358766675, -0.019364021252840757, -0.028209091164171696, -0.04164805542677641, -0.06179647147655487, -0.0915917158126831, -0.13463101908564568, -0.19448330998420715, -0.2726544588804245, -0.3638105094432831, -0.4463011473417282, -0.46760523319244385, -0.33781202882528305, -0.01033564074896276, 0.0, 0.0]","[6.213610439989716e-05, 0.00012767135940575168, 0.0002712543319269333, 0.0005918643653284256, 0.0013041260281762765, 0.0028667611293257053, 0.0061971396789507055, 0.012936972993920742, 0.02543407311618784, 0.04529283587043753, 0.06817070896044641, 0.07484204499743585, 0.03906372277791009, 3.65756464659126e-05, 0.0, 0.0]"
alignment_nuisance,68#11,zero,aligned,AC,0.7334732327859197,0.6856633350947035,0.07418297395544837,0.061094775049670064,0.0007480080195520038,0.06004918086642264,0.9733554918554174,0.9647058823529412,-1.231350838806032e-18,0.0,0.06147535557981954,"[0.04364843154326081, 0.053641426376998425, 0.06532208807766438, 0.07849033921957016, 0.09236886538565159, 0.10533565934747458, 0.11467226035892963, 0.1164022022858262, 0.10583313554525375, 0.07973603717982769, 0.04138083942234516, 0.007156796054914594, -0.0034360066056251526, -0.0011084852740168571, 0.0, 0.0]","[0.0001288025465921065, 0.00019527967866147156, 0.0002903848529227337, 0.00042035177294192803, 0.0005833798108169483, 0.00075948193370365, 0.0008998443116731438, 0.0009251000788159825, 0.0007602103079812543, 0.00042520579074671117, 0.00010939620378614751, 2.980864485965142e-06, 2.441354153184805e-06, 2.541175935033904e-07, 0.0, 0.0]",-0.011345703050247437,0.05896761098284333,0.05661152652489315,"[0.04108376085059717, 0.05013188242446631, 0.06020047323545441, 0.07079883466940373, 0.08067950431723148, 0.08785175334196538, 0.08942053723149002, 0.08190869039390236, 0.0626330827944912, 0.033054154831916094, 0.004195817644358613, -0.002802669491074994, -0.0019388794898986816, -5.9010053519159555e-05, 0.0, 0.0]","[0.00013306142126453808, 0.00019915350658947917, 0.0002882237105409103, 0.00040024280838981264, 0.0005212156260270384, 0.0006187896686140107, 0.0006404874614666122, 0.0005348102841469017, 0.00030838795122455163, 8.20701614461665e-05, 1.899338730119151e-06, 2.941564822447749e-06, 1.2868428514722918e-06, 1.1922557277144338e-09, 0.0, 0.0]"
alignment_nuisance,69#3,zero,aligned,global,0.688902055741871,0.8614467486463588,0.2819306216222453,0.32545713832941514,0.003571591431475441,0.036802458098445144,0.9947965164876393,0.932648401826484,9.072712391847133e-12,8.594305472542918e-12,0.04336756041622626,"[0.035263085252561055, 0.043523680396640785, 0.05224117763703262, 0.059902545304645116, 0.06350281606700037, 0.05777109663575786, 0.03464037366280692, -0.015988518530335227, -0.10162333865046591, -0.214369055511054, -0.3083212101544247, -0.3001360849537491, -0.11932989565465846, 0.0, 0.0, 0.0]","[0.00011430895537775792, 0.00016570380537497158, 0.00022297370502490874, 0.00026910468094603403, 0.0002828695941227985, 0.00029338698510632613, 0.0005684019393070625, 0.0020295610447773576, 0.006650833892594561, 0.016236352227652184, 0.026465610079157632, 0.02271417428553137, 0.003471594213332669, 0.0, 0.0, 0.0]",0.01959372822105774,-0.0311529571037357,0.03841466894551227,"[0.03824652614456969, 0.046591038277211894, 0.05593090687707658, 0.06528778154288517, 0.07217903580183815, 0.07137238531661261, 0.053408471601887, 0.004295540359842809, -0.08925654218386869, -0.22086238504133104, -0.33518085980688284, -0.3463227791692134, -0.09024826191418356, 0.0, 0.0, 0.0]","[0.00019691482400178439, 0.0002807319522385249, 0.0003812456397083603, 0.00047525108487397834, 0.000505245389472655, 0.00039407332932550534, 0.0002279257092140211, 0.0009420242184136209, 0.0056670424503088195, 0.019232191083481554, 0.037952808803808046, 0.03720201657606583, 0.002464877828659338, 0.0, 0.0, 0.0]"
alignment_nuisance,69#3,zero,aligned,H1,0.9702428544902965,0.31556919053425014,0.011808332211116289,0.013846645722336409,5.479920349149234e-05,0.03716847620613826,0.9963193493952159,0.9471080669710806,-1.1242480244344034e-09,3.4723406994054398e-09,0.11845385097803465,"[-0.008785055344153747, -0.00958957148421824, -0.009676957164057143, -0.008467134430397039, -0.005207200216148067, 0.0009191605244147638, 0.010475668998662258, 0.023154630337543836, 0.03686069510549217, 0.046902731073930504, 0.04677257424304326, 0.03255862620989092, 0.010382476432283738, 0.0, 0.0, 0.0]","[1.1439276521364794e-06, 1.3437480191313597e-06, 1.3317835460758344e-06, 9.612114253460736e-07, 3.008980822048515e-07, 1.0599227573357682e-07, 2.390150702815972e-06, 1.0175048507101564e-05, 2.4558331531999713e-05, 3.880132111585239e-05, 3.811025658706686e-05, 1.8353557969027246e-05, 1.860482193594482e-06, 0.0, 0.0, 0.0]",0.023100543066086582,-0.029118040445420393,0.1180501842039903,"[-0.010652923889217014, -0.011810637108327526, -0.012348643009861604, -0.011639637830647587, -0.008766033590489997, -0.002573347656175784, 0.008014728180586683, 0.0231953966406111, 0.040852293515633686, 0.05503954489969731, 0.0566418638649111, 0.03964215461360254, 0.008947326465914784, 0.0, 0.0, 0.0]","[1.7902032224136675e-06, 2.187978367608672e-06, 2.36501692211435e-06, 2.053529825217224e-06, 1.0977529631734874e-06, 7.603639554081538e-08, 1.442091365629982e-06, 1.0152533705324788e-05, 3.023129688786709e-05, 5.408771172479739e-05, 5.7014646341318635e-05, 2.7816382609514566e-05, 1.4144174293765442e-06, 0.0, 0.0, 0.0]"
