artifact_path,field,source_ID,start,stop_inclusive
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[7],lSS01130-live-frames-002550-002699-trial-2,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[8],lSS01130-live-frames-002550-002699-trial-3,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[9],lSS01130-live-frames-002550-002699-trial-4,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[10],lSS01130-live-frames-002550-002699-trial-5,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[11],lSS01130-live-frames-002550-002699-trial-6,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[12],lSS01130-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[13],lSS01130-live-frames-002700-002849-trial-2,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[14],lSS01130-live-frames-002700-002849-trial-3,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[15],lSS01130-live-frames-002700-002849-trial-4,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[16],lSS01130-live-frames-002700-002849-trial-5,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[17],lSS01130-live-frames-002700-002849-trial-6,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[18],lSS01130-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[19],lSS01130-live-frames-002850-002999-trial-2,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[20],lSS01130-live-frames-002850-002999-trial-3,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[21],lSS01130-live-frames-002850-002999-trial-4,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[22],lSS01130-live-frames-002850-002999-trial-5,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[23],lSS01130-live-frames-002850-002999-trial-6,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[24],lSS01131-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[25],lSS01131-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[26],lSS01131-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,$.source_image_ids[27],lSS01131-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[0],lSS01141-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[1],lSS01141-live-frames-002400-002549-trial-2,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[2],lSS01141-live-frames-002400-002549-trial-3,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[3],lSS01141-live-frames-002400-002549-trial-4,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[4],lSS01141-live-frames-002400-002549-trial-5,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[5],lSS01141-live-frames-002400-002549-trial-6,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[6],lSS01141-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[7],lSS01141-live-frames-002550-002699-trial-2,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[8],lSS01141-live-frames-002550-002699-trial-3,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[9],lSS01141-live-frames-002550-002699-trial-4,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[10],lSS01141-live-frames-002550-002699-trial-5,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[11],lSS01141-live-frames-002550-002699-trial-6,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[12],lSS01141-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[13],lSS01141-live-frames-002700-002849-trial-2,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[14],lSS01141-live-frames-002700-002849-trial-3,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[15],lSS01141-live-frames-002700-002849-trial-4,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[16],lSS01141-live-frames-002700-002849-trial-5,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[17],lSS01141-live-frames-002700-002849-trial-6,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[18],lSS01141-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[19],lSS01141-live-frames-002850-002999-trial-2,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[20],lSS01141-live-frames-002850-002999-trial-3,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[21],lSS01141-live-frames-002850-002999-trial-4,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[22],lSS01141-live-frames-002850-002999-trial-5,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[23],lSS01141-live-frames-002850-002999-trial-6,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[24],lSS01142-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[25],lSS01142-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[26],lSS01142-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_26/validation-predictions.pt,$.source_image_ids[27],lSS01142-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[0],lSS01159-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[1],lSS01159-live-frames-002400-002549-trial-2,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[2],lSS01159-live-frames-002400-002549-trial-3,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[3],lSS01159-live-frames-002400-002549-trial-4,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[4],lSS01159-live-frames-002400-002549-trial-5,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[5],lSS01159-live-frames-002400-002549-trial-6,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[6],lSS01159-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[7],lSS01159-live-frames-002550-002699-trial-2,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[8],lSS01159-live-frames-002550-002699-trial-3,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[9],lSS01159-live-frames-002550-002699-trial-4,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[10],lSS01159-live-frames-002550-002699-trial-5,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[11],lSS01159-live-frames-002550-002699-trial-6,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[12],lSS01159-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[13],lSS01159-live-frames-002700-002849-trial-2,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[14],lSS01159-live-frames-002700-002849-trial-3,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[15],lSS01159-live-frames-002700-002849-trial-4,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[16],lSS01159-live-frames-002700-002849-trial-5,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[17],lSS01159-live-frames-002700-002849-trial-6,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[18],lSS01159-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[19],lSS01159-live-frames-002850-002999-trial-2,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[20],lSS01159-live-frames-002850-002999-trial-3,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[21],lSS01159-live-frames-002850-002999-trial-4,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[22],lSS01159-live-frames-002850-002999-trial-5,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[23],lSS01159-live-frames-002850-002999-trial-6,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[24],lSS01160-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[25],lSS01160-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[26],lSS01160-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_33/validation-predictions.pt,$.source_image_ids[27],lSS01160-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[0],lSS01167-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[1],lSS01167-live-frames-002400-002549-trial-2,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[2],lSS01167-live-frames-002400-002549-trial-3,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[3],lSS01167-live-frames-002400-002549-trial-4,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[4],lSS01167-live-frames-002400-002549-trial-5,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[5],lSS01167-live-frames-002400-002549-trial-6,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[6],lSS01167-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[7],lSS01167-live-frames-002550-002699-trial-2,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[8],lSS01167-live-frames-002550-002699-trial-3,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[9],lSS01167-live-frames-002550-002699-trial-4,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[10],lSS01167-live-frames-002550-002699-trial-5,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[11],lSS01167-live-frames-002550-002699-trial-6,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[12],lSS01167-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[13],lSS01167-live-frames-002700-002849-trial-2,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[14],lSS01167-live-frames-002700-002849-trial-3,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[15],lSS01167-live-frames-002700-002849-trial-4,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[16],lSS01167-live-frames-002700-002849-trial-5,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[17],lSS01167-live-frames-002700-002849-trial-6,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[18],lSS01167-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[19],lSS01167-live-frames-002850-002999-trial-2,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[20],lSS01167-live-frames-002850-002999-trial-3,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[21],lSS01167-live-frames-002850-002999-trial-4,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[22],lSS01167-live-frames-002850-002999-trial-5,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[23],lSS01167-live-frames-002850-002999-trial-6,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[24],lSS01168-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[25],lSS01168-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[26],lSS01168-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_34/validation-predictions.pt,$.source_image_ids[27],lSS01168-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_4/validation-predictions.pt,$.source_image_ids[0],lSS01071-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_4/validation-predictions.pt,$.source_image_ids[1],lSS01071-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_4/validation-predictions.pt,$.source_image_ids[2],lSS01071-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_4/validation-predictions.pt,$.source_image_ids[3],lSS01071-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[0],lSS01078-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[1],lSS01078-live-frames-002400-002549-trial-2,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[2],lSS01078-live-frames-002400-002549-trial-3,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[3],lSS01078-live-frames-002400-002549-trial-4,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[4],lSS01078-live-frames-002400-002549-trial-5,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[5],lSS01078-live-frames-002400-002549-trial-6,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[6],lSS01078-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[7],lSS01078-live-frames-002550-002699-trial-2,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[8],lSS01078-live-frames-002550-002699-trial-3,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[9],lSS01078-live-frames-002550-002699-trial-4,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[10],lSS01078-live-frames-002550-002699-trial-5,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[11],lSS01078-live-frames-002550-002699-trial-6,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[12],lSS01078-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[13],lSS01078-live-frames-002700-002849-trial-2,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[14],lSS01078-live-frames-002700-002849-trial-3,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[15],lSS01078-live-frames-002700-002849-trial-4,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[16],lSS01078-live-frames-002700-002849-trial-5,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[17],lSS01078-live-frames-002700-002849-trial-6,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[18],lSS01078-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[19],lSS01078-live-frames-002850-002999-trial-2,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[20],lSS01078-live-frames-002850-002999-trial-3,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[21],lSS01078-live-frames-002850-002999-trial-4,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[22],lSS01078-live-frames-002850-002999-trial-5,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[23],lSS01078-live-frames-002850-002999-trial-6,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[24],lSS01079-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[25],lSS01079-live-frames-002550-002699-trial-1,2550,2699
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[26],lSS01079-live-frames-002700-002849-trial-1,2700,2849
.omo/evidence/compact_causal_cnn_baseline/cells/67_6/validation-predictions.pt,$.source_image_ids[27],lSS01079-live-frames-002850-002999-trial-1,2850,2999
.omo/evidence/compact_causal_cnn_baseline/cells/67_7/validation-predictions.pt,$.source_image_ids[0],lSS01086-live-frames-002400-002549-trial-1,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_7/validation-predictions.pt,$.source_image_ids[1],lSS01086-live-frames-002400-002549-trial-2,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_7/validation-predictions.pt,$.source_image_ids[2],lSS01086-live-frames-002400-002549-trial-3,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_7/validation-predictions.pt,$.source_image_ids[3],lSS01086-live-frames-002400-002549-trial-4,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_7/validation-predictions.pt,$.source_image_ids[4],lSS01086-live-frames-002400-002549-trial-5,2400,2549
.omo/evidence/compact_causal_cnn_baseline/cells/67_7/validation-predictions.pt,$.source_image_ids[5],lSS01086-live-frames-002400-002549-trial-6,2400,2549
