cell_id,group,recording_id,r3,raw_split_r_mean,Rel6,ceiling,status,multi_spike_bin_fraction,multi_spike_fraction_among_occupied,beyond_first_spike_fraction,event_rate_hz,firing_rate_hz,count_minus_occupancy_Rel6,artifact_class,protocol_sha256
67#6,MC_OFF,lSS01078,0.7014943113265579,0.7014539557162067,0.8245626290453394,0.9080543095241272,DEFINED,0.0349537037037037,0.15211040596353378,0.13460029639961643,34.46875,39.829861111111114,0.019906724327670045,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#7,MC_ON,lSS01086,0.7981058810586914,0.7980356563619293,0.8877184480246307,0.942188117110713,DEFINED,0.06983796296296296,0.31248058001035733,0.27466005559311846,33.52430555555556,46.21875,0.032086263868316034,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#14,PC_ON,lSS01110,0.7661504667237179,0.7661209674714546,0.8675936520232714,0.9314470741933067,DEFINED,0.04465277777777778,0.20112605567719738,0.16917879417879417,33.302083333333336,40.083333333333336,0.02727945717955127,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#21,PC_ON,lSS01130,0.5903915623251732,0.5903253738029173,0.7424480565804977,0.8616542558245144,DEFINED,0.0075,0.06364172068355922,0.06000738552437223,17.677083333333336,18.805555555555557,0.015550361113050304,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,0.5051096632269998,0.5050968035835381,0.6711931702624641,0.8192637977248013,DEFINED,0.01787037037037037,0.06502147730144024,0.061719614351193296,41.22569444444445,43.9375,0.03506117108750484,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,0.7216618120459444,0.7215147410769399,0.8383316711757164,0.9156045386386616,DEFINED,0.035416666666666666,0.17187148955290946,0.14919239223931952,30.90972222222222,36.32986111111111,0.015900416288076924,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,0.664700312786769,0.6646796260898873,0.7985825528848931,0.8936344626774938,DEFINED,0.009930555555555555,0.04972183588317107,0.04736667770785028,29.958333333333332,31.447916666666664,0.007946296245663897,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,0.7217367525068039,0.7216913673841041,0.8383822340505586,0.9156321499655626,DEFINED,0.07328703703703704,0.24112718964204113,0.21461897356143078,45.59027777777778,58.048611111111114,0.03157275094700873,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,0.4013814596682371,0.40135550836317213,0.5728368345379139,0.7568598513185343,DEFINED,0.010069444444444445,0.05530832803560076,0.052523792314179016,27.30902777777778,28.822916666666668,0.0034249664200288743,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#7,PC_ON,lSS01194,0.6690954434728565,0.6690345692959215,0.8017461746593494,0.8954028002297901,DEFINED,0.026504629629629628,0.12973034217085883,0.1153653402826501,30.645833333333332,34.642361111111114,0.02444832770758787,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#11,PC_OFF,lSS01225,0.5308273539559678,0.5308071321033502,0.6935169437418301,0.8327766469719418,DEFINED,0.012546296296296297,0.07498616491422247,0.06975546975546976,25.09722222222222,26.979166666666668,0.0008580965917074357,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#3,PC_OFF,lSS01251,0.5147544352424692,0.5147241217808748,0.6796539732990736,0.824411288920205,DEFINED,0.028819444444444446,0.0909688733011837,0.0841196546878137,47.520833333333336,51.885416666666664,0.01462611332129915,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#4,MC_ON,lSS01254,0.80533571594625,0.805221338607567,0.8921728062352555,0.9445489962067904,DEFINED,0.07456018518518519,0.3422954303931987,0.30316943127962087,32.673611111111114,46.888888888888886,0.02665559564321196,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#6,MC_OFF,lSS01256,0.7010599350892176,0.700872096651027,0.8242624737998409,0.9078890206406512,DEFINED,0.05761574074074074,0.25811469459711706,0.22240141924038384,33.48263888888889,43.05902777777778,0.02780042160585061,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
