cell_id,group,recording_id,model,left_out_repeat,raw_Pearson,six_repeat_raw_Pearson,min,max,range,std,artifact_class,protocol_sha256
67#21,PC_ON,lSS01130,CNN,4,0.6760492870852296,0.688154427528182,0.6664061618995342,0.6760492870852296,0.009643125185695434,0.0036536286043820096,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#21,PC_ON,lSS01130,CNN,5,0.6720493262498685,0.688154427528182,0.6664061618995342,0.6760492870852296,0.009643125185695434,0.0036536286043820096,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#21,PC_ON,lSS01130,CNN,6,0.6702134423809698,0.688154427528182,0.6664061618995342,0.6760492870852296,0.009643125185695434,0.0036536286043820096,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,aligned,1,0.627540663354987,0.6493447094407404,0.6267917451322416,0.6339456338382401,0.0071538887059985345,0.002495477454656855,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,aligned,2,0.6267917451322416,0.6493447094407404,0.6267917451322416,0.6339456338382401,0.0071538887059985345,0.002495477454656855,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,aligned,3,0.6301828035412717,0.6493447094407404,0.6267917451322416,0.6339456338382401,0.0071538887059985345,0.002495477454656855,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,aligned,4,0.6269323134025715,0.6493447094407404,0.6267917451322416,0.6339456338382401,0.0071538887059985345,0.002495477454656855,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,aligned,5,0.6285247415539861,0.6493447094407404,0.6267917451322416,0.6339456338382401,0.0071538887059985345,0.002495477454656855,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,aligned,6,0.6339456338382401,0.6493447094407404,0.6267917451322416,0.6339456338382401,0.0071538887059985345,0.002495477454656855,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,LN,1,0.6050031947251697,0.6259315922716616,0.6035232997755952,0.6110467771269169,0.00752347735132175,0.002534567135689813,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,LN,2,0.6035232997755952,0.6259315922716616,0.6035232997755952,0.6110467771269169,0.00752347735132175,0.002534567135689813,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,LN,3,0.6062580973485847,0.6259315922716616,0.6035232997755952,0.6110467771269169,0.00752347735132175,0.002534567135689813,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,LN,4,0.6042102645022237,0.6259315922716616,0.6035232997755952,0.6110467771269169,0.00752347735132175,0.002534567135689813,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,LN,5,0.607800690009852,0.6259315922716616,0.6035232997755952,0.6110467771269169,0.00752347735132175,0.002534567135689813,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,LN,6,0.6110467771269169,0.6259315922716616,0.6035232997755952,0.6110467771269169,0.00752347735132175,0.002534567135689813,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,CNN,1,0.6591018559068096,0.6807523722725966,0.6564868717793894,0.6618604001507958,0.005373528371406477,0.0017598595744702968,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,CNN,2,0.6564868717793894,0.6807523722725966,0.6564868717793894,0.6618604001507958,0.005373528371406477,0.0017598595744702968,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,CNN,3,0.6618604001507958,0.6807523722725966,0.6564868717793894,0.6618604001507958,0.005373528371406477,0.0017598595744702968,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,CNN,4,0.658249094498924,0.6807523722725966,0.6564868717793894,0.6618604001507958,0.005373528371406477,0.0017598595744702968,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,CNN,5,0.6609666884317227,0.6807523722725966,0.6564868717793894,0.6618604001507958,0.005373528371406477,0.0017598595744702968,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,CNN,6,0.6598194638201483,0.6807523722725966,0.6564868717793894,0.6618604001507958,0.005373528371406477,0.0017598595744702968,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,aligned,1,0.6977328590397452,0.7063709396526366,0.6919566776413698,0.6979074358107552,0.005950758169385395,0.0022658037157884964,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
