cell_id,group,recording_id,model,contract,raw_Pearson,raw_Spearman,NCorr,FEV,Rel6,correlation_ceiling,normalization_status,FEV_status,NCorr_gap,FEV_gap,raw_correlation_gap,mean_predicted_probability,mean_repeat_occupancy,repeat_mean_variance,repeat_mean_noise_variance,signal_variance,MSE,MSE_signal,count_Rel6,extra_count_Rel6,multi_spike_bin_fraction,beyond_first_spike_fraction,event_rate_hz,artifact_class,protocol_sha256
69#6,MC_OFF,lSS01256,CNN,STIMULUS_ONLY_ZERO_HISTORY,0.6728420552127211,0.6442358542320555,0.7411060602296199,0.5009729729404475,0.8242624737998409,0.9078890206406512,DEFINED,DEFINED,0.2588939397703801,0.4990270270595525,0.23504696542793013,0.2647940522153456,0.22321759259259258,0.0922302335176612,0.01623225308641976,0.07599798043124144,0.05415729932355221,0.037925046237132456,0.8520628954056915,0.7563409338277017,0.05761574074074074,0.22240141924038384,33.48263888888889,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#7,MC_ON,lSS01258,aligned,STIMULUS_ONLY_ZERO_HISTORY,0.5673145398451229,0.6300947306975567,0.6020733507612082,0.3583301034563222,0.8878692585510777,0.9422681457796808,DEFINED,DEFINED,0.39792664923879184,0.6416698965436778,0.37495360593455784,0.2444468931550849,0.22701388888888888,0.11241145351080249,0.012613425925925929,0.09979802758487656,0.07665081596157677,0.06403739003565084,0.909438380271942,0.8548915302282268,0.09108796296296297,0.34824217451983785,34.05208333333333,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#7,MC_ON,lSS01258,LN,STIMULUS_ONLY_ZERO_HISTORY,0.5439436500890913,0.5805907702778705,0.5772705492861637,0.31631807889260466,0.8878692585510777,0.9422681457796808,DEFINED,DEFINED,0.4227294507138363,0.6836819211073953,0.3983244956905895,0.18619583490809563,0.22701388888888888,0.11241145351080249,0.012613425925925929,0.09979802758487656,0.08084353314788317,0.06823010722195724,0.909438380271942,0.8548915302282268,0.09108796296296297,0.34824217451983785,34.05208333333333,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#7,MC_ON,lSS01258,CNN,STIMULUS_ONLY_ZERO_HISTORY,0.6046611755800486,0.6209838404812829,0.6417081785989073,0.40840842526157917,0.8878692585510777,0.9422681457796808,DEFINED,DEFINED,0.3582918214010927,0.5915915747384208,0.33760697019963215,0.2213209956732414,0.22701388888888888,0.11241145351080249,0.012613425925925929,0.09979802758487656,0.07165309822065141,0.05903967229472548,0.909438380271942,0.8548915302282268,0.09108796296296297,0.34824217451983785,34.05208333333333,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#21,PC_OFF,lSS01270,aligned,STIMULUS_ONLY_ZERO_HISTORY,0.5901000821162585,0.6101593466204285,0.7870653508744848,0.6204508482746333,0.562120938364029,0.7497472496541945,DEFINED,DEFINED,0.21293464912551519,0.37954915172536674,0.15964716753793595,0.24405505686009898,0.24479166666666666,0.05785095968364198,0.02540354938271605,0.032447410300925926,0.03771893643811741,0.012315387055401361,0.55947199467487,0.26416340365053015,0.04462962962962963,0.157773176170755,36.71875,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#21,PC_OFF,lSS01270,LN,STIMULUS_ONLY_ZERO_HISTORY,0.5268584202619081,0.5728785602215688,0.7027147088634346,0.26476888539802057,0.562120938364029,0.7497472496541945,DEFINED,DEFINED,0.29728529113656543,0.7352311146019794,0.22288882939228638,0.16019350945627492,0.24479166666666666,0.05785095968364198,0.02540354938271605,0.032447410300925926,0.04925989502421357,0.023856345641497516,0.55947199467487,0.26416340365053015,0.04462962962962963,0.157773176170755,36.71875,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#21,PC_OFF,lSS01270,CNN,STIMULUS_ONLY_ZERO_HISTORY,0.5270899393882951,0.535152142651556,0.7030235050964234,0.4652590197918781,0.562120938364029,0.7497472496541945,DEFINED,DEFINED,0.2969764949035766,0.5347409802081219,0.2226573102658994,0.23883746384696172,0.24479166666666666,0.05785095968364198,0.02540354938271605,0.032447410300925926,0.04275450937224829,0.01735095998953224,0.55947199467487,0.26416340365053015,0.04462962962962963,0.157773176170755,36.71875,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#1,PC_ON,lSS01278,aligned,STIMULUS_ONLY_ZERO_HISTORY,0.4790855328595224,0.4165946841175713,0.6149423256825309,0.3717763984784038,0.6069561845205342,0.7790739275065841,DEFINED,DEFINED,0.38505767431746907,0.6282236015215962,0.29998839464706173,0.2229591056224793,0.21013888888888888,0.05594967206790124,0.022006172839506174,0.03394349922839507,0.043330280173014046,0.021324107333507872,0.6376534915223551,0.3661610091759278,0.010277777777777778,0.04662885948330183,31.520833333333332,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#1,PC_ON,lSS01278,LN,STIMULUS_ONLY_ZERO_HISTORY,0.46989438169544284,0.38843216180856205,0.6031447916622414,0.3577968645781603,0.6069561845205342,0.7790739275065841,DEFINED,DEFINED,0.39685520833775856,0.6422031354218397,0.30917954581114127,0.20225911163703938,0.21013888888888888,0.05594967206790124,0.022006172839506174,0.03394349922839507,0.043804794471170284,0.02179862163166411,0.6376534915223551,0.3661610091759278,0.010277777777777778,0.04662885948330183,31.520833333333332,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#1,PC_ON,lSS01278,CNN,STIMULUS_ONLY_ZERO_HISTORY,0.4251925001601139,0.3955897684950345,0.5457665635415845,0.2415030605823757,0.6069561845205342,0.7790739275065841,DEFINED,DEFINED,0.4542334364584155,0.7584969394176243,0.3538814273464702,0.21721251802105043,0.21013888888888888,0.05594967206790124,0.022006172839506174,0.03394349922839507,0.047752213117368325,0.02574604027786215,0.6376534915223551,0.3661610091759278,0.010277777777777778,0.04662885948330183,31.520833333333332,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#7,PC_ON,lSS01284,aligned,STIMULUS_ONLY_ZERO_HISTORY,0.6710444194934643,0.6373566477328738,0.7987669011733466,0.6353031644508857,0.7057687374251206,0.8401004329394912,DEFINED,DEFINED,0.2012330988266534,0.36469683554911425,0.16905601344602694,0.2506327930940784,0.2391435185185185,0.07355497631601508,0.021679783950617287,0.051875192365397796,0.04059850244977944,0.01891871849916215,0.7329367896703063,0.5125439655386445,0.009537037037037037,0.03879791589132862,35.87152777777778,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#7,PC_ON,lSS01284,LN,STIMULUS_ONLY_ZERO_HISTORY,0.6658007583127693,0.6036569849881921,0.7925251936642247,0.5883064965579128,0.7057687374251206,0.8401004329394912,DEFINED,DEFINED,0.2074748063357753,0.4116935034420872,0.1742996746267219,0.28402131798542946,0.2391435185185185,0.07355497631601508,0.021679783950617287,0.051875192365397796,0.043036463637260124,0.021356679686642836,0.7329367896703063,0.5125439655386445,0.009537037037037037,0.03879791589132862,35.87152777777778,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#7,PC_ON,lSS01284,CNN,STIMULUS_ONLY_ZERO_HISTORY,0.6426834179283489,0.5413879214081151,0.7650078404073846,0.439933709185786,0.7057687374251206,0.8401004329394912,DEFINED,DEFINED,0.23499215959261543,0.560066290814214,0.19741701501114228,0.3231702076798926,0.2391435185185185,0.07355497631601508,0.021679783950617287,0.051875192365397796,0.050733330523979464,0.029053546573362177,0.7329367896703063,0.5125439655386445,0.009537037037037037,0.03879791589132862,35.87152777777778,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#15,PC_ON,lSS01287,aligned,STIMULUS_ONLY_ZERO_HISTORY,0.5751153718868979,0.5524134258006446,0.7073131861648398,0.4965587300986879,0.6611293573586225,0.8130986147809025,DEFINED,DEFINED,0.29268681383516015,0.5034412699013121,0.23798324289400463,0.16632361346448307,0.16530092592592593,0.051159400184327845,0.017363425925925928,0.03379597425840192,0.034377714124127844,0.017014288198201916,0.6781031701487805,0.38907934794001,0.005648148148148148,0.03303994583615437,24.79513888888889,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#15,PC_ON,lSS01287,LN,STIMULUS_ONLY_ZERO_HISTORY,0.5459169588695442,0.49140504048095296,0.671403134805053,0.44973984904143316,0.6611293573586225,0.8130986147809025,DEFINED,DEFINED,0.328596865194947,0.5502601509585668,0.26718165591135834,0.16048760520422042,0.16530092592592593,0.051159400184327845,0.017363425925925928,0.03379597425840192,0.03596000382314601,0.01859657789722008,0.6781031701487805,0.38907934794001,0.005648148148148148,0.03303994583615437,24.79513888888889,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#15,PC_ON,lSS01287,CNN,STIMULUS_ONLY_ZERO_HISTORY,0.5961039266324317,0.5376994744726112,0.7331262356080361,0.5355847974653585,0.6611293573586225,0.8130986147809025,DEFINED,DEFINED,0.26687376439196386,0.4644152025346415,0.21699468814847078,0.162328454199855,0.16530092592592593,0.051159400184327845,0.017363425925925928,0.03379597425840192,0.033058790155997185,0.015695364230071257,0.6781031701487805,0.38907934794001,0.005648148148148148,0.03303994583615437,24.79513888888889,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#34,MC_ON,lSS01299,aligned,STIMULUS_ONLY_ZERO_HISTORY,0.6325853410271788,0.643529282931833,0.672528565687703,0.45095759582091954,0.8847422681512644,0.9406073932046592,DEFINED,DEFINED,0.32747143431229697,0.5490424041790805,0.30802205217748047,0.19449935937346885,0.18460648148148145,0.09547677415552126,0.011010030864197532,0.08446674329132373,0.05738585467404312,0.04637582380984559,0.9121003825325996,0.8635600332919561,0.06324074074074074,0.2977899093070353,27.69097222222222,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#34,MC_ON,lSS01299,LN,STIMULUS_ONLY_ZERO_HISTORY,0.6298506245236464,0.5836112041649016,0.6696211714621323,0.44068437145981243,0.8847422681512644,0.9406073932046592,DEFINED,DEFINED,0.3303788285378677,0.5593156285401876,0.3107567686810129,0.15990097464105155,0.18460648148148145,0.09547677415552126,0.011010030864197532,0.08446674329132373,0.058253600478926935,0.047243569614729405,0.9121003825325996,0.8635600332919561,0.06324074074074074,0.2977899093070353,27.69097222222222,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#34,MC_ON,lSS01299,CNN,STIMULUS_ONLY_ZERO_HISTORY,0.6977865074111333,0.6495351806647229,0.7418467178253484,0.4975749679257776,0.8847422681512644,0.9406073932046592,DEFINED,DEFINED,0.2581532821746516,0.5024250320742224,0.2428208857935259,0.21974719507796958,0.18460648148148145,0.09547677415552126,0.011010030864197532,0.08446674329132373,0.05344823707154596,0.04243820620734843,0.9121003825325996,0.8635600332919561,0.06324074074074074,0.2977899093070353,27.69097222222222,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
