cell_id,group,recording_id,component,split,r,artifact_class,protocol_sha256
67#26,PC_ON,lSS01141,count,5,0.5433550530316217,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,count,6,0.5456805567575405,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,count,7,0.5461476034781686,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,count,8,0.548018605114145,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,count,9,0.5385690556014352,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,count,10,0.545683538346429,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,1,0.32685082069936305,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,2,0.3061667525901454,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,3,0.33742966403108493,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,4,0.32686422375146756,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,5,0.30628481638410476,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,6,0.34873768629503865,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,7,0.3376935302879197,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,8,0.381698962693522,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,9,0.3215805410298124,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#26,PC_ON,lSS01141,extra_count,10,0.3113093594343684,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,1,0.727217706700384,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,2,0.7259970378574866,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,3,0.7342787286287116,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,4,0.7292012351050948,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,5,0.7112938968185698,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,6,0.7199504386372813,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,7,0.7209630462891706,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,8,0.6993663751661906,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,9,0.7158028231534694,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,occupancy,10,0.7310761224130409,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,1,0.7476182913610563,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,2,0.7511721558774324,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,3,0.7573319013063984,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,4,0.755286181977818,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,5,0.7364027209921615,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,6,0.7434056764630965,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,7,0.7454507426608354,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,8,0.7182727138329194,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,9,0.740553065864921,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,count,10,0.7579654254035678,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,1,0.5206173618151537,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,2,0.5302565939707391,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,3,0.5417177559100285,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,4,0.5272202110779936,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,5,0.5240139906588029,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,6,0.5301749303502776,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,7,0.5332248245160156,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,8,0.49639564278167553,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,9,0.5398587543552696,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#33,MC_OFF,lSS01159,extra_count,10,0.5483226904846256,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,1,0.6554550634846832,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,2,0.6605348328061423,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,3,0.6708995306403303,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,4,0.6682497051101337,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,5,0.6626226312788387,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,6,0.6659924198938003,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,7,0.665627539472463,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,8,0.6673085340797941,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,9,0.666935788002824,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,occupancy,10,0.6631702161298625,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,1,0.6626971816653787,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,2,0.670894541936217,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,3,0.6827306674641279,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,4,0.6761807921252073,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,5,0.6766739121974907,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,6,0.6787397974041038,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,7,0.6717625907566497,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,8,0.6814811590230031,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,9,0.6823212397675553,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,count,10,0.6739306373101513,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,1,0.16519547384514494,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,2,0.2553336404610414,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,3,0.2562343999206774,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,4,0.2007590642151688,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,5,0.23938532202251916,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,6,0.23975131933382043,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,7,0.20586764882691527,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,8,0.22486785425786804,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,9,0.28125625494400447,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
67#34,PC_ON,lSS01167,extra_count,10,0.24954633268960844,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,1,0.7164858330044179,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,2,0.7209886305130461,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,3,0.7234080396797579,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,4,0.7224507044364006,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,5,0.717900969392697,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,6,0.7190429466353508,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,7,0.7235051205593338,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,8,0.7272325204346819,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,9,0.7331875722677053,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,occupancy,10,0.7127113369176497,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,1,0.7625963264569202,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,2,0.7669198422511516,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,3,0.7764944397049462,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,4,0.7713934542488654,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,5,0.7600449539492042,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,6,0.7705915882867586,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,7,0.772923854050546,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,8,0.7752010465651192,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,9,0.7808952372775108,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,count,10,0.7604962219444121,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,1,0.6621481747313219,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,2,0.6542264252799667,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,3,0.6608586398052452,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,4,0.6542838490634502,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,5,0.6473267337799019,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,6,0.6723115178500016,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,7,0.6735267064985826,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,8,0.6693762985726638,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,9,0.6693566798686533,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#3,MC_OFF,lSS01181,extra_count,10,0.6521480344661227,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,1,0.3964238113878044,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,2,0.4058487983060099,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,3,0.39868916321579667,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,4,0.3978639838547842,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,5,0.40615464169841414,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,6,0.39788962827752145,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,7,0.4149218691913777,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,8,0.3894173642542921,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,9,0.3958146672520511,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,occupancy,10,0.4105311561936698,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,1,0.3979337556914319,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,2,0.4011222870440339,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,3,0.4004989300664424,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,4,0.4081509129775198,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,5,0.4111375894471786,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,6,0.40095483964388334,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,7,0.42504711351208335,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,8,0.39955909292788855,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,9,0.394193709256664,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,count,10,0.408579723310996,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,1,0.0775053969004002,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,2,0.07755078590041532,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,3,0.10551810251613755,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,4,0.13041234621603534,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,5,0.09132873483150575,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,6,0.1103529124983363,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,7,0.13553237081172848,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,8,0.09130062167345916,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
68#4,PC_ON,lSS01184,extra_count,9,0.08682475276392322,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
