cell_id,recording_id,repeat,start_bin,stop_bin,reference,source_image_id,exact,reference_kind
67#21,lSS01130,4,6300,6450,production_60s,lSS01130-live-frames-006300-006449-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,6300,6450,production_60s,lSS01130-live-frames-006300-006449-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,6300,6450,production_60s,lSS01130-live-frames-006300-006449-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,6450,6600,production_60s,lSS01130-live-frames-006450-006599-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,6450,6600,production_60s,lSS01130-live-frames-006450-006599-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,6450,6600,production_60s,lSS01130-live-frames-006450-006599-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,6450,6600,production_60s,lSS01130-live-frames-006450-006599-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,6450,6600,production_60s,lSS01130-live-frames-006450-006599-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,6450,6600,production_60s,lSS01130-live-frames-006450-006599-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,6600,6750,production_60s,lSS01130-live-frames-006600-006749-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,6600,6750,production_60s,lSS01130-live-frames-006600-006749-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,6600,6750,production_60s,lSS01130-live-frames-006600-006749-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,6600,6750,production_60s,lSS01130-live-frames-006600-006749-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,6600,6750,production_60s,lSS01130-live-frames-006600-006749-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,6600,6750,production_60s,lSS01130-live-frames-006600-006749-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,6750,6900,production_60s,lSS01130-live-frames-006750-006899-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,6750,6900,production_60s,lSS01130-live-frames-006750-006899-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,6750,6900,production_60s,lSS01130-live-frames-006750-006899-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,6750,6900,production_60s,lSS01130-live-frames-006750-006899-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,6750,6900,production_60s,lSS01130-live-frames-006750-006899-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,6750,6900,production_60s,lSS01130-live-frames-006750-006899-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,6900,7050,production_60s,lSS01130-live-frames-006900-007049-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,6900,7050,production_60s,lSS01130-live-frames-006900-007049-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,6900,7050,production_60s,lSS01130-live-frames-006900-007049-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,6900,7050,production_60s,lSS01130-live-frames-006900-007049-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,6900,7050,production_60s,lSS01130-live-frames-006900-007049-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,6900,7050,production_60s,lSS01130-live-frames-006900-007049-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,7050,7200,production_60s,lSS01130-live-frames-007050-007199-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,7050,7200,production_60s,lSS01130-live-frames-007050-007199-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,7050,7200,production_60s,lSS01130-live-frames-007050-007199-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,7050,7200,production_60s,lSS01130-live-frames-007050-007199-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,7050,7200,production_60s,lSS01130-live-frames-007050-007199-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,7050,7200,production_60s,lSS01130-live-frames-007050-007199-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,7200,7350,production_60s,lSS01130-live-frames-007200-007349-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,7200,7350,production_60s,lSS01130-live-frames-007200-007349-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,7200,7350,production_60s,lSS01130-live-frames-007200-007349-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,7200,7350,production_60s,lSS01130-live-frames-007200-007349-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,7200,7350,production_60s,lSS01130-live-frames-007200-007349-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,7200,7350,production_60s,lSS01130-live-frames-007200-007349-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,7350,7500,production_60s,lSS01130-live-frames-007350-007499-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,7350,7500,production_60s,lSS01130-live-frames-007350-007499-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,7350,7500,production_60s,lSS01130-live-frames-007350-007499-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,7350,7500,production_60s,lSS01130-live-frames-007350-007499-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,7350,7500,production_60s,lSS01130-live-frames-007350-007499-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,7350,7500,production_60s,lSS01130-live-frames-007350-007499-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,7500,7650,production_60s,lSS01130-live-frames-007500-007649-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,7500,7650,production_60s,lSS01130-live-frames-007500-007649-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,7500,7650,production_60s,lSS01130-live-frames-007500-007649-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,7500,7650,production_60s,lSS01130-live-frames-007500-007649-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,7500,7650,production_60s,lSS01130-live-frames-007500-007649-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,7500,7650,production_60s,lSS01130-live-frames-007500-007649-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,7650,7800,production_60s,lSS01130-live-frames-007650-007799-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,7650,7800,production_60s,lSS01130-live-frames-007650-007799-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,7650,7800,production_60s,lSS01130-live-frames-007650-007799-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,7650,7800,production_60s,lSS01130-live-frames-007650-007799-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,7650,7800,production_60s,lSS01130-live-frames-007650-007799-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,7650,7800,production_60s,lSS01130-live-frames-007650-007799-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,7800,7950,production_60s,lSS01130-live-frames-007800-007949-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,7800,7950,production_60s,lSS01130-live-frames-007800-007949-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,7800,7950,production_60s,lSS01130-live-frames-007800-007949-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,7800,7950,production_60s,lSS01130-live-frames-007800-007949-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,7800,7950,production_60s,lSS01130-live-frames-007800-007949-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,7800,7950,production_60s,lSS01130-live-frames-007800-007949-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,7950,8100,production_60s,lSS01130-live-frames-007950-008099-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,7950,8100,production_60s,lSS01130-live-frames-007950-008099-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,7950,8100,production_60s,lSS01130-live-frames-007950-008099-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,7950,8100,production_60s,lSS01130-live-frames-007950-008099-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,7950,8100,production_60s,lSS01130-live-frames-007950-008099-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,7950,8100,production_60s,lSS01130-live-frames-007950-008099-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,8100,8250,production_60s,lSS01130-live-frames-008100-008249-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,8100,8250,production_60s,lSS01130-live-frames-008100-008249-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,8100,8250,production_60s,lSS01130-live-frames-008100-008249-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,8100,8250,production_60s,lSS01130-live-frames-008100-008249-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,8100,8250,production_60s,lSS01130-live-frames-008100-008249-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,8100,8250,production_60s,lSS01130-live-frames-008100-008249-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,8250,8400,production_60s,lSS01130-live-frames-008250-008399-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,8250,8400,production_60s,lSS01130-live-frames-008250-008399-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,8250,8400,production_60s,lSS01130-live-frames-008250-008399-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,8250,8400,production_60s,lSS01130-live-frames-008250-008399-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,8250,8400,production_60s,lSS01130-live-frames-008250-008399-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,8250,8400,production_60s,lSS01130-live-frames-008250-008399-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,8400,8550,production_60s,lSS01130-live-frames-008400-008549-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,8400,8550,production_60s,lSS01130-live-frames-008400-008549-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,8400,8550,production_60s,lSS01130-live-frames-008400-008549-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,8400,8550,production_60s,lSS01130-live-frames-008400-008549-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,8400,8550,production_60s,lSS01130-live-frames-008400-008549-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,8400,8550,production_60s,lSS01130-live-frames-008400-008549-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,8550,8700,production_60s,lSS01130-live-frames-008550-008699-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,8550,8700,production_60s,lSS01130-live-frames-008550-008699-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,8550,8700,production_60s,lSS01130-live-frames-008550-008699-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,8550,8700,production_60s,lSS01130-live-frames-008550-008699-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,8550,8700,production_60s,lSS01130-live-frames-008550-008699-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,8550,8700,production_60s,lSS01130-live-frames-008550-008699-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,8700,8850,production_60s,lSS01130-live-frames-008700-008849-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,8700,8850,production_60s,lSS01130-live-frames-008700-008849-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,8700,8850,production_60s,lSS01130-live-frames-008700-008849-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,8700,8850,production_60s,lSS01130-live-frames-008700-008849-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,8700,8850,production_60s,lSS01130-live-frames-008700-008849-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,8700,8850,production_60s,lSS01130-live-frames-008700-008849-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,8850,9000,production_60s,lSS01130-live-frames-008850-008999-trial-1,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,2,8850,9000,production_60s,lSS01130-live-frames-008850-008999-trial-2,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,3,8850,9000,production_60s,lSS01130-live-frames-008850-008999-trial-3,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,4,8850,9000,production_60s,lSS01130-live-frames-008850-008999-trial-4,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,5,8850,9000,production_60s,lSS01130-live-frames-008850-008999-trial-5,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,6,8850,9000,production_60s,lSS01130-live-frames-008850-008999-trial-6,True,LIVE_UNCHANGED_PRODUCTION_ADAPTER
67#21,lSS01130,1,2400,2550,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2400,2550,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2400,2550,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2400,2550,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2400,2550,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2400,2550,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2550,2700,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2550,2700,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2550,2700,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2550,2700,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2550,2700,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2550,2700,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2700,2850,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2700,2850,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2700,2850,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2700,2850,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2700,2850,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2700,2850,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2850,3000,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2850,3000,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2850,3000,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2850,3000,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2850,3000,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2850,3000,output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2400,2550,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2400,2550,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2400,2550,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2400,2550,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2400,2550,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2400,2550,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2550,2700,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2550,2700,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2550,2700,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2550,2700,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2550,2700,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2550,2700,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002550-002699-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2700,2850,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2700,2850,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2700,2850,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2700,2850,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2700,2850,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2700,2850,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002700-002849-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2850,3000,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2850,3000,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2850,3000,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2850,3000,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2850,3000,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,6,2850,3000,output/real_data/schottdorf_center_surround_ln_22cell_seed61001_20260830/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002850-002999-trial-6,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,1,2400,2550,.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-1,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,2,2400,2550,.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-2,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,3,2400,2550,.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-3,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,4,2400,2550,.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-4,True,EXISTING_SAVED_TARGET_TENSOR
67#21,lSS01130,5,2400,2550,.omo/evidence/compact_causal_cnn_baseline/cells/67_21/validation-predictions.pt,lSS01130-live-frames-002400-002549-trial-5,True,EXISTING_SAVED_TARGET_TENSOR
