split,cell_id,group,comparator,raw_E,matched_E,low_bins,high_bins,overlap_mass,low_overlap_fraction,high_overlap_fraction,eligible_mean_strata,raw_mean_drive_difference,matched_mean_drive_difference,Q1_event_rate,Q5_event_rate
consumed,67#4,PC_OFF,LN,0.020253009358851586,0.019079591504271926,1167,847,142,0.12167952013710369,0.16765053128689492,4,3.154445393364017,0.16816074134954323,0.3341902313624679,0.15938606847697756
consumed,67#4,PC_OFF,CNN,0.023941446929039243,0.048213596423379676,1167,847,142,0.12167952013710369,0.16765053128689492,4,3.154445393364017,0.16816074134954323,0.3341902313624679,0.15938606847697756
consumed,67#6,MC_OFF,LN,0.009061318185814748,4.17807403497528e-07,9450,7084,1183,0.12518518518518518,0.16699604743083005,5,3.321990741002085,0.23848153274901857,0.2866666666666667,0.17843026538678713
consumed,67#6,MC_OFF,CNN,-0.01860842771514369,-0.026727843535080106,9450,7084,1183,0.12518518518518518,0.16699604743083005,5,3.321990741002085,0.23848153274901857,0.2866666666666667,0.17843026538678713
consumed,67#7,MC_ON,LN,0.014323582246239946,0.02323840243003065,7833,6503,742,0.09472743521000894,0.11410118406889128,4,3.488260342645416,0.2065315166831463,0.12230307672666922,0.2964785483622943
consumed,67#7,MC_ON,CNN,-0.0318947208322444,0.040182120815139194,7833,6503,742,0.09472743521000894,0.11410118406889128,4,3.488260342645416,0.2065315166831463,0.12230307672666922,0.2964785483622943
consumed,67#14,PC_ON,LN,0.01651961759894633,0.007211588544968146,8232,6531,1092,0.1326530612244898,0.16720257234726688,4,3.3027987047706278,0.16567817099539678,0.10714285714285714,0.36242535599448783
consumed,67#14,PC_ON,CNN,-0.04205726618453121,0.024651559336105546,8232,6531,1092,0.1326530612244898,0.16720257234726688,4,3.3027987047706278,0.16567817099539678,0.10714285714285714,0.36242535599448783
consumed,67#21,PC_ON,LN,0.0025682743682646056,0.013480273264935384,8624,6748,1190,0.137987012987013,0.17634854771784234,5,3.309047148505049,0.10432765057738433,0.06528293135435993,0.1959098992294013
consumed,67#21,PC_ON,CNN,-0.022482328579618998,-0.005596426980019543,8624,6748,1190,0.137987012987013,0.17634854771784234,5,3.309047148505049,0.10432765057738433,0.06528293135435993,0.1959098992294013
consumed,67#26,PC_ON,LN,-0.004452605517253713,0.008774987545025214,8057,6993,1029,0.12771503040834056,0.14714714714714713,4,3.308051510189748,0.1277549559113171,0.17661660667742335,0.37494637494637495
consumed,67#26,PC_ON,CNN,-0.043890120790845075,-0.02202984107997947,8057,6993,1029,0.12771503040834056,0.14714714714714713,4,3.308051510189748,0.1277549559113171,0.17661660667742335,0.37494637494637495
consumed,67#33,MC_OFF,LN,0.0069485452351741184,0.0060529980239505165,8253,6930,819,0.09923664122137404,0.11818181818181818,5,3.3289436328983824,0.2721266905901992,0.31285593117654187,0.13391053391053392
consumed,67#33,MC_OFF,CNN,-0.009295704529795522,0.014302617928872309,8253,6930,819,0.09923664122137404,0.11818181818181818,5,3.3289436328983824,0.2721266905901992,0.31285593117654187,0.13391053391053392
consumed,67#34,PC_ON,LN,-0.02046590212778822,-0.014101058255003567,9408,6125,1127,0.11979166666666667,0.184,4,3.2697403955710147,0.1928999162056096,0.10788690476190477,0.31265306122448977
consumed,67#34,PC_ON,CNN,-0.0202106738811916,0.004357656466126843,9408,6125,1127,0.11979166666666667,0.184,4,3.2697403955710147,0.1928999162056096,0.10788690476190477,0.31265306122448977
consumed,68#3,MC_OFF,LN,0.003857324839616495,-0.0018721858186915136,9247,6839,1064,0.11506434519303559,0.1555783009211873,4,3.319231849078043,0.2613932481703607,0.3956959013734184,0.21830676999561338
consumed,68#3,MC_OFF,CNN,-0.01168552615248716,0.0007629373097241161,9247,6839,1064,0.11506434519303559,0.1555783009211873,4,3.319231849078043,0.2613932481703607,0.3956959013734184,0.21830676999561338
consumed,68#4,PC_ON,LN,0.005672870472081024,0.012465633026745308,8232,5616,1134,0.1377551020408163,0.20192307692307693,4,3.26839643876298,0.34991087200098586,0.23675898931000972,0.13995726495726496
consumed,68#4,PC_ON,CNN,-0.0021815882181654006,0.0001331308389472671,8232,5616,1134,0.1377551020408163,0.20192307692307693,4,3.26839643876298,0.34991087200098586,0.23675898931000972,0.13995726495726496
consumed,68#7,PC_ON,LN,-0.011769508498130484,0.00032358647804654164,9121,6447,1134,0.12432847275518036,0.1758957654723127,4,3.299717721946676,0.365191997882215,0.11884661769542813,0.3488444237629905
