split,cell_id,group,comparator,raw_E,matched_E,low_bins,high_bins,overlap_mass,low_overlap_fraction,high_overlap_fraction,eligible_mean_strata,raw_mean_drive_difference,matched_mean_drive_difference,Q1_event_rate,Q5_event_rate
consumed,68#7,PC_ON,CNN,-0.03316234943099057,-0.010681854203083666,9121,6447,1134,0.12432847275518036,0.1758957654723127,4,3.299717721946676,0.365191997882215,0.11884661769542813,0.3488444237629905
consumed,68#10,MC_ON,LN,0.01592794338703362,-0.01514391965155492,1290,1026,190,0.14728682170542637,0.18518518518518517,5,2.91738341948318,0.272113680281532,0.12403100775193798,0.3216374269005848
consumed,68#10,MC_ON,CNN,-0.052692253425450045,-0.08433351478123696,1290,1026,190,0.14728682170542637,0.18518518518518517,5,2.91738341948318,0.272113680281532,0.12403100775193798,0.3216374269005848
consumed,68#11,PC_OFF,LN,0.007047665586158206,0.012899846838303525,8995,6923,1365,0.1517509727626459,0.19716885743174925,4,3.1906987072677864,0.2219425931289997,0.29138410227904393,0.09908998988877654
consumed,68#11,PC_OFF,CNN,0.013196001003658454,0.012621291426249289,8995,6923,1365,0.1517509727626459,0.19716885743174925,4,3.1906987072677864,0.2219425931289997,0.29138410227904393,0.09908998988877654
consumed,69#3,PC_OFF,LN,0.0025560575520003556,0.007294020552876007,8085,6580,1057,0.13073593073593073,0.16063829787234044,5,3.279452151297776,0.13567420196384977,0.40667903525046384,0.2560790273556231
consumed,69#3,PC_OFF,CNN,-0.005886539082196215,0.01094336541805792,8085,6580,1057,0.13073593073593073,0.16063829787234044,5,3.279452151297776,0.13567420196384977,0.40667903525046384,0.2560790273556231
consumed,69#4,MC_ON,LN,-0.027641332343477407,0.005854486285773215,6648,5760,618,0.09296028880866426,0.10729166666666666,4,3.46555943276685,0.17668489350641015,0.12409747292418773,0.2765625
consumed,69#4,MC_ON,CNN,-0.034352186177207825,0.010649265510831427,6648,5760,618,0.09296028880866426,0.10729166666666666,4,3.46555943276685,0.17668489350641015,0.12409747292418773,0.2765625
consumed,69#6,MC_OFF,LN,0.0005846376155008749,-0.013820989957232622,8624,6475,749,0.08685064935064934,0.11567567567567567,4,3.297689712269655,0.19230801167289116,0.2672773654916512,0.2091119691119691
consumed,69#6,MC_OFF,CNN,-0.04641486658397027,0.05251546133445236,8624,6475,749,0.08685064935064934,0.11567567567567567,4,3.297689712269655,0.19230801167289116,0.2672773654916512,0.2091119691119691
consumed,69#7,MC_ON,LN,0.0290778295184853,0.024285893958034484,7791,6342,686,0.0880503144654088,0.10816777041942605,4,3.423700475835398,0.13239473770765026,0.1406751379797202,0.272153894670451
consumed,69#7,MC_ON,CNN,-0.03587879515667931,-0.06880378231832283,7791,6342,686,0.0880503144654088,0.10816777041942605,4,3.423700475835398,0.13239473770765026,0.1406751379797202,0.272153894670451
consumed,69#21,PC_OFF,LN,0.011343593858412899,0.008205679094248871,7218,5448,1062,0.14713216957605985,0.1949339207048458,4,3.014155436812755,0.14741931145720052,0.31019673039623163,0.197136563876652
consumed,69#21,PC_OFF,CNN,-0.008406113293349837,-0.002156449644659287,7218,5448,1062,0.14713216957605985,0.1949339207048458,4,3.014155436812755,0.14741931145720052,0.31019673039623163,0.197136563876652
consumed,70#1,PC_ON,LN,-0.011880149708564387,-0.0068290085645992815,8082,3984,732,0.09057164068299926,0.18373493975903615,4,3.3352190733015235,0.13279138571634724,0.16245978718139076,0.25301204819277107
consumed,70#1,PC_ON,CNN,-0.051719094539915224,-0.017317261101994202,8082,3984,732,0.09057164068299926,0.18373493975903615,4,3.3352190733015235,0.13279138571634724,0.16245978718139076,0.25301204819277107
consumed,70#7,PC_ON,LN,0.008829476932926489,-0.0009099995665103626,8673,6594,1127,0.12994350282485875,0.17091295116772823,5,3.371574371967886,0.22167666092063962,0.16118989968868905,0.3299969669396421
consumed,70#7,PC_ON,CNN,0.03222443474518638,0.003923065175693761,8673,6594,1127,0.12994350282485875,0.17091295116772823,5,3.371574371967886,0.22167666092063962,0.16118989968868905,0.3299969669396421
consumed,70#15,PC_ON,LN,-0.003414678585975034,-0.017088527715990964,8580,5442,1110,0.12937062937062938,0.2039691289966924,5,3.2393791523534152,0.23933902673484891,0.11818181818181818,0.24292539507533994
consumed,70#15,PC_ON,CNN,-0.012895495139437663,-0.005080674620436194,8580,5442,1110,0.12937062937062938,0.2039691289966924,5,3.2393791523534152,0.23933902673484891,0.11818181818181818,0.24292539507533994
consumed,70#34,MC_ON,LN,-0.0037980236685326973,-0.00089088052866618,8855,7056,1036,0.11699604743083004,0.14682539682539683,4,3.268467320591336,0.2971018951929221,0.11485036702428007,0.27721088435374147
consumed,70#34,MC_ON,CNN,-0.09878625081863228,-0.046708203729448096,8855,7056,1036,0.11699604743083004,0.14682539682539683,4,3.268467320591336,0.2971018951929221,0.11485036702428007,0.27721088435374147
