split,cell_id,group,quantile,bins,event_rate,local_mean,LSC,aligned_nll,LN_nll,CNN_nll,aligned_minus_LN,aligned_minus_CNN
development,67#7,MC_ON,2,672,0.12946428571428573,-0.3424127828908593,0.08999861102994218,0.35831752778419856,0.3695874037528613,0.28319016627827454,-0.011269875968662654,0.07512736150592407
development,67#7,MC_ON,3,672,0.23660714285714285,0.0063545277048433595,0.18832435471889786,0.47022724654021547,0.45047172253888457,0.3828496245639169,0.01975552400133102,0.08737762197629863
development,67#7,MC_ON,4,672,0.24553571428571427,1.1582041410152832,0.43218353922443764,0.4760345209177062,0.482496724065359,0.40915641615156106,-0.006462203147652811,0.0668781047661452
development,67#7,MC_ON,5,672,0.3482142857142857,2.5598332915934505,1.262834840844089,0.5045415369595163,0.47825831321375506,0.5493039654137454,0.026283223745761246,-0.04476242845422912
development,67#14,PC_ON,1,672,0.1875,-0.4450673365305799,0.01339867428443332,0.29123655921401,0.29620969758236104,0.29056996017370224,-0.004973138368351072,0.0006665990403077735
development,67#14,PC_ON,2,672,0.13988095238095238,-0.3450122821189628,0.044429513820772266,0.3380171796601549,0.3542188640775493,0.28905761586620515,-0.01620168441739448,0.04895956379394969
development,67#14,PC_ON,3,672,0.16517857142857142,0.05597572762061039,0.10155624373791602,0.35430187904374655,0.3648034195064496,0.343165578564535,-0.010501540462703,0.011136300479211624
development,67#14,PC_ON,4,672,0.22023809523809523,1.148669957355499,0.23695436925162827,0.40040723526462346,0.4064977507213681,0.3911314112202343,-0.006090515456744683,0.009275824044389102
development,67#14,PC_ON,5,672,0.3125,2.4822631839469977,0.8465468107000553,0.4390166711425132,0.4089133712966283,0.4306648111703876,0.030103299845884862,0.008351859972125633
development,67#21,PC_ON,1,672,0.08333333333333333,-0.4261336467752699,0.018347266900470564,0.24776318693756882,0.24861708762796444,0.2686980021390699,-0.0008539006903956078,-0.02093481520150109
development,67#21,PC_ON,2,672,0.10416666666666667,-0.1628172106660107,0.05582405086166525,0.27240769490585537,0.26859437423931665,0.2524168317018255,0.0038133206665387507,0.019990863204029905
development,67#21,PC_ON,3,672,0.07589285714285714,-0.16016442883937998,0.12057227185469863,0.22109247226462983,0.21905939674524516,0.2076252501499067,0.0020330755193846547,0.013467222114723117
development,67#21,PC_ON,4,672,0.16220238095238096,1.1729653811538203,0.28028317748523174,0.3645367204649134,0.33737675178962273,0.39941497672994974,0.02715996867529069,-0.03487825626503636
development,67#21,PC_ON,5,672,0.17708333333333334,2.4247051557473847,0.8233063890424115,0.4000421208182337,0.4170825806911039,0.4049087648775928,-0.0170404598728702,-0.004866644059359175
development,67#26,PC_ON,1,672,0.2425595238095238,-0.42429423332844945,0.01990627072680109,0.48402697145013157,0.5053799601331609,0.47121619769415685,-0.02135298868302915,0.012810773755974841
development,67#26,PC_ON,2,672,0.19940476190476192,-0.32342305985439457,0.05658476946752692,0.4566737313487315,0.46053982015821504,0.4395569249819651,-0.0038660888094835017,0.01711680636676642
development,67#26,PC_ON,3,672,0.23363095238095238,0.006416924946400586,0.12693764078566597,0.446544525129209,0.44501526607999925,0.4674866856979522,0.001529259049209714,-0.02094216056874323
development,67#26,PC_ON,4,672,0.34375,1.2981841872950706,0.28635428848819344,0.5546061216136456,0.5510123617524258,0.543890136095541,0.0035937598612198855,0.010715985518104558
development,67#26,PC_ON,5,672,0.34970238095238093,2.4248085097618364,0.9210309773109518,0.6086702492214974,0.6161337813881032,0.6092120558443219,-0.007463532166605986,-0.0005418066228246547
development,67#33,MC_OFF,1,672,0.26339285714285715,-0.459864922966032,0.028827498134779757,0.3481622898181266,0.35185958479025997,0.39608403448130325,-0.003697294972133359,-0.04792174466317668
development,67#33,MC_OFF,2,672,0.1800595238095238,-0.37429779807348496,0.08651345477443252,0.4031985305477851,0.41433070152502083,0.37989085703757397,-0.011132170977235714,0.023307673510211197
development,67#33,MC_OFF,3,672,0.18303571428571427,0.08736522740079333,0.175893634608005,0.3850657880036369,0.4036444220248521,0.3856318058997321,-0.01857863402121521,-0.0005660178960951339
development,67#33,MC_OFF,4,672,0.20684523809523808,0.88122581177801,0.3745782998213582,0.39091639417353413,0.424424584038287,0.39887861616037956,-0.03350818986475279,-0.007962221986845323
development,67#33,MC_OFF,5,672,0.15178571428571427,2.509365202016246,1.042161913863379,0.2596895244960007,0.2731525872723739,0.3096851413380511,-0.013463062776373214,-0.04999561684205038
development,67#34,PC_ON,1,672,0.19791666666666666,-0.26635183390559786,0.016011917304995665,0.3425337776431549,0.3419738696596412,0.32063034983013283,0.0005599079835136545,0.021903427813022076
development,67#34,PC_ON,2,672,0.1636904761904762,-0.33033297969658787,0.052158808146237655,0.34503563477928384,0.34905819660512305,0.3162949959671727,-0.0040225618258392035,0.028740638812111186
development,67#34,PC_ON,3,672,0.14285714285714285,0.28185840778595167,0.11150967901710052,0.3284481425537511,0.3174557072873626,0.3094850970791338,0.010992435266388453,0.01896304547461728
development,67#34,PC_ON,4,672,0.18154761904761904,0.9882334074916249,0.2428581571729112,0.4095054387435251,0.41771009583331825,0.4036055209383627,-0.008204657089793163,0.005899917805162376
development,67#34,PC_ON,5,672,0.25595238095238093,2.5698397113155806,0.7368685107368808,0.4725136723339479,0.4610351083187017,0.4822276017613646,0.011478564015246185,-0.009713929427416711
development,68#3,MC_OFF,1,672,0.3482142857142857,-0.3800810554413247,0.04235330869235673,0.516667540428025,0.4922854249812345,0.48820836709932697,0.024382115446790403,0.02845917332869798
development,68#3,MC_OFF,2,672,0.28720238095238093,-0.3015756970701457,0.10156909081904415,0.48687522075243067,0.49118718349920215,0.4656458025147795,-0.004311962746771405,0.021229418237651128
development,68#3,MC_OFF,3,672,0.31398809523809523,0.4195388824176688,0.21813245185179125,0.5281396628569806,0.5326777162153251,0.4851660054507153,-0.004538053358344547,0.04297365740626513
development,68#3,MC_OFF,4,672,0.28273809523809523,0.6344896093790405,0.41177549909991357,0.4790421937347258,0.4864912229322011,0.4572338449946446,-0.007449029197475302,0.021808348740081196
development,68#3,MC_OFF,5,672,0.23363095238095238,2.288528729787989,1.1781218014606025,0.40228477168497295,0.4320614067150322,0.45332148969103414,-0.029776635030059177,-0.051036718006061174
development,68#4,PC_ON,1,576,0.1857638888888889,-0.3966200818944748,0.014758565705218687,0.4197847206903692,0.42817040690182384,0.4530316786542489,-0.00838568621145462,-0.03324695796387974
development,68#4,PC_ON,2,576,0.16145833333333334,-0.14545735686341582,0.042994049272220676,0.4251959765437141,0.4385485085026653,0.42745791499885016,-0.013352531958951218,-0.0022619384551360363
development,68#4,PC_ON,3,576,0.1857638888888889,0.07114792248830779,0.08901666031258554,0.4616513238726258,0.4525559153648926,0.48898783561454856,0.009095408507733294,-0.02733651174192263
development,68#4,PC_ON,4,576,0.18055555555555555,1.0194135177136758,0.19898792198230256,0.46223039672720123,0.44544955231272976,0.48186677759550395,0.016780844414471505,-0.0196363808683028
development,68#4,PC_ON,5,576,0.1440972222222222,2.3653063193584476,0.6944017653958853,0.3687745334140162,0.35120091319574054,0.3710019267965814,0.017573620218275705,-0.0022273933825651677
development,68#7,PC_ON,1,672,0.16666666666666666,-0.4612326413625851,0.016757800401649703,0.3224835591066199,0.343234996494738,0.301805366289161,-0.02075143738811811,0.02067819281745887
development,68#7,PC_ON,2,672,0.12202380952380952,-0.3251344899002409,0.053007045581943274,0.2909962533962849,0.2873476551713737,0.26121114506056503,0.0036485982249112314,0.029785108335719932
development,68#7,PC_ON,3,672,0.14583333333333334,0.00853283671343282,0.11335998168624081,0.3241472325094633,0.3134479490790993,0.3247031541804802,0.010699283430364052,-0.0005559216710168626
development,68#7,PC_ON,4,672,0.16666666666666666,0.9146910239433055,0.24597648284666843,0.38115552741730696,0.40505892467661875,0.40271220365594307,-0.023903397259311687,-0.02155667623863605
development,68#7,PC_ON,5,672,0.27827380952380953,2.449178162848208,0.7848185567850754,0.434733377530022,0.43444417390605883,0.4739177364515631,0.00028920362396312,-0.03918435892154108
development,68#10,MC_ON,1,96,0.125,-0.44566462969338644,0.03963593930637673,0.30940851075641035,0.30497337507915123,0.3019508749334082,0.004435135677259121,0.007457635823002101
development,68#10,MC_ON,2,96,0.125,-0.2834581297938712,0.09238485021593179,0.30071127324842634,0.298303690272728,0.2420009356434576,0.0024075829756982775,0.05871033760496874
development,68#10,MC_ON,3,96,0.11458333333333333,0.009874367118561966,0.19821640688571565,0.2890039974922486,0.28402707753025974,0.32445778288814353,0.004976919961988897,-0.03545378539589488
development,68#10,MC_ON,4,96,0.125,0.5684178537046661,0.37747438819484486,0.30508437283251016,0.2658693557934183,0.28993647367482445,0.03921501703909189,0.015147899157685734
development,68#10,MC_ON,5,96,0.3125,1.7047259301426962,0.9600814075198315,0.4390102423884148,0.42222372784920753,0.4047660583099151,0.016786514539207265,0.034244184078499634
development,68#11,PC_OFF,1,672,0.20982142857142858,-0.4189368271836934,0.012786599117296857,0.39460681696308886,0.37769533967073865,0.4126997632723637,0.016911477292350218,-0.01809294630927484
development,68#11,PC_OFF,2,672,0.24851190476190477,-0.29855162661907436,0.042343631012629314,0.4917473971059492,0.5117068171162297,0.5465699343930197,-0.019959420010280386,-0.054822537287070525
development,68#11,PC_OFF,3,672,0.18303571428571427,0.15294122693639006,0.09441747806893039,0.4400564066366467,0.46414483261773787,0.501092145613118,-0.024088425981091156,-0.061035738976471236
development,68#11,PC_OFF,4,672,0.13095238095238096,0.9439485626321078,0.2051369622488458,0.32593513475941555,0.3361066845250245,0.3540231557490741,-0.010171549765608993,-0.02808802098965857
development,68#11,PC_OFF,5,672,0.0818452380952381,2.334499272863872,0.622529695185233,0.2422454108264388,0.24760279363231685,0.2552774281578346,-0.005357382805878064,-0.013032017331395796
development,69#3,PC_OFF,1,672,0.3125,-0.4467420434035982,0.014299861020790328,0.5407763887621638,0.5543386643940786,0.5573368615116293,-0.013562275631914795,-0.016560472749465493
development,69#3,PC_OFF,2,672,0.3869047619047619,-0.14089981266196597,0.042458392282727346,0.5825053167065762,0.5943764776763917,0.6138304902201955,-0.011871160969815556,-0.03132517351361938
development,69#3,PC_OFF,3,672,0.34077380952380953,0.032050592970942184,0.09447678121056252,0.5849932898134315,0.5817033795541869,0.6054911707349929,0.0032899102592445395,-0.02049788092156151
development,69#3,PC_OFF,4,672,0.32142857142857145,1.340510924660587,0.22382251201290385,0.5979839007979576,0.6067416404669185,0.6242712986791774,-0.008757739668960908,-0.02628739788121991
development,69#3,PC_OFF,5,672,0.27529761904761907,2.302097106096577,0.7549385442599278,0.47004078777553393,0.4786827222461761,0.49685430533299796,-0.00864193447064218,-0.026813517557464073
development,69#4,MC_ON,1,576,0.17881944444444445,-0.4573395193748487,0.02641800248124753,0.3714171178627994,0.39411720455989785,0.3628269801032124,-0.022700086697098457,0.008590137759587009
development,69#4,MC_ON,2,576,0.1440972222222222,-0.3100225063890169,0.07892375820629091,0.3742026611130232,0.3945743689279268,0.3544925772151062,-0.02037170781490356,0.019710083897917088
development,69#4,MC_ON,3,576,0.2204861111111111,0.015410251502237318,0.16890476996560227,0.45867617906325653,0.47639692420768665,0.3212977090967313,-0.017720745144430186,0.1373784699665252
development,69#4,MC_ON,4,576,0.24305555555555555,1.2546990509739167,0.3860307323993379,0.5104523223028914,0.5119415193965122,0.4284084071985253,-0.0014891970936208186,0.08204391510436608
development,69#4,MC_ON,5,576,0.2621527777777778,2.4394605514474583,1.166584776027159,0.4153338809580387,0.3628641138708883,0.39250007151151795,0.05246976708715037,0.022833809446520744
development,69#6,MC_OFF,1,672,0.23511904761904762,-0.34171064906284954,0.03575262971761999,0.4202747100993784,0.4265949920640867,0.41654451173134366,-0.006320281964708292,0.003730198368034742
development,69#6,MC_OFF,2,672,0.18154761904761904,-0.38162806984924974,0.09873255286211735,0.4250843806189652,0.4303650116077672,0.40218979831655427,-0.005280630988802033,0.02289458230241082
development,69#6,MC_OFF,3,672,0.24702380952380953,0.02928846022034111,0.19463445971678622,0.5925310589761453,0.5818900785018781,0.5141381023594525,0.010640980474267306,0.07839295661669297
development,69#6,MC_OFF,4,672,0.19791666666666666,1.11017938999542,0.4320610025863382,0.4041046345014543,0.39955246587187676,0.39882893051597323,0.004552168629577527,0.00527570398548108
development,69#6,MC_OFF,5,672,0.17708333333333334,2.7710247214609134,1.2145641034252987,0.3231434491643146,0.312635079808864,0.32859874421000146,0.010508369355450579,-0.005455295045686862
development,69#7,MC_ON,1,672,0.19940476190476192,-0.4224394881231192,0.03082586255546434,0.43420586695678154,0.41664797430119094,0.4104339433646233,0.017557892655590584,0.023771923592158177
development,69#7,MC_ON,2,672,0.14136904761904762,-0.3352158498427369,0.0899606886556148,0.4158109681603995,0.4086730511998981,0.4001244754499832,0.0071379169605013905,0.015686492710416295
development,69#7,MC_ON,3,672,0.22023809523809523,-0.06348976743551461,0.1890646182563148,0.4798935899466707,0.4889112777572613,0.44530028075120487,-0.009017687810590673,0.0345933091954657
development,69#7,MC_ON,4,672,0.22916666666666666,1.4354768844498014,0.41816016511435367,0.46861142583869186,0.4723438712621247,0.4562018120025457,-0.0037324454234328743,0.012409613836146053
development,69#7,MC_ON,5,672,0.27976190476190477,2.4716658104906752,1.2262149971293979,0.5211392454439434,0.5037923385006635,0.5439525593465991,0.017346906943279942,-0.02281331390265574
development,69#21,PC_OFF,1,576,0.28125,-0.47189494913618546,0.012076077841772389,0.5181132342578137,0.5132224718341082,0.5402980676035651,0.004890762423705582,-0.022184833345751467
development,69#21,PC_OFF,2,576,0.2569444444444444,-0.32490055476106744,0.039343215480972,0.5162392878693011,0.5144165627017031,0.548000230063114,0.001822725167597908,-0.03176094219381301
development,69#21,PC_OFF,3,576,0.2170138888888889,0.07566146397221019,0.09944699582944591,0.4957396478932231,0.4995346584975741,0.520355341963354,-0.003795010604350939,-0.02461569407013083
development,69#21,PC_OFF,4,576,0.18229166666666666,0.9327015189337544,0.24100167474560225,0.4219818748557301,0.4049054845913898,0.4360467298322031,0.01707639026434034,-0.014064854976473017
development,69#21,PC_OFF,5,576,0.17881944444444445,2.562921446910574,0.7802189794923771,0.43592061025049705,0.4286088163027944,0.47859001790213657,0.007311793947702625,-0.04266940765163957
development,70#1,PC_ON,1,576,0.22743055555555555,-0.40997449480346404,0.019401752022054672,0.5030213564634463,0.5190617634948174,0.533521102811156,-0.01604040703137119,-0.030499746347709664
development,70#1,PC_ON,2,576,0.2309027777777778,-0.17518723383530718,0.06380266178954212,0.5033522797518538,0.5139408876174922,0.5369898878298552,-0.010588607865638418,-0.0336376080780013
development,70#1,PC_ON,3,576,0.24131944444444445,0.28151789856504666,0.15495635482292744,0.5257867243661809,0.5175347641810877,0.532232610971716,0.00825196018509332,-0.006445886605535163
development,70#1,PC_ON,4,576,0.24305555555555555,1.404457330940204,0.31291241080355614,0.5104011501311015,0.515267606290409,0.49953018300364405,-0.0048664561593074656,0.010870967127457446
development,70#1,PC_ON,5,576,0.2760416666666667,2.4641188222585697,0.9678644155112995,0.5645464631804846,0.5593786772742695,0.574435264749488,0.005167785906215206,-0.009888801569003455
development,70#7,PC_ON,1,672,0.21726190476190477,-0.4653104026745293,0.011893050789603642,0.46711132593549703,0.47852332638259715,0.482164700834224,-0.011412000447100078,-0.015053374898727025
development,70#7,PC_ON,2,672,0.1949404761904762,-0.1458370829253302,0.04027374322461282,0.42737745732582544,0.4344934530671169,0.4639552875614107,-0.007115995741291451,-0.03657783023558524
development,70#7,PC_ON,3,672,0.18452380952380953,0.29892777429065776,0.09059910354454631,0.4275387645080929,0.4311080890250203,0.46338243545300645,-0.003569324516927381,-0.03584367094491356
development,70#7,PC_ON,4,672,0.2857142857142857,0.9508160173002883,0.205763827335193,0.5340624156950252,0.536136650909319,0.5448133835222568,-0.0020742352142938117,-0.010750967827231603
development,70#7,PC_ON,5,672,0.29017857142857145,2.2777173200625436,0.6782641449651761,0.4946580987407854,0.5009761783744371,0.5449740668859087,-0.006318079633651638,-0.050315968145123194
development,70#15,PC_ON,1,576,0.1840277777777778,-0.2659638773408612,0.02072263273571212,0.4180668890844402,0.4151081653245358,0.3894189227646368,0.0029587237599043334,0.02864796631980336
development,70#15,PC_ON,2,576,0.11284722222222222,-0.17468863935088544,0.06802510020754027,0.3232143490508754,0.32864154060893164,0.323024868139045,-0.00542719155805622,0.00018948091183042305
development,70#15,PC_ON,3,576,0.16493055555555555,0.3291046574264935,0.1382745731396892,0.4312691193093603,0.4401392041272506,0.4246658174811519,-0.008870084817890343,0.006603301828208381
development,70#15,PC_ON,4,576,0.1857638888888889,0.9875965420284653,0.277321001547427,0.45075027401459444,0.45309251696795133,0.44648079339485747,-0.0023422429533569533,0.004269480619736849
development,70#15,PC_ON,5,576,0.234375,2.4112700867159824,0.8690352333335285,0.5291698869430677,0.5138192480717154,0.5108511932519615,0.015350638871352209,0.01831869369110613
development,70#34,MC_ON,1,672,0.15327380952380953,-0.4422922741913213,0.03178923683916566,0.3071180385120171,0.32328680200297694,0.267874561993367,-0.016168763490959866,0.03924347651865005
development,70#34,MC_ON,2,672,0.12053571428571429,-0.4066640390873766,0.08971259632712732,0.2840879339630206,0.27156662058534015,0.2621190012551943,0.012521313377680426,0.021968932707826322
development,70#34,MC_ON,3,672,0.15625,0.04464351705792069,0.1771722156072566,0.3394474599929722,0.34299797643675756,0.3370057383152532,-0.003550516443785395,0.0024417216777189972
development,70#34,MC_ON,4,672,0.19791666666666666,1.0952734967865003,0.38725319817271076,0.4345431875119741,0.42667382456098035,0.4199859912797172,0.007869362950993806,0.01455719623225696
development,70#34,MC_ON,5,672,0.24553571428571427,2.4062213521888642,1.065546543313668,0.3781261801563293,0.3825633831098196,0.4214193605646567,-0.004437202953490289,-0.043293180408327414
