cell_id,group,mode,channel,profile,region,overshoot_above_plateaus,undershoot_below_plateaus,max_minus_upper_plateau,min_minus_lower_plateau,max_x_pixels,min_x_pixels
67#21,PC_ON,R4_normal,probability,matched_uniform,dark_boundary,0.0,0.0,-0.011658184230327606,0.0,-2,-6
67#21,PC_ON,R4_normal,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.011077359318733215,4,2
67#21,PC_ON,R4_H1_off,logit,ramp,dark_boundary,0.0,-0.0023992061614990234,-0.14762020111083984,-0.0023992061614990234,-2,-4
67#21,PC_ON,R4_H1_off,logit,ramp,bright_boundary,0.0023987293243408203,0.0,0.0023987293243408203,0.14761972427368164,4,2
67#21,PC_ON,R4_H1_off,logit,matched_uniform,dark_boundary,0.0,0.0,-0.14762020111083984,0.0,-2,-6
67#21,PC_ON,R4_H1_off,logit,matched_uniform,bright_boundary,0.0,0.0,0.0,0.14761972427368164,4,2
67#21,PC_ON,R4_H1_off,probability,ramp,dark_boundary,0.0,-0.00017867237329483032,-0.012629978358745575,-0.00017867237329483032,-2,-4
67#21,PC_ON,R4_H1_off,probability,ramp,bright_boundary,0.00022210925817489624,0.0,0.00022210925817489624,0.01195458322763443,4,2
67#21,PC_ON,R4_H1_off,probability,matched_uniform,dark_boundary,0.0,0.0,-0.012629978358745575,0.0,-2,-6
67#21,PC_ON,R4_H1_off,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.01195458322763443,4,2
67#21,PC_ON,R4_AC_off,logit,ramp,dark_boundary,0.0,-0.0011200904846191406,-0.2455611228942871,-0.0011200904846191406,-2,-5
67#21,PC_ON,R4_AC_off,logit,ramp,bright_boundary,0.0011200904846191406,0.0,0.0011200904846191406,0.2455611228942871,5,2
67#21,PC_ON,R4_AC_off,logit,matched_uniform,dark_boundary,0.0,0.0,-0.24508380889892578,0.0,-2,-6
67#21,PC_ON,R4_AC_off,logit,matched_uniform,bright_boundary,0.0,0.0,0.0,0.24508380889892578,4,2
67#21,PC_ON,R4_AC_off,probability,ramp,dark_boundary,0.0,-7.495284080505371e-05,-0.021458633244037628,-7.495284080505371e-05,-2,-5
67#21,PC_ON,R4_AC_off,probability,ramp,bright_boundary,0.00011450052261352539,0.0,0.00011450052261352539,0.019532933831214905,5,2
67#21,PC_ON,R4_AC_off,probability,matched_uniform,dark_boundary,0.0,0.0,-0.021422982215881348,0.0,-2,-6
67#21,PC_ON,R4_AC_off,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.019488856196403503,4,2
67#21,PC_ON,LN,logit,ramp,dark_boundary,0.0,-0.0025887489318847656,-0.0700075626373291,-0.0025887489318847656,-2,-6
67#21,PC_ON,LN,logit,ramp,bright_boundary,0.003973960876464844,0.0,0.003973960876464844,0.10097885131835938,5,2
67#21,PC_ON,LN,logit,matched_uniform,dark_boundary,0.0,0.0,-0.08310365676879883,0.0,-2,-6
67#21,PC_ON,LN,logit,matched_uniform,bright_boundary,0.0,0.0,0.0,0.08310389518737793,4,2
67#21,PC_ON,LN,probability,ramp,dark_boundary,0.0,-0.00016601383686065674,-0.004638977348804474,-0.00016601383686065674,-2,-6
67#21,PC_ON,LN,probability,ramp,bright_boundary,0.00026564300060272217,0.0,0.00026564300060272217,0.006409108638763428,5,2
67#21,PC_ON,LN,probability,matched_uniform,dark_boundary,0.0,0.0,-0.005448304116725922,0.0,-2,-6
67#21,PC_ON,LN,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.005207650363445282,4,2
67#26,PC_ON,R4_normal,logit,ramp,dark_boundary,0.0,-0.008070111274719238,-0.12094449996948242,-0.008070111274719238,-2,-4
67#26,PC_ON,R4_normal,logit,ramp,bright_boundary,0.008070230484008789,0.0,0.008070230484008789,0.12094449996948242,4,2
67#26,PC_ON,R4_normal,logit,matched_uniform,dark_boundary,0.0,0.0,-0.12087404727935791,0.0,-2,-6
67#26,PC_ON,R4_normal,logit,matched_uniform,bright_boundary,0.0,0.0,0.0,0.12087392807006836,4,2
67#26,PC_ON,R4_normal,probability,ramp,dark_boundary,0.0,-0.0013862401247024536,-0.022286325693130493,-0.0013862401247024536,-2,-4
67#26,PC_ON,R4_normal,probability,ramp,bright_boundary,0.0015465021133422852,0.0,0.0015465021133422852,0.021681606769561768,4,2
67#26,PC_ON,R4_normal,probability,matched_uniform,dark_boundary,0.0,0.0,-0.022273853421211243,0.0,-2,-6
67#26,PC_ON,R4_normal,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.021668419241905212,4,2
67#26,PC_ON,R4_H1_off,logit,ramp,dark_boundary,0.0,-0.0075865983963012695,-0.1249614953994751,-0.0075865983963012695,-2,-4
67#26,PC_ON,R4_H1_off,logit,ramp,bright_boundary,0.007586479187011719,0.0,0.007586479187011719,0.12496137619018555,4,2
67#26,PC_ON,R4_H1_off,logit,matched_uniform,dark_boundary,0.0,0.0,-0.1249614953994751,0.0,-2,-6
67#26,PC_ON,R4_H1_off,logit,matched_uniform,bright_boundary,0.0,0.0,0.0,0.12496137619018555,4,2
67#26,PC_ON,R4_H1_off,probability,ramp,dark_boundary,0.0,-0.0012997686862945557,-0.023036181926727295,-0.0012997686862945557,-2,-4
67#26,PC_ON,R4_H1_off,probability,ramp,bright_boundary,0.0014570653438568115,0.0,0.0014570653438568115,0.022391751408576965,4,2
67#26,PC_ON,R4_H1_off,probability,matched_uniform,dark_boundary,0.0,0.0,-0.023036181926727295,0.0,-2,-6
67#26,PC_ON,R4_H1_off,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.022391751408576965,4,2
67#26,PC_ON,R4_AC_off,logit,ramp,dark_boundary,0.0,-0.0005691051483154297,-0.30072158575057983,-0.0005691051483154297,-2,-5
67#26,PC_ON,R4_AC_off,logit,ramp,bright_boundary,0.0005691051483154297,0.0,0.0005691051483154297,0.3007218837738037,5,2
67#26,PC_ON,R4_AC_off,logit,matched_uniform,dark_boundary,0.0,0.0,-0.3004792332649231,0.0,-2,-6
67#26,PC_ON,R4_AC_off,logit,matched_uniform,bright_boundary,0.0,0.0,0.0,0.30047929286956787,4,2
67#26,PC_ON,R4_AC_off,probability,ramp,dark_boundary,0.0,-8.682906627655029e-05,-0.056559816002845764,-8.682906627655029e-05,-2,-5
67#26,PC_ON,R4_AC_off,probability,ramp,bright_boundary,0.00011926889419555664,0.0,0.00011926889419555664,0.0526779443025589,5,2
67#26,PC_ON,R4_AC_off,probability,matched_uniform,dark_boundary,0.0,0.0,-0.056519269943237305,0.0,-2,-6
67#26,PC_ON,R4_AC_off,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.052630409598350525,4,2
67#26,PC_ON,LN,logit,ramp,dark_boundary,0.0,0.0,-0.09813833236694336,0.0035080909729003906,-2,-6
67#26,PC_ON,LN,logit,ramp,bright_boundary,0.002036571502685547,0.0,0.002036571502685547,0.13371920585632324,6,2
67#26,PC_ON,LN,logit,matched_uniform,dark_boundary,0.0,0.0,-0.11704516410827637,0.0,-2,-6
67#26,PC_ON,LN,logit,matched_uniform,bright_boundary,0.0,0.0,0.0,0.11704480648040771,4,2
67#26,PC_ON,LN,probability,ramp,dark_boundary,0.0,0.0,-0.016480788588523865,0.0005125701427459717,-2,-6
67#26,PC_ON,LN,probability,ramp,bright_boundary,0.00033986568450927734,0.0,0.00033986568450927734,0.021632492542266846,6,2
67#26,PC_ON,LN,probability,matched_uniform,dark_boundary,0.0,0.0,-0.019488275051116943,0.0,-2,-6
67#26,PC_ON,LN,probability,matched_uniform,bright_boundary,0.0,0.0,0.0,0.018805935978889465,4,2
67#33,MC_OFF,R4_normal,logit,ramp,dark_boundary,0.00947415828704834,0.0,0.00947415828704834,0.3150756359100342,-5,-2
67#33,MC_OFF,R4_normal,logit,ramp,bright_boundary,0.0,-0.00947415828704834,-0.31507551670074463,-0.00947415828704834,2,5
67#33,MC_OFF,R4_normal,logit,matched_uniform,dark_boundary,0.0,0.0,0.0,0.31366705894470215,-6,-2
67#33,MC_OFF,R4_normal,logit,matched_uniform,bright_boundary,0.0,0.0,-0.31366705894470215,0.0,2,4
67#33,MC_OFF,R4_normal,probability,ramp,dark_boundary,0.0015402436256408691,0.0,0.0015402436256408691,0.04195624589920044,-5,-2
67#33,MC_OFF,R4_normal,probability,ramp,bright_boundary,0.0,-0.0011148154735565186,-0.04605700075626373,-0.0011148154735565186,2,5
67#33,MC_OFF,R4_normal,probability,matched_uniform,dark_boundary,0.0,0.0,0.0,0.04174351692199707,-6,-2
67#33,MC_OFF,R4_normal,probability,matched_uniform,bright_boundary,0.0,0.0,-0.04587642848491669,0.0,2,4
67#33,MC_OFF,R4_H1_off,logit,ramp,dark_boundary,0.006113648414611816,0.0,0.006113648414611816,0.36289238929748535,-5,-2
