"Path","Bytes","SHA256"
"evaluation/mechanistic_retina/temporal_center_surround_reporting.py","6003","01E1966A75E03E0D88C829579815F8FCE10CD5F31987A4DC9121531056320CE9"
"evaluation/mechanistic_retina/temporal_center_surround.py","6837","8623EB93E8FC224B923DD5255D705AD826DA8D4ADA4C50D57909BC09F640F261"
"evaluation/model_comparison/__init__.py","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"evaluation/model_comparison/artifacts.py","3513","306E1CBF3B6DC83B95A1CA6169F48887445753545F65EDBEDBD7047432EF84B5"
"evaluation/model_comparison/baseline_runs.py","8248","6B877FF75B0109CD30A0913B305B6048DD90276DC299C50ADDA90DFD84696282"
"evaluation/model_comparison/config.py","2564","F7B6C1E7C242E6BC715CD1730EF82F3A1A1F58652575ECF55894CD458D41D7AB"
"evaluation/model_comparison/experiment.py","9749","9FD26AF11A361020B115852CB2982BADB75F8014B3CD7F71D9E84B1F4988CA88"
"evaluation/model_comparison/mechanistic_run.py","7904","927E95902FA9D9CA86FA76617D16413E026FACC0BFAF3E9F145B895768647811"
"evaluation/model_comparison/model_eval.py","2538","7F517CDEEBDD6B9E10B5A526C1CCF2986C171AFAA80D0BA8F0BF3CBDF7CB264F"
"evaluation/model_comparison/parameters.py","3371","314C573E7DE0B61AF88E906EE3EB1D11D982A9992DC1ACD5A8234C0130B712C4"
"evaluation/model_comparison/prediction.py","3785","B6B40E53AD3A0AD64981A2AB81C9A0F426AD5422B9B91980A4C16E3CC3D1B2D0"
"evaluation/model_comparison/presentation.py","3836","FA25CCD73A5C06E067564FB99F53ECFD289B4A9E51F2F500488F38FA316174CD"
"evaluation/model_comparison/reporting.py","8568","A2760B89123FD4B70F7EBE5AD52BA28F5537E4565765B4196D525F8E898E6090"
"evaluation/model_comparison/rf.py","3704","5D9F15FFC45B329289198FF04C4B73A65ED5DF33D279277CB2CD4AC5B3D04EBB"
"evaluation/model_comparison/run_data.py","888","B7F2964BFF28BE64D4373B15AB579BDE09EB5AB3C34A34F824D87E4588D9340C"
"evaluation/model_comparison/runner_support.py","1571","58CCA15D6F581CC0730F2F025DAD9C31F9FF1B98AB5BDEBB2C8E2C5461B2D27E"
"evaluation/model_comparison/sample_efficiency_experiment.py","11191","4DA2E69F322BF81C1854B5A5D8DF3F8378FD8B8AA936173C292FD54B2E612526"
"evaluation/model_comparison/sample_efficiency_presentation.py","8515","C16A11FD0E345D1DBF7AAB1502A735934ABD36A9C14FDE189BF50356ADCC8C2D"
"evaluation/model_comparison/sample_efficiency_profiles.py","9829","E8EB7802AB153C663FB58E63CF2E8E9F9BB7C472C3B6E4A5AF307CD9DE53C15C"
"evaluation/model_comparison/sample_efficiency_protocol.py","8879","77A221557340EEB572C5043540F07B0642C8B13CF8664F6D83BAD81F8E5B3877"
"evaluation/model_comparison/sample_efficiency_reporting.py","8239","D3C8BB072611DBFF276C5439A71846CAF212D58A1D02F6B2D67C51F1598EC1C1"
"evaluation/model_comparison/sample_efficiency_reuse.py","13157","C062002780683D429561BAE5020E2D62FA214E94CD87363B8E49329CD9B0E8A6"
"evaluation/model_comparison/sample_efficiency_rows.py","10406","2C033B3BD853E4723CBEF46B42F9C1C31599A004118553A1CD359512DDAEFB55"
"evaluation/model_comparison/sample_efficiency_runner.py","13916","BB4BBD90AB803BC11AD8E383EE86C9C3B4CAD944558F8F34C3CD84E5AF6EE6C6"
"evaluation/model_comparison/sample_efficiency_state.py","6324","7E2E464AA5F1CC18E961297A15FCDB06F93B8B6EFACD9FE1E4F34C8DF11B1F10"
"evaluation/model_comparison/stability.py","6144","0E7DF993259E18DA538A6B77016B858DBBC082A54AA03275E0325C69DC3252EE"
"evaluation/model_comparison/summary.py","6547","132F037A4C690A23919215B612BDC27E7B69DD05291A5FC6E286F0E6974DA689"
"evaluation/model_comparison/training.py","5941","EE6C5560D835FB288CB560BA616A4AC55DF1B661985A0ACC64BA65F39629CF31"
"evaluation/model_comparison/types.py","1057","2C4E1D3BF3F07266F794F20CEF6A6A114926EADFE4706F6FFFD27C1D56BE417B"
"evaluation/parameter_audit.py","7424","16D79ECA65A3CD5BEDFEBA677AD79D43412A048587A50F068ED4F4D952C34D94"
"evaluation/phase1_benchmark.py","6131","7B37D975C22523A4EC5E3A9108E994E45F87EF1A2640841EA3E0D475334D5025"
