step,sampled_train_batch_nll,inner_dev_nll
1,0.7844487428665161,
2,0.632072389125824,
3,0.6146270632743835,
4,0.6920958757400513,
5,0.5807574987411499,
6,0.6686229109764099,
7,0.656375527381897,
8,0.5438443422317505,
9,0.5631430745124817,
10,0.6061537265777588,
11,0.5739370584487915,
12,0.6631175875663757,
13,0.6007827520370483,
14,0.50932776927948,
15,0.5408117771148682,
16,0.5406531095504761,
17,0.5462741255760193,
18,0.634100079536438,
19,0.5158106684684753,
20,0.525837242603302,
21,0.6681212186813354,
22,0.5521513223648071,
23,0.5334831476211548,
24,0.5889849066734314,
25,0.5119075775146484,
26,0.5189782977104187,
27,0.5884210467338562,
28,0.5467454791069031,
29,0.509727418422699,
30,0.5140432119369507,
31,0.5158335566520691,
32,0.5501759648323059,
33,0.49017682671546936,
34,0.5711802244186401,
35,0.5601333975791931,
36,0.565321683883667,
37,0.5023807883262634,
38,0.5220953822135925,
39,0.5464820861816406,
40,0.5089132189750671,
41,0.496280699968338,
42,0.4758167266845703,
43,0.5230345129966736,
44,0.4865798354148865,
45,0.4693824052810669,
46,0.4845619201660156,
47,0.5218152403831482,
48,0.5209065675735474,
49,0.5293641686439514,
50,0.5131913423538208,
51,0.4700219929218292,
52,0.47789233922958374,
53,0.5124315619468689,
54,0.5073093175888062,
55,0.523472785949707,
56,0.48042482137680054,
57,0.49919694662094116,
58,0.47439149022102356,
59,0.5390235781669617,
60,0.5853080749511719,
61,0.4474601149559021,
62,0.48553118109703064,
63,0.5210404396057129,
64,0.5222652554512024,
65,0.48172277212142944,
66,0.5498408675193787,
67,0.5012208223342896,
68,0.5009326934814453,
69,0.5701577067375183,
70,0.5414666533470154,
71,0.5313140749931335,
72,0.5284157991409302,
73,0.49035611748695374,
74,0.5623906254768372,
75,0.5203455090522766,
76,0.4855157136917114,
77,0.539480984210968,
78,0.5247986316680908,
79,0.499723345041275,
80,0.4952922463417053,
81,0.5234407186508179,
82,0.4839119613170624,
83,0.4891245663166046,
84,0.48266172409057617,
85,0.471758097410202,
86,0.4707992672920227,
87,0.46551695466041565,
88,0.5008921027183533,
89,0.4951871931552887,
90,0.4834226071834564,
91,0.5278581380844116,
92,0.4843364655971527,
93,0.5222890377044678,
94,0.5135506987571716,
95,0.48487696051597595,
96,0.5295788645744324,
97,0.5202884078025818,
98,0.5103480219841003,
99,0.48664841055870056,
100,0.4911090135574341,
101,0.515796959400177,
102,0.4868297874927521,
103,0.4910348951816559,
104,0.48017823696136475,
105,0.49011021852493286,
106,0.523177444934845,
107,0.4747510850429535,
108,0.5083273649215698,
109,0.5154287219047546,
110,0.48536890745162964,
111,0.4903848469257355,
112,0.5004433393478394,
113,0.5083615183830261,
114,0.4614613652229309,
115,0.517926812171936,
116,0.49680137634277344,
117,0.4688285291194916,
118,0.44959795475006104,
119,0.5054178237915039,
120,0.4651334583759308,
121,0.5075094103813171,
122,0.4846751391887665,
123,0.477084755897522,
124,0.4686032235622406,
125,0.5531216263771057,
126,0.5318458080291748,
127,0.5064724087715149,
128,0.5384773015975952,
129,0.5647841095924377,
130,0.555397093296051,
131,0.4637617766857147,
132,0.509316086769104,
133,0.4793661832809448,
134,0.4685746729373932,
135,0.44762465357780457,
136,0.5252881646156311,
137,0.5146409869194031,
138,0.48892465233802795,
139,0.5076414942741394,
140,0.506700336933136,
141,0.4855363965034485,
142,0.5268446207046509,
143,0.5018457770347595,
144,0.4780770540237427,
145,0.5391031503677368,
146,0.4971494972705841,
147,0.5433701872825623,
148,0.4759892225265503,
149,0.5236214399337769,
150,0.5210130214691162,
151,0.4745353162288666,
152,0.533214807510376,
153,0.4684527814388275,
154,0.4917415678501129,
155,0.4793274998664856,
156,0.4894157648086548,
157,0.4935132563114166,
158,0.5239888429641724,
159,0.485037624835968,
160,0.4613347351551056,
161,0.46992701292037964,
162,0.5461764931678772,
163,0.47907689213752747,
164,0.490271657705307,
165,0.49385276436805725,
166,0.49896571040153503,
167,0.5294150710105896,
168,0.5185482501983643,
169,0.47289884090423584,
170,0.49259695410728455,
171,0.46852633357048035,
172,0.48090630769729614,
173,0.49351054430007935,
174,0.4900452196598053,
175,0.4913419187068939,
176,0.45767247676849365,
177,0.5066531300544739,
178,0.4686287045478821,
