cell_id,group,mode,channel,family,name,kind,mean_on,peak_signed,peak_absolute,peak_latency_from_onset_ms,integral_response_seconds,onset_50ms_mean,offset_50ms_mean,control,x_pixels
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-12,pair_difference,0.0,0.0,0.0,,0.0,0.0,0.0,False,-12
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-12,pair_clamp_minus_normal,0.0,0.0,0.0,,0.0,0.0,0.0,False,-12
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-11,pair_difference,-1.5894572769070692e-08,-1.1920928955078125e-07,1.1920928955078125e-07,106.66665649414062,-5.960464477539063e-09,0.0,-3.725290298461914e-08,False,-11
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-11,pair_clamp_minus_normal,0.0,0.0,0.0,,0.0,0.0,0.0,False,-11
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-10,pair_difference,-7.152557657263969e-08,-4.76837158203125e-07,4.76837158203125e-07,126.66665649414062,-5.443890889485677e-08,-7.450580596923828e-09,-3.7997961044311523e-07,False,-10
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-10,pair_clamp_minus_normal,0.0,0.0,0.0,,0.0,0.0,0.0,False,-10
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-09,pair_difference,1.1523564324988911e-07,-1.6689300537109375e-06,1.6689300537109375e-06,153.33331298828125,-1.5616416931152344e-07,1.4901161193847656e-07,-1.0132789611816406e-06,False,-9
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-09,pair_clamp_minus_normal,0.0,0.0,0.0,,0.0,0.0,0.0,False,-9
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-08,pair_difference,2.348423095099861e-06,3.933906555175781e-06,3.933906555175781e-06,60.0,-7.192293802897136e-08,1.2367963790893555e-06,4.172325134277344e-07,False,-8
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-08,pair_clamp_minus_normal,0.0,0.0,0.0,,0.0,0.0,0.0,False,-8
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-07,pair_difference,1.2139479622419458e-05,2.092123031616211e-05,2.092123031616211e-05,86.66665649414062,1.213550567626953e-06,5.349516868591309e-06,1.3105571269989014e-05,False,-7
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-07,pair_clamp_minus_normal,0.0,0.0,0.0,,0.0,0.0,0.0,False,-7
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-06,pair_difference,4.036426616949029e-05,7.641315460205078e-05,7.641315460205078e-05,106.66665649414062,5.9405962626139326e-06,1.65402889251709e-05,5.669891834259033e-05,False,-6
