cell_id,group,mode,channel,family,name,kind,mean_on,peak_signed,peak_absolute,peak_latency_from_onset_ms,integral_response_seconds,onset_50ms_mean,offset_50ms_mean
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-12,overlapping_minus_exclusive_pair,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-12,overlapping_minus_exclusive_pair,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-11,overlapping_minus_exclusive_pair,-1.1920929132713809e-08,-1.1920928955078125e-07,1.1920928955078125e-07,106.66665649414062,-4.76837158203125e-09,0.0,-2.9802322387695312e-08
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-11,overlapping_minus_exclusive_pair,0.0,-5.960464477539063e-08,5.960464477539063e-08,120.0,-9.934107462565104e-10,0.0,-7.450580596923828e-09
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-10,overlapping_minus_exclusive_pair,-5.960464477539063e-08,-4.172325134277344e-07,4.172325134277344e-07,120.0,-4.569689432779948e-08,-1.4901161193847656e-08,-3.427267074584961e-07
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-10,overlapping_minus_exclusive_pair,-1.5894572769070692e-08,-8.940696716308594e-08,8.940696716308594e-08,106.66665649414062,-9.735425313313802e-09,0.0,-6.332993507385254e-08
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-09,overlapping_minus_exclusive_pair,1.9868215517249155e-08,-1.430511474609375e-06,1.430511474609375e-06,153.33331298828125,-1.414616902669271e-07,1.043081283569336e-07,-9.909272193908691e-07
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-09,overlapping_minus_exclusive_pair,-3.973643192267673e-09,-2.682209014892578e-07,2.682209014892578e-07,120.0,-2.9603640238444012e-08,1.4901161193847656e-08,-2.123415470123291e-07
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-08,overlapping_minus_exclusive_pair,1.5974044345057337e-06,-3.4570693969726562e-06,3.4570693969726562e-06,166.66665649414062,-1.3828277587890624e-07,9.5367431640625e-07,-4.3213367462158203e-07
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-08,overlapping_minus_exclusive_pair,3.35772824655578e-07,-6.556510925292969e-07,6.556510925292969e-07,160.0,-2.2649765014648438e-08,1.9744038581848145e-07,-7.078051567077637e-08
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-07,overlapping_minus_exclusive_pair,8.81354026205372e-06,1.4543533325195312e-05,1.4543533325195312e-05,73.33331298828125,6.747245788574219e-07,4.194676876068115e-06,7.890164852142334e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-07,overlapping_minus_exclusive_pair,1.8974145632455475e-06,3.129243850708008e-06,3.129243850708008e-06,66.66665649414062,1.5676021575927734e-07,8.940696716308594e-07,1.6614794731140137e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-06,overlapping_minus_exclusive_pair,3.002484663738869e-05,5.459785461425781e-05,5.459785461425781e-05,106.66665649414062,3.914435704549154e-06,1.3105571269989014e-05,3.836303949356079e-05
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-06,overlapping_minus_exclusive_pair,6.451209173974348e-06,1.1831521987915039e-05,1.1831521987915039e-05,100.0,8.511543273925781e-07,2.771615982055664e-06,7.994472980499268e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-05,overlapping_minus_exclusive_pair,0.0009867349872365594,0.0019756555557250977,0.0019756555557250977,106.66665649414062,0.00020024696985880536,0.0003715604543685913,0.0016257986426353455
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-05,overlapping_minus_exclusive_pair,0.00020731092081405222,0.00041431188583374023,0.00041431188583374023,106.66665649414062,4.0110945701599124e-05,7.729604840278625e-05,0.00032058730721473694
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-04,overlapping_minus_exclusive_pair,0.0029570222832262516,0.005868017673492432,0.005868017673492432,113.33331298828125,0.0005896528561909994,0.0012005269527435303,0.004244282841682434
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-04,overlapping_minus_exclusive_pair,0.0006668885471299291,0.0012549757957458496,0.0012549757957458496,113.33331298828125,0.00012330849965413413,0.00028263404965400696,0.00086183100938797
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-03,overlapping_minus_exclusive_pair,0.0009874542010948062,0.0019779205322265625,0.0019779205322265625,106.66665649414062,0.00020038922627766927,0.00037173181772232056,0.0016270801424980164
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-03,overlapping_minus_exclusive_pair,0.00020232796669006348,0.00040343403816223145,0.00040343403816223145,106.66665649414062,3.9376417795817064e-05,7.57463276386261e-05,0.0003156214952468872
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-02,overlapping_minus_exclusive_pair,3.0167897421051748e-05,5.507469177246094e-05,5.507469177246094e-05,106.66665649414062,3.970861434936524e-06,1.3135373592376709e-05,3.8780272006988525e-05
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-02,overlapping_minus_exclusive_pair,6.18894910076051e-06,1.1295080184936523e-05,1.1295080184936523e-05,106.66665649414062,8.157889048258464e-07,2.678483724594116e-06,7.797032594680786e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x-01,overlapping_minus_exclusive_pair,8.829434591461904e-06,1.4781951904296875e-05,1.4781951904296875e-05,86.66665649414062,8.177757263183594e-07,4.120171070098877e-06,8.925795555114746e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x-01,overlapping_minus_exclusive_pair,1.762310716912907e-06,2.9802322387695312e-06,2.9802322387695312e-06,86.66665649414062,1.6530354817708334e-07,8.195638656616211e-07,1.7695128917694092e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+00,overlapping_minus_exclusive_pair,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+00,overlapping_minus_exclusive_pair,0.0,0.0,0.0,,0.0,0.0,0.0
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+01,overlapping_minus_exclusive_pair,-8.853276995068882e-06,-1.4901161193847656e-05,1.4901161193847656e-05,86.66665649414062,-8.217493693033854e-07,-4.127621650695801e-06,-8.955597877502441e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+01,overlapping_minus_exclusive_pair,-1.6689300537109375e-06,-2.8014183044433594e-06,2.8014183044433594e-06,80.0,-1.4881292978922528e-07,-7.897615432739258e-07,-1.687556505203247e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+02,overlapping_minus_exclusive_pair,-3.0159950256347656e-05,-5.519390106201172e-05,5.519390106201172e-05,106.66665649414062,-3.9680798848470055e-06,-1.3127923011779785e-05,-3.87728214263916e-05
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+02,overlapping_minus_exclusive_pair,-5.51144285054761e-06,-1.0013580322265625e-05,1.0013580322265625e-05,106.66665649414062,-7.149577140808105e-07,-2.428889274597168e-06,-7.187947630882263e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+03,overlapping_minus_exclusive_pair,-0.0009874542010948062,-0.0019779205322265625,0.0019779205322265625,106.66665649414062,-0.0002003900210062663,-0.00037173181772232056,-0.0016270503401756287
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+03,overlapping_minus_exclusive_pair,-0.0001684337912593037,-0.0003345310688018799,0.0003345310688018799,113.33331298828125,-3.4312009811401365e-05,-6.549246609210968e-05,-0.00028110481798648834
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+04,overlapping_minus_exclusive_pair,-0.002956994343549013,-0.005867958068847656,0.005867958068847656,113.33331298828125,-0.0005896488825480144,-0.0012004971504211426,-0.0042442455887794495
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+04,overlapping_minus_exclusive_pair,-0.0005329072591848671,-0.0010197758674621582,0.0010197758674621582,113.33331298828125,-0.00010421007871627808,-0.0002337079495191574,-0.000737188383936882
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+05,overlapping_minus_exclusive_pair,-0.0009867310291156173,-0.0019756555557250977,0.0019756555557250977,106.66665649414062,-0.00020024458567301435,-0.0003715530037879944,-0.0016257688403129578
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+05,overlapping_minus_exclusive_pair,-0.0001625984878046438,-0.00032563507556915283,0.00032563507556915283,113.33331298828125,-3.344664971033733e-05,-6.370246410369873e-05,-0.00027528777718544006
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+06,overlapping_minus_exclusive_pair,-3.0032793802092783e-05,-5.459785461425781e-05,5.459785461425781e-05,106.66665649414062,-3.917614618937175e-06,-1.3083219528198242e-05,-3.836303949356079e-05
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+06,overlapping_minus_exclusive_pair,-5.1379201977397315e-06,-9.268522262573242e-06,9.268522262573242e-06,106.66665649414062,-6.521741549173992e-07,-2.3078173398971558e-06,-6.796792149543762e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+07,overlapping_minus_exclusive_pair,-8.809566679701675e-06,-1.4543533325195312e-05,1.4543533325195312e-05,73.33331298828125,-6.755193074544271e-07,-4.16487455368042e-06,-7.905066013336182e-06
67#4,PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+07,overlapping_minus_exclusive_pair,-1.5109777677935199e-06,-2.473592758178711e-06,2.473592758178711e-06,73.33331298828125,-9.924173355102539e-08,-7.394701242446899e-07,-1.3709068298339844e-06
67#4,PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+08,overlapping_minus_exclusive_pair,-1.5815098777238745e-06,3.3974647521972656e-06,3.3974647521972656e-06,166.66665649414062,1.430511474609375e-07,-9.08970832824707e-07,4.842877388000488e-07
