group,mode,channel,family,name,kind,n_cells,mean_on,peak_signed,peak_absolute,peak_latency_from_onset_ms,integral_response_seconds,onset_50ms_mean,offset_50ms_mean,positive_cells,negative_cells,zero_within_1e9_cells
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+03,overlapping_minus_exclusive_pair,4,-7.525335604441352e-06,0.00011446699500083923,0.00038363412022590637,114.99998474121094,1.5383387605349226e-05,-1.166551373898983e-05,0.00013198470696806908,2,2,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+03,overlapping_minus_exclusive_pair,22,-8.648265578482427e-05,-0.00014864924279126254,0.0008373551748015664,115.75756419788708,-1.2477588924494655e-05,-2.286049791357734e-05,-9.555513547225432e-05,7,15,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+04,overlapping_minus_exclusive_pair,4,0.00028323635342530906,0.0022617578506469727,0.006849050521850586,108.33332061767578,0.000316573182741801,-4.340149462223053e-05,0.0028095003217458725,2,2,0
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+04,overlapping_minus_exclusive_pair,22,-0.0017048640081404963,-0.00402169335972179,0.011326654390855269,115.45453713156961,-0.0003659578886899082,-0.000512816689231179,-0.0032115849581631746,7,15,0
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+04,overlapping_minus_exclusive_pair,4,-5.253968993201852e-07,0.000355694442987442,0.0011908672749996185,113.33331298828125,4.7071812053521476e-05,-2.0527048036456108e-05,0.00041317427530884743,2,2,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+04,overlapping_minus_exclusive_pair,22,-0.0002698606370937672,-0.0004949051548134197,0.0017396032132885673,112.42422901500355,-4.754623906178908e-05,-8.478011427955194e-05,-0.0003969566473229365,7,15,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+05,overlapping_minus_exclusive_pair,4,4.099409852642566e-05,0.0007133036851882935,0.002155497670173645,108.33332824707031,0.00010036855936050416,-4.1561201214790344e-05,0.0008704569190740585,2,2,0
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+05,overlapping_minus_exclusive_pair,22,-0.0005900225845504214,-0.0014344724741849032,0.005329061638225208,116.6666592684659,-0.00011594692866007487,-0.00015130537477406588,-0.0010012283243916252,7,15,0
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+05,overlapping_minus_exclusive_pair,4,-8.478140443912707e-06,0.00011774525046348572,0.00038144364953041077,116.66665649414062,1.521211117506027e-05,-1.1641299352049828e-05,0.00012957118451595306,2,2,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+05,overlapping_minus_exclusive_pair,22,-8.870316312161528e-05,-0.00014038722623478282,0.0008356889540498906,115.15150312943892,-1.2252597194729434e-05,-2.333521842956543e-05,-8.99041240865534e-05,7,15,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+06,overlapping_minus_exclusive_pair,4,-8.979340600490104e-05,-0.00015345215797424316,0.00015345215797424316,78.33332824707031,-1.0450383027394613e-05,-4.779733717441559e-05,-5.942396819591522e-05,0,4,0
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+06,overlapping_minus_exclusive_pair,22,-6.254766836636091e-05,6.352771412242542e-05,0.0005702430551702326,119.0908993807706,1.3980341680122145e-05,-3.286891362883828e-05,0.00013377788391980258,10,12,0
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+06,overlapping_minus_exclusive_pair,4,-1.780167229981089e-05,-2.99699604511261e-05,2.99699604511261e-05,88.33332824707031,-2.0595888296763102e-06,-9.529991075396538e-06,-1.194654032588005e-05,0,4,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+06,overlapping_minus_exclusive_pair,22,-9.187265734763885e-06,2.5435266169634733e-05,8.635934103618969e-05,124.54544483531605,1.9526639671036694e-06,-4.626133225180886e-06,1.7869116907769982e-05,10,12,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+07,overlapping_minus_exclusive_pair,4,-3.244181476702579e-05,-4.433095455169678e-05,5.6043267250061035e-05,101.66665649414062,-4.637142022450765e-06,-1.681782305240631e-05,-2.7924776077270508e-05,0,4,0
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+07,overlapping_minus_exclusive_pair,22,-1.7365000778888564e-05,5.960193547335538e-05,0.00027657367966391825,123.03029285777698,9.483767278266676e-06,-1.2045895511453802e-05,8.2491473718123e-05,11,11,0
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+07,overlapping_minus_exclusive_pair,4,-6.478528352005242e-06,-8.711591362953186e-06,1.1080875992774963e-05,104.99999237060547,-9.470681349436442e-07,-3.363238647580147e-06,-5.837064236402512e-06,0,4,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+07,overlapping_minus_exclusive_pair,22,-2.503553122065486e-06,1.4224513010545211e-05,4.185871644453569e-05,129.39392922141334,1.2833602500684334e-06,-1.6923401166092267e-06,1.0759823701598428e-05,11,11,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+08,overlapping_minus_exclusive_pair,4,-9.14235939575292e-06,-1.2636184692382812e-05,1.96993350982666e-05,134.99998474121094,-1.6883015632629394e-06,-4.526227712631226e-06,-1.0732561349868774e-05,0,4,0
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+08,overlapping_minus_exclusive_pair,22,-2.463117114230458e-06,5.4034319790926844e-05,0.00011307001113891602,141.51514088023794,4.6944979465369025e-06,-3.471293232657693e-06,3.889372402971441e-05,11,11,0
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+08,overlapping_minus_exclusive_pair,4,-1.8452604839680475e-06,-2.652406692504883e-06,4.082918167114258e-06,138.33332061767578,-3.5720566908518475e-07,-9.094364941120148e-07,-2.325046807527542e-06,0,4,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+08,overlapping_minus_exclusive_pair,22,-3.231294037998499e-07,6.630678068507802e-06,1.6973438588055696e-05,139.39392783425072,6.257065317847512e-07,-4.862773824821819e-07,5.005562508648092e-06,11,11,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+09,overlapping_minus_exclusive_pair,4,-1.8676122630623126e-06,-3.546476364135742e-06,6.16908073425293e-06,126.66665649414062,-4.703799883524577e-07,-8.586794137954712e-07,-3.1348317861557007e-06,1,3,0
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+09,overlapping_minus_exclusive_pair,22,3.7027124913632553e-07,1.7431649294766512e-05,3.632090308449485e-05,139.39392783425072,1.6583818377870503e-06,-7.304955612529408e-07,1.3398853215304287e-05,13,9,0
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+09,overlapping_minus_exclusive_pair,4,-3.835807170782246e-07,-7.487833499908447e-07,1.2852251529693604e-06,136.66666412353516,-1.0249515374501547e-07,-1.7415732145309448e-07,-6.949994713068008e-07,1,3,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+09,overlapping_minus_exclusive_pair,22,7.319631775440624e-08,2.12273814461448e-06,5.398284305225719e-06,140.90907981178978,2.1942411408279883e-07,-1.0113316503438083e-07,1.7117708921432495e-06,13,9,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+10,overlapping_minus_exclusive_pair,4,-2.404054080251683e-07,-4.917383193969727e-07,1.385807991027832e-06,101.66666412353516,-8.851289749145507e-08,-7.636845111846924e-08,-6.07222318649292e-07,2,2,0
